,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,予想タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均
220,220,2010/06/06,3東京6,晴,11.0,安田記念(G1),,18,5.0,9,12.1,6.0,2,藤岡佑介,58.0,芝1600,良,-14.0,1:31.8,0.1,116.0,15-15,33.6-35.4,34.2,474(0),,出遅れ,ショウワモダン,4108.0,11,,2403.2799999999997,0.8458333333333335,104.0,0,,,34.239999999999995,0.796875,17.429193899782135,16.96309292888426,91.8,121.57959183673474,15.0,15.0,15.0,0.8333333333333334,33.6,35.4,0.6000000000000014,-1.1999999999999957,-1.7999999999999972,36.120000000000005,34.64,9.010416666666666,-0.1416666666666663,-0.02500000000000006,0.11666666666666625,13.0,13.0,0.0,0.03457443668825421,8.916666666666666,9.041666666666666,2.9166666666666665,3.0416666666666665,0.125,12.625941549048926,1.8168103918681222,7,0.1,0.36,35.0,36.0,626.0,95.5
221,221,2010/10/10,4東京2,晴,11.0,毎日王冠(G2),,10,7.0,7,8.1,4.0,7,酒井学,57.0,芝1800,稍,4.0,1:47.1,0.7,107.0,1-1-1,35.5-35.5,36.2,486(-4),,,アリゼオ,,12,,829.3636363636365,0.5214285714285716,100.72727272727273,0,,,35.699999999999996,0.7142857142857143,16.80672268907563,16.82294858894713,107.1,119.9432835820895,1.0,1.0,1.0,0.1,35.5,35.5,0.7000000000000028,0.7000000000000028,0.0,35.52727272727273,35.28181818181818,2.619047619047619,0.6107142857142863,0.31785714285714406,-0.2928571428571422,-6.0,-6.0,0.0,0.010926733329352633,2.642857142857143,2.607142857142857,-3.5357142857142856,-3.5714285714285716,-0.03571428571428571,14.582415746003761,1.2275862068965513,5,0.7,0.33636363636363636,35.5030303030303,27.0,378.0,104.5
222,222,2010/09/11,4阪神1,晴,10.0,朝日チャレンジC(G3),,9,6.0,6,3.1,2.0,1,小牧太,57.0,芝2000,良,-12.0,1:59.2,-0.3,101.0,1-1-1-1,36.4-34.8,34.8,456(+2),,,(プロヴィナージュ),4133.6,13,,2577.066666666667,0.4366666666666667,93.55555555555556,0,,,35.35555555555556,0.7226890756302521,16.778523489932887,16.76244635331174,119.2,120.95625000000005,1.0,1.0,1.0,0.1111111111111111,36.4,34.8,-1.6000000000000014,0.0,1.6000000000000014,35.91111111111111,35.01111111111111,2.9388888888888887,-0.3733333333333339,0.186666666666666,0.5599999999999999,0.0,0.0,0.0,0.01783465510628972,2.8666666666666667,3.0,-1.4,-1.2666666666666666,0.13333333333333333,13.99497677740124,0.9209370228196939,5,-0.15,0.5666666666666667,35.425925925925924,21.0,278.0,106.0
223,223,2010/10/10,4東京2,晴,11.0,毎日王冠(G2),,10,4.0,4,15.8,6.0,1,福永祐一,56.0,芝1800,稍,4.0,1:46.4,0.0,116.0,6-6-6,35.5-35.5,34.5,520(+8),,,(エイシンアポロン),6577.0,14,,2731.316666666667,0.19285714285714287,99.0,0,,,34.86666666666667,0.925,16.917293233082706,16.490483106407197,106.4,121.25833333333327,6.0,6.0,6.0,0.6,35.5,35.5,-1.0,-1.0,0.0,36.2,35.266666666666666,4.166666666666666,-1.3428571428571416,-0.15714285714285633,1.1857142857142853,5.0,5.0,0.0,0.024690811298837993,3.857142857142857,4.428571428571429,0.2857142857142857,0.8571428571428571,0.5714285714285714,10.571187255932987,0.7557074500095926,3,0.0,0.008333333333333331,35.44444444444444,36.0,129.0,105.5
224,224,2010/07/14,大井,晴,11.0,ジャパンダートダービ(G1),,12,6.0,8,8.5,3.0,2,内田博幸,56.0,ダ2000,重,-7.0,2:05.3,0.1,103.0,4-4-2-2,36.1-37.8,37.7,506(+22),,,マグニフィカ,1750.0,15,,1455.925,0.2833333333333333,93.75,0,,,34.650000000000006,0.9361702127659575,15.96169193934557,16.386299599062106,125.3,120.20294117647057,4.0,2.0,3.0,0.3333333333333333,36.1,37.8,1.6000000000000014,-0.09999999999999432,-1.6999999999999957,35.775,34.65,3.111111111111111,0.8333333333333334,-0.022222222222221748,-0.8555555555555551,0.0,2.0,2.0,0.01779721378101316,2.7777777777777777,3.111111111111111,-0.1111111111111111,0.2222222222222222,0.3333333333333333,12.222929272478018,1.4996332885075605,3,0.1,0.1,35.025000000000006,23.0,72.0,98.75
225,225,2010/10/23,4東京5,晴,11.0,富士S(G3),,17,4.0,7,8.9,3.0,14,後藤浩輝,59.0,芝1600,良,-8.0,1:33.6,0.8,102.0,3-3,35.0-34.5,35.1,514(-2),,,ダノンヨーヨー,,16,,799.3214285714286,0.5,100.28571428571429,0,,,35.90714285714285,0.6666666666666666,17.094017094017094,16.69498527558961,93.6,121.62470238095236,3.0,3.0,3.0,0.17647058823529413,35.0,34.5,0.10000000000000142,0.6000000000000014,0.5,35.75714285714285,35.65714285714286,4.056910569105692,0.8268292682926826,0.17560975609756105,-0.6512195121951215,-11.0,-11.0,0.0,0.0184513762791715,3.658536585365854,4.195121951219512,-2.097560975609756,-1.5609756097560976,0.5365853658536586,12.175213659907538,1.4397518840162513,6,0.8,0.5,35.773809523809526,22.0,766.0,108.0
226,226,2010/10/10,4東京2,晴,11.0,毎日王冠(G2),,10,3.0,3,18.1,8.0,2,蛯名正義,55.0,芝1800,稍,4.0,1:46.4,0.0,115.0,3-4-3,35.5-35.5,34.8,502(+8),,,アリゼオ,2622.0,17,,930.1333333333333,0.45,89.5,0,,,35.61666666666667,0.7368421052631579,16.917293233082706,16.69246782937639,106.4,123.48181818181826,3.0,3.0,3.3333333333333335,0.3,35.5,35.5,-0.7000000000000028,-0.7000000000000028,0.0,35.949999999999996,35.699999999999996,5.941666666666667,0.12999999999999973,-0.1499999999999993,-0.279999999999999,1.0,1.0,0.0,0.029810850909893806,6.0,5.8,2.0,1.8,-0.2,15.529231300788473,0.8194938974354132,3,0.0,0.4666666666666666,35.75555555555555,35.0,132.0,106.0
227,227,2010/06/27,3阪神4,晴,10.0,宝塚記念(G1),,17.0,5.0,10,5.1,2.0,8,ウィリア,58.0,芝2200,稍,6.0,2:13.7,0.7,107.0,8-8-8-10,34.8-36.5,36.5,472(0),,,ナカヤマフェスタ,,18,,719.4,0.24375000000000002,100.5,0,,,35.633333333333326,0.8681318681318682,16.454749439042633,16.30712406888767,133.7,122.94285714285706,8.0,10.0,8.5,0.47058823529411764,34.8,36.5,1.7000000000000028,0.0,-1.7000000000000028,36.0,36.18333333333334,10.28125,0.41249999999999964,-0.8937500000000012,-1.3062500000000008,2.0,0.0,-2.0,0.043095341327226755,8.625,11.375,5.625,8.375,2.75,7.9844138828033655,1.4579456561656121,6,0.7,0.25,35.93888888888889,27.0,387.0,106.25
228,228,2009/10/11,4東京2,晴,11,毎日王冠(G2),,11,4,4,11.8,4,1,横山典弘,58,芝1800,良,-15.0,1:45.3,-0.2,113.0,6-5-5,35.8-33.6,33.0,462(-4),,,(ウオッカ),6585.4,1,,2846.4769230769234,0.4238095238095238,111.76923076923077,0,,,35.04615384615385,0.7352941176470589,17.094017094017094,16.8515817456979,105.3,120.50500000000001,6.0,5.0,5.333333333333333,0.5454545454545454,35.8,33.6,-2.799999999999997,-0.6000000000000014,2.1999999999999957,35.93846153846153,35.37692307692309,8.996031746031745,-0.8285714285714292,-0.4809523809523817,0.3476190476190475,4.0,5.0,1.0,0.03935563307156125,9.0,8.952380952380953,4.714285714285714,4.666666666666667,-0.047619047619047616,7.01488971302831,1.3051075760733155,8,-0.1,0.5307692307692309,35.45384615384616,33.0,687.0,108.5
229,229,2009/06/28,3阪神4,晴,10,宝塚記念(G1),,14,6,10,21.4,6,5,横山典弘,58,芝2200,良,-10.0,2:11.8,0.5,107.0,2-2-3-2,34.7-35.2,35.3,478(-8),,,ドリームジャーニー,1320.0,2,,815.9,0.5476190476190477,99.33333333333333,0,,,35.61666666666667,0.6144578313253012,16.691957511380878,16.197772271539073,131.8,120.3185714285714,2.0,2.0,2.25,0.14285714285714285,34.7,35.2,0.5999999999999943,0.09999999999999432,-0.5,35.266666666666666,35.5,3.869047619047619,0.9476190476190469,-0.004761904761906183,-0.9523809523809531,-3.0,-3.0,0.0,0.019429288876825396,3.619047619047619,3.9523809523809526,-0.42857142857142855,-0.09523809523809523,0.3333333333333333,13.273038601579078,2.0673175017138905,5,0.5,0.75,35.461111111111116,27.0,356.0,108.5
230,230,2009/10/11,4東京2,晴,11.0,毎日王冠(G2),,11,6.0,6,1.3,1.0,2,武豊,57.0,芝1800,良,-15.0,1:45.5,0.2,109.0,1-1-1,35.8-33.6,33.8,498(+6),,,カンパニー,2624.4,3,,3069.542857142857,0.17750000000000005,109.42857142857143,0,,,34.44285714285714,0.8247422680412371,17.061611374407583,16.852568836919197,105.5,119.05274463007163,1.0,1.0,1.0,0.09090909090909091,35.8,33.6,-2.0,0.19999999999999574,2.1999999999999957,35.385714285714286,34.7,6.55,-0.7500000000000006,-0.31499999999999917,0.4350000000000014,-1.0,-1.0,0.0,0.028428478916371402,5.9,6.8,3.2,4.1,0.9,9.307300915954961,1.3460111558772576,5,0.2,0.35714285714285715,34.84285714285714,29.0,621.0,112.25
231,231,2009/10/11,4京都2,晴,11,京都大賞典(G2),,14,2,2,4.9,3,1,内田博幸,59.0,芝2400,良,-13.0,2:24.3,-0.1,112.0,10-11-12-13,34.6-37.1,34.1,490(+6),,,(スマートギア),6603.6,4,,564.15,0.12,89.5,0,,,34.925,0.8979591836734694,16.63201663201663,16.32294617411386,144.3,121.79636363636362,10.0,13.0,11.5,0.7142857142857143,34.6,37.1,-0.5,-3.0,-2.5,35.8,35.55,8.625,-0.9500000000000007,-0.9300000000000004,0.020000000000000285,12.0,9.0,-3.0,0.04779041912953445,7.4,9.1,4.7,6.4,1.7,12.720777563426767,1.5596142773823516,4,-0.05,-0.06250000000000001,35.425000000000004,32.0,196.0,110.25
232,232,2009/09/27,4中山6,晴,11,産経賞オールカマー(G2),,15,2,2,3.1,2,3,藤田伸二,57.0,芝2200,良,-16.0,2:11.7,0.3,110.0,7-8-7-6,36.4-34.1,33.7,496(+12),,,マツリダゴッホ,1615.4,5,,1485.1636363636362,0.09999999999999999,106.54545454545455,0,,,34.900000000000006,0.8322147651006712,16.704631738800305,16.692488637334545,131.7,120.2519230769231,7.0,6.0,7.0,0.4666666666666667,36.4,34.1,-2.6999999999999957,-0.3999999999999986,2.299999999999997,35.74545454545454,35.27272727272727,4.565476190476191,-0.7785714285714275,-0.2999999999999997,0.47857142857142776,3.0,4.0,1.0,0.020908158460075488,4.285714285714286,4.5,1.1428571428571428,1.3571428571428572,0.21428571428571427,9.22797678559908,1.1328234146983753,6,0.3,0.12727272727272726,35.306060606060605,30.0,360.0,115.75
233,233,2009/09/27,4中山6,晴,11,産経賞オールカマー(G2),,15,5,9,2.6,1,2,池添謙一,59,芝2200,良,-16.0,2:11.7,0.3,110.0,7-8-7-6,36.4-34.1,33.6,422(-2),,出遅れ,マツリダゴッホ,2630.8,6,,2997.308333333334,0.3522727272727273,108.25,0,,,34.266666666666666,0.7707006369426752,16.704631738800305,16.6638050791401,131.7,119.89007633587786,7.0,6.0,7.0,0.4666666666666667,36.4,34.1,-2.799999999999997,-0.5,2.299999999999997,35.825,34.99166666666667,11.253787878787879,-1.05,-0.754545454545455,0.29545454545454514,4.0,5.0,1.0,0.053648608444483534,9.863636363636363,11.954545454545455,5.636363636363637,7.7272727272727275,2.090909090909091,9.879615645003893,0.7177469474190047,5,0.3,0.2708333333333333,35.02777777777778,30.0,610.0,113.0
234,234,2009/10/11,4東京2,晴,11.0,毎日王冠(G2),,11,5.0,5,10.0,2.0,9,柴山雄一,58,芝1800,良,-15.0,1:46.4,1.1,101.0,3-4-4,35.8-33.6,34.3,472(0),,,カンパニー,,7,,1634.78,0.3861111111111111,99.33333333333333,0,,,35.22,0.8366336633663366,16.917293233082706,16.56923763707838,106.4,120.68750000000001,3.0,4.0,3.6666666666666665,0.2727272727272727,35.8,33.6,-1.5,0.6999999999999957,2.1999999999999957,35.86666666666667,35.54666666666667,6.0740740740740735,-0.5333333333333342,-0.20000000000000048,0.3333333333333337,-5.0,-6.0,-1.0,0.028412547952055396,5.666666666666667,6.166666666666667,1.6666666666666667,2.1666666666666665,0.5,15.3624718117302,1.1108131333282456,4,1.1,0.25666666666666665,35.544444444444444,21.0,354.0,109.0
235,235,2009/08/30,3新潟6,曇,11,新潟記念(G3),,18,8,16,7.5,3,4,後藤浩輝,58,芝2000,良,-2.0,1:59.7,0.1,97.0,15-16,36.6-33.5,32.7,492(-4),,,ホッコーパドゥシャ,650.0,8,,1739.9,0.3395833333333333,109.33333333333333,0,,,35.21333333333333,0.8405797101449275,16.70843776106934,16.743870360686827,119.7,120.57200557103072,15.0,16.0,15.5,0.8333333333333334,36.6,33.5,-3.8999999999999986,-0.7999999999999972,3.1000000000000014,36.35333333333334,35.61333333333334,9.291666666666666,-0.8333333333333348,-0.5625,0.2708333333333348,12.0,11.0,-1.0,0.04128758893951005,8.5,10.083333333333334,4.625,6.208333333333333,1.5833333333333333,7.390155614058475,1.4548346985138898,8,0.1,0.25333333333333335,35.72666666666666,17.0,763.0,111.0
236,236,2009/09/27,4中山6,晴,11,産経賞オールカマー(G2),,15,4,7,18.8,5,14,田中勝春,58,芝2200,良,-16.0,2:12.7,1.3,100.0,2-2-2-2,36.4-34.1,35.2,520(+22),,,マツリダゴッホ,,9,,3133.45,0.24130434782608698,109.1,0,,,34.95,0.7338129496402878,16.578749058025622,16.88545605061871,132.7,119.89601990049755,2.0,2.0,2.0,0.13333333333333333,36.4,34.1,-1.1999999999999957,1.1000000000000014,2.299999999999997,35.650000000000006,35.010000000000005,3.221014492753623,-0.2130434782608692,-0.09565217391304298,0.11739130434782621,-12.0,-12.0,0.0,0.013909024421905804,3.260869565217391,3.130434782608696,-0.6086956521739131,-0.7391304347826086,-0.13043478260869565,8.261355820929152,1.2436505404118419,7,1.3,0.29500000000000004,35.20333333333333,20.0,583.0,109.25
237,237,2009/10/11,4東京2,晴,11,毎日王冠(G2),,11,2,2,40.6,7.0,6,川田将雅,57.0,芝1800,良,-15.0,1:46.1,0.8,104.0,3-2-2,35.8-33.6,34.1,522(0),,,カンパニー,,10,,1308.9066666666665,0.658695652173913,110.13333333333334,0,,,35.07333333333334,0.7241379310344828,16.96512723845429,16.506180707115913,106.1,120.10781250000002,3.0,2.0,2.3333333333333335,0.2727272727272727,35.8,33.6,-1.6999999999999957,0.5,2.1999999999999957,35.84,35.14,5.641304347826087,-0.03478260869565236,0.09565217391304452,0.1304347826086969,-4.0,-3.0,1.0,0.025567295030064628,6.0,5.217391304347826,0.4782608695652174,-0.30434782608695654,-0.782608695652174,6.922061149365524,1.2253967611440069,7,0.8,0.41,35.35111111111111,24.0,652.0,108.0
238,238,2009/10/11,4東京2,晴,11,毎日王冠(G2),,11,6,7,11.5,3,7,三浦皇成,57.0,芝1800,良,-15.0,1:46.1,0.8,105.0,5-6-5,35.8-33.6,33.8,480(-4),,,カンパニー,,11,,1367.1166666666668,0.49444444444444446,100.0,0,,,35.199999999999996,0.7710843373493976,16.96512723845429,16.66667735867473,106.1,121.07795823665896,5.0,5.0,5.333333333333333,0.45454545454545453,35.8,33.6,-2.0,0.19999999999999574,2.1999999999999957,35.78333333333333,35.36666666666667,5.49537037037037,-0.41666666666666746,-0.06111111111111277,0.3555555555555547,-2.0,-2.0,0.0,0.024720495610621108,5.333333333333333,5.5,0.2777777777777778,0.4444444444444444,0.16666666666666666,8.9986148518579,1.4776825458707938,4,0.8,0.38333333333333336,35.449999999999996,25.0,345.0,106.75
239,239,2009/09/12,4阪神1,雨,10,朝日チャレンジC(G3),,16,3,6,2.4,1,1,川田将雅,56.0,芝2000,稍,-2.0,2:00.0,0.0,107.0,4-3-4-4,35.6-34.5,34.0,456(-6),,,(ブレイクランアウト),4161.6,12,,3176.6666666666665,0.3111111111111111,89.0,0,,,35.300000000000004,0.8536585365853658,16.666666666666668,16.635101147287198,120.0,121.88888888888893,4.0,4.0,3.75,0.25,35.6,34.5,-1.6000000000000014,-0.5,1.1000000000000014,35.81666666666667,35.25,3.231481481481482,-0.4666666666666678,0.05555555555555477,0.5222222222222226,3.0,3.0,0.0,0.022608005667567634,3.111111111111111,3.3333333333333335,0.2222222222222222,0.4444444444444444,0.2222222222222222,15.761979571107178,0.8639444426582078,4,0.0,0.34166666666666673,35.455555555555556,27.0,117.0,104.5
240,240,2009/06/28,3阪神4,晴,10,宝塚記念(G1),,14,5,8,8.3,3,2,福永祐一,58.0,芝2200,良,-10.0,2:11.6,0.3,109.0,5-5-5-2,34.7-35.2,35.0,490(0),,,ドリームジャーニー,5386.4,13,,1990.3842105263157,0.34166666666666673,109.57894736842105,0,,,34.71578947368421,0.821969696969697,16.717325227963528,16.749222590549163,131.6,120.3029268292683,5.0,2.0,4.25,0.35714285714285715,34.7,35.2,0.29999999999999716,-0.20000000000000284,-0.5,35.48947368421053,35.178947368421056,6.8506944444444455,-0.7041666666666666,-0.32083333333333286,0.38333333333333375,0.0,3.0,3.0,0.03292615461313796,6.458333333333333,6.958333333333333,2.25,2.75,0.5,7.150496486258839,0.8565605641167474,6,0.3,0.23684210526315788,35.128070175438594,29.0,709.0,111.25
241,241,2009/06/28,3阪神4,晴,10.0,宝塚記念(G1),,14,8.0,13,159.9,12.0,13,津村明秀,58,芝2200,良,-10.0,2:13.4,2.1,94.0,1-1-1-2,34.7-35.2,37.3,502(-2),,,ドリームジャーニー,,14,,850.1714285714286,1.3315789473684212,104.28571428571429,0,,,36.4,0.5416666666666666,16.49175412293853,16.381150288467047,133.4,120.37666666666667,1.0,2.0,1.25,0.07142857142857142,34.7,35.2,2.5999999999999943,2.0999999999999943,-0.5,35.714285714285715,35.628571428571426,4.302631578947368,2.384210526315789,0.8789473684210531,-1.5052631578947357,-11.0,-12.0,-1.0,0.019467093285971265,4.578947368421052,4.052631578947368,-3.9473684210526314,-4.473684210526316,-0.5263157894736842,6.924413332550275,1.2041594578792298,8,2.1,1.2142857142857142,35.91428571428572,14.0,503.0,102.5
242,242,2009/08/23,2札幌8,曇,9,札幌記念(G2),,16,2,4,17.3,4,3,秋山真一,57,芝2000,良,-3.0,2:00.8,0.1,108.0,13-12-12-8,35.6-36.2,35.3,474(-2),,,ヤマニンキングリー,1817.4,15,,727.3499999999999,0.475,103.03846153846153,0,,,35.21923076923076,0.7031700288184438,16.55629139072848,16.658108730532867,120.8,120.26025316455697,13.0,8.0,11.25,0.8125,35.6,36.2,-0.30000000000000426,-0.9000000000000057,-0.6000000000000014,35.261538461538464,35.526923076923076,7.9333333333333345,0.06333333333333234,-0.2966666666666676,-0.35999999999999993,5.0,10.0,5.0,0.039910095908980946,7.133333333333334,8.466666666666667,1.7666666666666666,3.1,1.3333333333333333,5.602325962621885,0.9595676272246174,7,0.1,0.40576923076923077,35.33589743589744,28.0,683.0,107.0
243,243,2009/08/30,3新潟6,曇,11,新潟記念(G3),,18,3,5,9.9,5,1,江田照男,56.5,芝2000,良,-2.0,1:59.6,0.0,98.0,6-7,36.6-33.5,33.0,476(-6),,,(サンライズベガ),4367.9,16,,702.5576923076925,0.40161290322580645,103.73076923076923,0,,,35.099999999999994,0.7410468319559229,16.722408026755854,16.670351765729627,119.6,120.48596491228066,6.0,7.0,6.5,0.3333333333333333,36.6,33.5,-3.6000000000000014,-0.5,3.1000000000000014,35.52692307692307,35.25,6.293010752688172,-0.37741935483871,-0.18709677419354828,0.1903225806451617,6.0,5.0,-1.0,0.027544634491679713,6.258064516129032,6.193548387096774,1.1935483870967742,1.1290322580645162,-0.06451612903225806,6.19026137877069,0.9370832406995655,7,0.0,0.33653846153846156,35.292307692307695,18.0,735.0,103.75
244,244,2009/09/27,4中山6,晴,11.0,産経賞オールカマー(G2),,15,8,15,4.6,3.0,1,横山典弘,58,芝2200,良,-16.0,2:11.4,-0.3,111.0,1-1-1-1,36.4-34.1,34.1,486(0),,,(ドリームジャーニー),6507.8,17,,2374.0785714285716,0.31904761904761914,107.85714285714286,0,,,35.06428571428571,0.7666666666666667,16.7427701674277,16.5446588845667,131.4,120.4023255813954,1.0,1.0,1.0,0.06666666666666667,36.4,34.1,-2.299999999999997,0.0,2.299999999999997,35.864285714285714,35.635714285714286,5.345238095238095,0.3761904761904744,-0.34285714285714297,-0.7190476190476174,0.0,0.0,0.0,0.028513956336867485,4.333333333333333,5.714285714285714,-0.047619047619047616,1.3333333333333333,1.380952380952381,5.546385912845849,0.7256231291929953,6,-0.15,0.21071428571428572,35.521428571428565,31.0,607.0,108.5
245,245,2009/05/03,3京都4,曇,10,天皇賞(春)(G1),,18,8,17,3.5,1,9,四位洋文,58,芝3200,良,-7.0,3:15.3,0.9,111.0,6-6-3-2,36.4-35.1,35.8,502(-6),,,マイネルキッツ,,18,,1666.9222222222222,0.6815789473684211,103.44444444444444,0,,,36.06666666666667,0.6574074074074074,16.38504864311316,16.414689895438958,195.3,121.1263929618769,6.0,2.0,4.25,0.3333333333333333,36.4,35.1,-0.6000000000000014,0.6999999999999957,1.2999999999999972,35.58888888888889,35.644444444444446,3.9078947368421053,0.421052631578947,0.29473684210526324,-0.12631578947368377,-7.0,-3.0,4.0,0.022022673935277775,3.6315789473684212,4.157894736842105,-1.5263157894736843,-1.0,0.5263157894736842,10.780074211247342,1.77552809045647,5,0.9,0.7444444444444445,35.766666666666666,31.0,454.0,110.25
246,246,2008/10/12,4東京2,晴,11.0,毎日王冠(G2),,16,2.0,3,1.5,1.0,2,武豊,57.0,芝1800,良,-13.0,1:44.6,0.0,120.0,1-1-1,35.8-33.8,33.8,490(+4),,,スーパーホーネット,2632.8,1,,1058.56,0.25333333333333347,107.0,0,,,34.58,0.7746478873239436,17.208413001912046,16.801626600610927,104.6,119.3217391304347,1.0,1.0,1.0,0.0625,35.8,33.8,-2.0,0.0,2.0,35.339999999999996,34.82000000000001,7.3,-0.7266666666666668,-0.3199999999999984,0.4066666666666684,-1.0,-1.0,0.0,0.032577733490393744,6.533333333333333,7.533333333333333,3.466666666666667,4.466666666666667,1.0,10.05298463144155,1.4396180048887963,4,0.0,0.4600000000000001,34.913333333333334,40.0,450.0,118.25
247,247,2008/04/06,2阪神4,晴,11.0,産経大阪杯(G2),,11,7.0,9,2.0,1.0,1,安藤勝己,56.0,芝2000,良,-7.0,1:58.7,-0.1,114.0,1-1-1-1,35.5-34.8,34.8,498(+12),,,(エイシンデピュティ),6482.6,2,,5448.516666666667,-0.014999999999999996,105.0,0,,,34.18333333333334,1.0,16.849199663016005,16.72953752841767,118.7,119.64883720930237,1.0,1.0,1.0,0.09090909090909091,35.5,34.8,-0.7000000000000028,0.0,0.7000000000000028,36.03333333333333,34.199999999999996,1.675,-0.9300000000000008,-0.13999999999999843,0.7900000000000024,0.0,0.0,0.0,0.011956337017968097,1.5,1.7,0.2,0.4,0.2,10.163132204116362,0.8965498607955733,4,-0.05,-0.075,34.80555555555556,34.0,273.0,113.5
248,248,2008/09/28,4阪神6,曇,10.0,神戸新聞杯(G2),,18,1.0,1,2.0,1.0,1,四位洋文,56.0,芝2400,良,-11.0,2:25.3,0.0,104.0,9-7-5-5,36.6-35.7,35.1,508(-6),,,(ブラックシェル),5533.0,3,,991.4799999999999,0.15416666666666667,88.4,0,,,35.36,0.8611111111111112,16.517549896765313,16.55332672356759,145.3,121.14590163934436,9.0,5.0,6.5,0.5,36.6,35.7,-1.5,-0.6000000000000014,0.8999999999999986,36.0,35.6,8.79861111111111,-0.8750000000000006,-0.8583333333333331,0.016666666666667496,4.0,8.0,4.0,0.046214539169880005,8.416666666666666,9.333333333333334,6.0,6.916666666666667,0.9166666666666666,15.73034605411618,0.7617326869647464,3,0.0,0.18,35.653333333333336,24.0,149.0,108.75
249,249,2008/10/12,4東京2,晴,11.0,毎日王冠(G2),,16,5.0,9,14.5,4.0,5,横山典弘,58.0,芝1800,良,-13.0,1:45.1,0.5,117.0,9-9-9,35.8-33.8,33.2,450(-16),,,スーパーホーネット,650.0,4,,2215.7555555555555,0.5714285714285714,110.55555555555556,0,,,35.455555555555556,0.680327868852459,17.12654614652712,16.801172269491246,105.1,121.26090909090911,9.0,9.0,9.0,0.5625,35.8,33.8,-2.5999999999999943,-0.5999999999999943,2.0,35.97777777777778,35.644444444444446,9.220238095238093,-0.6500000000000006,-0.4000000000000001,0.2500000000000005,4.0,4.0,0.0,0.03806276714726153,9.357142857142858,9.071428571428571,4.357142857142857,4.071428571428571,-0.2857142857142857,7.637335195530498,1.350160484288194,7,0.5,0.7333333333333335,35.6925925925926,37.0,465.0,115.75
250,250,2008/09/28,4中山6,曇,11.0,産経賞オールカマー(G2),,14,4.0,6,8.4,2.0,5,後藤浩輝,58.0,芝2200,良,-15.0,2:12.8,0.8,101.0,3-3-3-4,37.1-34.8,35.5,492(+8),,,マツリダゴッホ,640.0,5,,1914.7727272727277,0.36052631578947364,108.54545454545455,0,,,35.52727272727273,0.8627450980392157,16.566265060240962,16.779808638441654,132.8,120.74244186046512,3.0,4.0,3.25,0.21428571428571427,37.1,34.8,-1.6000000000000014,0.7000000000000028,2.3000000000000043,36.29090909090908,35.86363636363636,9.596491228070176,-0.9315789473684223,-0.589473684210526,0.34210526315789624,-1.0,-2.0,-1.0,0.04161078380219985,8.578947368421053,10.526315789473685,4.684210526315789,6.631578947368421,1.9473684210526316,7.235157220130051,1.4924057759202092,7,0.8,0.2636363636363636,35.8939393939394,21.0,597.0,110.0
251,251,2008/10/12,4東京2,晴,11.0,毎日王冠(G2),,16,1.0,1,23.7,7.0,4,福永祐一,57.0,芝1800,良,-13.0,1:45.1,0.5,117.0,7-7-7,35.8-33.8,33.4,484(+2),,,スーパーホーネット,980.0,6,,1364.3071428571427,0.41842105263157897,108.35714285714286,0,,,34.65,0.7905759162303665,17.12654614652712,16.73815743529826,105.1,120.80406091370565,7.0,7.0,7.0,0.4375,35.8,33.8,-2.3999999999999986,-0.3999999999999986,2.0,35.67857142857143,35.10714285714286,6.864035087719299,-0.8736842105263151,-0.2789473684210517,0.5947368421052633,3.0,3.0,0.0,0.033275881549803786,6.7368421052631575,6.7894736842105265,2.0526315789473686,2.1052631578947367,0.05263157894736842,7.884161337770809,0.9062422413460988,5,0.5,0.30357142857142855,35.1452380952381,37.0,544.0,108.0
