,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,予想タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均
0,0,2022/05/29,2東京12,晴,11,東京優駿(G1),,18,8,18,3.8,2,2,ルメール,57,芝2400,良,-19,2:21.9,0.0,113,16-16-16-14,35.1-35.2,33.6,484(-8),,,ドウデュース,8770.8,1,,3746.133333333333,-0.15,95.33333333333333,0,,,34.0,0.9761904761904762,16.913319238900634,16.829184783904104,141.9,118.425,16.0,14.0,15.5,0.8888888888888888,35.1,35.2,-1.5,-1.6000000000000014,-0.10000000000000142,35.833333333333336,34.63333333333333,8.0625,-1.7500000000000018,-0.875,0.8750000000000018,12.0,14.0,2.0,0.03670524691358024,7.0,8.75,5.5,7.25,1.75,9.50789145920377,0.7863841300534999,3,0.0,-0.19999999999999998,34.82222222222222,33.0,79.0,99.75
1,1,2022/08/21,2札幌4,晴,11.0,札幌記念(G2),,16,2.0,3,3.3,2.0,2,吉田豊,57,芝2000,良,9.0,2:01.2,0.0,114.0,1-1-1-1,35.5-37.7,37.7,470(-6),,,ジャックドール,2832.0,2,,1226.6666666666667,0.5214285714285714,97.05555555555556,0,,,36.74444444444445,0.7623318385650224,16.5016501650165,16.4756830679792,121.2,121.15370370370368,1.0,1.0,1.0,0.0625,35.5,37.7,2.200000000000003,0.0,-2.200000000000003,35.65555555555555,36.41111111111111,2.25,1.3952380952380952,0.4666666666666665,-0.9285714285714287,-1.0,-1.0,0.0,0.014713125988373326,2.1904761904761907,2.238095238095238,-2.619047619047619,-2.5714285714285716,0.047619047619047616,15.82001034363528,1.5082760669767572,5,0.0,0.3638888888888889,36.27037037037038,34.0,322.0,109.25
2,2,2022/05/29,2東京12,晴,11,東京優駿(G1),,18,6,12,3.5,1,4,川田将雅,57,芝2400,良,-19,2:22.3,0.4,110,10-10-11-11,35.1-35.2,34.3,494(-10),,,ドウデュース,3000.0,3,,2347.1,0.11249999999999999,95.66666666666667,0,,,33.800000000000004,0.9117647058823529,16.865776528460998,16.675650607328045,142.3,119.64210526315787,10.0,11.0,10.5,0.5555555555555556,35.1,35.2,-0.8000000000000043,-0.9000000000000057,-0.10000000000000142,36.13333333333333,34.36666666666667,6.479166666666667,-1.950000000000001,-0.6499999999999986,1.3000000000000025,7.0,6.0,-1.0,0.0435020182889501,6.0,6.5,3.5,4.0,0.5,9.368030742904295,0.6841052550594832,3,0.4,0.016666666666666663,34.76666666666666,30.0,77.0,99.25
3,3,2022/08/21,2札幌4,晴,11,札幌記念(G2),,16,2,4,4.6,3,1,藤岡佑介,57,芝2000,良,9,2:01.2,0.0,114,3-4-3-2,35.5-37.7,37.3,516(+8),,,(パンサラッサ),7112.0,4,,2169.4545454545455,5.046468293750712e-18,97.27272727272727,0,,,35.04545454545455,0.9310344827586207,16.5016501650165,16.658279725604874,121.2,120.1,3.0,2.0,3.0,0.1875,35.5,37.7,1.7999999999999972,-0.4000000000000057,-2.200000000000003,36.42727272727273,34.97272727272727,1.6590909090909092,-1.381818181818182,0.07272727272727247,1.4545454545454546,1.0,2.0,1.0,0.00886297901579495,1.5454545454545454,1.7272727272727273,-0.36363636363636365,-0.18181818181818182,0.18181818181818182,11.186549463033224,1.0838460325259394,4,0.0,5.046468293750712e-18,35.48181818181818,34.0,190.0,108.5
4,4,2021/11/28,5東京8,晴,12.0,ジャパンC(G1),,18,2.0,4,3.7,2,3,川田将雅,55.0,芝2400,良,-17.0,2:25.2,0.5,98.0,5-5-6-5,37.0-35.3,34.4,446(-6),,1角不利,コントレイル,7554.6,5,,1574.9250000000002,0.26666666666666666,98.25,0,,,34.675,0.8888888888888888,16.528925619834713,16.6003575927918,145.2,120.4970588235295,5.0,5.0,5.25,0.2777777777777778,37.0,35.3,-2.6000000000000014,-0.8999999999999986,1.7000000000000028,36.275000000000006,34.925,5.986111111111112,-1.7666666666666668,-0.3999999999999986,1.3666666666666683,2.0,2.0,0.0,0.03436098295527361,6.0,5.666666666666667,3.8333333333333335,3.5,-0.3333333333333333,8.708428945216099,1.0378549306829248,4,0.5,0.275,35.29166666666667,18.0,120.0,105.25
5,5,2022/09/04,3新潟8,晴,11,新潟記念(G3),,18,3,6,22.0,10,1,菅原明良,57.5,芝2000,良,-2,1:58.9,-0.3,107,7-7,36.6-33.8,33.3,532(-8),,,(ユーキャンスマイル),4363.0,6,,456.2,0.9343750000000001,77.6470588235294,0,,,36.25294117647059,0.47413793103448276,16.82085786375105,16.541029854003977,118.9,123.00395550061803,7.0,7.0,7.0,0.3888888888888889,36.6,33.8,-3.3000000000000043,-0.5,2.8000000000000043,36.21764705882352,35.794117647058826,6.453125000000001,0.24687499999999973,0.23750000000000027,-0.009374999999999467,6.0,6.0,0.0,0.034050615844494724,6.71875,6.25,-0.25,-0.71875,-0.46875,19.42667691452222,2.131507483120076,6,-0.15,1.0294117647058822,36.088235294117645,27.0,165.0,102.5
6,6,2022/08/14,4小倉2,晴,11,小倉記念(G3),,15,1,2,5.0,2,1,松山弘平,54,芝2000,良,-12,1:57.4,-0.8,106,5-4-3-2,34.7-35.0,34.6,424(-2),,,(ヒンドゥタイムズ),4358.8,7,,1439.5666666666666,0.11,98.44444444444444,0,,,34.355555555555554,0.8725490196078431,17.035775127768314,16.653667946883203,117.4,119.95457746478877,5.0,2.0,3.5,0.3333333333333333,34.7,35.0,-0.10000000000000142,-0.3999999999999986,-0.29999999999999716,36.24444444444444,34.64444444444444,6.094444444444445,-1.6600000000000004,-0.4266666666666666,1.2333333333333338,1.0,4.0,3.0,0.04556085424801084,6.066666666666666,6.266666666666667,3.2666666666666666,3.466666666666667,0.2,11.00497046792948,0.8986100377805711,4,-0.4,0.0611111111111111,35.08148148148148,26.0,188.0,101.75
7,7,2022/08/21,2札幌4,晴,11.0,札幌記念(G2),,16,7.0,14,18.7,6,11,Ｍ．デム,55.0,芝2000,良,9.0,2:02.6,1.4,102.0,15-15-15-10,35.5-37.7,36.8,498(0),,,ジャックドール,,8,,677.0428571428572,0.48636363636363633,93.28571428571429,0,,,35.4,0.6804123711340206,16.31321370309951,16.548143923593326,122.6,120.59351851851854,15.0,10.0,13.75,0.9375,35.5,37.7,1.2999999999999972,-0.9000000000000057,-2.200000000000003,36.25714285714286,35.82857142857143,10.257575757575758,-1.2272727272727273,-0.5181818181818172,0.7090909090909101,-1.0,4.0,5.0,0.04667769411636415,8.818181818181818,11.454545454545455,3.6363636363636362,6.2727272727272725,2.6363636363636362,9.10547759440559,1.2203141671990307,4,1.4,0.5285714285714286,35.82857142857143,22.0,157.0,99.5
8,8,2022/05/29,2東京12,晴,11,東京優駿(G1),,18,7,15,5.9,4,7,福永祐一,57,芝2400,良,-19,2:22.9,1.0,106,10-10-11-11,35.1-35.2,34.9,492(-2),,,ドウデュース,,9,,5720.349999999999,0.19999999999999996,94.0,0,,,34.425,0.9772727272727273,16.794961511546536,16.718401557667686,142.9,119.23508771929829,10.0,11.0,10.5,0.5555555555555556,35.1,35.2,-0.20000000000000284,-0.30000000000000426,-0.10000000000000142,36.45,34.875,7.041666666666668,-1.3500000000000014,-0.4666666666666674,0.8833333333333341,4.0,3.0,-1.0,0.04435975920824405,6.5,7.166666666666667,3.6666666666666665,4.333333333333333,0.6666666666666666,8.171628369185767,0.8592830423898615,3,1.0,-0.07499999999999998,35.25,26.0,93.0,100.25
9,9,2022/10/15,4東京4,晴,11,アイルランド府中牝馬(G2),,15,5,9,13.7,4,5,大野拓弥,54,芝1800,良,-18,1:44.7,0.2,107,3-3-3,34.4-34.7,34.3,498(+8),,,イズジョーノキセキ,550.0,10,,706.6538461538462,0.6533333333333331,95.3076923076923,0,,,35.57692307692307,0.6410256410256411,17.191977077363898,16.616177364542015,104.7,120.82272727272726,3.0,3.0,3.0,0.2,34.4,34.7,-0.10000000000000142,-0.4000000000000057,-0.30000000000000426,35.707692307692305,35.730769230769226,7.3,-0.21333333333333304,-0.11999999999999982,0.09333333333333324,-2.0,-2.0,0.0,0.025819956223230033,7.6,7.0,0.4666666666666667,-0.13333333333333333,-0.6,8.634958019585271,1.6893045906526163,5,0.2,0.576923076923077,35.671794871794866,27.0,228.0,102.5
10,10,2022/10/09,4東京2,曇,11,毎日王冠(G2),,10,2,2,6.8,5,5,岩田康誠,56,芝1800,良,-21,1:44.5,0.4,106,8-8-8,34.5-34.4,34.0,494(+2),,アオル,サリオス,670.0,11,,1232.6222222222223,0.4750000000000001,96.33333333333333,0,,,35.1,0.7425742574257426,17.22488038277512,16.630459751958547,104.5,120.40000000000003,8.0,8.0,8.0,0.8,34.5,34.4,-0.5,-0.3999999999999986,0.10000000000000142,36.05555555555556,35.13333333333334,3.8333333333333335,-0.7300000000000004,0.14000000000000057,0.870000000000001,3.0,3.0,0.0,0.024277602901047166,3.9,3.7,-0.9,-1.1,-0.2,8.461873656887342,0.8113859176976248,4,0.4,0.3388888888888889,35.42962962962963,26.0,151.0,100.75
11,11,2022/08/14,4小倉2,晴,11,小倉記念(G3),,15,5,10,15.7,8,7,今村聖奈,57.5,芝2000,良,-12,1:58.7,1.3,97,15-15-14-9,34.7-35.0,35.3,478(0),,出遅れ,マリアエレーナ,,12,,705.5322580645161,0.9329268292682931,99.3225806451613,0,,,35.02258064516129,0.5754060324825986,16.849199663016005,16.56670928262081,118.7,120.90408858603064,15.0,9.0,13.25,1.0,34.7,35.0,0.5999999999999943,0.29999999999999716,-0.29999999999999716,35.883870967741935,35.16774193548387,12.227642276422763,-0.7365853658536584,-0.11707317073170707,0.6195121951219513,2.0,8.0,6.0,0.056691058410631504,11.317073170731707,12.585365853658537,4.146341463414634,5.414634146341464,1.2682926829268293,13.316571096180775,2.016625906149049,8,1.3,0.9467741935483871,35.358064516129026,17.0,776.0,101.0
12,12,2022/10/09,4東京2,曇,11,毎日王冠(G2),,10,6,6,12.9,7,6,吉田隼人,58,芝1800,良,-21,1:44.6,0.5,105,4-3-5,34.5-34.4,34.5,466(+2),,,サリオス,,13,,2134.270588235294,0.26470588235294124,100.6470588235294,0,,,35.04705882352942,0.8177083333333334,17.208413001912046,16.728774505854886,104.6,119.6714285714286,4.0,5.0,4.0,0.4,34.5,34.4,0.0,0.10000000000000142,0.10000000000000142,35.8235294117647,35.32941176470588,5.843137254901961,-0.7764705882352947,-0.2823529411764704,0.49411764705882427,-1.0,-2.0,-1.0,0.04132082953019333,5.470588235294118,6.0588235294117645,2.411764705882353,3.0,0.5882352941176471,9.801108528889053,1.1485363740296324,5,0.5,0.26470588235294124,35.4,25.0,351.0,105.75
13,13,2022/10/10,4阪神3,曇,11,京都大賞典(G2),,14,4,5,28.3,13,9,岩田康誠,56.0,芝2400,稍,-18,2:25.3,1.0,97,11-10-12-10,35.8-33.9,34.1,514(-4),,,ヴェラアズール,,14,,1116.80625,0.2961538461538461,100.875,0,,,34.675,0.8028169014084507,16.517549896765313,16.843615518606892,145.3,119.69751381215471,11.0,10.0,10.75,0.7857142857142857,35.8,33.9,-1.6999999999999957,0.20000000000000284,1.8999999999999986,35.8875,35.1,7.025641025641026,-1.1769230769230778,-0.44615384615384646,0.7307692307692313,1.0,2.0,1.0,0.035888045383558095,6.8076923076923075,7.230769230769231,2.9615384615384617,3.3846153846153846,0.4230769230769231,6.5508457657705215,1.1180646614152618,7,1.0,0.23124999999999996,35.22083333333333,17.0,506.0,103.5
14,14,2022/09/25,4中山7,晴,11,産経賞オールカマー(G2),,13,8,13,73.1,9,4,横山典弘,56,芝2200,良,-9,2:13.2,0.5,99,1-1-1-1,36.5-35.6,36.1,474(+14),,,ジェラルディーナ,1000.0,15,,1546.0,0.7549999999999999,92.25,0,,,36.2125,0.8269230769230769,16.516516516516518,16.43018914637615,133.2,121.17272727272729,1.0,1.0,1.0,0.07692307692307693,36.5,35.6,-0.3999999999999986,0.5,0.8999999999999986,36.1875,35.6875,1.275,0.8699999999999999,0.8100000000000002,-0.05999999999999979,-3.0,-3.0,0.0,0.0056252414235472845,1.2,1.2,-3.7,-3.7,0.0,8.110802917525623,1.3934913640988893,5,0.5,0.45625000000000004,36.02916666666667,19.0,142.0,97.5
15,15,2021/05/30,2東京12,晴,11,東京優駿(G1),,17,1,1,1.7,1,2,横山武史,57,芝2400,良,-24,2:22.5,0.0,109,3-4-9-9,35.0-33.9,33.4,510(+6),,,シャフリヤール,8776.8,1,,4803.700000000001,-0.12000000000000002,91.5,0,,,34.8,1.0,16.842105263157894,16.54566153011791,142.5,120.60416666666673,3.0,9.0,6.25,0.17647058823529413,35.0,33.9,-1.6000000000000014,-0.5,1.1000000000000014,36.824999999999996,35.1,3.9,-1.939999999999999,-0.33999999999999914,1.6,7.0,1.0,-6.0,0.031942550304435505,4.4,3.0,3.2,1.8,-1.4,13.234005020736877,1.3759844960366876,3,0.0,-0.15000000000000002,35.575,29.0,75.0,98.0
16,16,2021/04/04,2阪神4,雨,11,大阪杯(G1),,13,5,7,1.8,1,3,福永祐一,57,芝2000,重,20,2:02.5,0.9,104,9-9-6-2,35.6-36.8,37.4,472(+16),,,レイパパレ,3440.2,2,,5592.7,-0.005555555555555554,99.83333333333333,0,,,35.05,0.9726027397260274,16.3265306122449,16.59066299600992,122.5,120.18607594936702,9.0,2.0,6.5,0.6923076923076923,35.6,36.8,1.7999999999999972,0.6000000000000014,-1.1999999999999957,35.75,35.46666666666667,5.972222222222222,-1.066666666666666,-0.744444444444444,0.3222222222222221,-1.0,6.0,7.0,0.03470355861559565,4.666666666666667,6.555555555555555,3.3333333333333335,5.222222222222222,1.8888888888888888,12.77654100294755,1.3090454537562852,4,0.9,-9.25185853854297e-18,35.42222222222222,24.0,219.0,110.0
17,17,2021/06/06,3東京2,曇,11,安田記念(G1),,14,4,5,1.5,1,2,ルメール,56,芝1600,良,-18,1:31.7,0.0,115,11-11,34.9-33.9,32.9,502(+4),,,ダノンキングリー,5285.2,3,,2000.0,-0.015384615384615387,104.0,0,,,37.4,0.75,17.448200654307524,17.268239667682096,91.7,122.1,11.0,11.0,11.0,0.7857142857142857,34.9,33.9,-2.0,-1.0,1.0,35.6,36.8,6.634615384615385,-0.9615384615384605,-0.49230769230769167,0.4692307692307688,9.0,9.0,0.0,0.028468393498113507,6.384615384615385,6.769230769230769,4.538461538461538,4.923076923076923,0.38461538461538464,7.583884632722796,1.1168697145073245,5,0.0,0.9,36.599999999999994,35.0,393.0,114.25
18,18,2021/10/10,4東京2,晴,11,毎日王冠(G2),,13,2,2,35.9,9.0,6,鮫島克駿,56.0,芝1800,良,-18,1:45.2,0.4,105,8-10-10,34.8-34.6,33.5,472(0),,,シュネルマイスター,,4,,805.4117647058822,0.35,98.0,0,,,34.570588235294125,0.7761904761904762,17.11026615969582,16.5661124285365,105.2,120.9825203252033,8.0,10.0,9.333333333333334,0.6153846153846154,34.8,34.6,-1.2999999999999972,-1.1000000000000014,0.19999999999999574,36.24705882352941,35.14117647058824,9.920833333333334,-1.2949999999999995,-0.5649999999999998,0.7299999999999995,4.0,2.0,-2.0,0.05525440688639209,9.65,10.15,5.8,6.3,0.5,12.13940193605432,1.1595995868462787,6,0.4,0.3647058823529412,35.319607843137256,25.0,352.0,105.0
19,19,2021/02/28,2中山2,晴,11.0,中山記念(G2),,14,5.0,8,2.5,1,1,松山弘平,56,芝1800,良,-15.0,1:44.9,0.0,116.0,4-4-4-4,34.9-35.3,34.2,490(-6),,,(ケイデンスコール),6809.2,5,,1611.9636363636366,0.11818181818181817,94.36363636363636,0,,,34.9,0.8905109489051095,17.15919923736892,16.52219667359281,104.9,121.03333333333339,4.0,4.0,4.0,0.2857142857142857,34.9,35.3,-0.6999999999999957,-1.0999999999999943,-0.3999999999999986,36.87272727272727,35.14545454545454,3.825757575757576,-1.9727272727272718,-0.24545454545454443,1.7272727272727273,3.0,3.0,0.0,0.018756250008920318,4.545454545454546,3.090909090909091,2.1818181818181817,0.7272727272727273,-1.4545454545454546,10.786758858279287,1.1575836902790217,5,0.0,0.11818181818181817,35.63939393939394,36.0,158.0,101.5
20,20,2021/10/10,4東京2,晴,11,毎日王冠(G2),,13,4,5,8.7,4,3,吉田隼人,56,芝1800,良,-18,1:45.0,0.2,106,4-4-4,34.8-34.6,34.0,472(+8),,,シュネルマイスター,1713.0,6,,1302.4181818181817,0.022727272727272728,97.36363636363636,0,,,35.03636363636364,0.9285714285714286,17.142857142857142,16.657413259790165,105.0,120.23333333333332,4.0,4.0,4.0,0.3076923076923077,34.8,34.6,-0.7999999999999972,-0.6000000000000014,0.19999999999999574,36.14545454545454,35.472727272727276,5.113636363636363,-1.1090909090909093,-0.4363636363636361,0.6727272727272733,1.0,1.0,0.0,0.044552214397217876,4.545454545454546,5.545454545454546,2.8181818181818183,3.8181818181818183,1.0,11.287899125464698,1.170796262758337,4,0.2,0.022727272727272728,35.551515151515154,26.0,191.0,109.0
21,21,2021/08/22,2札幌4,曇,11.0,札幌記念(G2),,13,5.0,7,28.2,8,3,横山武史,57,芝2000,良,-6.0,1:59.6,0.1,112.0,5-4-4-3,34.9-35.4,35.2,502(+10),,,ソダシ,1813.0,7,,1262.1499999999999,0.603225806451613,99.25,0,,,35.349999999999994,0.6397849462365591,16.722408026755854,16.747041826230948,119.6,121.16933085501857,5.0,3.0,4.0,0.38461538461538464,34.9,35.4,0.30000000000000426,-0.19999999999999574,-0.5,36.2,35.34375000000001,7.989247311827958,-0.596774193548387,-0.21935483870967687,0.3774193548387101,0.0,2.0,2.0,0.04611560802535582,7.193548387096774,8.580645161290322,2.225806451612903,3.6129032258064515,1.3870967741935485,12.728996179982143,1.6059672659724415,7,0.1,0.7906250000000001,35.63125,32.0,710.0,98.25
22,22,2021/10/10,4東京2,晴,11,毎日王冠(G2),,13,3,3,40.0,11,13,三浦皇成,56,芝1800,良,-18,1:46.1,1.3,94,7-8-8,34.8-34.6,34.6,468(+6),,,シュネルマイスター,,8,,914.3545454545455,0.5384615384615385,99.0,0,,,35.17272727272728,0.6618705035971223,16.96512723845429,16.476277231637127,106.1,121.3272727272727,7.0,8.0,7.666666666666667,0.5384615384615384,34.8,34.6,-0.19999999999999574,0.0,0.19999999999999574,36.654545454545456,35.28181818181818,6.967948717948719,-0.6230769230769224,-0.16153846153846055,0.4615384615384618,-5.0,-6.0,-1.0,0.03349665144578228,7.153846153846154,6.615384615384615,1.9230769230769231,1.3846153846153846,-0.5384615384615384,8.32533629890084,1.4646863563401484,5,1.3,0.5363636363636365,35.7030303030303,14.0,261.0,103.5
23,23,2021/08/22,2札幌4,曇,11,札幌記念(G2),,13,6,8,32.2,9,6,藤岡佑介,57,芝2000,良,-6,2:00.3,0.8,106,9-9-8-7,34.9-35.4,35.5,516(+6),,,ソダシ,,9,,999.4799999999999,0.5159090909090909,95.8,0,,,34.629999999999995,0.84251968503937,16.62510390689942,16.398738740644138,120.3,120.34122137404582,9.0,7.0,8.25,0.6923076923076923,34.9,35.4,0.6000000000000014,0.10000000000000142,-0.5,35.69,34.95,8.886363636363637,-0.5681818181818179,-0.3818181818181818,0.1863636363636361,1.0,3.0,2.0,0.049429713880645904,7.909090909090909,9.318181818181818,3.9545454545454546,5.363636363636363,1.4090909090909092,11.542802731400648,1.1772577151109602,6,0.8,0.27,35.09,26.0,460.0,107.0
24,24,2021/10/10,4阪神2,晴,11,京都大賞典(G2),,14,4,5,43.8,13,11,藤岡佑介,56,芝2400,良,-15,2:25.5,1.0,95,11-11-12-12,37.2-36.4,36.3,502(+8),,,マカヒキ,,10,,78.0,0.6214285714285716,96.0,0,,,35.14,0.6349206349206349,16.49484536082474,16.290539344598724,145.5,121.48028169014084,11.0,12.0,11.5,0.7857142857142857,37.2,36.4,-0.9000000000000057,-0.10000000000000142,0.8000000000000043,36.21999999999999,35.760000000000005,7.625,1.3357142857142847,-0.15357142857142847,-1.4892857142857132,1.0,0.0,-1.0,0.04000107812602795,7.428571428571429,7.678571428571429,2.4285714285714284,2.6785714285714284,0.25,10.256751495893505,1.7864664969122068,7,1.0,0.4600000000000001,35.70666666666667,15.0,477.0,99.5
25,25,2021/05/02,2阪神12,晴,11,天皇賞(春)(G1),,17,1,1,5.2,3,1,福永祐一,58,芝3200,良,-10,3:14.7,-0.1,111,7-7-7-4,35.8-37.4,36.7,486(-2),,,(ディープボンド),15357.0,11,,840.4000000000001,0.3772727272727272,92.5,0,,,35.175000000000004,0.9166666666666666,16.435541859270675,16.411285979858544,194.7,121.06071428571428,7.0,4.0,6.25,0.4117647058823529,35.8,37.4,0.9000000000000057,-0.6999999999999957,-1.6000000000000014,36.099999999999994,35.5,7.636363636363637,0.44545454545454566,-0.7727272727272727,-1.2181818181818185,3.0,6.0,3.0,0.05055065347125724,7.363636363636363,7.636363636363637,4.7272727272727275,5.0,0.2727272727272727,11.193996406804656,1.1532562594670799,5,-0.05,0.275,35.59166666666667,31.0,262.0,112.5
26,26,2021/06/27,3阪神4,晴,11,宝塚記念(G1),,13,7,10,6.7,3,4,戸崎圭太,56,芝2200,良,-12,2:11.7,0.8,104,5-6-6-4,35.1-34.7,35.2,480(0),,,クロノジェネシス,2300.0,12,,2099.0142857142855,0.24375000000000002,98.0,0,,,34.82857142857143,0.8809523809523809,16.704631738800305,16.527916622922497,131.7,120.20585106382985,5.0,4.0,5.25,0.38461538461538464,35.1,34.7,0.10000000000000142,0.5,0.3999999999999986,36.25714285714286,34.98571428571429,4.921875,-0.39374999999999916,-0.3812499999999992,0.012499999999999956,0.0,1.0,1.0,0.030361234416375758,4.3125,5.3125,1.6875,2.6875,1.0,14.679034315747973,1.2797328873541458,5,0.8,0.31428571428571433,35.357142857142854,24.0,327.0,108.75
27,27,2021/10/10,4阪神2,晴,11,京都大賞典(G2),,14,3,4,12.5,6,13,池添謙一,56,芝2400,良,-15,2:26.7,2.2,86,13-13-14-14,37.2-36.4,36.8,480(-6),,出遅れ,マカヒキ,,13,,979.4153846153846,0.8200000000000001,95.38461538461539,0,,,35.792307692307695,0.6746987951807228,16.359918200409,16.373101170567885,146.7,121.3642857142858,13.0,14.0,13.5,0.9285714285714286,37.2,36.4,-0.4000000000000057,0.3999999999999986,0.8000000000000043,35.8,35.738461538461536,8.325,0.5849999999999994,-0.02499999999999929,-0.6099999999999988,1.0,0.0,-1.0,0.04648067713638757,7.4,8.75,1.9,3.25,1.35,10.111846176963729,1.220646273194261,5,2.2,0.7884615384615384,35.77692307692307,6.0,348.0,100.5
28,28,2021/10/10,4東京2,晴,11,毎日王冠(G2),,13,7,11,45.0,12,5,横山典弘,56,芝1800,良,-18,1:45.1,0.3,103,3-3-3,34.8-34.6,34.4,468(0),,,シュネルマイスター,670.0,14,,257.14,0.4,87.4,0,,,35.3,0.6666666666666666,17.12654614652712,16.92920563470553,105.1,124.95206185566995,3.0,3.0,3.0,0.23076923076923078,34.8,34.6,-0.3999999999999986,-0.20000000000000284,0.19999999999999574,36.94,35.2,4.565789473684211,-0.37894736842105203,-0.17368421052631564,0.2052631578947364,-2.0,-2.0,0.0,0.024680576643828923,4.684210526315789,4.315789473684211,0.8421052631578947,0.47368421052631576,-0.3684210526315789,11.02315744240279,0.7706490770772391,5,0.3,0.54,35.81333333333333,23.0,323.0,104.75
29,29,2021/09/05,4新潟8,晴,11,新潟記念(G3),,17,8,17,6.0,3,2,横山和生,57.5,芝2000,良,5.0,1:58.5,0.1,116.0,10-10,35.3-34.4,33.9,488(+6),,,マイネルファンロン,1617.2,15,,699.3733333333334,0.5500000000000002,96.96666666666667,0,,,35.37,0.7741935483870968,16.877637130801688,16.44717792372444,118.5,121.44874999999998,10.0,10.0,10.0,0.5882352941176471,35.3,34.4,-1.3999999999999986,-0.5,0.8999999999999986,36.17,35.42,5.371428571428571,-0.36571428571428644,-0.002857142857143101,0.3628571428571433,8.0,8.0,0.0,0.041937301583496275,4.857142857142857,5.485714285714286,1.0,1.6285714285714286,0.6285714285714286,18.264686294379622,2.2078283839192543,6,0.1,0.44833333333333336,35.65333333333333,36.0,406.0,104.75
30,30,2021/10/10,4東京2,晴,11,毎日王冠(G2),,13,5,6,39.4,10,10,田辺裕信,56.0,芝1800,良,-18,1:45.8,1.0,100,13-13-13,34.8-34.6,33.8,476(-6),,出遅れ,シュネルマイスター,,16,,769.0037037037038,0.9409090909090909,99.4074074074074,0,,,35.096296296296295,0.5833333333333334,17.013232514177695,16.60037983257369,105.8,121.0065476190477,13.0,13.0,13.0,1.0,34.8,34.6,-1.0,-0.8000000000000043,0.19999999999999574,35.86296296296296,35.214814814814815,11.654040404040401,-1.0121212121212118,-0.07272727272727204,0.9393939393939396,3.0,3.0,0.0,0.05563005236876442,10.848484848484848,11.909090909090908,3.6363636363636362,4.696969696969697,1.0606060606060606,14.436743059742055,2.112076005238238,7,1.0,0.9462962962962962,35.39135802469136,20.0,594.0,103.0
31,31,2020/06/07,3東京2,晴,11.0,安田記念(G1),,14,4.0,5,1.3,1,2,ルメール,56,芝1600,稍,-15.0,1:32.0,0.4,115.0,11-11,34.2-34.3,33.9,488(+2),,出遅れ,グランアレグリア,5287.6,1,,12859.1,0.07500000000000002,116.0,0,,,33.7,1.0,17.391304347826086,17.00597584349982,92.0,117.18749999999994,11.0,11.0,11.0,0.7857142857142857,34.2,34.3,-0.30000000000000426,-0.3999999999999986,-0.09999999999999432,35.7,34.75,8.277777777777777,-0.9250000000000019,-0.9499999999999993,-0.024999999999997396,9.0,9.0,0.0,0.036256981263714905,8.0,8.416666666666666,6.0,6.416666666666667,0.4166666666666667,16.648471330219362,1.053537293313514,5,0.4,-0.175,34.71666666666667,35.0,343.0,117.25
32,32,2020/05/03,3京都4,曇,11.0,天皇賞(春)(G1),,14,8.0,14,2.0,1,1,ルメール,58.0,芝3200,良,-14.0,3:16.5,0.0,108.0,8-8-7-7,38.0-36.0,34.6,490(+8),,,(スティッフェリオ),15302.4,2,,1494.78,0.13333333333333336,97.6,0,,,34.36,0.9333333333333333,16.28498727735369,16.462126191620634,196.5,120.91250000000001,8.0,7.0,7.5,0.5714285714285714,38.0,36.0,-3.3999999999999986,-1.3999999999999986,2.0,36.24,34.980000000000004,6.981481481481482,-1.222222222222223,-0.7111111111111126,0.5111111111111105,6.0,7.0,1.0,0.04419395481342793,5.777777777777778,8.0,4.0,6.222222222222222,2.2222222222222223,11.740528097151337,0.7864477096412699,5,0.0,0.020000000000000007,35.193333333333335,28.0,207.0,111.0
