,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
0,0,2021/11/27,5阪神7,曇,9,江坂特別(2勝クラス),,7,4,4,1.3,1,1,松山弘平,55,芝2600,良,-1,2:44.6,-0.4,72,4-4-4-3,39.6-34.5,34.2,492(+6),,,(コスモジェミラ),1515.4,1,10226.2,681.7466666666667,0.32000000000000006,88.33333333333333
1,1,2021/09/18,5中京3,曇,11,ケフェウスS(OP),,13,7,10,17.8,8,6,松山弘平,54,芝2000,重,3,2:01.6,0.4,104,12-12-12-11,37.4-34.3,34.0,486(-2),,,アラタ,0.0,2,6173.4,514.4499999999999,0.9500000000000001,95.91666666666667
2,2,2021/12/04,5中山1,晴,11,ステイヤーズS(G2),,13,8,13,6.6,5,3,内田博幸,56,芝3600,良,-14,3:47.9,0.3,88,3-3-2-2,39.9-35.3,35.4,446(0),,,ディバインフォース,1613.2,3,10092.800000000001,593.6941176470589,0.3647058823529412,93.05882352941177
3,3,2021/12/04,5中山1,晴,11,ステイヤーズS(G2),,13,4,4,46.5,11,6,戸崎圭太,56,芝3600,良,-14,3:48.2,0.6,87,7-7-7-6,39.9-35.3,35.3,492(+4),,,ディバインフォース,0.0,4,4185.8,298.9857142857143,1.114285714285714,90.0
4,4,2021/11/07,5東京2,晴,11,アルゼンチン共和国杯(G2),,15,5,9,14.4,7,5,荻野極,54,芝2500,良,-7,2:33.0,0.6,98,14-14-14-14,30.9-34.1,33.6,462(+4),,出遅れ,オーソリティ,570.0,5,9466.800000000001,430.30909090909097,0.7545454545454544,94.9090909090909
5,5,2021/10/10,4東京2,晴,9,六社S(3勝クラス),,18,7,14,31.5,6.0,10,石川裕紀,57,芝2400,良,-18.0,2:27.0,1.3,79.0,5-5-4-6,36.1-35.4,36.3,508(-2),,,コトブキテティス,0.0,6,11515.7,287.89250000000004,0.7099999999999999,92.95
6,6,2021/09/05,2札幌8,晴,11,丹頂S(OP),,10,8,10,2.8,1,1,大野拓弥,55,芝2600,良,7,2:44.3,0.0,100,2-2-2-1,38.3-36.2,36.1,448(-4),,,(ボスジラ),2423.1,7,8922.800000000001,594.8533333333334,0.33999999999999997,96.13333333333334
7,7,2021/09/26,4中山7,曇,11,産経賞オールカマー(G2),,16,7,13,97.7,11.0,11,田辺裕信,56,芝2200,良,-13,2:13.2,1.3,96,16-16-16-16,36.1-35.3,35.6,482(0),,出遅れ,ウインマリリン,0.0,8,12988.0,405.875,0.5343749999999998,96.8125
8,8,2021/10/31,4阪神8,曇,9,古都S(3勝クラス),,11,4,4,4.3,2,2,和田竜二,55,芝3000,良,-12.0,3:07.3,0.1,89.0,1-1-1-1,37.7-35.8,35.9,494(+6),,,メロディーレーン,736.8,9,7004.3,225.94516129032257,0.9870967741935486,86.16129032258064
9,9,2021/12/26,6阪神8,曇,10,サンタクロースS(3勝クラス),,10,6,6,9.8,4,8,川島信二,57,芝2000,良,-4,2:02.8,1.5,79,6-6-6-6,38.4-35.7,36.5,534(+10),,,エヒト,0.0,10,8042.6,365.57272727272726,0.6727272727272727,90.31818181818181
10,10,2021/11/20,5阪神5,晴,10,尼崎S(3勝クラス),,11,7,9,12.2,6,2,高倉稜,57,芝2400,良,-13,2:25.3,0.4,100,2-2-2-2,36.5-35.7,35.8,502(+12),,,テーオーロイヤル,737.2,11,5904.2,328.0111111111111,0.6222222222222222,87.27777777777777
11,11,2021/10/16,4阪神3,曇,11,太秦S(OP),,16,5,9,32.6,11,9,田中健,56,ダ1800,良,-3,1:52.4,1.1,100,14-14-13-12,36.5-38.0,38.0,454(0),,出遅れ,ライトウォーリア,0.0,12,12807.7,312.3829268292683,0.5975609756097563,94.82926829268293
12,12,2021/10/31,4阪神8,曇,9,古都S(3勝クラス),,11,7,8,5.3,3,5,吉田隼人,54,芝3000,良,-12,3:08.5,1.3,82,6-5-5-6,37.7-35.8,36.3,496(+2),,,メロディーレーン,182.0,13,3487.9,205.17058823529413,1.4352941176470588,82.29411764705883
13,13,2020/07/19,2函館6,曇,11,函館記念(G3),,16,4,7,58.9,14,5,団野大成,51,芝2000,良,0,2:00.1,0.4,107,12-12-13-13,35.3-37.1,36.3,416(-20),,,アドマイヤジャスタ,410.0,2,13491.5,321.2261904761905,0.5666666666666667,89.61904761904762
14,14,2019/09/01,2札幌6,晴,11,丹頂S(OP),,14,4,5,5.7,3,3,中谷雄太,55,芝2600,良,1.0,2:41.5,0.7,107.0,3-3-3-3,38.8-36.1,36.5,480(-8),,,ポンデザール,604.6,3,15371.000000000002,495.8387096774194,0.7516129032258064,91.93548387096774
15,15,2019/11/10,5京都4,晴,7,3歳以上1勝クラス,,11,5,5,6.3,2,2,マーフィ,55,芝2400,良,-4,2:27.8,0.4,93,6-6-6-5,35.9-35.0,35.0,498(+8),,,ショウリュウイクゾ,300.0,5,6099.4,435.6714285714285,0.8642857142857142,84.07142857142857
16,16,2019/03/24,2阪神2,晴,11,六甲S(L),,17,7,13,10.2,5,16,藤井勘一,56,芝1600,良,-6,1:35.1,1.2,94,15-14,35.3-34.7,34.4,478(+4),,出遅れ,ソーグリッタリング,0.0,6,6299.400000000001,251.97600000000003,0.8400000000000002,90.76
17,17,2020/10/31,4京都7,晴,10,古都S(3勝クラス),,12,3,3,31.9,8,5,団野大成,57,芝2400,良,3,2:26.6,0.3,103,11-10-9-8,35.4-36.0,35.8,498(+8),,,シークレットラン,182.0,7,10098.699999999999,194.20576923076922,0.7865384615384616,91.5
18,18,2020/10/25,4京都6,晴,11,菊花賞(G1),,18,7,15,116.8,14,5,藤岡佑介,57,芝3000,良,4,3:06.2,0.7,112,12-12-13-11,36.8-35.6,35.4,436(-8),,,コントレイル,1200.0,8,5932.7,593.27,0.7299999999999999,91.4
