,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
0,0,2022/01/16,1中山6,晴,12,4歳以上2勝クラス,,14,6,9,3.5,2,9,菅原明良,57,芝1200,良,-3,1:09.8,0.4,85,12-12,34.3-35.1,34.3,500(-2),,,ショウナンバービー,0.0,1,5233.8,290.76666666666665,0.23888888888888893,89.44444444444444
1,1,2022/01/23,1中京8,小雨,10,賢島特別(2勝クラス),,12,3,3,15.2,6,7,坂井瑠星,54,芝1400,良,-2,1:21.6,0.4,93,5-5,34.4-35.1,34.8,486(+6),,,エグレムニ,0.0,2,3241.8,202.6125,0.46875,83.375
2,2,2022/01/16,1中京6,晴,9,4歳以上2勝クラス,,14,2,2,11.7,5,3,坂井瑠星,54,芝1400,良,-8,1:20.9,0.2,96,2-2,34.0-35.4,35.3,428(+8),,,ビューティフルデイ,280.0,3,2539.1,317.3875,0.25000000000000006,91.5
3,3,2022/01/08,1中京2,晴,9,鳥羽特別(2勝クラス),,14,2,2,14.0,6,2,西村淳也,57,芝1200,良,-10.0,1:08.4,0.2,97.0,9-8,33.9-34.3,33.5,488(0),,,テーオーマルクス,608.8,4,6026.6,177.25294117647059,0.8029411764705883,85.70588235294117
4,4,2021/12/18,6中京5,晴,11,有松特別(2勝クラス),,17,4,7,18.7,10,2,古川吉洋,55,芝1200,良,-4,1:09.0,0.1,95,12-10,34.1-34.8,34.0,468(0),,,フミロア,610.8,5,5529.5,197.48214285714286,0.5571428571428572,86.78571428571429
5,5,2022/01/16,1中山6,晴,12,4歳以上2勝クラス,,14,1,1,10.3,4,2,戸崎圭太,56,芝1200,良,-3,1:09.5,0.1,90,4-3,34.3-35.1,34.8,520(+6),,,ショウナンバービー,440.0,6,1786.0,198.44444444444446,0.3333333333333333,85.0
6,6,2022/01/16,1中京6,晴,9,4歳以上2勝クラス,,14,7,11,4.7,2,2,武豊,54,芝1400,良,-8,1:20.8,0.1,97,7-7,34.0-35.4,34.4,446(0),,,ビューティフルデイ,440.0,7,4536.5,324.0357142857143,0.2714285714285714,89.5
7,7,2021/09/26,5中京7,雨,9,知多特別(2勝クラス),,18,3,5,20.9,9,13,斎藤新,52,芝1200,重,20,1:12.3,1.5,71,5-6,35.2-35.6,36.5,486(+14),,,マリーナ,0.0,8,2463.7,117.31904761904761,0.6095238095238097,83.0952380952381
8,8,2022/01/30,1中京10,曇,12,4歳以上1勝クラス,,16,7,14,7.8,5,1,横山典弘,56,ダ1200,良,2,1:12.6,-0.3,91,2-3,35.0-37.6,37.6,484(-2),,,(レベルタウン),770.0,9,1207.0,134.11111111111111,0.1333333333333333,74.66666666666667
9,9,2022/01/23,1中京8,小雨,12,4歳以上2勝クラス,,16,7,14,131.9,14,13,城戸義政,57,ダ1200,良,3,1:13.9,1.2,74,3-6,35.3-37.4,38.4,502(+2),,,ジオラマ,0.0,10,2495.0,60.853658536585364,1.0317073170731705,78.6829268292683
