,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
0,0,2022/03/12,2中京1,晴,12,4歳以上1勝クラス,,18,5,10,12.6,6.0,1,荻野極,57,芝1400,良,-17,1:20.3,-0.2,94,1-1,34.2-34.4,34.4,494(+8),,,(メイショウホシアイ),770.0,1,2867.0,286.7,0.61,80.0
1,1,2022/03/06,2中山4,晴,8,4歳以上2勝クラス,,10,7,8,13.2,5.0,3,石川裕紀,57,芝1600,良,-11,1:34.1,0.7,94,2-2-2,35.1-35.4,35.9,516(+16),,,ガンダルフ,280.0,2,4305.1,538.1375,0.18749999999999997,86.875
2,2,2022/03/12,2中山5,晴,12,4歳以上2勝クラス,,16,8,16,11.4,5.0,2,永野猛蔵,53,芝1200,良,-11,1:08.8,0.0,92,1-1,34.0-34.8,34.8,468(+14),,,シュアーヴアリア,440.0,3,3841.6,225.9764705882353,0.776470588235294,78.88235294117646
3,3,2022/02/12,2小倉1,晴,10,帆柱山特別(2勝クラス),,18,6,11,5.2,1.0,11,岩田康誠,56,芝1200,良,-13,1:07.9,0.6,93,13-13,32.7-34.6,34.0,472(-2),,,サトノジヴェルニー,0.0,4,4138.4,229.9111111111111,0.47777777777777786,84.94444444444444
4,4,2022/03/12,2中山5,晴,12,4歳以上2勝クラス,,16,5,9,73.5,13.0,5,大野拓弥,55,芝1200,良,-11,1:09.0,0.2,89,3-3,34.0-34.8,34.7,478(+6),,,シュアーヴアリア,111.0,5,2493.4,131.23157894736843,0.6473684210526315,81.36842105263158
5,5,2021/12/26,5中山8,晴,12,キャンドルライト賞(2勝クラス),,16,5,10,17.5,7.0,8,黛弘人,56,芝1200,良,-5,1:09.3,0.2,91,6-6,33.1-36.0,35.8,472(+4),,,コスモアンジュ,0.0,6,2715.2,150.84444444444443,0.6499999999999999,80.05555555555556
6,6,2022/02/06,1東京4,曇,12,4歳以上2勝クラス,,16,2,4,36.8,9.0,14,石橋脩,55,ダ1300,良,2,1:20.1,1.9,78,2-2,29.2-37.2,38.5,478(0),,,ニシノライトニング,0.0,7,1957.0,177.9090909090909,0.890909090909091,77.27272727272727
7,7,2022/01/08,1中京2,晴,9,鳥羽特別(2勝クラス),,14,6,9,43.5,10.0,12,亀田温心,56,芝1200,良,-10,1:09.8,1.6,77,4-4,33.9-34.3,35.4,414(+2),,,テーオーマルクス,0.0,8,2026.0,155.84615384615384,0.6307692307692307,83.15384615384616
8,8,2022/03/05,1阪神7,晴,8,4歳以上2勝クラス,,11,6,6,221.2,11.0,7,国分優作,57,芝1200,良,-13,1:09.1,0.6,87,9-9,34.2-34.3,34.1,492(-8),,,スンリ,0.0,9,2245.0,83.14814814814815,0.7518518518518518,77.92592592592592
9,9,2022/03/12,2中山5,晴,12,4歳以上2勝クラス,,16,5,10,7.1,4.0,3,丹内祐次,55,芝1200,良,-11,1:08.9,0.1,90,3-4,34.0-34.8,34.5,436(-6),,,シュアーヴアリア,280.0,10,3612.6000000000004,212.5058823529412,0.5882352941176471,80.3529411764706
10,10,2022/02/06,1中京12,曇,12,4歳以上2勝クラス,,16,1,2,111.3,14.0,12,吉田豊,57,芝1200,稍,-1,1:09.7,0.8,87,2-2,33.6-35.3,36.0,474(0),,,オシリスブレイン,0.0,11,1270.0,97.6923076923077,1.123076923076923,74.92307692307692
11,11,2022/03/12,2中山5,晴,12,4歳以上2勝クラス,,16,1,2,134.7,14.0,16,木幡初也,57,芝1200,良,-11,1:09.9,1.1,76,15-14,34.0-34.8,34.7,472(-10),,,シュアーヴアリア,0.0,12,2326.4,166.17142857142858,0.8928571428571429,80.14285714285714
12,12,2022/03/12,2中山5,晴,8,4歳以上1勝クラス,,16,4,8,2.9,1.0,9,杉原誠人,55,ダ1200,良,-3,1:13.4,0.8,71,4-5,35.0-37.6,38.0,476(+12),,,エレファンティネ,0.0,13,2046.2,186.01818181818183,0.6636363636363637,81.36363636363636
13,13,2021/11/06,5東京1,晴,11,京王杯2歳S(G2),,14,7,12,25.2,10,12,Ｍ．デム,55,芝1400,良,-10,1:22.6,1.3,83,5-5,35.1-34.1,34.8,484(-4),,Sヨレル,キングエルメス,0.0,1,2255.1,451.02,0.33999999999999997,79.2
14,14,2022/03/06,2中山4,晴,6,3歳1勝クラス,,10,8,9,93.9,8,10,菅原明良,54,芝1600,良,-11,1:36.9,1.4,68,4-2-2,36.4-34.8,36.0,430(0),,出遅れ,アバンチュリエ,0.0,2,1090.0,155.71428571428572,0.7714285714285714,73.0
15,15,2022/02/05,1東京3,曇,9,春菜賞(1勝クラス),,16,7,14,75.3,12,4,石川裕紀,54,芝1400,良,-15,1:22.3,0.4,80,2-2,35.3-34.9,35.3,454(-6),,,シークルーズ,150.0,3,1030.0,206.0,0.82,77.2
16,16,2022/03/13,2中山6,晴,7,3歳1勝クラス,,16,6,11,7.7,4,13,江田照男,54,芝1200,良,-15,1:09.6,1.1,76,10-10,33.2-35.3,35.6,482(-8),,Sヨレル,シゲルファンノユメ,0.0,4,1110.0,185.0,0.3,83.5
17,17,2022/01/29,1東京1,晴,10,クロッカスS(L),,9,2,2,14.0,6,6,横山武史,54,芝1400,良,-23,1:22.3,0.5,76,3-4,36.2-33.3,33.5,452(+14),,,トウシンマカオ,0.0,5,765.0,153.0,0.6400000000000001,79.8
18,18,2022/03/13,2中山6,晴,7,3歳1勝クラス,,16,6,12,14.6,6,9,柴田大知,54,芝1200,良,-15,1:09.3,0.8,81,9-12,33.2-35.3,35.4,442(0),,S不利,シゲルファンノユメ,0.0,6,1241.0,177.28571428571428,0.27142857142857146,84.14285714285714
19,19,2021/10/24,4東京6,晴,6,2歳1勝クラス,,8,1,1,28.0,6,6,大野拓弥,55,芝1400,良,-11,1:22.9,1.0,80,6-5,35.2-34.7,35.2,454(+6),,,キミワクイーン,0.0,7,700.0,233.33333333333334,0.5333333333333333,77.33333333333333
20,20,2022/01/09,1中山3,晴,9,朱竹賞(1勝クラス),,12,7,10,7.7,4,3,北村宏司,56,芝1200,良,-9,1:09.2,0.4,88,4-2,33.3-35.5,35.5,496(+2),,,リトス,264.2,8,1968.0,196.8,0.5,80.4
21,21,2022/02/12,2小倉1,晴,3,3歳未勝利,,14,3,4,10.7,4,1,丹内祐次,54,ダ1000,良,13,1:00.1,0.0,77,5-5,34.3-37.3,36.8,442(-2),,,(テンクウフラワー),520.0,9,571.0,95.16666666666667,0.8666666666666667,71.33333333333333
22,22,2022/02/05,1東京3,晴,4,3歳1勝クラス,,16,5,10,16.9,5,14,丸山元気,56,ダ1400,良,1,1:27.2,1.9,69,1-1,35.7-37.1,39.0,506(+2),,,リメイク,0.0,10,847.0,105.875,1.1375000000000002,69.375
23,23,2022/02/05,1東京3,晴,6,3歳新馬,,16,1,1,183.6,14,11,小林脩斗,51,芝1800,良,-15,1:50.7,1.6,57,7-7-7,36.8-34.6,35.5,442(0),,,ブラックノワール,0.0,11,0.0,0.0,1.6,62.5
24,24,2022/03/21,2中京4,晴,1,3歳未勝利,,16,7,13,276.8,15,14,杉原誠人,54,ダ1200,稍,-4,1:15.4,2.5,46,13-14,35.6-37.3,38.4,402(-12),,,マリブパイン,0.0,12,0.0,0.0,2.1,53.666666666666664
