,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
0,0,2021/11/14,5東京4,晴,3,2歳未勝利,,15,4,6,5.7,3,2,荻野極,55,芝2000,良,-8,2:02.3,0.3,81,2-2-2,36.8-34.6,34.8,472(+14),,,アケルナルスター,200.0,1,1030.0,257.5,0.5,75.5
1,1,2022/01/08,1中山2,晴,5,3歳未勝利,,15,3,4,6.3,4,2,戸崎圭太,56,芝2200,稍,-7,2:15.8,0.0,82,7-6-8-5,37.4-36.4,35.9,460(+2),,,メイプルリッジ,210.0,2,497.0,71.0,0.6714285714285715,69.57142857142857
2,2,2021/11/07,5東京2,晴,5,2歳新馬,,12,8,12,21.6,6,6,内田博幸,55,芝1800,良,-7,1:49.7,0.8,77,12-12-12,36.5-34.3,33.8,472(0),,出遅れ,ドゥラドーレス,0.0,3,181.0,60.333333333333336,0.6666666666666666,79.33333333333333
3,3,2021/12/28,5中山9,晴,4,2歳未勝利,,16,2,4,269.5,11,15,内田博幸,55,芝1800,良,-3,1:52.6,2.3,61,16-16-15-13,37.4-35.0,36.1,486(0),,出遅れ,レッドモンレーヴ,0.0,6,0.0,0.0,1.7,63.0
4,4,2022/01/08,1中山2,晴,5,3歳未勝利,,15,8,15,28.7,7,6,永野猛蔵,51,芝2200,稍,-7,2:16.7,0.9,76,9-10-11-8,37.4-36.4,36.4,424(+6),,,メイプルリッジ,0.0,7,357.0,51.0,0.9571428571428571,72.14285714285714
5,5,2021/11/14,5東京4,晴,3,2歳未勝利,,15,8,14,181.4,11,11,木幡育也,54,芝2000,良,-8.0,2:03.7,1.7,70.0,9-12-11,36.8-34.6,35.4,448(0),,出遅れ,アケルナルスター,0.0,8,0.0,0.0,1.8166666666666667,68.16666666666667
6,6,2022/01/08,1中山2,晴,5,3歳未勝利,,15,3,5,78.6,10,5,三浦皇成,56,芝2200,稍,-7,2:16.7,0.9,76,14-13-14-13,37.4-36.4,36.1,442(+4),,,メイプルリッジ,52.0,9,52.0,17.333333333333332,1.6333333333333335,65.66666666666667
7,7,2021/11/21,2福島6,晴,6,2歳新馬,,15,2,3,45.3,10,10,小林脩斗,51,ダ1700,良,-2,1:51.3,2.8,44,7-8-9-7,29.6-39.5,41.4,452(0),,,オリ,0.0,10,0.0,0.0,2.1,62.0
8,8,2021/12/28,5中山9,晴,4,2歳未勝利,,16,5,9,706.3,16,10,柴田大知,55,芝1800,良,-3,1:52.0,1.7,66,9-9-10-10,37.4-35.0,35.9,476(-2),,,レッドモンレーヴ,0.0,11,0.0,0.0,2.35,58.0
9,9,2021/12/11,6中京3,曇,11,中日新聞杯(G3),,18,8,16,8.0,4,5,横山典弘,57,芝2000,良,-4,2:00.1,0.3,103,4-3-4-4,36.5-35.0,34.9,504(+10),,,ショウナンバルディ,410.0,1,19460.7,1144.7470588235294,0.3411764705882353,91.05882352941177
