,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
0,0,2021/12/28,5中山9,晴,11,ホープフルS(G1),,15,6,10,34.4,9,6,横山典弘,55,芝2000,良,-3,2:01.1,0.5,96,9-10-10-9,35.9-36.3,35.6,478(+4),,,キラーアビリティ,0.0,1,4739.9,1579.9666666666665,0.13333333333333333,89.66666666666667
1,1,2021/11/20,5東京5,晴,11,東京スポーツ杯2歳S(G2),,12,8,12,11.1,5,4,川田将雅,55,芝1800,良,-16,1:47.2,1.0,88,9-11-11,36.2-34.3,33.7,458(0),,,イクイノックス,570.0,2,2971.4,742.85,0.175,87.0
2,2,2022/01/16,1中京6,晴,8,梅花賞(1勝クラス),,4,3,3,5.8,3,3,池添謙一,56,芝2200,良,-8,2:16.0,0.3,78,1-1-1-1,37.8-34.3,34.6,510(+8),,,セレシオン,261.9,3,2258.3999999999996,376.3999999999999,0.8833333333333333,71.0
3,3,2021/12/28,5中山9,晴,11,ホープフルS(G1),,15,8,15,15.1,5,10,武豊,55,芝2000,良,-3,2:01.5,0.9,94,13-13-12-13,35.9-36.3,35.7,474(+12),,出遅れ,キラーアビリティ,0.0,4,2800.6,466.76666666666665,0.45,82.66666666666667
4,4,2021/12/18,6阪神5,晴,7,2歳未勝利,,10,8,9,1.7,1,1,松山弘平,55,芝2000,良,-8,2:02.6,-0.2,77,3-3-2-2,38.0-35.4,35.3,480(-2),,,(サクセスドレーク),510.0,5,1190.0,396.6666666666667,0.19999999999999998,88.0
5,5,2021/10/16,4阪神3,晴,5,2歳新馬,,15,2,2,2.3,1,1,池添謙一,55,芝1800,良,-11,1:49.7,0.0,76,4-4,35.8-34.4,34.1,476(0),,出遅れ,(ゴールドローズ),700.0,6,700.0,350.0,0.45,85.5
6,6,2022/01/05,1中山1,晴,10,ジュニアC(L),,9,7,7,29.8,7,5,山田敬士,56,芝1600,良,-5.0,1:35.5,0.6,86.0,4-3-3,36.0-34.8,35.0,498(+12),,,インダストリア,200.0,7,3078.6,342.06666666666666,0.6777777777777779,82.55555555555556
7,7,2022/01/10,1中京4,晴,5,3歳未勝利,,17,4,8,2.1,1,1,Ｃ．デム,54,芝2000,良,-14,2:00.8,-0.2,87,2-2-2-2,36.0-35.0,34.8,484(-2),,,(ヘクトパスカル),520.0,8,700.0,233.33333333333334,0.3333333333333333,80.0
8,8,2021/12/05,6中京2,曇,5,2歳新馬,,6,4,4,10.8,4,1,武豊,55,芝2000,良,-6.0,2:03.4,0.0,78.0,4-4-4-4,38.1-34.6,34.2,472(0),,出遅れ,(レッドモンレーヴ),700.0,9,700.0,233.33333333333334,0.5666666666666667,89.0
9,9,2021/12/19,6阪神6,晴,5,2歳新馬,,10,8,9,3.1,2,1,Ｃ．デム,55,芝2000,良,-12,2:05.6,-0.5,52,1-1-1-1,40.0-34.8,34.8,520(0),,,(メイショウフィガロ),700.0,10,700.0,350.0,1.15,65.0
10,10,2021/11/13,5東京3,晴,4,2歳未勝利,,15,4,7,25.3,6,1,吉田豊,55,芝1800,良,-10,1:47.8,-0.2,89,5-5-5,36.4-35.0,34.5,494(+4),,S不利,(エスペラント),510.0,11,660.0,165.0,1.2999999999999998,74.75
11,11,2021/11/07,5阪神2,晴,7,3歳以上1勝クラス,,13,6,9,2.0,1,6,松山弘平,53,芝1800,良,-11,1:46.3,0.3,97,5-6,35.4-34.8,34.5,468(-2),,,メイショウシンタケ,0.0,1,2853.2,317.0222222222222,0.27777777777777785,85.55555555555556
12,12,2021/10/03,5中京9,晴,7,3歳以上1勝クラス,,16,2,4,25.8,11.0,16,小沢大仁,54,芝2200,良,-14,2:16.8,4.3,61,2-2-2-2,35.1-36.3,40.5,494(+2),,,テーオーロイヤル,0.0,2,2066.0,172.16666666666666,0.8416666666666667,82.0
13,13,2022/01/09,1中京3,晴,8,4歳以上1勝クラス,,13,4,5,29.8,8,10,藤岡康太,56,芝2000,良,-11,2:02.0,1.0,82,13-13-12-12,36.6-34.4,34.2,470(+2),,出遅れ,スタッドリー,0.0,3,1363.0,97.35714285714286,0.6785714285714286,80.28571428571429
14,14,2021/08/29,4小倉6,晴,9,英彦山特別(1勝クラス),,12,7,10,27.1,7,11,松若風馬,57,芝2000,良,-16,2:00.5,1.3,80,2-2-2-1,35.6-34.7,35.9,482(0),,,コーディアル,0.0,4,1144.0,71.5,1.4375,74.0
15,15,2022/01/22,1中京7,晴,7,4歳以上1勝クラス,,9,3,3,197.2,9,5,川須栄彦,57,芝2200,良,-11,2:14.4,1.6,83,6-6-6-6,34.7-35.7,36.4,492(+4),,,スワーヴエルメ,77.0,5,1278.0,63.9,1.3800000000000001,75.4
16,16,2021/11/21,2福島6,晴,7,3歳以上1勝クラス,,16,1,1,3.9,1,7,永野猛蔵,52,芝2000,良,5,2:02.2,0.7,89,14-11-11-10,35.2-36.1,35.6,458(+2),,,リフレーミング,0.0,6,1319.0,109.91666666666667,0.8916666666666667,76.83333333333333
