,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,上り平均,勝率
83,83,2018/12/02,高知,雨,10,SOOUP優駿特別,,10,8,10,59.3,8.0,6,山崎雅由,54,ダ1400,重,-1.0,1:31.8,1.3,50.0,5-8-6-7,0.0-39.6,39.9,433(-3),,,キクノグラード,0.0,3,684.5,9.376712328767123,0.763013698630137,46.41095890410959,39.92602739726026,0.7113237639553429
84,84,2018/12/02,高知,曇,7,ターコイズ特別,,8,5,5,11.5,6.0,7,宮川実,54,ダ1400,重,1.0,1:33.1,3.1,38.0,2-2-2-7,0.0-39.4,42.3,443(+3),,,モンドクラッセ,0.0,4,704.4000000000001,20.125714285714288,0.8914285714285715,42.34285714285714,40.77142857142857,0.6881028938906752
85,85,2018/12/02,高知,雨,10,SOOUP優駿特別,,10,7,8,41.2,6.0,9.0,上田将司,54,ダ1400,重,-1.0,1:32.6,2.1,41.0,9-9-9-9,0.0-39.6,40.5,469(0),,,キクノグラード,0.0,5.0,1086.6,18.73448275862069,0.9620689655172412,55.44827586206897,39.07586206896553,0.5824
86,86,2018/11/25,高知,晴,7,土佐秋月賞(G),,11,6,6,4.6,3.0,2.0,西川敏弘,54,ダ1600,重,-4.0,1:47.0,0.6,40.0,4-4-4-2,0.0-41.1,41.4,465(-4),,,ウイントラゲット,73.5,6.0,997.5,38.36538461538461,0.11923076923076922,42.19230769230769,40.48076923076923,0.8648648648648649
87,87,2018/12/02,高知,雨,11,トパーズ特別,,7,7,7,92.7,7.0,7.0,林謙佑,56.0,ダ1400,重,-2.0,1:33.1,2.8,35.0,6-6-7-7,0.0-40.9,42.2,466(+10),,,サクラシャイニー,0.0,7.0,1465.2,22.2,0.8984848484848483,55.21212121212121,39.45151515151515,0.5873544093178037
88,88,2018/12/01,高知,晴,5,しまね産和牛肉特別,,11,4,4,13.2,4.0,1,郷間勇太,56,ダ1400,重,3.0,1:32.7,-0.1,44.0,8-9-8-4,0.0-41.6,40.6,459(-2),,,(ヒロノフェロー),60.0,8,1057.2,11.367741935483872,1.3526881720430106,54.516129032258064,,0.5280373831775701
89,89,2018/12/02,高知,雨,10,SOOUP優駿特別,,10,5,5,15.0,5.0,5.0,郷間勇太,56,ダ1400,重,-1.0,1:30.8,0.3,61.0,8-7-6-4,0.0-39.6,38.9,450(-3),,,キクノグラード,7.0,9.0,637.3000000000002,5.900925925925928,0.9231481481481482,48.898148148148145,39.714814814814815,0.6338851022395326
90,90,2018/11/13,大井,曇,3,3歳　200万,,14,7,11,4.0,2,2,西啓太,56,ダ1600,重,11,1:45.2,0.1,52,13-12-5-2,38.8-40.3,39.8,494(-4),,,パワフルヴォイス,56.0,1,306.0,38.25,0.5,72.0,36.125,0.7073170731707317
91,91,2018/11/16,大井,曇,6,C213　14,,12,6,8,3.8,2,8,江里口裕,56,ダ1600,稍,10,1:48.1,3.1,22,11-11-9-10,39.1-40.2,42.6,479(+4),,,フィアットルクス,0.0,2,258.4,14.355555555555554,1.9333333333333331,47.72222222222222,39.35555555555556,0.4883720930232558
92,92,2018/11/16,大井,曇,2,C3一　二,,14,4,5,19.0,6.0,3.0,達城龍次,56,ダ1600,稍,10.0,1:47.1,1.5,32.0,7-7-9-9,39.9-39.9,40.3,445(-4),,,アルーリングトーン,20.0,3.0,326.0,25.076923076923077,1.1307692307692307,38.07692307692308,40.5076923076923,0.6866666666666666
93,93,2018/11/16,大井,曇,2,C3一　二,,14,5,7,24.2,8.0,1,瀧川寿希,56,ダ1600,稍,10.0,1:45.6,-1.3,47.0,12-12-1-1,39.9-39.9,39.9,481(+1),,,(ミータイム),80.0,4,819.1,13.883050847457627,1.2084745762711868,47.57627118644068,38.80169491525424,0.5250696378830083
94,94,2018/11/13,大井,曇,3,3歳　200万,,14,3,4,1.5,1,3,和田譲治,54,ダ1600,重,11,1:47.0,1.9,34,4-4-4-3,38.8-40.3,41.9,498(+8),,,パワフルヴォイス,35.0,5,210.0,52.5,1.625,53.75,40.449999999999996,0.7931034482758621
95,95,2018/11/16,大井,曇,6,C213　14,,12,4,4,19.6,7.0,5,真島大輔,54,ダ1600,稍,10,1:46.9,1.9,34,10-10-11-11,39.1-40.2,41.1,482(-1),,,フィアットルクス,10.0,6,228.0,32.57142857142857,1.5285714285714287,38.285714285714285,40.51428571428572,0.6590909090909091
96,96,2018/11/16,大井,曇,6,C213　14,,12,7,10,7.1,4.0,7,笹川翼,56,ダ1600,稍,10,1:47.8,2.8,25,2-3-5-5,39.1-40.2,42.9,531(-9),,,フィアットルクス,0.0,7,215.0,26.875,2.0875000000000004,52.125,40.550000000000004,0.5454545454545454
97,97,2018/11/16,大井,曇,6,C213　14,,12,6,7,7.6,6,10,矢野貴之,54,ダ1600,稍,10,1:48.3,3.3,20,5-5-7-7,39.1-40.2,43.0,465(-2),,,フィアットルクス,0.0,8,502.0,13.944444444444445,1.2972222222222225,42.97222222222222,40.13333333333334,0.5088495575221239
98,98,2018/11/16,大井,曇,7,C213　14,,14,6,9,20.7,7.0,6,的場文男,54,ダ1200,稍,10,1:17.1,1.3,37,11-11,36.3-39.5,39.4,437(+4),,,アイピーアカリ,0.0,9,318.0,15.9,1.7449999999999999,33.9,40.46499999999999,0.4349593495934959
99,99,2018/08/03,大井,晴,4,サマードリームリレー,,14,3,3,30.1,6,8,本田正重,56,ダ1400,良,3,1:31.1,1.7,41,14-13-14,37.1-39.7,39.7,430(-1),,,ポステリタス,0.0,10,224.5,20.40909090909091,1.4909090909090912,37.09090909090909,40.045454545454554,0.484375
100,100,2018/11/16,大井,曇,6,C213　14,,12,8,11,23.7,8.0,6,達城龍次,54,ダ1600,稍,10,1:47.1,2.1,32,2-2-3-4,39.1-40.2,42.2,483(+1),,,フィアットルクス,0.0,11,340.7000000000001,4.258750000000001,1.2812500000000004,47.425,40.1125,0.5428194993412385
101,101,2018/11/16,大井,曇,6,C213　14,,12,1,1,36.1,9,4,藤田凌,56,ダ1600,稍,10.0,1:46.8,1.8,35.0,6-7-8-6,39.1-40.2,41.3,429(-1),,,フィアットルクス,15.0,12,769.0,11.144927536231885,1.2362318840579711,42.79710144927536,40.40869565217392,0.5444305381727159
102,102,2018/11/02,大井,晴,1,C3一　二,,10,7,7,2.8,1.0,1,笹川翼,56,ダ1600,良,7,1:44.4,-0.2,55,1-1-1-1,38.8-40.0,40.0,509(+1),,,(デルマタスケ),80.0,13,821.0,17.104166666666668,2.0104166666666674,25.166666666666668,41.243749999999984,0.39399293286219084
103,103,2018/11/01,大井,晴,7,中央区記念,,10,2,2,6.7,3,2,本田正重,54,ダ1200,良,7,1:16.6,0.8,40,6-5,36.7-39.1,39.1,453(-4),,,エンパイヤアーサー,56.0,14,202.0,16.833333333333332,2.0416666666666665,53.25,40.23333333333333,0.49390243902439024
104,104,2018/11/16,大井,曇,7,C213　14,,14,1,1,12.7,6.0,5.0,吉井章,53.0,ダ1200,稍,10.0,1:17.1,1.3,37.0,3-3,36.3-39.5,40.6,430(0),,,アイピーアカリ,10.0,15.0,225.2,11.26,1.4449999999999998,28.9,40.215,0.5023923444976076
105,105,2018/10/29,大井,晴,7,目黒区記念,,11,6,7,1.4,1,1,森泰斗,54,ダ1600,稍,3,1:46.0,-0.8,36,4-5-2-2,38.6-41.3,41.3,501(-13),,,(ヤマショウバトル),140.0,16,227.0,45.4,2.3200000000000003,17.4,42.8,0.5535714285714286
106,106,2018/10/21,高知,晴,10,全ての馬に幸あれ特別,,12,7,10,3.7,3.0,4.0,赤岡修次,56,ダ1300,良,15.0,1:26.6,0.8,47.0,6-6-7-4,0.0-40.1,40.0,526(-8),,,シルバーゲイル,1.2,1.0,2872.2,39.345205479452055,1.236986301369863,66.73972602739725,38.90136986301371,0.5066505441354293
107,107,2018/10/14,高知,晴,8,高知競馬に感謝特別,,11,5,5,105.0,9.0,7.0,松木大地,55,ダ1300,重,6.0,1:26.1,1.4,44.0,6-6-6-5,0.0-40.4,41.3,483(+4),,,アーチザスカイ,0.0,2.0,2857.5,77.22972972972973,0.6351351351351354,71.4054054054054,37.78918918918918,0.696969696969697
108,108,2018/10/14,高知,晴,8,高知競馬に感謝特別,,11,7,8,7.5,4.0,5,西川敏弘,54,ダ1300,重,6.0,1:26.0,1.3,46.0,4-4-4-2,0.0-40.4,41.5,462(+5),,,アーチザスカイ,2.0,3,979.8,19.211764705882352,0.7862745098039216,52.23529411764706,39.87450980392157,0.655705996131528
109,109,2018/10/14,高知,晴,12,ファイナルレース,,12,3,3,11.7,3.0,8,岡村卓弥,56,ダ1300,重,6.0,1:27.3,1.9,30.0,7-7-7-4,0.0-41.1,41.9,463(+4),,,ナンヨーアーミー,0.0,4,620.7,22.98888888888889,1.3555555555555556,51.55555555555556,39.38148148148148,0.48148148148148145
110,110,2018/10/21,高知,晴,10,全ての馬に幸あれ特別,,12,5,6,7.6,4.0,3.0,山崎雅由,56,ダ1300,良,15.0,1:26.4,0.6,50.0,3-3-3-2,0.0-40.1,40.4,493(-3),,,シルバーゲイル,2.0,5.0,479.7,4.797,1.027,44.77,40.282999999999994,0.6329896907216495
111,111,2018/10/14,高知,晴,6,C1ー4,,10,7,7,2.3,1.0,3,岡村卓弥,56,ダ1300,重,6.0,1:26.9,1.1,35.0,7-7-8-8,0.0-40.4,40.4,474(-2),,,メイソ,6.0,6,4595.4,86.70566037735848,0.8943396226415096,60.79245283018868,38.35849056603774,0.6350877192982456
112,112,2018/10/14,高知,晴,11,室戸岬特別,,11,8,11,11.2,3.0,8.0,別府真衣,55,ダ1300,重,6.0,1:27.3,2.0,30.0,11-11-10-9,0.0-40.7,41.1,500(+3),,,スタンドアウト,0.0,7.0,3887.4,47.40731707317073,0.9378048780487809,62.353658536585364,38.17195121951219,0.5576923076923077
113,113,2018/10/14,高知,晴,8,高知競馬に感謝特別,,11,6,7,125.8,11.0,6,西森将司,56,ダ1300,重,6.0,1:26.0,1.3,46.0,9-10-10-8,0.0-40.4,40.2,491(-2),,,アーチザスカイ,0.0,8,1711.9,20.876829268292685,1.2792682926829266,49.59756097560975,40.220731707317064,0.5106837606837606
114,114,2018/10/14,高知,晴,9,命名渡辺逢心特別,,9,1,1,18.6,5.0,4.0,大澤誠志,56,ダ1300,重,6.0,1:26.9,0.8,35.0,9-9-9-8,0.0-41.2,40.4,473(-8),,,メイショウタイホウ,4.0,9.0,4642.8,33.88905109489051,1.1664233576642336,57.613138686131386,38.30802919708029,0.5676088617265088
115,115,2018/10/14,高知,晴,12,ファイナルレース,,12,6,8,35.8,7.0,6.0,宮川実,56,ダ1300,重,6.0,1:26.9,1.5,35.0,8-10-10-7,0.0-41.1,40.6,507(+1),,,ナンヨーアーミー,0.0,10.0,491.5,15.359375,1.040625,50.4375,39.79687499999999,0.5828729281767956
116,116,2018/10/14,高知,晴,9,命名渡辺逢心特別,,9,3,3,12.3,4.0,5,山崎雅由,56,ダ1300,重,6.0,1:27.2,1.1,31.0,7-7-6-6,0.0-41.2,41.3,457(+4),,,メイショウタイホウ,2.0,11,1119.8,10.97843137254902,1.2294117647058822,41.71568627450981,40.086274509803914,0.4989733059548255
117,117,2018/08/27,水沢,曇,8,C2一組,,8,5,5,12.3,4.0,8.0,山本聡哉,54,ダ1400,良,1.0,1:31.4,2.1,42.0,2-2-4-5,0.0-39.4,40.6,446(-4),,,シゲルカガ,0.0,1.0,337.59999999999985,4.892753623188404,1.0869565217391304,47.27536231884058,39.67681159420287,0.5303265940902022
118,118,2018/09/03,水沢,曇,10,オシロイバナ賞,,6,4,4,20.2,6.0,4,岩本怜,54,ダ1600,稍,-11.0,1:44.1,0.8,41.0,5-6-6-4,0.0-38.7,38.7,460(+2),,,エディフィス,3.2,2,812.8,12.131343283582089,1.062686567164179,52.059701492537314,39.48656716417912,0.5837245696400626
119,119,2018/08/26,水沢,曇,10,C1三組,,5,5,5,4.1,3.0,2,村上忍,56,ダ1400,良,3.0,1:29.8,0.0,62.0,3-3-2-2,0.0-39.5,39.3,505(+10),,,パールフューチャー,6.9,3,164.59999999999997,3.7409090909090903,0.9022727272727273,42.36363636363637,39.47045454545455,0.6092896174863388
120,120,2018/09/03,水沢,曇,11,アベリア賞,,8,5,5,1.9,1.0,6,山本聡哉,54,ダ1600,稍,-11.0,1:44.0,0.8,42.0,2-2-2-2,0.0-39.0,39.6,481(+6),,,スイングリーダー,0.0,4,1066.7,16.410769230769233,1.1476923076923078,53.47692307692308,38.85384615384614,0.45645645645645644
121,121,2018/09/03,水沢,曇,10,オシロイバナ賞,,6,7,7,2.9,2.0,6,山本政聡,56,ダ1600,稍,-11.0,1:44.9,1.6,34.0,6-5-5-6,0.0-38.7,39.7,539(+3),,,エディフィス,0.0,5,627.3,8.477027027027026,1.1499999999999997,46.310810810810814,39.5337837837838,0.5352112676056338
122,122,2018/09/03,水沢,曇,8,C2,,10,8,10,14.9,3.0,7,陶文峰,54,ダ850,稍,-11.0,0:51.9,1.2,30.0,7-7,0.0-35.9,36.2,476(+2),,,エブリモーニング,0.0,6,341.70000000000005,3.5968421052631583,1.3473684210526313,37.410526315789475,39.936842105263146,0.4774665042630938
123,123,2018/09/03,水沢,曇,11,アベリア賞,,8,2,2,34.6,7.0,8,陶文峰,56,ダ1600,稍,-11.0,1:44.5,1.3,37.0,8-8-8-8,0.0-39.0,38.3,494(+3),,,スイングリーダー,0.0,7,1111.1,9.578448275862069,1.1612068965517237,41.224137931034484,39.057758620689654,0.4850597609561753
124,124,2018/09/03,水沢,曇,10,オシロイバナ賞,,6,6,6,7.5,4.0,5,関本淳,56,ダ1600,稍,-11.0,1:44.4,1.1,38.0,4-4-3-5,0.0-38.7,39.5,483(+5),,,エディフィス,1.7,8,237.70000000000005,4.851020408163266,0.910204081632653,47.16326530612245,39.4469387755102,0.5896860986547086
125,125,2018/09/03,水沢,曇,9,ムクゲ賞,,7,2,2,10.4,5.0,3,南郷家全,54,ダ1600,稍,-11.0,1:44.3,0.6,39.0,4-2-1-1,0.0-41.1,41.3,439(+1),,,シュヴァルミニョン,4.5,9,1303.8,12.417142857142856,1.9247619047619045,42.96190476190476,40.80380952380953,0.34717784877529284
126,126,2018/09/03,水沢,曇,9,ムクゲ賞,,7,7,7,10.0,4.0,2.0,関本淳,54,ダ1600,稍,-11.0,1:44.3,0.6,39.0,3-5-6-5,0.0-41.1,40.8,413(+1),,,シュヴァルミニョン,8.1,10.0,156.2,3.471111111111111,1.46,36.44444444444444,39.88888888888888,0.39855072463768115
127,127,2018/04/20,大井,晴,9,ダイアモンドステージ,,14,2,2,3.3,2,3,矢野貴之,56,ダ1600,重,4,1:42.7,0.2,69,4-4-4-4,37.9-39.4,39.4,520(+3),,,マシェール,57.5,1,1194.8000000000002,47.79200000000001,1.276,64.08,39.25200000000001,0.5512048192771084
128,128,2018/04/16,大井,曇,8,C1一　二,,16,5,10,6.6,4,1,真島大輔,54,ダ1600,稍,5,1:43.7,-0.6,60,7-4-3-3,37.6-40.7,40.7,491(-8),,,(クインズマーキュリ),120.0,2,1066.6,41.02307692307692,0.6538461538461539,47.23076923076923,40.580769230769235,0.7288732394366197
129,129,2018/04/19,大井,晴,12,北極星賞競走,,15,5,8,73.9,11.0,8,柏木健宏,56,ダ1600,重,7,1:43.9,1.4,60,13-13-13-13,38.5-39.0,39.1,527(0),,,グランジャー,0.0,3,1361.3000000000002,23.88245614035088,0.9087719298245612,54.91228070175438,39.52631578947368,0.6423248882265276
130,130,2018/04/27,浦和,曇,9,緑区の木ハナミズキ賞,,12,7,10,85.1,11,11,半沢慶実,56.0,ダ1400,稍,-10,1:32.5,4.1,40,12-12-12-12,36.7-38.8,38.0,466(+7),,,ハーモニーブルラン,0.0,4,1219.5,33.875,1.475,66.25,37.669444444444444,0.38913043478260867
131,131,2017/12/29,大井,晴,11,イヤーエンド賞競走,,16,4,8,34.6,8.0,3,的場文男,54.0,ダ1600,良,7,1:44.2,1.5,57,4-5-9-9,39.4-37.8,38.7,445(-7),,,ケンスペクタクル,70.0,5,1401.5,41.220588235294116,1.076470588235294,54.6764705882353,38.823529411764696,0.6241610738255033
132,132,2018/04/16,大井,曇,8,C1一　二,,16,4,7,3.0,1,2,的場文男,56,ダ1600,稍,5,1:44.3,0.6,54,2-1-1-1,37.6-40.7,41.3,485(-7),,,アーディ,48.0,6,923.0,51.27777777777778,0.8555555555555555,56.94444444444444,40.344444444444456,0.7161016949152542
133,133,2018/04/26,浦和,晴,9,のびのびシティさいた,,12,5,5,11.3,6.0,4,酒井忍,54,ダ1400,重,-10.0,1:30.1,0.7,67.0,6-7-3-4,36.9-39.2,39.5,465(+5),,,マイティジャック,25.5,7,1416.9,40.48285714285714,0.945714285714286,59.22857142857143,39.50857142857143,0.6598984771573604
134,134,2018/04/27,浦和,曇,9,緑区の木ハナミズキ賞,,12,1,1,26.9,7.0,10,岡田大,54,ダ1400,稍,-10.0,1:31.8,3.4,48.0,2-2-3-3,36.7-38.8,41.9,455(+12),,,ハーモニーブルラン,0.0,8,2203.3,52.459523809523816,1.0142857142857147,76.97619047619048,37.97619047619048,0.539179104477612
135,135,2018/04/18,大井,晴,10,オメガ賞競走,,16,5,10,38.5,14,11,和田譲治,56,ダ1400,不,7,1:30.0,1.2,58,14-15-15,36.5-40.1,39.4,478(+3),,,シングンムサシ,0.0,9,2250.0,51.13636363636363,1.1431818181818187,71.11363636363636,38.531818181818196,0.5335463258785943
136,136,2018/04/20,大井,晴,9,ダイアモンドステージ,,14,8,14,42.5,7.0,8,的場文男,56,ダ1600,重,4.0,1:44.4,1.9,52.0,5-6-6-5,37.9-39.4,40.9,505(+1),,,マシェール,0.0,10,1247.6,25.991666666666664,1.3479166666666664,42.375,41.01874999999999,0.5837837837837838
137,137,2018/04/27,浦和,曇,9,緑区の木ハナミズキ賞,,12,2,2,120.2,12.0,5.0,秋元耕成,56.0,ダ1400,稍,-10.0,1:30.8,2.4,59.0,8-7-8-7,36.7-38.8,37.5,500(+2),,,ハーモニーブルラン,17.0,11.0,1142.8,22.4078431372549,1.2686274509803925,59.09803921568628,40.07254901960784,0.5370370370370371
138,138,2018/02/25,2中山2,曇,8,4歳以上500万下,,16,2,3,58.9,12,12,田中勝春,57,芝1600,良,-5,1:35.9,0.7,81,7-7-9,35.5-35.7,35.8,476(+4),,,アルトリウス,0.0,12,1900.0,111.76470588235294,0.7294117647058823,84.23529411764706,35.705882352941174,0.5901639344262295
139,139,2018/04/26,浦和,晴,9,のびのびシティさいた,,12,6,7,77.1,10,7,見越彬央,56,ダ1400,重,-10,1:30.5,1.1,63,9-9-9-6,36.9-39.2,39.1,455(+9),,,マイティジャック,0.0,13,995.8999999999999,24.897499999999997,1.1825,57.1,40.1025,0.5644028103044496
140,140,2018/02/18,高知,晴,11,アメジスト特別,,7,6,6,2.1,1.0,2,永森大智,54.0,ダ1400,重,21.0,1:32.5,0.1,64.0,3-4-3-1,0.0-39.3,38.9,442(+2),,,ワイルドコットン,17.5,1,536.5,19.87037037037037,0.23703703703703702,56.851851851851855,39.16296296296296,0.7343173431734318
141,141,2018/02/12,高知,晴,7,長浜特別,,9,4,4,46.1,7.0,3,上田将司,56.0,ダ1400,不,5.0,1:31.2,0.7,63.0,6-6-7-6,0.0-39.8,39.8,508(+3),,,ナンヨーマーク,15.0,2,2351.1,34.574999999999996,0.9367647058823529,56.63235294117647,40.345588235294116,0.6840696117804551
142,142,2018/02/18,高知,晴,9,Aー2,,7,6,6,3.3,2.0,3.0,別府真衣,55.0,ダ1400,重,21.0,1:33.8,0.0,50.0,4-4-3-4,0.0-40.6,40.1,463(+3),,,コパノジョージ,9.0,3.0,527.0999999999999,6.12906976744186,0.8162790697674419,49.104651162790695,39.55232558139535,0.6682577565632458
143,143,2018/02/11,高知,晴,10,愛かましたいの特別,,8,7,7,10.2,3.0,5,赤岡修次,56.0,ダ1400,不,9.0,1:31.9,0.4,59.0,2-2-2-1,0.0-40.5,40.5,512(-14),,,ディアマルコ,3.0,4,1062.7,34.28064516129032,0.967741935483871,61.41935483870968,40.20967741935484,0.541095890410959
144,144,2018/02/11,高知,晴,9,Aー3,,10,8,9,7.5,2.0,4,上田将司,54.0,ダ1400,不,9.0,1:31.9,0.9,59.0,2-2-2-3,0.0-39.9,40.4,476(0),,,キシュウマイウェイ,6.0,5,482.29999999999995,10.261702127659573,0.8723404255319149,47.808510638297875,40.8659574468085,0.7109004739336493
145,145,2017/12/31,高知,晴,7,年越しそば特別,,11,8,11,41.0,7.0,5,中田貴士,56.0,ダ1600,重,6.0,1:48.5,1.0,36.0,5-6-4-3,,43.1,546(+2),,,メイショウナガヨリ,3.0,6,3557.0,93.60526315789474,1.1552631578947365,68.65789473684211,38.42894736842105,0.5684931506849316
146,146,2018/02/18,高知,晴,8,関西オフィス移転特別,,7,7,7,117.9,7.0,6,山頭信義,56.0,ダ1400,重,21.0,1:34.9,2.0,38.0,4-3-4-6,0.0-40.4,41.5,470(-1),,,ハルイチバン,0.0,7,1153.8,14.984415584415585,1.155844155844156,52.58441558441559,39.46363636363637,0.49673202614379086
147,147,2018/01/31,高知,曇,10,C1ー2,,8,7,7,153.3,7.0,8.0,郷間勇太,56,ダ1400,重,12.0,1:35.6,3.0,21.0,8-7-7-7,0.0-40.9,42.7,470(0),,,ナムライチバンボシ,0.0,1.0,4064.1000000000004,32.512800000000006,1.3463999999999994,59.896,39.50719999999998,0.5481049562682215
148,148,2018/01/31,高知,曇,8,C1ー4,,8,7,7,167.3,8.0,7.0,別府真衣,53,ダ1400,重,12.0,1:35.4,3.5,23.0,7-8-8-8,0.0-40.2,42.1,451(-6),,,ヨッテケ,0.0,2.0,250.4,3.682352941176471,1.330882352941177,30.455882352941178,,0.5411585365853658
149,149,2018/01/30,高知,晴,7,C1C2混合,,9,6,6,267.2,8.0,7,山頭信義,56,ダ1400,重,18.0,1:35.3,1.8,30.0,7-8-8-7,0.0-41.1,41.1,490(-6),,,クインズトロブラボ,0.0,3,190.39999999999995,1.7309090909090905,1.5227272727272727,24.118181818181817,40.55727272727272,0.462037037037037
150,150,2018/01/30,高知,晴,7,C1C2混合,,9,2,2,127.9,7.0,4,西森将司,54,ダ1400,重,18.0,1:34.9,1.4,35.0,9-9-9-9,0.0-41.1,39.2,473(+1),,,クインズトロブラボ,4.0,4,245.8,2.858139534883721,1.4197674418604649,39.127906976744185,40.13488372093023,0.4767025089605735
151,151,2018/01/31,高知,曇,7,C1ー5,,10,7,8,72.3,8.0,9,別府真衣,55,ダ1400,重,12.0,1:35.2,1.4,25.0,8-8-8-8,0.0-40.7,41.0,482(+4),,,ヴォルケンクラッツ,0.0,5,3332.5,85.44871794871794,1.3589743589743588,61.64102564102564,39.18461538461539,0.5492341356673961
152,152,2018/01/31,高知,曇,10,C1ー2,,8,5,5,192.2,8.0,5,大沢誠志,56,ダ1400,重,12.0,1:34.6,2.0,32.0,7-8-8-8,0.0-40.9,41.0,498(-1),,,ナムライチバンボシ,2.0,6,2347.7,22.35904761904762,1.1647619047619047,55.55238095238095,39.51714285714286,0.5602094240837696
153,153,2018/01/31,高知,曇,7,C1ー5,,10,8,9,70.2,7.0,8.0,大沢誠志,54,ダ1400,重,12.0,1:35.1,1.3,26.0,7-7-9-10,0.0-40.7,41.0,457(-6),,,ヴォルケンクラッツ,0.0,7.0,275.0,4.508196721311475,1.2672131147540984,39.459016393442624,40.249180327868835,0.511265164644714
154,154,2018/01/24,高知,晴,9,C1ー3,,11,8,11,333.4,11.0,7,上田将司,54,ダ1400,不,0.0,1:34.1,2.8,26.0,10-10-9-10,0.0-39.2,40.2,474(-3),,,センテンスプリング,0.0,8,1067.8000000000002,9.707272727272729,1.0818181818181818,47.236363636363635,39.86636363636364,0.5738161559888579
155,155,2018/01/24,高知,晴,10,C1ー2,,9,8,8,15.6,6.0,7,石本純也,54,ダ1400,不,0.0,1:35.4,1.9,11.0,2-3-7-8,0.0-40.8,41.8,451(0),,,フィールザオーロラ,0.0,9,238.10000000000002,3.306944444444445,1.3222222222222222,38.15277777777778,40.640277777777776,0.46216216216216216
156,156,2018/01/31,高知,曇,7,C1ー5,,10,4,4,87.2,9.0,10,嬉勝則,56,ダ1400,重,12.0,1:35.2,1.4,25.0,4-4-6-9,0.0-40.7,41.5,486(-2),,,ヴォルケンクラッツ,0.0,10,804.8,14.903703703703703,1.7944444444444447,46.24074074074074,40.64074074074074,0.45217391304347826
157,157,2017/11/03,大井,晴,7,JBCレディスクラシ(G1),,15,7,12,532.4,14.0,14.0,佐原秀泰,55,ダ1800,重,3.0,1:57.2,3.0,66.0,7-11-15-15,37.9-39.1,40.3,454(-1),,,ララベル,0.0,1.0,2280.6,65.16,0.4799999999999999,59.142857142857146,39.60857142857143,0.7469512195121951
158,158,2017/11/19,高知,晴,7,Aー2,,8,3,3,2.0,1.0,5,宮川実,56,ダ1400,不,-4.0,1:31.6,1.0,50.0,4-3-2-4,,40.9,542(+2),,,マウンテンダイヤ,3.0,2,661.2000000000002,13.775000000000004,0.44583333333333314,57.75,40.18125,0.7585365853658537
159,159,2017/11/19,高知,晴,7,Aー2,,8,5,5,7.2,4.0,4,倉兼育康,54,ダ1400,不,-4.0,1:31.1,0.5,55.0,8-8-8-6,,39.3,494(0),,,マウンテンダイヤ,4.5,3,997.0,26.945945945945947,0.9189189189189187,59.5945945945946,39.283783783783775,0.5880829015544041
160,160,2017/11/19,高知,晴,7,Aー2,,8,7,7,4.4,3.0,2.0,別府真衣,53,ダ1400,不,-4.0,1:31.0,0.4,56.0,6-6-4-3,,40.0,454(+5),,,マウンテンダイヤ,15.0,4.0,809.8,23.81764705882353,0.8176470588235294,56.529411764705884,39.444117647058825,0.6648501362397821
161,161,2017/11/19,高知,晴,11,トパーズ特別,,7,1,1,17.5,6.0,6,上田将司,56,ダ1400,不,-4.0,1:31.1,1.7,55.0,3-2-2-4,,40.8,517(-7),,,カイロス,0.0,5,7487.900000000001,113.45303030303032,0.8727272727272729,77.92424242424242,38.551515151515154,0.5856777493606138
162,162,2017/11/19,高知,晴,7,Aー2,,8,1,1,17.1,6.0,3,佐原秀泰,56,ダ1400,不,-4.0,1:31.1,0.5,55.0,3-4-5-5,,40.0,491(+1),,,マウンテンダイヤ,7.5,6,2530.8999999999996,36.15571428571428,0.8299999999999996,63.55714285714286,38.69571428571428,0.618531889290012
163,163,2017/11/05,高知,晴,11,Aー2,,8,1,1,11.1,4.0,2,上田将司,56,ダ1600,重,1.0,1:46.3,0.5,52.0,7-7-5-6,,39.9,506(-4),,,カッサイ,15.0,7,1620.2,60.007407407407406,0.7037037037037039,66.22222222222223,39.16296296296296,0.724233983286908
164,164,2017/11/19,高知,晴,11,トパーズ特別,,7,3,3,6.0,4.0,7,赤岡修次,56,ダ1400,不,-4.0,1:31.9,2.5,46.0,5-5-4-5,,41.5,530(+5),,,カイロス,0.0,8,1053.7,37.63214285714286,0.9285714285714286,62.67857142857143,40.103571428571435,0.5571955719557196
165,165,2017/11/25,高知,曇,10,AイBイ混合,,12,3,3,6.3,2.0,4,永森大智,56,ダ1300,重,-18.0,1:23.5,0.9,52.0,4-6-5-3,,39.2,501(-2),,,メイショウパーシー,1.8,9,5298.200000000001,50.94423076923078,0.8086538461538461,66.97115384615384,39.665384615384625,0.684
