,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
357,357,2020/10/18,4京都4,曇,6,3歳以上1勝クラス,,10,6,6,3.2,2,3,川田将雅,55,ダ1800,不,-26,1:50.2,0.1,92,3-3-4-4,34.8-37.9,37.5,496(-2),,,アサカディスタンス,190.0,2,4776.9,367.45384615384614,0.6,87.84615384615384
358,358,2020/02/02,2京都2,晴,7,3歳1勝クラス,,8,4,4,3.8,2,1,フォーリ,56,芝1200,良,12,1:10.6,0.0,87,3-3,34.8-35.8,35.4,470(+14),,,(マイネルテナシャス),730.0,3,3211.0,200.6875,0.5437500000000001,82.875
359,359,2020/03/15,1中京6,晴,12,賢島特別(2勝クラス),,11,7,9,19.6,6.0,4,岩田望来,54,芝1600,良,-2,1:34.2,0.3,104,10-9-7,35.8-34.6,34.3,488(-2),,,シュリ,230.0,4,4326.799999999999,188.12173913043475,0.7652173913043478,88.21739130434783
360,360,2020/07/12,4阪神4,曇,12,シンガポールTC賞(2勝クラス),,15,8,15,27.7,10,13,田中健,53,芝1600,稍,9,1:36.9,1.7,85,10-10,36.4-35.3,36.0,464(0),,,オールイズウェル,0.0,5,5534.4,251.56363636363633,0.6045454545454545,89.27272727272727
361,361,2019/12/22,5阪神8,曇,7,3歳以上1勝クラス,,16,4,7,9.0,5,8,荻野琢真,56,ダ2000,良,-1,2:08.3,1.1,82,8-8-10-11,36.0-38.6,38.7,478(+4),,,クリノカポネ,0.0,6,3115.0,141.5909090909091,0.8045454545454546,80.77272727272727
362,362,2020/06/20,1函館3,晴,10,八雲特別(1勝クラス),,9,2,2,9.5,4,1,吉田隼人,52,芝1800,良,-20,1:48.0,0.0,89,1-1-1-1,36.9-34.3,34.3,468(-16),,,(レオンドーロ),1088.0,7,2042.0,170.16666666666666,1.3333333333333333,80.75
363,363,2020/10/18,4東京4,曇,12,鷹巣山特別(2勝クラス),,15,7,12,41.8,11,7,内田博幸,54,芝1600,稍,0,1:35.6,1.0,88,11-11,34.2-35.4,35.1,456(-6),,,クロノメーター,0.0,8,6529.400000000001,163.235,0.6074999999999999,88.85
364,364,2020/08/02,2新潟4,晴,5,2歳新馬,,18,8,16,120.0,13,6,国分優作,54,芝1600,良,-10,1:36.4,0.8,65,7-5,35.8-34.4,34.5,430(0),,出遅れ,ハヴァス,0.0,3,1291.6,184.5142857142857,0.39999999999999997,85.57142857142857
365,365,2020/10/31,4東京7,晴,11,アルテミスS(G3),,16,2,3,77.4,13,12,岩田望来,54,芝1600,良,-10,1:35.9,1.0,83,14-14,36.1-34.0,33.9,434(-4),,出遅れ,ソダシ,0.0,6,580.0,116.0,0.74,79.4
366,366,2020/08/16,3新潟2,曇,5,2歳新馬,,18,2,3,48.1,9,5,北村宏司,54,芝1800,良,3,1:49.6,0.6,69,6-3,35.3-35.9,35.9,474(0),,,ヴェイルネビュラ,70.0,2,677.0,96.71428571428571,0.9857142857142858,76.57142857142857
367,367,2020/02/23,1小倉12,晴,8,4歳以上1勝クラス,,15,5,9,42.5,11,3,斎藤新,53,芝2000,良,20,2:02.9,0.9,92,1-1-1-1,36.8-35.8,36.7,438(-2),,,シュリ,190.0,1,2102.0,150.14285714285714,0.8857142857142859,82.07142857142857
368,368,2020/05/03,2東京4,晴,6,3歳1勝クラス,,13,4,4,14.1,5,8,福永祐一,54,ダ1600,良,-7,1:37.7,1.0,92,3-3,35.1-37.8,38.2,428(0),,,ケンシンコウ,0.0,2,1543.0,102.86666666666666,0.7333333333333332,80.13333333333334
369,369,2019/09/21,4阪神6,曇,5,2歳新馬,,15,6,11,27.8,7,7,和田竜二,54,芝1600,良,-18.0,1:38.0,0.8,54.0,15-13,37.1-34.1,34.0,468(0),,出遅れ,ロータスランド,0.0,3,1559.0,129.91666666666666,1.0916666666666668,72.33333333333333
370,370,2020/02/15,1小倉9,晴,8,4歳以上1勝クラス,,13,6,9,3.7,1,2,松若風馬,56,ダ1700,重,-10,1:45.3,0.9,85,9-9-4-2,30.0-38.5,38.5,456(+2),,出遅れ,ロードキング,300.0,4,3491.0,145.45833333333334,0.4875000000000001,87.83333333333333
371,371,2020/02/01,1東京1,晴,6,3歳未勝利,,12,6,7,32.0,7,8,岩部純二,56,芝2400,良,-12.0,2:29.6,3.1,70.0,2-3-3-4,37.2-33.8,36.5,512(-2),,,ダノングロワール,0.0,5,942.0,52.333333333333336,1.1277777777777778,76.5
372,372,2020/12/05,3中京1,晴,6,3歳以上1勝クラス,,18,8,17,58.8,10,14,柴山雄一,54,芝1400,良,-16,1:21.4,0.8,85,17-17,34.2-34.5,34.2,410(+14),,,リヴェール,0.0,7,620.0,88.57142857142857,0.7999999999999999,81.14285714285714
