,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
0,0,2021/08/21,2札幌3,晴,2,2歳未勝利,,11,7,8,4.4,2,7,団野大成,54,ダ1700,良,3,1:50.8,2.6,51,9-9-9-9,29.9-39.9,41.2,504(-6),,躓く,コースタルテラス,0.0,7,0.0,0.0,1.8,59.666666666666664
1,1,2021/04/25,1新潟6,曇,12,尖閣湾特別(1勝クラス),,14,4,6,4.9,2,3,菅原明良,55,芝1800,良,7,1:48.8,0.4,83,9-9,35.8-34.2,33.3,438(0),,アオル,ヤマニンマヒア,275.4,1,5417.1,338.56875,0.2625,85.25
2,2,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,4,4,46.1,9,7,田辺裕信,56,芝1800,良,-14,1:48.3,0.7,90,9-8-10,37.4-33.8,33.6,470(-4),,,エフフォーリア,0.0,2,3197.0,399.625,0.38749999999999996,85.375
3,3,2020/11/23,5東京7,曇,11,東京スポーツ杯2歳S(G3),,10,8,9,45.7,8,7,横山和生,54,芝1800,良,-9,1:48.6,1.1,84,7-7-8,35.8-34.3,34.2,438(-4),,出遅れ,ダノンザキッド,0.0,3,2852.3,285.23,0.4,82.7
4,4,2020/08/08,1札幌5,晴,9,北辰特別(1勝クラス),,9,5,5,3.8,2,7,吉田隼人,55,芝1800,良,-15,1:48.9,1.4,85,4-5-2-2,35.7-35.9,37.2,476(+4),,出遅れ,アラスカ,0.0,4,2920.8,265.52727272727276,0.5363636363636363,90.81818181818181
5,5,2021/03/21,2中山8,雨,6,4歳以上1勝クラス,,16,1,2,5.5,2,12,川田将雅,55,芝2000,重,20.0,2:06.5,2.2,77.0,4-3-3-3,36.3-37.9,39.6,486(+2),,出遅れ,ラヴィンジャー,0.0,5,1830.0,130.71428571428572,0.9928571428571429,83.64285714285714
6,6,2021/04/18,1新潟4,雨,10,奥の細道特別(2勝クラス),,10,6,6,6.5,4,10,横山和生,55,芝2400,不,55,2:41.2,6.4,49,5-5-7-10,38.0-39.8,45.2,496(+4),,,ワンダーコノシュア,0.0,6,2178.0,155.57142857142858,1.0285714285714287,79.07142857142857
7,7,2021/02/13,1東京5,晴,9,箱根特別(2勝クラス),,11,6,7,140.1,10,8,柴田大知,57,芝2400,良,-14,2:25.8,1.6,94,8-8-4-4,35.8-34.4,35.8,490(0),,,ハーツイストワール,0.0,7,3780.0,121.93548387096774,0.8935483870967742,86.7741935483871
8,8,2021/05/02,1新潟8,曇,8,4歳以上1勝クラス,,10,1,1,10.2,4,1,吉田隼人,57.0,ダ1800,不,-11,1:52.1,-0.1,92,1-1-1-1,36.8-38.5,38.5,508(-2),,,(シュテルンシチー),760.0,8,2978.6000000000004,90.26060606060607,1.0727272727272728,70.93939393939394
9,9,2021/06/12,1札幌1,晴,12,HTB賞(2勝クラス),,11,5,5,6.4,4.0,7,団野大成,53,芝1800,良,-26,1:47.7,0.8,85,2-2-2-1,36.3-34.7,35.5,438(-14),,,マイエンフェルト,0.0,9,2418.5,58.98780487804878,0.9073170731707316,56.926829268292686
