,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
0,0,2021/10/09,4東京1,曇,2,2歳未勝利,,12,1,1,5.8,3,4,横山武史,55,芝1800,良,-19,1:47.8,0.5,83,2-2-4,35.8-34.5,34.7,494(0),,,スターズオンアース,77.0,1,777.0,259.0,0.2333333333333333,77.0
1,1,2021/10/16,4東京3,曇,3,2歳新馬,,18,2,3,6.6,3,7,川田将雅,54,芝1600,良,-16,1:36.9,0.5,68,7-6,36.4-34.5,34.7,408(0),,出遅れ,エリカヴィータ,0.0,2,210.0,105.0,0.3,76.0
2,2,2021/06/20,3東京6,晴,5,2歳新馬,,16,8,16,6.0,3,3,三浦皇成,54,芝1400,稍,-14,1:25.9,0.2,54,3-3,39.0-33.6,33.6,458(0),,,キミワクイーン,180.0,3,310.0,103.33333333333333,0.5,68.66666666666667
3,3,2021/12/12,5中山4,曇,6,2歳未勝利,,17,8,17,11.4,5,6,武士沢友,55,芝2000,良,-10,2:02.4,0.4,80,7-7-4-2,36.0-35.7,35.7,450(-2),,出遅れ,ロジハービン,0.0,4,562.0,62.44444444444444,1.0222222222222221,71.55555555555556
4,4,2022/01/10,1中山4,曇,5,3歳未勝利,,17,5,10,300.0,14,4,鮫島克駿,56,芝2000,良,-5,2:04.5,0.4,66,12-12-13-14,36.7-37.2,36.5,514(+4),,,スリーエクスプレス,78.0,5,130.0,32.5,1.3,66.25
5,5,2021/12/04,5中山1,晴,3,2歳未勝利,,15,2,2,82.7,9,9,横山和生,55,芝2000,良,-14,2:03.3,1.6,70,10-10-11-11,36.7-35.5,36.0,446(+6),,出遅れ,フリューゲルホルン,0.0,6,0.0,0.0,1.325,66.75
6,6,2022/01/10,1中山4,曇,5,3歳未勝利,,17,7,14,95.4,11,7,津村明秀,54,芝2000,良,-5,2:04.7,0.6,64,5-5-6-4,36.7-37.2,37.3,450(+6),,,スリーエクスプレス,0.0,7,77.0,15.4,1.4200000000000002,59.8
7,7,2021/11/06,5東京1,晴,4,2歳未勝利,,10,5,5,334.0,9,9,丸山元気,55,芝1800,良,-10,1:50.4,1.7,64,7-9-10,35.8-35.0,34.8,482(0),,,ディープレイヤー,0.0,8,0.0,0.0,2.6999999999999997,62.25
8,8,2022/01/10,1中山4,曇,5,3歳未勝利,,17,1,1,139.7,12,6,柴田大知,54,芝2000,良,-5,2:04.6,0.5,65,8-9-9-9,36.7-37.2,36.9,482(+4),,,スリーエクスプレス,0.0,9,70.0,17.5,1.325,69.75
9,9,2021/12/25,5中山7,晴,2,2歳未勝利,,16,7,13,61.2,8,14,菅原明良,54,ダ1800,稍,-13,1:59.4,3.8,38,10-11-12-15,39.0-37.9,40.4,438(-14),,出遅れ,マリノプリエール,0.0,10,0.0,0.0,2.625,51.5
10,10,2021/12/11,5中山3,晴,5,2歳新馬,,12,8,12,18.5,5,7,吉田豊,55,芝1800,良,-13,1:51.7,1.1,59,5-5-5-5,38.1-35.0,35.5,476(0),,,ポケットシンデレラ,0.0,11,0.0,0.0,1.6000000000000003,66.66666666666667
11,11,2021/10/17,4東京4,雨,5,2歳新馬,,18,3,6,76.5,13,13,菅原明良,54,芝1400,稍,0.0,1:26.3,1.8,57.0,11-12,36.8-35.1,35.9,406(0),,,ペイシャフェリシテ,0.0,12,0.0,0.0,2.566666666666667,56.666666666666664
12,12,2022/01/05,1中山1,晴,12,4歳以上2勝クラス,,10,7,8,11.3,5,1,三浦皇成,57,芝2000,良,-5,2:01.9,-0.3,88,1-1-1-1,37.8-36.3,36.3,498(+8),,,(セントオブゴールド),1110.0,1,6725.3,336.265,0.515,90.2
13,13,2021/11/13,5阪神3,曇,9,岸和田S(3勝クラス),,11,5,5,2.1,1,3,松山弘平,55,芝2000,良,-3,2:01.2,0.1,92,6-6-6-7,37.5-36.0,35.6,500(-2),,,スカーフェイス,463.7,2,4735.5,789.25,-0.03333333333333333,90.33333333333333
14,14,2021/12/25,5中山7,晴,11,グレイトフルS(3勝クラス),,10,4,4,3.3,2,6,菅原明良,53,芝2500,稍,-2,2:34.5,0.5,103,6-6-6-5,31.0-35.5,35.5,496(+4),,,ヴェローチェオロ,0.0,3,3249.1,295.3727272727273,0.5000000000000001,89.0909090909091
15,15,2021/12/12,5中山4,晴,10,常総S(3勝クラス),,13,5,6,5.2,2,4,横山武史,54,芝1800,良,-10,1:48.7,0.3,90,13-13-12-11,37.6-34.7,34.0,500(+4),,S不利,シングフォーユー,270.0,4,4186.9,418.68999999999994,0.51,88.7
16,16,2021/11/28,5東京8,晴,11,ウェルカムS(3勝クラス),,16,1,2,22.8,8,7,Ｍ．デム,57,芝2000,良,-17,1:59.8,1.4,92,14-12-12,35.9-34.3,34.5,488(+6),,出遅れ,ジャックドール,0.0,5,7424.500000000001,224.9848484848485,0.4909090909090909,89.03030303030303
17,17,2021/10/30,5新潟7,晴,11,魚沼S(3勝クラス),,9,3,3,4.2,3,2,菅原明良,55,芝2000,良,5,1:59.9,0.2,102,9-9,35.8-35.2,34.1,444(-6),,アオル,アイコンテーラー,736.0,6,6153.1,341.8388888888889,0.2666666666666667,86.61111111111111
18,18,2021/08/28,2札幌5,晴,11,オホーツクS(3勝クラス),,15,3,5,14.5,7,7,黛弘人,55,芝2000,良,-12,2:01.8,0.4,88,2-2-2-1,35.6-35.4,35.7,482(-2),,,アンティシペイト,0.0,7,6301.700000000001,370.6882352941177,0.5882352941176471,87.3529411764706
19,19,2022/01/10,1中山4,曇,10,迎春S(3勝クラス),,15,2,2,22.9,8,13,大野拓弥,57,芝2200,良,-5,2:15.7,1.0,85,8-8-7-5,37.8-35.3,35.5,516(+6),,,スマイル,0.0,8,4668.2,245.69473684210524,0.6263157894736843,85.63157894736842
20,20,2021/08/28,2札幌5,晴,11,オホーツクS(3勝クラス),,15,5,9,23.9,9,5,泉谷楓真,55,芝2000,良,-12,2:01.7,0.3,91,9-10-11-10,35.6-35.4,34.8,418(-4),,,アンティシペイト,182.0,9,5370.299999999999,153.43714285714285,0.6828571428571429,88.11428571428571
21,21,2021/11/27,5阪神7,曇,9,江坂特別(2勝クラス),,7,7,7,5.0,2,4,池添謙一,57,芝2600,良,-1,2:45.4,0.8,67,2-2-2-2,39.6-34.5,35.3,484(+2),,,マカオンドール,230.0,10,5546.0,252.0909090909091,0.7045454545454546,86.0
