,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
106,106,2015/03/22,2中山8,晴,11.0,フジTVスプリングS(G2),,12,1.0,1,12.3,5,1,北村宏司,56.0,芝1800,良,-8.0,1:49.1,0.0,98.0,2-2-2-1,36.7-34.5,34.4,504(0),,,(リアルスティール),5284.0,3,9434.0,2358.5,-0.02500000000000001,91.75
107,107,2015/03/08,2中山4,曇,11.0,報知杯弥生賞(G2),,11,5.0,5,9.1,4,2,田辺裕信,56.0,芝2000,稍,12.0,2:02.0,0.2,110.0,10-10-10-10,36.2-36.4,35.2,484(+2),,出遅れ,サトノクラウン,2122.0,4,7373.1,1474.6200000000001,0.18000000000000002,96.0
108,108,2015/03/08,2中山4,曇,11.0,報知杯弥生賞(G2),,11,7.0,9,9.6,5,6,横山典弘,56.0,芝2000,稍,12.0,2:02.6,0.8,101.0,4-4-4-4,36.2-36.4,36.8,480(-4),,,サトノクラウン,0.0,5,6840.9,977.2714285714285,0.2714285714285714,89.14285714285714
109,109,2015/03/08,2中山4,曇,11.0,報知杯弥生賞(G2),,11,4.0,4,6.3,2,1,福永祐一,56.0,芝2000,稍,12.0,2:01.8,-0.2,108.0,4-6-5-4,36.2-36.4,35.7,482(+8),,,(ブライトエンブレム),5277.0,6,9223.9,2305.975,0.07499999999999998,94.75
110,110,2015/03/28,2阪神1,晴,11.0,毎日杯(G3),,15,5.0,9,14.0,7,1,川田将雅,56.0,芝1800,良,0.0,1:47.2,0.0,100.0,2-2,35.9-34.7,34.6,476(-4),,,(ダノンリバティ),3754.6,7,5717.700000000001,816.8142857142858,0.2571428571428572,92.71428571428571
111,111,2015/03/28,2阪神1,晴,11.0,毎日杯(G3),,15,5.0,8,7.0,3,2,武豊,56.0,芝1800,良,0.0,1:47.2,0.0,102.0,11-11,35.9-34.7,34.0,506(-4),,,ミュゼエイリアン,1515.6,8,2992.0,498.6666666666667,0.6,87.5
112,112,2015/03/01,1阪神2,雨,9.0,すみれS(OP),,9,5.0,5,4.1,1,1,酒井学,56.0,芝2200,重,35.0,2:20.6,-0.5,86.0,1-1-1-1,36.2-38.2,38.2,484(-2),,,(ライトファンタジア),1923.1,9,3639.8999999999996,330.9,1.009090909090909,73.36363636363636
113,113,2015/03/08,2中山4,曇,11.0,報知杯弥生賞(G2),,11,8.0,11,33.0,8,8,嘉藤貴行,56.0,芝2000,稍,12.0,2:03.0,1.2,98.0,3-3-2-2,36.2-36.4,37.3,490(0),,,サトノクラウン,0.0,10,4565.0,652.1428571428571,0.5428571428571428,84.42857142857143
114,114,2015/03/22,2中山8,晴,11.0,フジTVスプリングS(G2),,12,6.0,8,3.5,2.0,3,蛯名正義,56.0,芝1800,良,-8.0,1:49.2,0.1,98.0,5-6-5-4,36.7-34.5,34.0,472(0),,,キタサンブラック,1312.0,11,10226.699999999999,1704.4499999999998,0.05000000000000002,91.16666666666667
115,115,2015/03/22,2中山8,晴,11.0,フジTVスプリングS(G2),,12,3.0,3,6.9,3.0,4,川田将雅,56.0,芝1800,良,-8.0,1:49.4,0.3,96.0,9-9-6-4,36.7-34.5,34.1,476(+6),,,キタサンブラック,780.0,12,6649.299999999999,1108.2166666666665,0.3666666666666667,88.16666666666667
116,116,2015/03/08,2中山4,曇,11.0,報知杯弥生賞(G2),,11,2.0,2,51.8,10,3,菱田裕二,56.0,芝2000,稍,12.0,2:02.4,0.6,103.0,7-7-7-8,36.2-36.4,36.1,440(-6),,,サトノクラウン,1311.0,13,5828.1,832.5857142857143,0.4428571428571429,86.28571428571429
117,117,2015/03/08,2中山4,曇,11.0,報知杯弥生賞(G2),,11,1.0,1,10.6,6,9,浜中俊,56.0,芝2000,稍,12.0,2:03.3,1.5,96.0,4-4-5-4,36.2-36.4,37.3,500(+10),,,サトノクラウン,0.0,14,4946.2,706.6,0.8285714285714286,80.14285714285714
118,118,2015/03/21,1阪神7,晴,11.0,若葉S(OP),,8,3.0,3,36.6,7,2,川田将雅,56.0,芝2000,良,12.0,2:03.3,0.3,90.0,2-2-2-2,35.7-36.4,36.6,480(-2),,,レッドソロモン,765.4,15,1928.7,275.5285714285714,1.1428571428571428,78.85714285714286
119,119,2014/02/24,1東京6,晴,11,共同通信杯(G3),,14,5,7,2.2,1,1,蛯名正義,57,芝1800,良,-3,1:48.1,-0.2,95,4-3-4,36.7-33.4,33.2,462(+2),,,(ベルキャニオン),3754.6,1,23292.100000000002,3882.016666666667,-0.05000000000000002,89.83333333333333
120,120,2014/03/09,2中山4,晴,11.0,報知杯弥生賞(G2),,13.0,7.0,10,1.6,1,1,川田将雅,56.0,芝2000,良,1.0,2:01.4,0.0,100.0,7-7-6-4,35.6-36.4,35.7,518(-2),,,(ワンアンドオンリー),5291.0,2,13767.2,2294.5333333333333,0.09999999999999999,90.33333333333333
121,121,2014/03/22,1阪神7,晴,11,若葉S(OP),,12,8,12,1.8,1.0,2,柴田大知,56,芝2000,良,3,2:01.6,0.2,96,3-3-3-3,35.3-35.9,35.9,490(-4),,,アドマイヤデウス,768.6,3,9231.6,1318.8,-0.04285714285714285,93.14285714285714
