,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,最初コーナー,最終コーナー,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,本番年齢,レース評価,レース評価平均
58,58,2022/02/05,1東京3,曇,7,4歳以上1勝クラス,,16,5,10,42.8,12,13,杉原誠人,55,芝1600,良,-15,1:34.7,1.4,85,13-11,34.8-34.5,35.1,430(-6),,出遅れ,レフトゥバーズ,0.0,13,561.0,187.0,0.9,83.0,8,13,4.333333333333333,34.96666666666667,0.6521739130434783,13.0,11.0,-2.0,0.0,2.0,9.666666666666666,11.666666666666666,3.3333333333333335,5.333333333333333,2.0,4,2.015625,1.3751671810699586
59,59,2021/11/29,水沢,曇,10,ダーレー特別,,12,7,10,3.4,2,1,関本淳,54,ダ1600,不,-27,1:40.3,0.0,65,6-5-2-3,0.0-38.3,37.8,405(-7),,,(エルスネル),55.0,14,799.0,42.05263157894737,0.9842105263157894,65.10526315789474,0,279,25.363636363636363,36.963157894736845,0.5953307392996109,6.0,3.0,2.0,5.0,3.0,6.526315789473684,8.210526315789474,0.05263157894736842,1.736842105263158,1.6842105263157894,5,0.0,0.7584073248981259
60,60,2022/03/13,2中京2,晴,7,4歳以上1勝クラス,,16,4,8,193.0,14.0,9,松本大輝,52,芝1600,良,-17,1:34.3,0.7,85,8-7-7,35.4-35.1,35.1,426(-2),,,ラブアンバサダー,0.0,15,358.7,10.248571428571429,0.9428571428571428,54.48571428571429,4,294,24.5,38.63999999999999,0.5896103896103896,8.0,7.0,-2.0,-1.0,1.0,6.228571428571429,6.771428571428571,0.7142857142857143,1.2571428571428571,0.5428571428571428,6,2.03125,0.6096633680760899
61,61,2022/03/26,2中京5,雨,12,4歳以上1勝クラス,,11,6,6,36.8,9,6,角田大和,52,芝2000,重,2,2:03.7,1.0,78,8-8-9-9,38.6-36.2,35.8,438(0),,,ヘッズオアテールズ,0.0,16,697.0,69.7,0.9199999999999997,81.1,28,135,13.5,36.35000000000001,0.515625,8.0,9.0,3.0,2.0,-1.0,8.7,9.5,1.5,2.3,0.8,4,2.049586776859504,1.6425028584746368
62,62,2021/07/17,1福島5,晴,9,南相馬特別(1勝クラス),,16,6,11,3.9,1,5,戸崎圭太,52,芝2000,良,-9,2:00.0,0.5,93,6-6-5-6,34.9-35.9,35.9,436(+2),,,フィデリオグリーン,106.0,1,1136.0,227.2,0.6399999999999999,86.6,-4,70,14.0,36.019999999999996,0.819672131147541,6.0,6.0,1.0,1.0,0.0,5.2,8.0,2.0,4.8,2.8,3,2.046875,1.6649297839506172
63,63,2021/10/30,5新潟7,晴,10,聖籠特別(1勝クラス),,13,4,5,25.9,7,5,黛弘人,55,芝1800,良,5,1:48.7,0.7,87,10-10,36.6-34.2,34.1,454(-6),,出遅れ,ギャラクシーエッジ,106.0,2,945.0,45.0,0.480952380952381,77.38095238095238,16,207,12.176470588235293,35.55714285714286,0.6816608996539792,10.0,10.0,5.0,5.0,0.0,9.238095238095237,9.333333333333334,3.857142857142857,3.9523809523809526,0.09523809523809523,6,2.0532544378698225,1.319472147523456
64,64,2021/11/07,2福島2,晴,10,高湯温泉特別(1勝クラス),,16,3,5,7.9,7,3,原優介,53,芝1800,良,-9,1:48.0,0.3,87,12-11-7-6,35.8-35.7,35.5,476(+8),,,アナゴサン,276.5,3,2565.5,171.03333333333333,0.4066666666666666,84.6,0,159,10.6,34.81333333333334,0.8281938325991189,12.0,6.0,3.0,9.0,6.0,8.533333333333333,9.466666666666667,4.933333333333334,5.866666666666666,0.9333333333333333,3,2.0546875,1.3188503952506927
65,65,2021/08/01,1函館10,曇,7,3歳以上1勝クラス,,10,7,7,23.1,7,9,黛弘人,55,芝1800,良,-6,1:49.8,0.9,81,3-2-2-2,36.4-35.2,36.0,446(-6),,,メイショウオニユリ,0.0,4,1406.9,70.345,0.905,76.05,22,353,18.57894736842105,36.129999999999995,0.5016949152542373,3.0,2.0,-7.0,-6.0,1.0,5.9,5.45,-2.45,-2.9,-0.45,5,2.02,1.7333026973281094
66,66,2021/05/23,3中京6,晴,5,3歳未勝利,,15,6,10,9.1,6,1,団野大成,54,芝2000,良,-11,2:01.9,0.0,82,12-12-12-12,36.4-36.0,35.1,456(-6),,,(アースフレア),510.0,5,510.0,255.0,1.0,76.5,10,27,13.5,35.1,0.7142857142857143,12.0,12.0,11.0,11.0,0.0,12.5,11.5,7.5,6.5,-1.0,3,1.0666666666666667,1.048888888888889
67,67,2021/10/31,4東京8,雨,6,3歳以上1勝クラス,,17,1,1,64.4,13,5,田辺裕信,55,芝1600,良,-16,1:33.7,0.3,95,12-12,34.9-34.9,34.2,448(+4),,,イズンシーラブリー,76.0,6,1833.0,107.82352941176471,0.7941176470588235,86.58823529411765,-1,245,15.3125,35.04705882352941,0.6452991452991453,12.0,12.0,7.0,7.0,0.0,8.764705882352942,9.588235294117647,2.8823529411764706,3.7058823529411766,0.8235294117647058,4,2.0449826989619377,2.045699116900696
68,68,2021/09/04,4小倉7,曇,8,3歳以上1勝クラス,,11,1,1,180.5,11,8,中井裕二,55,芝1800,稍,-4,1:49.3,1.4,78,9-9-8-8,36.9-34.9,35.4,458(0),,,エスコーラ,0.0,7,677.0,29.434782608695652,1.2739130434782608,79.30434782608695,19,521,22.652173913043477,36.16521739130435,0.40671641791044777,9.0,8.0,0.0,1.0,1.0,8.08695652173913,8.521739130434783,0.17391304347826086,0.6086956521739131,0.43478260869565216,4,2.0330578512396693,2.5153192201964556
69,69,2021/07/10,1函館3,雨,8,3歳以上1勝クラス,,15,8,14,79.8,15,11,菱田裕二,55,芝1800,稍,-1,1:50.3,0.8,80,3-3-2-2,36.4-36.2,36.8,440(-14),,,テーオーラフィット,0.0,8,867.0,72.25,0.9083333333333333,78.58333333333333,27,236,19.666666666666668,36.37500000000001,0.49375,3.0,2.0,-9.0,-8.0,1.0,4.333333333333333,4.333333333333333,-3.4166666666666665,-3.4166666666666665,0.0,4,2.022222222222222,1.6225705530655352
70,70,2021/08/21,2札幌3,晴,7,3歳未勝利,,16,5,9,3.5,1,1,吉田隼人,54,芝2000,良,-13,2:00.8,0.0,95,12-13-10-8,34.5-37.0,36.0,440(-2),,,(ラヴィエント),510.0,9,1047.0,130.875,0.5,81.75,-8,145,18.125,35.3375,0.7619047619047619,12.0,8.0,7.0,11.0,4.0,9.625,11.25,5.5,7.125,1.625,3,1.0625,1.0524233852029103
71,71,2021/08/01,1函館10,曇,7,3歳以上1勝クラス,,10,4,4,8.3,5,10,横山和生,52,芝1800,良,-6,1:50.1,1.2,78,3-4-4-4,36.4-35.2,36.1,446(+4),,出遅れ,メイショウオニユリ,0.0,10,510.0,127.5,0.7,83.75,25,74,18.5,34.975,0.5348837209302325,3.0,4.0,-6.0,-7.0,-1.0,9.0,9.25,3.0,3.25,0.25,3,2.01,1.791867375264811
72,72,2021/08/01,1函館10,曇,7,3歳以上1勝クラス,,10,2,2,32.0,10,8,大野拓弥,52,芝1800,良,-6,1:49.5,0.6,84,1-1-1-1,36.4-35.2,35.8,456(-6),,,メイショウオニユリ,0.0,11,1027.0,102.7,1.01,75.4,19,276,27.6,36.480000000000004,0.625,1.0,1.0,-7.0,-7.0,0.0,5.0,5.5,-0.5,0.0,0.5,3,2.03,1.646237419969901
73,73,2021/10/05,盛岡,小雨,8,サファイア賞(G),,12,8,11,4.3,3,4,高橋悠里,54,芝2400,良,5,2:34.5,0.3,38,4-4-3-4,0.0-36.8,36.6,479(+3),,,エムワンハルコ,18.8,12,470.8,42.800000000000004,0.6909090909090909,50.36363636363637,0,104,34.666666666666664,38.16363636363637,0.6048387096774194,4.0,4.0,0.0,0.0,0.0,5.090909090909091,5.545454545454546,-0.36363636363636365,0.09090909090909091,0.45454545454545453,3,0.0,0.7308738270276733
74,74,2021/08/29,2札幌6,晴,8,3歳以上1勝クラス,,13,2,2,292.0,11,12,小林凌大,52,芝1500,良,-12,1:30.2,1.9,78,13-13-12,29.2-35.7,36.2,450(+4),,出遅れ,マルカエイペックス,0.0,13,1684.0,93.55555555555556,1.1333333333333333,79.61111111111111,7,233,13.705882352941176,35.71666666666667,0.40444444444444444,13.0,12.0,0.0,1.0,1.0,10.055555555555555,10.333333333333334,1.6111111111111112,1.8888888888888888,0.2777777777777778,4,2.0118343195266273,2.3667803841431807
75,75,2021/08/28,4新潟5,曇,12,3歳以上1勝クラス,,18,2,4,67.7,11,11,菅原明良,55,芝1400,良,-4,1:22.3,0.7,85,18-18,34.2-35.6,34.5,478(-2),,,タイキスウォード,0.0,14,630.0,39.375,1.125,80.0,15,317,21.133333333333333,35.675,0.5063291139240507,18.0,18.0,7.0,7.0,0.0,10.75,11.625,2.4375,3.3125,0.875,5,2.0246913580246915,1.7204441058830942
76,76,2021/08/29,2札幌6,晴,8,3歳以上1勝クラス,,13,6,10,488.1,12,7,秋山稔樹,53,芝1500,良,-12,1:29.4,1.1,85,11-11-12,29.2-35.7,35.6,432(-2),,,マルカエイペックス,0.0,15,630.0,48.46153846153846,1.6692307692307695,71.84615384615384,0,331,25.46153846153846,36.73076923076923,0.3045977011494253,11.0,12.0,5.0,4.0,-1.0,7.923076923076923,7.384615384615385,-2.3846153846153846,-2.923076923076923,-0.5384615384615384,4,2.0414201183431953,1.8722626021077613
77,77,2021/07/21,名古屋,晴,12,庄内川特別,,10,6,6,7.0,5.0,1,藤原良一,54,ダ1400,良,-11.0,1:32.0,0.0,32.0,4-4-3,0.0-40.2,39.5,471(+1),,,(スノープロー),40.0,16,110.19999999999999,10.018181818181818,1.1636363636363636,42.81818181818182,0,312,78.0,38.53636363636363,0.5846153846153846,4.0,3.0,2.0,3.0,1.0,5.636363636363637,4.909090909090909,-0.2727272727272727,-1.0,-0.7272727272727273,4,0.0,0.4680397727272727
78,78,2021/10/31,4阪神8,曇,8,3歳以上2勝クラス,,11,4,4,1.7,1,3,和田竜二,53,芝1800,良,-12,1:46.9,0.3,99,9-7,36.6-33.7,32.9,440(0),,出遅れ,ギャラントウォリア,280.0,1,4914.4,409.5333333333333,0.17500000000000002,92.83333333333333,4,-4,-0.3333333333333333,34.09166666666667,0.852112676056338,9.0,7.0,4.0,6.0,2.0,7.166666666666667,8.666666666666666,4.416666666666667,5.916666666666667,1.5,3,3.074380165289256,2.6515610081558694
79,79,2021/09/11,4中山1,晴,11,紫苑S(G3),,18,3,6,72.0,16,4,鮫島克駿,54,芝2000,良,-19,1:58.6,0.4,101,3-3-3-3,35.3-34.8,34.8,430(0),,,ファインルージュ,530.0,2,2830.0,404.2857142857143,0.3428571428571429,90.14285714285714,-26,-3,-0.42857142857142855,34.8,0.8117647058823529,3.0,3.0,-1.0,-1.0,0.0,4.285714285714286,4.0,1.0,0.7142857142857143,-0.2857142857142857,3,6.046296296296297,2.913884003727753
80,80,2021/09/20,5中京5,晴,10,Mオルフェーヴル(2勝クラス),,12,5,6,10.0,5,8,松若風馬,55,芝1600,良,-10,1:35.4,0.5,83,1-1-1,37.1-34.9,35.4,444(0),,,ワールドバローズ,0.0,3,2099.4,209.94,0.48,88.2,15,115,11.5,35.4,0.7142857142857143,1.0,1.0,-7.0,-7.0,0.0,4.7,5.2,0.1,0.6,0.5,4,3.0347222222222223,2.255586082544353
81,81,2021/10/09,5新潟1,晴,11,村上特別(2勝クラス),,8,8,8,2.6,1,3,吉田隼人,55,芝1800,良,-10,1:47.9,0.4,84,3-3,36.9-33.3,33.4,466(+8),,,アイコンテーラー,383.5,4,3447.1000000000004,215.44375000000002,0.49999999999999994,83.8125,8,262,16.375,35.150000000000006,0.6683673469387755,3.0,3.0,0.0,0.0,0.0,5.6875,6.25,0.625,1.1875,0.5625,4,3.09375,2.1799114599932308
82,82,2021/10/31,4阪神8,曇,8,3歳以上2勝クラス,,11,8,10,24.2,6,11,幸英明,55,芝1800,良,-12,1:47.8,1.2,89,3-3,36.6-33.7,34.3,456(+6),,,ギャラントウォリア,0.0,5,4143.4,165.736,0.7639999999999998,79.8,13,488,20.333333333333332,36.336,0.6216216216216216,3.0,3.0,-8.0,-8.0,0.0,3.28,3.36,-2.2,-2.12,0.08,4,3.0082644628099175,2.009004176964117
83,83,2021/08/28,2札幌5,曇,7,3歳以上1勝クラス,,14,2,2,3.1,2,1,小沢大仁,52,芝1800,良,-12,1:49.8,0.0,80,1-1-1-1,37.7-35.9,35.9,446(0),,,(ハリウッドヒルズ),760.0,6,3481.4,174.07,0.535,80.45,23,276,13.8,35.925,0.7065637065637066,1.0,1.0,0.0,0.0,0.0,3.95,3.6,-0.85,-1.2,-0.35,4,2.0714285714285716,1.652332227120922
84,84,2021/10/23,5新潟5,曇,8,3歳以上1勝クラス,,14,6,10,23.3,7,1,亀田温心,52,芝2000,稍,9,2:01.0,0.0,95,1-1,35.3-35.7,35.7,432(+4),,,(サンタグラシア),760.0,7,1501.0,125.08333333333333,1.3083333333333333,69.33333333333333,19,346,28.833333333333332,37.53333333333333,0.4506172839506173,1.0,1.0,0.0,0.0,0.0,7.333333333333333,5.583333333333333,-1.0833333333333333,-2.8333333333333335,-1.75,3,2.0714285714285716,1.2846401901194244
85,85,2021/10/23,5新潟5,曇,12,寺泊特別(2勝クラス),,11,3,3,26.3,8,3,津村明秀,55,芝1600,稍,10,1:37.1,0.7,85,2-2,37.7-33.7,34.2,480(+2),,,ララクリスティーヌ,383.8,8,2758.7999999999997,162.28235294117644,0.776470588235294,83.70588235294117,34,273,16.058823529411764,35.0529411764706,0.5904761904761905,2.0,2.0,-1.0,-1.0,0.0,5.0,5.0588235294117645,-1.0588235294117647,-1.0,0.058823529411764705,4,3.074380165289256,2.4016020842865324
86,86,2021/10/09,4東京1,曇,9,山中湖特別(2勝クラス),,9,5,5,23.2,6,8,石橋脩,55,芝2000,良,-19,2:00.4,1.4,82,2-2-2,36.6-34.8,36.1,486(+4),,,ククナ,0.0,9,6055.699999999999,275.25909090909084,0.609090909090909,87.72727272727273,1,189,8.590909090909092,35.913636363636364,0.7534722222222222,2.0,2.0,-6.0,-6.0,0.0,1.7272727272727273,2.0454545454545454,-2.5,-2.1818181818181817,0.3181818181818182,5,3.0246913580246915,2.1898022668541515
87,87,2021/11/06,2福島1,晴,10,土湯温泉特別(1勝クラス),,16,5,9,10.5,5,1,黛弘人,55,芝2000,良,-11,2:01.7,0.0,80,1-1-1-1,36.3-35.0,35.0,466(0),,,(アサケレディ),1102.0,10,3297.0,143.34782608695653,0.6391304347826087,83.1304347826087,13,405,17.608695652173914,35.969565217391306,0.7142857142857143,1.0,1.0,0.0,0.0,0.0,3.130434782608696,3.1739130434782608,-1.7826086956521738,-1.7391304347826086,0.043478260869565216,4,2.0625,1.743815298952336
88,88,2021/11/07,5阪神2,晴,8,3歳以上2勝クラス,,14,3,3,19.0,8,13,松若風馬,55,ダ1800,良,-4,1:56.0,3.4,67,10-11-11-14,35.7-38.7,40.8,510(+20),,,ラヴネヴァーエンズ,0.0,11,2160.0,166.15384615384616,1.0153846153846153,83.38461538461539,46,176,13.538461538461538,34.776923076923076,0.48951048951048953,10.0,14.0,1.0,-3.0,-4.0,8.0,8.0,1.3846153846153846,1.3846153846153846,0.0,4,3.010204081632653,2.9710381920048814
89,89,2021/10/24,4東京6,晴,12,3歳以上2勝クラス,,12,8,12,35.6,9,12,酒井学,55,ダ1600,良,-6,1:40.6,3.5,63,9-10,35.6-36.2,38.8,474(0),,,ダノンアレー,0.0,12,1460.0,104.28571428571429,0.8142857142857144,83.07142857142857,0,166,12.76923076923077,34.95714285714286,0.4625,9.0,10.0,-2.0,-3.0,-1.0,7.285714285714286,7.5,0.14285714285714285,0.35714285714285715,0.21428571428571427,4,3.0069444444444446,2.394729820378651
90,90,2021/06/13,4中京4,曇,10,常滑特別(2勝クラス),,11,6,7,72.9,11,6,酒井学,51,芝2000,稍,-3,2:02.3,0.8,89,5-5-5-5,37.3-34.8,35.2,456(-4),,,メイショウロセツ,0.0,13,2102.9,75.10357142857143,1.3071428571428572,70.71428571428571,14,752,34.18181818181818,37.80714285714286,0.48338368580060426,5.0,5.0,-1.0,-1.0,0.0,4.714285714285714,7.464285714285714,-2.392857142857143,0.35714285714285715,2.75,6,3.049586776859504,1.7409147855193612
91,91,2021/08/08,3新潟6,曇,10,信濃川特別(2勝クラス),,14,7,12,66.0,10.0,14,柴山雄一,55,芝2000,良,-11,2:02.2,3.8,65,3-2,35.8-34.9,38.5,486(0),,躓く,ダノンレガーロ,0.0,14,2354.2,138.48235294117646,0.9705882352941176,81.58823529411765,31,308,18.11764705882353,36.57058823529412,0.4925373134328358,3.0,2.0,-12.0,-11.0,1.0,5.235294117647059,9.705882352941176,-1.7647058823529411,2.7058823529411766,4.470588235294118,5,3.0051020408163267,1.7947112865462989
92,92,2021/09/05,2札幌8,晴,12,釧路湿原特別(2勝クラス),,13,1,1,32.0,8,6,菊沢一樹,55,芝2000,良,7,2:04.5,1.4,85,1-1-1-1,36.2-37.0,38.4,500(+4),,,ミスミルドレッド,0.0,15,2178.0,155.57142857142858,1.0571428571428572,79.07142857142857,29,328,23.428571428571427,37.392857142857146,0.6885245901639344,1.0,1.0,-5.0,-5.0,0.0,2.7857142857142856,2.5714285714285716,-2.2857142857142856,-2.5,-0.21428571428571427,4,3.0473372781065087,1.8343965575920576
93,93,2021/10/30,4阪神7,晴,2,2歳未勝利,,10,2,2,2.3,2,3,和田竜二,55,芝1600,良,-13,1:35.6,0.2,89,4-4,36.6-33.5,33.3,478(0),,,ビーアストニッシド,130.0,1,410.0,205.0,0.15000000000000002,75.0,14,56,28.0,33.55,0.8636363636363636,4.0,4.0,1.0,1.0,0.0,4.5,4.0,2.0,1.5,-0.5,2,1.08,1.0731632653061225
94,94,2021/08/29,2札幌6,晴,5,2歳新馬,,12,7,10,3.9,2,3,団野大成,54,芝1800,良,-12,1:51.4,0.4,73,7-7-6-5,38.1-35.3,35.2,396(0),,,レイトカンセイオー,180.0,2,180.0,180.0,0.4,73.0,39,39,39.0,35.2,0.8181818181818182,7.0,5.0,2.0,4.0,2.0,5.0,7.0,2.0,4.0,2.0,2,1.0694444444444444,1.0694444444444444
95,95,2021/10/23,4阪神5,晴,2,2歳未勝利,,11,8,11,10.2,6,3,和田竜二,54,芝1600,良,-13,1:34.7,0.1,92,3-3,36.4-34.1,34.0,484(+18),,,コントディヴェール,130.0,3,260.0,86.66666666666667,0.6333333333333333,74.0,5,57,19.0,35.666666666666664,0.6666666666666666,3.0,3.0,0.0,0.0,0.0,2.6666666666666665,3.3333333333333335,-1.6666666666666667,-1.0,0.6666666666666666,2,1.0743801652892562,1.0633608815426998
96,96,2021/10/23,5新潟5,曇,5,2歳未勝利,,13,4,4,5.3,3,11,丹内祐次,55,芝1800,稍,9,1:51.6,1.8,58,3-3,36.6-35.3,36.7,484(-6),,,インプレス,0.0,4,110.0,55.0,1.15,58.0,45,91,45.5,35.5,0.48,3.0,3.0,-8.0,-8.0,0.0,3.0,4.5,-4.5,-3.0,1.5,2,1.017751479289941,1.0369369641347663
97,97,2021/10/03,4中山9,曇,5,2歳新馬,,14,3,4,85.3,9,11,田辺裕信,55,芝1800,稍,-12,1:54.2,1.6,47,13-13-13-12,39.1-34.0,34.7,446(0),,出遅れ,ダノンティアラ,0.0,5,0.0,0.0,1.6,47.0,57,57,57.0,34.7,0.23076923076923078,13.0,12.0,1.0,2.0,1.0,12.0,13.0,1.0,2.0,1.0,2,1.0204081632653061,1.0204081632653061
98,98,2021/10/23,4東京5,晴,2,2歳未勝利,,15,6,11,28.6,6,9,永野猛蔵,51,ダ1400,稍,-10,1:26.7,1.3,64,12-11,35.5-37.1,37.2,426(+2),,,スズカコテキタイ,0.0,6,0.0,0.0,1.0333333333333334,69.33333333333333,32,78,26.0,35.699999999999996,0.5454545454545454,12.0,11.0,2.0,3.0,1.0,9.333333333333334,9.666666666666666,1.6666666666666667,2.0,0.3333333333333333,2,1.031111111111111,1.0356496178718402
99,99,2021/10/30,4東京7,晴,5,2歳新馬,,12,4,4,102.4,11,10,野中悠太,55,芝1600,良,-21,1:36.7,2.2,60,11-8,35.6-34.5,35.3,468(0),,出遅れ,カミニートデルレイ,0.0,7,0.0,0.0,2.2,60.0,28,28,28.0,35.3,0.18181818181818182,11.0,8.0,-2.0,1.0,3.0,8.0,11.0,-2.0,1.0,3.0,2,1.0208333333333333,1.0208333333333333
100,100,2021/10/02,4中山8,晴,5,2歳新馬,,15,2,4,29.0,8,8,黛弘人,54,芝1600,稍,-13,1:38.8,0.7,60,4-6-8,37.6-34.8,34.8,424(0),,,ガルブグリーン,0.0,8,0.0,0.0,0.7,60.0,45,45,45.0,34.8,0.5,4.0,8.0,0.0,-4.0,-4.0,8.0,4.0,0.0,-4.0,-4.0,2,1.0355555555555556,1.0355555555555556
101,101,2021/10/31,4東京8,小雨,5,2歳新馬,,11,8,11,118.4,9,8,永野猛蔵,52,芝1800,良,-18,1:53.9,0.7,37,1-1-1,39.0-34.5,35.2,420(0),,,ティズグロリアス,0.0,9,0.0,0.0,0.7,37.0,70,70,70.0,35.2,0.3,1.0,1.0,-7.0,-7.0,0.0,1.0,1.0,-7.0,-7.0,0.0,2,1.0330578512396693,1.0330578512396693
102,102,2021/09/26,4中山7,曇,2,2歳未勝利,,13,8,13,11.2,7,11,津村明秀,54,芝1200,良,-14,1:11.2,1.5,54,3-6,34.0-35.7,37.0,462(-2),,,モズジャックポット,0.0,10,147.0,29.4,2.1,54.8,27,250,50.0,38.7,0.26666666666666666,3.0,6.0,-5.0,-8.0,-3.0,4.0,2.2,-3.6,-5.4,-1.8,2,1.017751479289941,1.84084751042793
103,103,2021/10/03,4中山9,晴,2,2歳未勝利,,16,7,13,332.0,15,15,永野猛蔵,52,芝1600,稍,-11,1:37.3,1.4,67,10-10-11,35.9-35.2,35.6,404(-6),,,ロードカテドラル,0.0,11,102.0,20.4,2.2,60.6,30,207,41.4,37.4,0.1590909090909091,10.0,11.0,-4.0,-5.0,-1.0,6.4,5.0,-2.0,-3.4,-1.4,2,1.0078125,1.0345810185185185
104,104,2021/09/12,5中京2,曇,2,2歳未勝利,,15,3,4,82.2,13,7,亀田温心,53,芝1400,良,-15,1:21.9,0.5,76,10-11,34.0-35.6,35.1,432(-8),,出遅れ,デヴィルズマーブル,0.0,12,0.0,0.0,0.65,68.5,8,32,16.0,35.1,0.5555555555555556,10.0,11.0,4.0,3.0,-1.0,10.5,10.0,3.5,3.0,-0.5,2,1.04,1.0404081632653062
105,105,2021/11/07,2福島2,晴,6,2歳未勝利,,16,3,5,29.0,8,5,木幡巧也,54,芝1800,良,-9,1:50.2,0.3,67,4-6-5-3,35.8-36.5,36.3,452(+4),,,ウインマイルート,51.0,13,161.0,80.5,0.75,63.5,22,66,33.0,35.8,0.78125,4.0,3.0,-2.0,-1.0,1.0,2.5,3.0,-2.0,-1.5,0.5,2,1.046875,1.0465856481481481
106,106,2021/10/10,5新潟2,晴,5,2歳新馬,,18,4,8,23.1,7,2,小林脩斗,51,芝1600,良,-8,1:36.8,0.6,71,1-1,38.0-33.5,34.1,434(0),,,グランデレジーナ,280.0,14,280.0,280.0,0.6,71.0,31,31,31.0,34.1,0.9411764705882353,1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,2,1.0524691358024691,1.0524691358024691
107,107,2021/08/07,3新潟5,晴,5,2歳新馬,,17,5,9,25.1,6,7,松山弘平,54,芝1600,良,-12,1:36.4,1.4,62,4-6,36.4-33.7,34.7,430(0),,,フォラブリューテ,0.0,15,0.0,0.0,1.4,62.0,27,27,27.0,34.7,0.625,4.0,6.0,-1.0,-3.0,-2.0,6.0,4.0,-1.0,-3.0,-2.0,2,1.0380622837370241,1.0380622837370241
108,108,2021/09/26,4中山7,曇,3,2歳未勝利,,14,7,12,18.7,6,7,戸崎圭太,54,芝1800,良,-14,1:50.3,1.2,68,13-12-13-12,37.1-36.0,35.9,488(-14),,S不利,イルチルコ,0.0,16,0.0,0.0,1.25,63.0,18,88,44.0,36.2,0.4090909090909091,13.0,12.0,5.0,6.0,1.0,9.0,10.0,1.5,2.5,1.0,2,1.0408163265306123,1.035408163265306
109,109,2021/10/31,5新潟8,晴,8,3歳以上1勝クラス,,14,4,6,21.9,9,4,古川吉洋,55,芝2000,良,5,2:00.6,0.3,94,1-1,36.2-35.5,35.8,480(+10),,,エシカル,110.0,1,1283.0,160.375,1.1375000000000002,81.125,15,105,13.125,35.725,0.5102040816326531,1.0,1.0,-3.0,-3.0,0.0,1.75,1.625,-5.25,-5.375,-0.125,3,2.056122448979592,2.040566312519008
110,110,2021/09/19,4中山4,晴,7,3歳以上1勝クラス,,15,6,11,10.4,5,5,三浦皇成,52,芝1800,良,-12,1:48.5,0.4,95,10-10-9-9,37.4-34.6,34.0,458(-4),,,ヤマニンデンファレ,76.0,2,942.0,157.0,0.3833333333333333,87.33333333333333,0,93,15.5,34.48333333333333,0.717948717948718,10.0,9.0,4.0,5.0,1.0,7.5,7.5,2.8333333333333335,2.8333333333333335,0.0,3,2.048888888888889,1.3807664609053498
111,111,2021/10/16,5新潟3,曇,10,粟島特別(1勝クラス),,13,1,1,3.6,2,1,菅原明良,57,芝1800,良,-3,1:47.9,0.0,88,5-6,36.9-34.3,33.5,486(-6),,,(エニシノウタ),1095.0,3,2195.0,243.88888888888889,0.7444444444444446,84.55555555555556,8,170,18.88888888888889,35.68888888888889,0.6379310344827587,5.0,6.0,5.0,4.0,-1.0,6.777777777777778,7.777777777777778,1.1111111111111112,2.111111111111111,1.0,4,2.076923076923077,1.936791248629873
112,112,2021/11/07,2福島2,晴,10,高湯温泉特別(1勝クラス),,16,6,11,5.5,2,2,吉田隼人,55,芝1800,良,-9,1:47.8,0.1,89,1-1-1-1,35.8-35.7,35.8,514(+4),,,アナゴサン,433.0,4,2060.0,171.66666666666666,0.5499999999999999,74.66666666666667,-1,260,23.636363636363637,36.56666666666667,0.8170731707317073,1.0,1.0,-1.0,-1.0,0.0,2.0,2.0833333333333335,-1.5,-1.4166666666666667,0.08333333333333333,3,2.05859375,1.1342821596247032
113,113,2021/10/17,5新潟4,曇,9,3歳以上1勝クラス,,17,1,1,54.2,13,6,小沢大仁,52,芝1800,重,16,1:49.2,0.7,84,8-8,35.3-35.6,35.9,428(+6),,アオル,ルーツドール,0.0,5,1840.7,83.66818181818182,0.5272727272727272,66.13636363636364,21,195,17.727272727272727,37.7,0.8301158301158301,8.0,8.0,2.0,2.0,0.0,4.909090909090909,6.318181818181818,1.9090909090909092,3.3181818181818183,1.4090909090909092,4,2.041522491349481,0.6185207998021451
114,114,2021/10/17,5新潟4,曇,9,3歳以上1勝クラス,,17,3,5,54.6,14,9,小林脩斗,50,芝1800,重,16,1:49.6,1.1,80,5-6,35.3-35.6,36.4,438(+4),,,ルーツドール,0.0,6,1011.0,72.21428571428571,0.7,77.64285714285714,25,316,22.571428571428573,35.7,0.6712328767123288,5.0,6.0,-3.0,-4.0,-1.0,8.785714285714286,8.714285714285714,2.642857142857143,2.5714285714285716,-0.07142857142857142,3,2.0311418685121105,1.1133318458102193
