,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,最初コーナー,最終コーナー,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,本番年齢,レース評価,レース評価平均
200,200,2020/10/10,4東京1,雨,9,山中湖特別(2勝クラス),,9,4,4,9.1,4,7,丸山元気,53,芝2000,不,38,2:08.2,2.2,74,7-7-6,37.5-37.4,39.0,426(+6),,,ショウナンハレルヤ,0.0,3,1716.8,286.1333333333333,1.0999999999999999,81.5,79,161,26.833333333333332,35.65,0.44,7.0,6.0,-1.0,0.0,1.0,9.333333333333334,10.166666666666666,1.3333333333333333,2.1666666666666665,0.8333333333333334,4,3.037037037037037,2.5502897455278406
201,201,2021/05/16,2東京8,曇,9,テレ玉杯(2勝クラス),,11,6,6,38.6,10,7,田辺裕信,55,芝1800,良,-19,1:46.4,0.5,93,10-10-11,36.0-35.3,33.8,496(+4),,出遅れ,ゴルトベルク,0.0,4,2761.4,153.41111111111113,0.6222222222222221,88.61111111111111,-5,209,11.61111111111111,35.21666666666667,0.6108786610878661,10.0,11.0,4.0,3.0,-1.0,6.055555555555555,6.166666666666667,-0.1111111111111111,0.0,0.1111111111111111,5,3.041322314049587,1.9255408634642681
202,202,2021/05/09,3中京2,晴,7,4歳以上1勝クラス,,11,3,3,16.6,6,1,松若風馬,55,芝1600,良,-13,1:34.2,0.0,94,1-1-1,35.4-34.4,34.4,436(-16),,,(セイイーグル),760.0,5,1566.0,223.71428571428572,0.4571428571428572,89.71428571428571,3,98,14.0,35.357142857142854,0.7553191489361702,1.0,1.0,0.0,0.0,0.0,5.714285714285714,6.285714285714286,1.4285714285714286,2.0,0.5714285714285714,4,2.090909090909091,1.9125548807644985
203,203,2021/03/28,2阪神2,雨,9,四国新聞杯(2勝クラス),,10,6,6,3.4,2,6,岩田望来,55,芝2000,稍,4,2:02.5,0.4,92,7-7-7-6,37.3-35.5,35.2,460(+2),,,ペプチドフシチョウ,0.0,6,1528.0,169.77777777777777,0.3777777777777778,78.77777777777777,19,145,20.714285714285715,36.611111111111114,0.848,7.0,6.0,0.0,1.0,1.0,5.0,6.555555555555555,1.8888888888888888,3.4444444444444446,1.5555555555555556,4,3.05,1.1520353223593967
204,204,2021/05/02,2阪神12,曇,8,蓬莱峡特別(2勝クラス),,8,8,8,19.7,6,7,鮫島克駿,55,芝1800,良,-10,1:46.4,0.9,96,4-4,34.6-34.6,35.2,452(+2),,,レッドフラヴィア,0.0,7,2245.6000000000004,102.07272727272729,0.5818181818181819,76.77272727272727,0,266,17.733333333333334,37.050000000000004,0.7254901960784313,4.0,4.0,-3.0,-3.0,0.0,4.5,5.0,0.3181818181818182,0.8181818181818182,0.5,6,3.03125,1.3076588053748983
205,205,2021/05/09,2東京6,晴,8,4歳以上2勝クラス,,8,7,7,28.9,7,4,田辺裕信,55,芝2000,良,-18,1:59.0,1.1,94,8-8-6,36.1-34.8,35.2,468(0),,出遅れ,サトノジェネシス,170.0,8,5760.200000000001,198.62758620689658,0.786206896551724,91.17241379310344,-13,66,2.357142857142857,35.47931034482758,0.5765124555160143,8.0,6.0,2.0,4.0,2.0,7.586206896551724,8.517241379310345,2.4827586206896552,3.413793103448276,0.9310344827586207,5,3.078125,2.5666265359072264
206,206,2021/04/25,1新潟6,曇,11,福島放送賞(2勝クラス),,16,2,4,77.3,15,16,杉原誠人,52,芝1200,良,5,1:11.5,1.9,66,12-13,34.2-35.4,35.7,424(+4),,,ロジーナ,0.0,9,1750.0,134.6153846153846,1.2615384615384617,79.84615384615384,25,239,18.384615384615383,35.815384615384616,0.3717948717948718,12.0,13.0,-3.0,-4.0,-1.0,4.769230769230769,4.923076923076923,-3.769230769230769,-3.6153846153846154,0.15384615384615385,5,3.00390625,2.3354848699794193
207,207,2021/05/16,2東京8,曇,9,テレ玉杯(2勝クラス),,11,1,1,6.5,2,2,石橋脩,55,芝1800,良,-19,1:46.1,0.2,93,1-1-1,36.0-35.3,35.5,486(-2),,,ゴルトベルク,608.0,10,6055.699999999999,302.78499999999997,0.535,88.4,-8,181,9.05,35.83,0.7947761194029851,1.0,1.0,-1.0,-1.0,0.0,1.7,2.0,-2.05,-1.75,0.3,5,3.0826446280991737,2.106364493685669
208,208,2021/06/05,3東京1,曇,10,由比ヶ浜特別(2勝クラス),,14,1,1,63.5,12,12,柴田大知,51,芝1400,良,-21,1:21.8,1.7,84,11-11,35.3-33.6,34.5,434(+4),,,アビッグチア,0.0,11,2323.1,331.87142857142857,1.1428571428571428,80.85714285714286,8,88,12.571428571428571,35.34285714285714,0.43010752688172044,11.0,11.0,-1.0,-1.0,0.0,8.857142857142858,9.428571428571429,0.2857142857142857,0.8571428571428571,0.5714285714285714,3,3.0153061224489797,4.319102501291741
209,209,2021/05/23,2東京10,晴,9,調布特別(2勝クラス),,10,4,4,27.5,7,5,Ｍ．デム,55,芝1800,良,-20,1:46.7,0.5,87,2-2-2,35.7-35.0,35.0,444(+4),,,ルリアン,150.0,12,2678.4,148.8,0.6777777777777776,88.27777777777777,-1,231,12.833333333333334,35.32222222222222,0.5967741935483871,2.0,2.0,-3.0,-3.0,0.0,7.055555555555555,7.611111111111111,0.5,1.0555555555555556,0.5555555555555556,5,3.06,2.544244989514086
210,210,2021/05/16,2東京8,曇,9,テレ玉杯(2勝クラス),,11,5,5,31.2,9,8,吉田隼人,55,芝1800,良,-19,1:46.6,0.7,88,4-4-5,36.0-35.3,35.0,460(+2),,,ゴルトベルク,0.0,13,1983.0,165.25,0.8833333333333333,84.91666666666667,-3,203,16.916666666666668,36.141666666666666,0.4827586206896552,4.0,5.0,-3.0,-4.0,-1.0,3.8333333333333335,2.75,-2.1666666666666665,-3.25,-1.0833333333333333,4,3.0330578512396693,2.386576748467982
211,211,2020/10/31,3福島1,晴,10,二本松特別(1勝クラス),,13,7,11,6.9,3,9,菱田裕二,53,芝1800,良,-10,1:47.9,0.5,87,8-9-4-3,35.1-35.5,35.6,462(+6),,,クリノオウジャ,0.0,1,710.0,88.75,0.55,77.75,0,156,19.5,35.4,0.6576576576576577,8.0,3.0,-6.0,-1.0,5.0,4.5,5.75,-1.25,0.0,1.25,3,2.029585798816568,1.419055763703336
212,212,2020/10/31,3福島1,晴,10,二本松特別(1勝クラス),,13,5,6,15.1,6,4,斎藤新,53,芝1800,良,-10,1:47.5,0.1,91,2-2-2-2,35.1-35.5,35.5,446(0),,,クリノオウジャ,160.0,2,1811.0,181.1,0.6,83.7,-5,132,13.2,35.209999999999994,0.6126126126126126,2.0,2.0,-2.0,-2.0,0.0,3.0,3.0,-2.3,-2.3,0.0,3,2.059171597633136,2.358462872573231
213,213,2020/09/19,2中京3,晴,6,3歳以上1勝クラス,,15,2,3,3.2,1,2,川田将雅,52,芝2000,良,-10,2:00.9,0.2,92,2-3-3-3,36.9-34.3,34.1,436(-12),,,サウンドレベッカ,300.0,3,2210.0,221.0,0.16999999999999998,82.0,0,186,18.6,35.32000000000001,0.8947368421052632,2.0,3.0,1.0,0.0,-1.0,5.3,6.1,2.9,3.7,0.8,3,2.062222222222222,1.2652482613890683
214,214,2020/10/10,4東京1,雨,8,3歳以上1勝クラス,,17,7,13,54.2,13,9,北村宏司,53,芝1400,不,34,1:26.9,1.3,73,12-13,34.9-38.7,37.8,446(-4),,,グルアーブ,0.0,4,950.0,135.71428571428572,1.2428571428571427,78.42857142857143,59,217,31.0,36.28571428571428,0.5168539325842697,12.0,13.0,4.0,3.0,-1.0,7.142857142857143,7.0,0.0,-0.14285714285714285,-0.14285714285714285,3,2.0311418685121105,2.6143564257324465
215,215,2020/09/13,4中山2,曇,7,3歳以上1勝クラス,,16,4,7,15.3,8,7,横山典弘,55,芝1600,良,0,1:35.4,0.4,97,14-15-14,35.0-36.1,34.4,472(+2),,,フォースオブウィル,0.0,5,1955.0,115.0,0.5529411764705883,84.29411764705883,11,251,16.733333333333334,35.12352941176471,0.7396694214876033,14.0,14.0,7.0,7.0,0.0,10.647058823529411,10.941176470588236,5.9411764705882355,6.235294117647059,0.29411764705882354,5,2.0390625,1.3397216724186933
216,216,2020/11/01,3福島2,曇,9,3歳以上1勝クラス,,16,1,2,4.0,2,2,秋山稔樹,50,芝2000,良,-9,2:00.9,0.1,90,1-1-1-2,35.0-35.8,35.9,450(+4),,,マスターワーク,300.0,6,1663.0,138.58333333333334,0.5666666666666667,81.41666666666667,5,247,20.583333333333332,35.958333333333336,0.7831325301204819,1.0,2.0,0.0,-1.0,-1.0,3.75,3.8333333333333335,-0.25,-0.16666666666666666,0.08333333333333333,3,2.05859375,1.4697890240216969
217,217,2020/10/17,4新潟3,曇,8,3歳以上1勝クラス,,14,5,7,21.9,10,3,小林脩斗,50,芝1800,良,2,1:48.0,0.1,83,3-2,36.3-35.2,35.1,432(+4),,,フジマサリアル,190.0,7,1133.0,103.0,0.7545454545454546,78.0,9,236,23.6,35.65454545454546,0.6397058823529411,3.0,2.0,-1.0,0.0,1.0,5.818181818181818,6.545454545454546,0.36363636363636365,1.0909090909090908,0.7272727272727273,3,2.061224489795918,2.04910143042251
218,218,2020/10/17,4新潟3,曇,8,3歳以上1勝クラス,,14,6,9,17.9,8,6,黛弘人,55,芝1800,良,2,1:48.2,0.3,81,4-4,36.3-35.2,35.1,450(+2),,,フジマサリアル,0.0,8,763.0,54.5,0.37857142857142856,72.85714285714286,11,159,15.9,35.778571428571425,0.7301587301587301,4.0,4.0,-2.0,-2.0,0.0,7.5,7.5,2.857142857142857,2.857142857142857,0.0,5,2.045918367346939,0.958718827106009
219,219,2020/08/09,1札幌6,晴,8,3歳以上1勝クラス,,9,1,1,6.4,5,6,大野拓弥,55,芝2000,良,-15,2:01.4,0.6,90,4-4-6-6,35.8-35.3,35.3,460(+10),,,シャフトオブライト,0.0,9,1682.0,129.3846153846154,0.6538461538461539,84.38461538461539,-1,215,16.53846153846154,34.83846153846154,0.5448717948717948,4.0,6.0,0.0,-2.0,-2.0,8.23076923076923,7.538461538461538,1.7692307692307692,1.0769230769230769,-0.6923076923076923,4,2.049382716049383,2.5104835692613086
220,220,2020/10/31,3福島1,晴,10,二本松特別(1勝クラス),,13,5,7,44.3,11,5,丹内祐次,53,芝1800,良,-10,1:47.7,0.3,89,9-8-10-7,35.1-35.5,35.2,438(-8),,,クリノオウジャ,106.0,10,1271.0,74.76470588235294,0.9117647058823529,78.11764705882354,-3,378,22.235294117647058,36.629411764705885,0.6347826086956522,9.0,7.0,2.0,4.0,2.0,5.352941176470588,6.0588235294117645,-0.5882352941176471,0.11764705882352941,0.7058823529411765,3,2.0532544378698225,1.281667365636809
221,221,2020/09/19,2中京3,晴,6,3歳以上1勝クラス,,15,6,11,5.1,3,8,吉田隼人,55,芝2000,良,-10,2:01.5,0.8,87,8-7-3-5,36.9-34.3,34.6,454(-8),,,サウンドレベッカ,0.0,11,3715.0,185.75,0.45499999999999996,82.85,6,528,26.4,37.265,0.76953125,8.0,5.0,-3.0,0.0,3.0,3.8,6.4,-0.15,2.45,2.6,4,2.0355555555555553,1.6576641428774554
222,222,2020/10/17,4新潟3,曇,8,3歳以上1勝クラス,,14,8,13,6.3,3,5,長岡禎仁,53,芝1800,良,2,1:48.1,0.2,83,7-6,36.3-35.2,34.8,462(+8),,,フジマサリアル,76.0,12,716.0,143.2,0.96,73.0,10,115,23.0,35.08,0.5915492957746479,7.0,6.0,1.0,2.0,1.0,12.0,11.6,5.2,4.8,-0.4,3,2.0510204081632653,1.2398842366129548
223,223,2020/10/17,4新潟3,曇,8,3歳以上1勝クラス,,14,8,14,20.6,9,2,西村淳也,55,芝1800,良,2,1:48.0,0.1,81,1-1,36.3-35.2,35.3,450(-4),,,フジマサリアル,300.0,13,1266.0,115.0909090909091,1.0454545454545454,81.0,9,155,19.375,37.327272727272735,0.5642857142857143,1.0,1.0,-1.0,-1.0,0.0,2.909090909090909,2.727272727272727,-3.6363636363636362,-3.8181818181818183,-0.18181818181818182,4,2.066326530612245,1.4006193066764316
224,224,2020/10/24,4京都5,晴,6,3歳以上1勝クラス,,11,1,1,10.6,4,5,藤岡康太,53,芝1800,稍,9,1:49.8,1.2,84,7-8,36.0-35.7,35.9,456(+10),,出遅れ,ライティア,76.0,14,1166.0,194.33333333333334,0.7166666666666668,82.0,24,134,22.333333333333332,35.73333333333333,0.6933333333333334,7.0,8.0,3.0,2.0,-1.0,9.0,9.333333333333334,4.166666666666667,4.5,0.3333333333333333,3,2.0578512396694215,1.0352229390378742
225,225,2020/10/24,4新潟5,雨,10,十日町特別(1勝クラス),,16,4,7,41.6,12,16,杉原誠人,55,芝1400,重,29,1:26.1,2.5,69,7-11,34.6-37.0,39.0,438(0),,,アングルティール,0.0,15,1306.0,76.82352941176471,1.4235294117647057,73.76470588235294,53,339,21.1875,37.44117647058823,0.47265625,7.0,11.0,-5.0,-9.0,-4.0,4.470588235294118,3.6470588235294117,-4.470588235294118,-5.294117647058823,-0.8235294117647058,4,2.00390625,1.6181658995648447
226,226,2020/10/25,4京都6,晴,6,3歳以上1勝クラス,,15,8,14,29.8,9,6,団野大成,52,芝1600,良,5,1:35.5,0.3,91,1-1,35.5-35.7,36.0,450(+2),,,サンディレクション,0.0,16,1520.0,168.88888888888889,0.4222222222222223,83.11111111111111,15,134,14.88888888888889,35.29999999999999,0.7575757575757576,1.0,1.0,-5.0,-5.0,0.0,1.6666666666666667,1.7777777777777777,-2.888888888888889,-2.7777777777777777,0.1111111111111111,3,2.0444444444444443,1.3843334190672152
227,227,2020/10/31,3福島1,晴,10,二本松特別(1勝クラス),,13,7,10,2.0,1,2,黛弘人,55,芝1800,良,-10,1:47.5,0.1,91,9-11-4-3,35.1-35.5,35.3,422(0),,,クリノオウジャ,352.8,1,1959.8,244.975,0.38749999999999996,85.625,-5,106,13.25,35.2875,0.8947368421052632,9.0,3.0,1.0,7.0,6.0,5.375,6.375,2.875,3.875,1.0,3,2.0710059171597632,1.4356339496845152
228,228,2020/08/09,2新潟6,雨,8,3歳以上1勝クラス,,13,4,5,18.1,7,8,西村淳也,54,芝2200,不,16,2:18.7,0.7,79,2-2-2-2,35.4-36.1,36.7,468(+2),,,エレヴァテッツァ,0.0,2,691.0,69.1,1.1500000000000001,73.1,0,299,33.22222222222222,36.71,0.5725190839694656,2.0,2.0,-6.0,-6.0,0.0,4.8,3.9,-1.8,-2.7,-0.9,3,2.035502958579882,1.3418290381419387
229,229,2020/10/24,4新潟5,曇,7,3歳以上1勝クラス,,9,1,1,3.5,2,9,西村淳也,55,芝2000,稍,27,2:05.4,0.6,78,6-6,37.5-36.4,35.8,498(-2),,出遅れ,ハギノアップロード,0.0,3,1360.0,170.0,0.38749999999999996,79.75,63,208,26.0,35.575,0.717948717948718,6.0,6.0,-3.0,-3.0,0.0,7.875,8.25,4.125,4.5,0.375,3,2.0123456790123457,1.4422191015266301
230,230,2020/10/04,4中山9,曇,7,3歳以上1勝クラス,,15,4,6,61.7,12,14,菱田裕二,57,芝2200,良,-4.0,2:16.4,1.4,80.0,2-2-2-2,37.2-36.1,37.3,448(-22),,,ライル,0.0,4,747.5,37.375,0.5250000000000001,66.3,26,276,30.666666666666668,37.54,0.6978723404255319,2.0,2.0,-12.0,-12.0,0.0,4.95,5.55,0.4,1.0,0.6,4,2.008888888888889,0.6209202481263233
231,231,2020/07/19,2福島6,晴,4,3歳未勝利,,16,6,12,3.9,1,1,田辺裕信,56,芝2000,良,3,2:02.3,0.0,86,5-6-2-2,36.0-36.4,36.1,466(+8),,出遅れ,(ラゴンダカフェ),510.0,5,944.0,157.33333333333334,0.5833333333333334,80.5,19,329,54.833333333333336,36.24999999999999,0.7701149425287356,5.0,2.0,1.0,4.0,3.0,6.166666666666667,9.333333333333334,1.8333333333333333,5.0,3.1666666666666665,3,1.0625,1.0503883744855966
232,232,2020/09/28,盛岡,晴,4,C2一組,,8,2,2,11.0,4,2,山本政聡,54,ダ1400,良,-13,1:26.8,0.0,61,3-3,0.0-37.3,37.1,443(+1),,,ガマン,7.0,6,80.2,8.911111111111111,0.7000000000000001,57.888888888888886,0,104,26.0,35.922222222222224,0.59,3.0,3.0,1.0,1.0,0.0,7.555555555555555,8.555555555555555,2.0,3.0,1.0,3,0.0,0.4561417609739369
233,233,2020/11/08,3福島4,晴,9,3歳以上1勝クラス,,14,8,13,78.3,13,6,丸田恭介,55,芝2000,良,0,2:02.5,0.6,82,4-5-6-2,35.1-36.4,36.7,510(0),,,キングスタイル,0.0,7,610.0,46.92307692307692,1.5461538461538462,70.53846153846153,21,456,35.07692307692308,38.45384615384615,0.41139240506329117,4.0,2.0,-4.0,-2.0,2.0,6.615384615384615,6.6923076923076925,-1.5384615384615385,-1.4615384615384615,0.07692307692307693,4,2.045918367346939,1.7283584005432668
234,234,2020/09/20,2中京4,晴,7,3歳以上1勝クラス,,16,6,12,70.3,11,11,松山弘平,53,芝1600,良,-8,1:34.9,1.4,88,9-8-7,35.0-35.1,35.5,462(+6),,,ロードシャムロック,0.0,8,677.0,52.07692307692308,1.1923076923076925,79.07692307692308,10,245,18.846153846153847,35.815384615384616,0.4258064516129032,9.0,7.0,-4.0,-2.0,2.0,7.769230769230769,7.846153846153846,-0.07692307692307693,0.0,0.07692307692307693,3,2.0234375,2.885150621384388
235,235,2020/11/01,3福島2,曇,9,3歳以上1勝クラス,,16,8,15,16.8,8,11,丹内祐次,53,芝2000,良,-9.0,2:01.9,1.1,80.0,7-7-5-7,35.0-35.8,36.6,438(-18),,,マスターワーク,0.0,9,1638.0,136.5,1.0083333333333335,77.25,15,311,25.916666666666668,36.06666666666667,0.49137931034482757,7.0,7.0,-4.0,-4.0,0.0,5.5,5.333333333333333,-0.4166666666666667,-0.5833333333333334,-0.16666666666666666,3,2.0234375,1.811663143591918
236,236,2020/11/01,3福島2,曇,9,3歳以上1勝クラス,,16,1,1,23.0,10,7,小林脩斗,52,芝2000,良,-9,2:01.3,0.5,87,10-9-11-11,35.0-35.8,35.5,434(0),,,マスターワーク,0.0,10,876.4,48.68888888888889,0.8722222222222222,69.94444444444444,9,424,28.266666666666666,37.28888888888889,0.6567796610169492,10.0,11.0,4.0,3.0,-1.0,8.555555555555555,9.055555555555555,3.0555555555555554,3.5555555555555554,0.5,4,2.0390625,1.2592957312609938
237,237,2020/10/25,4東京6,晴,8,3歳以上1勝クラス,,14,1,1,23.7,8,11,江田照男,55,芝1600,良,-3.0,1:35.7,1.5,89.0,13-11,35.4-34.9,34.8,526(+18),,出遅れ,モーベット,0.0,11,790.0,65.83333333333333,1.1583333333333334,73.66666666666667,18,264,22.0,36.09166666666666,0.6081871345029239,13.0,11.0,0.0,2.0,2.0,9.166666666666666,10.25,2.5833333333333335,3.6666666666666665,1.0833333333333333,3,2.020408163265306,1.1276134891365768
238,238,2020/08/29,2札幌5,小雨,12,ニセコ特別(1勝クラス),,14,1,1,6.6,3,11,藤岡佑介,57,ダ1700,良,-1,1:48.6,2.1,68,4-4-7-6,30.8-37.6,39.1,480(-2),,,ウインドオブホープ,0.0,12,909.8,69.98461538461538,0.6076923076923078,63.92307692307692,48,150,21.428571428571427,38.223076923076924,0.7028985507246377,4.0,6.0,-5.0,-7.0,-2.0,3.6153846153846154,4.538461538461538,-0.5384615384615384,0.38461538461538464,0.9230769230769231,4,2.020408163265306,0.8768752362055933
239,239,2020/11/01,3福島2,曇,9,3歳以上1勝クラス,,16,3,5,13.1,5,9,菅原明良,56,芝2000,良,-9,2:01.5,0.7,87,15-15-13-15,35.0-35.8,35.2,452(-10),,,マスターワーク,0.0,13,3903.5,84.8586956521739,0.7673913043478262,85.08695652173913,11,815,17.717391304347824,35.193478260869554,0.5506756756756757,15.0,15.0,6.0,6.0,0.0,9.043478260869565,10.043478260869565,2.260869565217391,3.260869565217391,1.0,6,2.03125,0.9754981243632358
240,240,2020/10/25,4新潟6,曇,8,3歳以上1勝クラス,,12,5,5,13.1,7,3,亀田温心,53,芝1800,重,25,1:49.6,0.6,89,5-3,35.4-36.6,37.0,500(+14),,,モズナガレボシ,190.0,14,1190.0,119.0,1.1900000000000002,74.6,25,311,31.1,37.13000000000001,0.6515151515151515,5.0,3.0,0.0,2.0,2.0,5.6,6.6,0.0,1.0,1.0,3,2.0694444444444446,1.2485932305162366
241,241,2020/10/04,4中山9,曇,4,3歳以上1勝クラス,,13,6,8,6.3,3,6,黛弘人,53,ダ1800,良,-7,1:54.6,1.0,84,7-7-5-5,37.0-39.3,39.5,420(-2),,,スピードオブラブ,0.0,14,922.0,115.25,0.7625000000000001,72.5,8,211,26.375,37.2,0.7155963302752294,7.0,5.0,-1.0,1.0,2.0,7.5,7.875,2.625,3.0,0.375,3,2.0473372781065087,1.300649184761674
242,242,2020/11/01,3福島2,晴,3,3歳以上1勝クラス,,15,3,4,115.2,15,10,丹内祐次,53,ダ1700,良,3,1:49.3,1.0,68,9-9-8-7,30.6-38.7,39.0,470(0),,出遅れ,ココリモアナ,0.0,16,700.0,100.0,1.4428571428571426,71.0,48,200,28.571428571428573,37.699999999999996,0.36470588235294116,9.0,7.0,-3.0,-1.0,2.0,6.0,4.857142857142857,-2.7142857142857144,-3.857142857142857,-1.1428571428571428,3,2.026666666666667,3.029969723482617
