,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,上り平均,勝率
138,138,2012/05/12,2東京7,晴,11,京王杯スプリングC(G2),,15,5,8,6.3,2,4,福永祐一,57.0,芝1400,良,-10,1:20.4,0.3,112,11-12,34.2-34.2,33.2,518(+2),,出遅れ,サダムパテック,830.0,1,31099.500000000004,1636.8157894736844,0.07894736842105264,104.42105263157895,34.1,0.8885017421602788
139,139,2012/05/12,2東京7,晴,11.0,京王杯スプリングC(G2),,15.0,8.0,14,8.9,5.0,7,内田博幸,57.0,芝1400,良,-10.0,1:20.6,0.5,111.0,14-13,34.2-34.2,33.2,496(-2),,出遅れ,サダムパテック,0.0,2,30456.3,2175.45,0.46428571428571436,104.35714285714286,34.74285714285715,0.7175925925925926
140,140,2012/04/22,3京都2,曇,11,読売マイラーズC(G2),,18,3,6,9.3,7,3,幸英明,56.0,芝1600,稍,-4.0,1:33.6,0.4,102.0,4-3,34.3-35.7,35.6,510(0),,,シルポート,1419.4,3,20115.100000000002,773.6576923076924,0.5730769230769232,99.57692307692308,35.30384615384616,0.6481012658227848
141,141,2012/04/22,3京都2,曇,11,読売マイラーズC(G2),,18,7,15,18.0,9,11,北村友一,56.0,芝1600,稍,-4,1:34.3,1.1,95,15-15,34.3-35.7,35.4,516(-2),,出遅れ,シルポート,0.0,4,20484.599999999995,975.4571428571426,0.3333333333333333,101.95238095238095,34.16190476190476,0.7886435331230284
142,142,2012/04/01,3中山4,晴,11,ダービー卿チャレンジ(G3),,16,4,8,7.3,3,1,石橋脩,57.5,芝1600,良,-8,1:33.5,0.0,108,4-8-9,35.4-34.7,34.1,474(0),,,(オセアニアボス),3861.6,5,21896.300000000003,875.8520000000001,0.524,100.8,34.98000000000001,0.6719160104986877
143,143,2012/04/22,3京都2,曇,11.0,読売マイラーズC(G2),,18.0,7.0,14,6.0,1,18,岩田康誠,58.0,芝1600,稍,-4.0,1:34.8,1.6,90.0,8-12,34.3-35.7,36.3,512(0),,,シルポート,0.0,6,22923.8,1910.3166666666666,0.3999999999999999,102.91666666666667,34.61666666666666,0.712707182320442
144,144,2012/04/22,3京都2,曇,11,読売マイラーズC(G2),,18,6,11,8.4,5,7,横山典弘,56.0,芝1600,稍,-4,1:33.8,0.6,100,5-5,34.3-35.7,35.6,462(0),,,シルポート,0.0,7,24823.5,1128.340909090909,0.409090909090909,102.31818181818181,34.93181818181818,0.7723076923076924
145,145,2012/02/19,1東京8,晴,11,フェブラリーS(G1),,16,2,4,188.1,14,14,丸山元気,57.0,ダ1600,良,11.0,1:38.1,2.7,106.0,16-16,34.7-36.7,38.0,498(+2),,出遅れ,テスタマッタ,0.0,8,36981.9,1056.6257142857144,0.6285714285714286,104.14285714285714,34.87714285714285,0.655893536121673
146,146,2012/05/12,2東京7,晴,11.0,京王杯スプリングC(G2),,15.0,7.0,12,7.2,4,1,ウィリア,56.0,芝1400,良,-10.0,1:20.1,-0.1,116.0,7-8,34.2-34.2,33.3,506(+8),,出遅れ,(レオプライム),5610.6,9,25009.800000000003,1786.4142857142858,0.4142857142857143,102.21428571428571,34.62142857142857,0.7932692307692307
147,147,2012/05/13,2東京8,晴,11,ヴィクトリアマイル(G1),,18,8,16,14.0,7,2,ウィリア,55.0,芝1600,良,-9,1:32.5,0.1,112,2-2,34.4-34.2,34.1,432(+12),,,ホエールキャプチャ,3709.2,10,12095.1,1007.9250000000001,0.2333333333333333,98.83333333333333,34.64999999999999,0.7803468208092486
148,148,2011/10/02,4中山8,曇,11.0,スプリンターズS(G1),,15.0,1.0,1,11.5,4.0,5,プレブル,57.0,芝1200,良,-8.0,1:07.9,0.5,108.0,4-4,33.0-34.4,34.5,484(+4),,直線不利,カレンチャン,950.0,11,3281.2,1093.7333333333333,0.43333333333333335,106.33333333333333,34.5,0.6666666666666666
149,149,2012/04/22,3京都2,曇,11,読売マイラーズC(G2),,18,8,17,6.9,3,1,小牧太,56.0,芝1600,稍,-4,1:33.2,-0.2,107,1-1,34.3-35.7,35.7,500(0),,,(ダノンシャーク),5635.8,12,36716.8,815.928888888889,0.5377777777777777,98.55555555555556,35.74000000000001,0.6414523449319214
150,150,2012/04/29,3京都4,晴,11,天皇賞(春)(G1),,18,7,14,44.6,6.0,15,後藤浩輝,58.0,芝3200,良,-20,3:15.9,2.1,93,18-18-18-17,35.9-36.5,34.0,466(-2),,,ビートブラック,0.0,13,69466.8,3473.34,0.48,103.35,34.485,0.7127659574468085
151,151,2012/04/22,3京都2,曇,11,読売マイラーズC(G2),,18,8,16,7.6,4,14,池添謙一,58.0,芝1600,稍,-4,1:34.4,1.2,94,5-5,34.3-35.7,36.2,516(+10),,,シルポート,0.0,15,28919.6,1807.475,0.575,98.3125,35.318749999999994,0.6695652173913044
152,152,2012/05/13,2東京8,晴,11.0,ヴィクトリアマイル(G1),,18.0,4.0,7,4.0,1.0,5,蛯名正義,55.0,芝1600,良,-9.0,1:32.8,0.4,111.0,8-9,34.4-34.2,33.8,498(-6),,,ホエールキャプチャ,900.0,16,55859.2,3103.288888888889,0.2833333333333334,102.33333333333333,34.6,0.8035087719298246
153,153,2012/05/13,2東京8,晴,11,ヴィクトリアマイル(G1),,18,1,1,6.8,3,3,田辺裕信,55.0,芝1600,良,-9,1:32.7,0.3,113,13-13,34.4-34.2,33.5,448(+2),,出遅れ,ホエールキャプチャ,2354.6,17,22348.8,1862.3999999999999,0.3583333333333334,101.0,34.36666666666667,0.7637362637362637
154,154,2012/01/28,1東京1,曇,11,白富士S(OP),,14,6,10,1.4,1.0,2,安藤勝己,57.0,芝2000,良,0,1:59.7,0.1,112,14-14-13,35.1-35.9,33.7,532(+8),,出遅れ,ヤングアットハート,888.6,18,26985.300000000003,1799.0200000000002,0.4266666666666667,103.0,34.44666666666667,0.7142857142857143
155,155,2011/05/08,2東京6,晴,11.0,NHKマイルC(G1),,18.0,1.0,1,6.1,4,3,内田博幸,57,芝1600,良,-7.0,1:32.5,0.3,114.0,9-9,33.9-34.6,34.2,496(+2),,出遅れ,グランプリボス,2357.6,1,17788.8,2964.7999999999997,0.08333333333333333,99.33333333333333,34.05,0.8494623655913979
156,156,2011/05/14,2東京7,晴,11.0,京王杯スプリングC(G2),,17.0,3.0,5,8.5,4,1,石橋脩,57.0,芝1400,良,-9.0,1:20.2,0.0,117.0,9-7,35.0-33.8,33.1,520(+8),,,(シルポート),5938.6,2,19291.499999999996,1205.7187499999998,0.05000000000000002,102.125,34.11875,0.8916666666666667
157,157,2011/04/17,2阪神8,晴,11.0,読売マイラーズC(G2),,18.0,5.0,9,7.4,5,6,三浦皇成,57.0,芝1600,良,-6.0,1:32.8,0.5,115.0,11-13,35.0-34.3,33.0,496(-2),,出遅れ,シルポート,0.0,3,36981.9,1232.73,0.45333333333333337,104.6,34.74333333333334,0.7258426966292135
158,158,2011/05/14,2東京7,晴,11.0,京王杯スプリングC(G2),,17.0,1.0,2,12.6,6,5,武豊,57,芝1400,良,-9.0,1:20.4,0.2,113.0,7-7,35.0-33.8,33.3,500(0),,,ストロングリターン,580.0,4,11722.699999999999,616.9842105263157,0.32105263157894737,91.84210526315789,35.626315789473686,0.75
159,159,2011/05/14,2東京7,晴,11.0,京王杯スプリングC(G2),,17.0,4.0,7,4.0,2,3,福永祐一,58,芝1400,良,-9.0,1:20.2,0.0,114.0,2-2,35.0-33.8,33.5,526(0),,,ストロングリターン,1519.8,5,27503.7,1617.864705882353,0.7941176470588236,96.11764705882354,36.517647058823535,0.782608695652174
160,160,2011/05/15,2東京8,晴,11.0,ヴィクトリアマイル(G1),,17.0,8.0,16,4.1,2.0,1,蛯名正義,55.0,芝1600,良,-10.0,1:31.9,0.0,118.0,9-11,33.5-36.0,34.3,490(0),,,(ブエナビスタ),9373.8,6,52602.8,4046.369230769231,0.13846153846153844,101.23076923076923,34.56153846153847,0.9211822660098522
161,161,2011/05/01,1新潟4,曇,11.0,谷川岳S(OP),,15.0,7.0,12,3.0,1,1,中舘英二,56,芝1600,稍,3.0,1:32.8,-0.2,109.0,3-3,34.7-34.6,34.1,446(-6),,,(スズジュピター),2239.2,7,8406.6,1050.825,0.2625,96.375,34.6625,0.8037383177570093
162,162,2011/05/14,2東京7,晴,11.0,京王杯スプリングC(G2),,17.0,6.0,11,6.1,3,2,小牧太,58,芝1400,良,-9.0,1:20.2,0.0,114.0,1-1,35.0-33.8,33.8,494(-2),,,ストロングリターン,2339.6,8,27957.399999999998,755.6054054054053,0.4216216216216217,97.37837837837837,35.600000000000016,0.6728280961182994
163,163,2010/06/06,3東京6,晴,11.0,安田記念(G1),,18.0,5.0,10,9.7,4.0,11,コーツィ,58.0,芝1600,良,-14.0,1:32.6,0.9,106.0,6-5,33.6-35.4,35.7,526(+6),,,ショウワモダン,0.0,9,0.0,0.0,0.7,108.5,35.25,0.47058823529411764
164,164,2011/04/17,2阪神8,晴,11.0,読売マイラーズC(G2),,18.0,6.0,11,4.2,1,3,内田博幸,57.0,芝1600,良,-6.0,1:32.6,0.3,116.0,4-5,35.0-34.3,33.4,514(+4),,,シルポート,1519.6,10,17484.6,1165.6399999999999,0.08000000000000002,99.8,33.913333333333334,0.8839285714285714
165,165,2011/05/14,2東京7,晴,11.0,京王杯スプリングC(G2),,17.0,8.0,16,9.8,5.0,8,岩田康誠,59.0,芝1400,良,-9.0,1:20.7,0.5,108.0,3-3,35.0-33.8,33.9,492(0),,,ストロングリターン,0.0,12,29739.1,1143.8115384615385,0.5461538461538462,102.42307692307692,35.01923076923077,0.6597938144329897
166,166,2011/05/14,2東京7,晴,11.0,京王杯スプリングC(G2),,17.0,3.0,6,3.8,1,9,吉田豊,57,芝1400,良,-9.0,1:20.8,0.6,111.0,15-15,35.0-33.8,33.2,504(+10),,,ストロングリターン,0.0,13,26060.600000000002,1085.8583333333333,0.42083333333333334,103.95833333333333,34.479166666666664,0.6611570247933884
167,167,2011/05/08,2東京6,晴,12.0,被災地支援みらい賞(1600万下),,14.0,5.0,8,10.7,5.0,1,小牧太,57,芝1600,良,-7.0,1:32.8,-0.3,115.0,7-8,34.5-34.6,33.4,488(-4),,,(カネトシディオス),1802.2,14,8162.1,371.00454545454545,0.40454545454545465,90.18181818181819,35.36818181818181,0.7572815533980582
168,168,2011/03/27,2阪神2,晴,11.0,高松宮記念(G1),,16.0,6.0,12,71.4,10.0,4,佐藤哲三,57,芝1200,良,-5.0,1:08.2,0.3,108.0,8-7,33.6-34.3,33.7,508(-4),,,キンシャサノキセキ,1400.0,15,32040.9,1068.03,0.39,101.36666666666666,35.33666666666667,0.716589861751152
169,169,2011/05/14,2東京7,晴,11.0,京王杯スプリングC(G2),,17.0,4.0,8,89.5,13,4,松岡正海,57.0,芝1400,良,-9.0,1:20.3,0.1,114.0,5-4,35.0-33.8,33.4,506(0),,,ストロングリターン,870.0,16,9418.1,588.63125,0.775,95.75,35.449999999999996,0.5783132530120482
170,170,2011/05/08,3京都6,晴,11.0,都大路S(OP),,15.0,7.0,13,1.9,1,14,藤田伸二,58.0,芝1800,良,-9.0,1:48.9,4.1,74.0,8-5,34.7-34.7,38.1,516(+2),,,ネオヴァンドーム,0.0,17,25783.600000000002,1289.18,0.8799999999999999,101.8,35.900000000000006,0.6153846153846154
171,171,2011/04/17,2阪神8,晴,11.0,読売マイラーズC(G2),,18.0,1.0,2,18.6,8,10,藤田伸二,57.0,芝1600,良,-6.0,1:33.1,0.8,111.0,10-9,35.0-34.3,33.6,476(0),,,シルポート,0.0,18,23376.900000000005,599.4076923076924,0.517948717948718,101.38461538461539,34.8948717948718,0.6564102564102564
172,172,2010/05/22,3東京1,晴,11,メイS(OP),,16,6,11,14.7,6,1,後藤浩輝,59,芝1800,良,-10,1:45.7,-0.3,108,10-11-10,34.6-35.3,34.5,516(-20),,,(シルポート),2336.4,1,34825.0,892.9487179487179,0.45641025641025645,98.41025641025641,36.07692307692309,0.6898395721925134
173,173,2010/04/17,2阪神7,晴,10.0,読売マイラーズC(G2),,18,7,13,4.8,2,9,藤岡佑介,58,芝1600,良,-4.0,1:33.7,0.8,103.0,6-4,34.8-34.3,34.7,474(+12),,,リーチザクラウン,0.0,2,48517.0,2021.5416666666667,0.8166666666666669,106.08333333333333,34.81666666666667,0.6730245231607629
174,174,2010/04/17,2阪神7,晴,10,読売マイラーズC(G2),,18,5,9,4.5,1,5,三浦皇成,57.0,芝1600,良,-4.0,1:33.2,0.3,110.0,6-7,34.8-34.3,34.0,492(+2),,,リーチザクラウン,580.0,3,29389.9,1224.5791666666667,0.4625000000000001,102.33333333333333,34.824999999999996,0.71671388101983
175,175,2010/04/17,2阪神7,晴,10,読売マイラーズC(G2),,18,1,2,9.5,6,2,岩田康誠,57.0,芝1600,良,-4,1:32.9,0.0,115,13-14,34.8-34.3,33.3,478(+4),,,リーチザクラウン,2336.8,4,14939.5,1067.107142857143,0.6214285714285716,100.57142857142857,35.221428571428575,0.7557603686635944
176,176,2009/06/07,3東京6,晴,11.0,安田記念(G1),,18,8.0,18,48.3,9.0,6,プレブル,58.0,芝1600,良,0.0,1:34.2,0.7,103.0,7-8,33.4-36.1,36.2,482(-4),,,ウオッカ,0.0,5,1000.0,500.0,0.44999999999999996,108.5,35.5,0.7352941176470589
177,177,2010/04/24,3京都1,晴,10.0,オーストラリアT(OP),,18.0,6.0,12,4.3,1,4,安藤勝己,57.5,芝1200,良,-1.0,1:07.8,0.3,115.0,18-14,32.9-34.6,32.9,470(+4),,出遅れ,サンダルフォン,330.0,6,16441.9,865.3631578947369,0.33684210526315783,105.10526315789474,34.38947368421053,0.7777777777777778
178,178,2010/04/17,2阪神7,晴,10,読売マイラーズC(G2),,18,6,12,7.5,5,3,川田将雅,58.0,芝1600,良,-4,1:33.1,0.2,111,4-4,34.8-34.3,34.0,464(+12),,,リーチザクラウン,1518.4,7,28062.8,2004.4857142857143,0.45000000000000007,98.35714285714286,35.05714285714286,0.7621359223300971
179,179,2010/05/15,2東京7,晴,11,京王杯スプリングC(G2),,17,5,9,12.8,5,2,福永祐一,57.0,芝1400,良,-15,1:19.8,0.0,117,6-6,34.6-33.9,32.9,518(-12),,,サンクスノート,2339.2,8,19616.999999999996,653.8999999999999,0.5500000000000002,99.4,34.88999999999999,0.6841004184100419
180,180,2010/05/15,2東京7,晴,11.0,京王杯スプリングC(G2),,17,8.0,17,2.3,1.0,4,岩田康誠,57.0,芝1400,良,-15.0,1:20.2,0.4,109.0,4-4,34.6-33.9,33.6,480(-2),,,サンクスノート,870.0,10,19335.9,920.757142857143,0.5380952380952382,101.23809523809524,35.22380952380952,0.6806451612903226
181,181,2010/02/28,2中山2,晴,11,中山記念(G2),,16,6,11,5.7,3,10,田中勝春,57,芝1800,不,49,1:53.4,1.7,102,14-14-14-9,36.6-38.2,38.7,474(0),,出遅れ,トーセンクラウン,0.0,12,17151.3,902.6999999999999,0.32105263157894726,101.6842105263158,34.84736842105263,0.7582417582417582
182,182,2010/05/15,2東京7,晴,11,京王杯スプリングC(G2),,17,3,6,5.1,2,10,吉田豊,57,芝1400,良,-15,1:20.7,0.9,107,13-13,34.6-33.9,33.1,496(+6),,,サンクスノート,0.0,13,15247.599999999999,1016.5066666666665,0.33333333333333337,102.0,34.586666666666666,0.6711111111111111
183,183,2010/04/17,2阪神7,晴,10,読売マイラーズC(G2),,18,8,18,6.6,3,1,安藤勝己,57.0,芝1600,良,-4,1:32.9,0.0,113,3-2,34.8-34.3,34.0,512(+2),,,(トライアンフマーチ),5928.8,14,23521.2,1680.0857142857144,0.7285714285714285,101.28571428571429,36.357142857142854,0.6836734693877551
184,184,2010/04/17,2阪神7,晴,10,読売マイラーズC(G2),,18,3,6,28.4,10,15,和田竜二,57.0,芝1600,良,-4,1:34.1,1.2,99,6-7,34.8-34.3,34.9,488(+8),,,リーチザクラウン,0.0,15,18028.3,563.384375,0.5000000000000001,99.59375,34.95,0.6581740976645435
185,185,2010/02/21,1東京8,晴,11.0,フェブラリーS(G1),,15,6.0,12,15.1,6.0,5,小林慎一,57,ダ1600,良,4.0,1:37.0,2.1,110.0,12-10,34.8-35.7,37.0,518(+2),,,エスポワールシチー,940.0,16,10558.4,1055.84,1.19,96.3,37.18,0.684931506849315
186,186,2010/04/17,2阪神7,晴,10,読売マイラーズC(G2),,18,8,17,106.8,14,10,北村友一,57.0,芝1600,良,-4.0,1:33.7,0.8,104.0,13-7,34.8-34.3,34.5,506(+14),,出遅れ,リーチザクラウン,0.0,17,18587.7,714.9115384615385,0.6576923076923076,106.61538461538461,34.51538461538462,0.565
187,187,2010/04/04,3中山4,曇,11,ダービー卿チャレンジ(G3),,16,4,8,5.8,4,2,石橋脩,57.0,芝1600,良,-5.0,1:34.5,0.2,100.0,1-1-1,36.3-34.0,34.2,520(-2),,,ショウワモダン,1618.2,18,19189.600000000002,767.5840000000001,0.22,100.16,35.40800000000001,0.7595307917888563
188,188,2009/05/17,2東京8,曇,11.0,ヴィクトリアマイル(G1),,18,3.0,6,1.7,1.0,1,武豊,55.0,芝1600,良,-4.0,1:32.4,-1.2,122.0,5-4,34.7-33.8,33.4,494(0),,,(ブラボーデイジー),9382.2,1,99122.20000000001,5216.957894736843,0.08421052631578947,111.15789473684211,34.32631578947369,0.8854166666666666
189,189,2009/04/05,2阪神4,晴,10.0,産経大阪杯(G2),,12,8.0,11,1.6,1.0,2,四位洋文,59.0,芝2000,良,3.0,1:59.7,0.0,115.0,6-5-4-4,36.0-34.8,34.2,510(-8),,,ドリームジャーニー,2625.2,2,60870.7,3804.41875,0.09375,97.875,34.7625,0.9022222222222223
190,190,2009/05/16,2東京7,曇,11.0,京王杯スプリングC(G2),,18.0,2.0,4,5.0,2.0,3,武豊,57.0,芝1400,良,-9.0,1:20.7,0.1,113.0,12-13,35.1-34.2,33.4,466(-2),,,スズカコーズウェイ,1520.6,3,15781.9,1052.1266666666666,0.2733333333333333,104.8,34.53999999999999,0.8303571428571429
191,191,2009/04/18,2阪神7,晴,10.0,読売マイラーズC(G2),,10,5.0,5,5.8,3.0,2,横山典弘,58.0,芝1600,良,-5.0,1:33.9,0.0,106.0,7-6,36.2-33.7,33.0,470(+10),,,スーパーホーネット,2423.2,4,45740.5,2407.3947368421054,0.42631578947368426,112.94736842105263,34.726315789473674,0.7555555555555555
192,192,2009/05/10,3京都6,晴,10.0,都大路S(OP),,18,1.0,1,11.5,5.0,1,和田竜二,56.0,芝1600,良,-5.0,1:33.0,0.0,111.0,7-3,35.0-34.8,34.0,478(-2),,,(キャプテンベガ),2343.4,5,13657.600000000002,620.8000000000001,0.3227272727272727,97.68181818181819,34.99545454545454,0.7859424920127795
193,193,2009/04/18,2阪神7,晴,10.0,読売マイラーズC(G2),,10,3.0,3,2.4,1.0,1,藤岡佑介,58.0,芝1600,良,-5.0,1:33.9,0.0,106.0,6-6,36.2-33.7,33.0,474(+9),,,(カンパニー),6081.2,7,44409.0,2114.714285714286,0.5571428571428572,107.95238095238095,34.51428571428572,0.6959247648902821
194,194,2008/06/08,3東京6,晴,11.0,安田記念(G1),,18,8.0,16,15.5,5.0,2,ホワイト,58.0,芝1600,良,-3.0,1:33.3,0.6,112.0,2-2,34.6-34.8,34.8,512(+6),,,ウオッカ,4110.4,8,4110.4,2055.2,0.75,106.5,35.75,0.7647058823529411
195,195,2009/05/16,2東京7,曇,11.0,京王杯スプリングC(G2),,18,4.0,8,4.7,1.0,7,田中勝春,57.0,芝1400,良,-9.0,1:20.9,0.3,109.0,12-13,35.1-34.2,33.7,480(+4),,3角不利,スズカコーズウェイ,0.0,9,19856.5,1241.03125,0.5062500000000001,97.8125,35.36875,0.706140350877193
196,196,2009/05/10,3京都6,晴,10.0,都大路S(OP),,18,7.0,13,6.1,3.0,8,津村明秀,58.0,芝1600,良,-5.0,1:33.8,0.8,102.0,11-8,35.0-34.8,34.5,488(-6),,,ライブコンサート,0.0,10,18019.399999999998,621.3586206896551,0.5896551724137932,102.48275862068965,35.35862068965517,0.6083743842364532
197,197,2009/05/16,2東京7,曇,11.0,京王杯スプリングC(G2),,18,1.0,2,6.6,3.0,2,内田博幸,57.0,芝1400,良,-9.0,1:20.6,0.0,113.0,9-9,35.1-34.2,33.5,546(-12),,,スズカコーズウェイ,2441.2,11,23428.5,732.140625,0.3125,104.84375,34.453124999999986,0.7786561264822134
198,198,2009/05/16,2東京7,曇,11.0,京王杯スプリングC(G2),,18,6.0,11,14.3,8.0,1,後藤浩輝,57.0,芝1400,良,-9.0,1:20.6,0.0,112.0,6-7,35.1-34.2,33.7,478(0),,,(トウショウカレッジ),6144.2,12,17081.399999999998,776.4272727272727,0.23181818181818184,98.4090909090909,34.92727272727272,0.7960526315789473
199,199,2009/04/18,2阪神7,晴,10.0,読売マイラーズC(G2),,10,2.0,2,14.8,5.0,5,田中勝春,57.0,芝1600,良,-5.0,1:34.2,0.3,102.0,4-4,36.2-33.7,33.5,456(-14),,,スーパーホーネット,600.0,13,11983.4,855.9571428571428,0.17857142857142858,99.21428571428571,34.82857142857143,0.8072916666666666
200,200,2009/05/16,2東京7,曇,11.0,京王杯スプリングC(G2),,18,4.0,7,8.5,4.0,13,三浦皇成,57.0,芝1400,良,-9.0,1:21.1,0.5,108.0,15-16,35.1-34.2,33.7,494(-6),,直線不利,スズカコーズウェイ,0.0,14,15892.999999999998,588.6296296296296,0.4,105.5925925925926,34.781481481481485,0.6928746928746928
201,201,2009/03/29,2中京6,晴,11.0,高松宮記念(G1),,18,7.0,13,7.6,3.0,1,藤田伸二,57.0,芝1200,良,4.0,1:08.0,-0.1,116.0,1-1,33.1-34.9,34.9,468(0),,,(スリープレスナイト),9899.0,15,38399.4,1669.5391304347827,0.42608695652173906,103.6086956521739,35.31304347826087,0.7091988130563798
202,202,2009/02/01,1東京2,晴,11.0,根岸S(G3),,16,5.0,10,24.5,10.0,15,福永祐一,58.0,ダ1400,重,-10.0,1:24.5,2.4,90.0,8-8,34.1-35.9,37.6,512(-16),,,フェラーリピサ,0.0,16,15157.599999999999,688.9818181818181,0.5818181818181819,96.36363636363636,35.11818181818182,0.7114285714285714
203,203,2009/05/10,3京都6,晴,10.0,都大路S(OP),,18,2.0,3,32.0,10.0,4,木村健,57.0,芝1600,良,-5.0,1:33.3,0.3,105.0,1-1,35.0-34.8,35.1,506(-12),,,ライブコンサート,350.0,17,24220.5,1100.9318181818182,0.7590909090909093,105.95454545454545,36.199999999999996,0.5448504983388704
204,204,2009/05/03,1新潟2,曇,10.0,谷川岳S(OP),,16,5.0,10,3.8,1.0,1,石橋脩,55.0,芝1400,良,2.0,1:21.0,-0.2,104.0,3-2,33.8-35.2,34.8,522(+6),,,(ゲイルスパーキー),2344.1,18,8332.599999999999,757.5090909090908,0.3545454545454545,98.36363636363636,35.43636363636364,0.710691823899371
205,205,2008/05/18,2東京8,晴,11.0,ヴィクトリアマイル(G1),,18,5.0,9,2.1,1.0,2,武豊,55.0,芝1600,良,1.0,1:33.8,0.1,118.0,10-9,35.7-33.7,33.2,478(0),,,エイジアンウインズ,3712.8,1,56800.2,4057.157142857143,0.1928571428571429,109.28571428571429,34.32857142857143,0.855072463768116
206,206,2008/04/19,2阪神7,晴,11.0,読売マイラーズC(G2),,15,4.0,6,6.6,3.0,3,福永祐一,58.0,芝1600,良,6.0,1:33.7,0.1,124.0,10-10,35.5-34.8,34.0,460(-4),,,カンパニー,1516.4,3,26343.9,1386.521052631579,0.3421052631578947,109.78947368421052,34.61052631578947,0.7789473684210526
207,207,2008/03/02,2中山2,晴,11.0,中山記念(G2),,16,3.0,5,3.1,1.0,3,後藤浩輝,58.0,芝1800,良,-2.0,1:47.8,0.5,111.0,10-10-12-8,36.1-35.3,34.1,494(+4),,,カンパニー,1617.8,4,29188.6,1716.9764705882353,0.31176470588235294,112.0,34.55882352941176,0.8221343873517787
208,208,2008/05/17,2東京7,曇,11.0,京王杯スプリングC(G2),,17,7.0,13,1.5,1.0,3,武豊,58.0,芝1400,良,-5.0,1:21.1,0.3,118.0,13-15,34.7-34.6,32.9,468(0),,,スーパーホーネット,1517.6,5,40328.20000000001,2016.4100000000005,0.07499999999999997,114.05,34.125,0.8686868686868687
209,209,2008/05/28,浦和,曇,10.0,さきたま杯(G3),,12,6.0,7,2.2,1.0,9,藤田伸二,58.0,ダ1400,良,-11.0,1:27.7,1.8,93.0,10-9-7-12,36.2-37.0,38.4,513(+3),,,リミットレスビッド,0.0,6,23870.5,1591.3666666666666,0.4799999999999999,108.4,36.00000000000001,0.6954314720812182
210,210,2008/05/17,2東京7,曇,11.0,京王杯スプリングC(G2),,17.0,3.0,6,25.7,6.0,2,勝浦正樹,55.0,芝1400,良,-5.0,1:21.1,0.3,116.0,10-10,34.7-34.6,33.2,434(+10),,,スーパーホーネット,2435.2,7,24387.7,1161.3190476190478,0.3857142857142857,102.71428571428571,35.133333333333326,0.7586206896551724
211,211,2008/05/17,2東京7,曇,11.0,京王杯スプリングC(G2),,17,6.0,12,5.9,2.0,1,藤岡佑介,58.0,芝1400,良,-5.0,1:20.8,-0.3,119.0,9-7,34.7-34.6,33.0,462(-6),,,(キストゥヘヴン),6123.2,8,27600.2,1623.5411764705882,0.6411764705882353,107.23529411764706,34.623529411764714,0.6551724137931034
212,212,2008/04/26,3京都1,曇,11.0,オーストラリアT(OP),,15,4.0,6,3.1,1.0,1,武豊,56.0,芝1800,良,-9.0,1:47.4,0.0,98.0,7-8,35.1-34.2,33.4,476(0),,,(サクラメガワンダー),2444.1,9,8596.2,781.4727272727273,0.1636363636363637,100.0909090909091,34.300000000000004,0.7986111111111112
213,213,2008/04/19,2阪神7,晴,11.0,読売マイラーズC(G2),,15,8.0,15,6.0,2.0,14,武豊,58.0,芝1600,良,6.0,1:35.0,1.4,110.0,15-15,35.5-34.8,34.3,426(+10),,出遅れ,カンパニー,0.0,10,18804.6,1567.05,0.4083333333333332,102.75,34.3,0.7303370786516854
214,214,2008/04/19,2阪神7,晴,11.0,読売マイラーズC(G2),,15,3.0,5,13.4,6.0,4,藤岡佑介,57.0,芝1600,良,6.0,1:33.9,0.3,120.0,7-6,35.5-34.8,34.5,514(-10),,,カンパニー,900.0,11,9840.2,894.5636363636364,0.7090909090909091,106.0909090909091,35.1090909090909,0.6470588235294118
215,215,2008/05/17,2東京7,曇,11.0,京王杯スプリングC(G2),,17,2.0,3,8.9,3.0,10,藤田伸二,57.0,芝1400,良,-5.0,1:21.7,0.9,106.0,7-7,34.7-34.6,33.9,486(-2),,,スーパーホーネット,0.0,12,11637.3,727.33125,0.39375000000000004,103.5625,34.756249999999994,0.7041666666666667
216,216,2008/05/18,2東京8,晴,11.0,ヴィクトリアマイル(G1),,18,2.0,4,14.5,6.0,7,安藤勝己,55.0,芝1600,良,1.0,1:34.5,0.8,107.0,4-4,35.7-33.7,34.3,482(+6),,直線不利,エイジアンウインズ,0.0,13,16350.300000000001,1090.02,0.4133333333333334,108.26666666666667,34.53333333333333,0.7111111111111111
217,217,2006/06/04,3東京6,晴,11.0,安田記念(G1),,18,2.0,4,6.4,3.0,1,プレブル,58.0,芝1600,良,-5.0,1:32.6,-0.4,125.0,10-9,34.8-34.5,33.8,538(-7),,,(アサクサデンエン),10378.0,14,10378.0,5189.0,0.6499999999999999,112.5,34.55,0.6176470588235294
