,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,上り平均,勝率
0,0,2021/11/28,高知,晴,10,ノジギク特別,,10,3,3,4.8,3.0,4,岡村卓弥,56,ダ1400,重,1,1:31.8,0.9,52,9-9-8-6,0.0-40.0,39.6,516(0),,,クリノヒビキ,15.0,1,4064.8,90.3288888888889,1.0422222222222226,81.57777777777778,37.92666666666667,0.5593803786574871
1,1,2021/11/28,高知,晴,6,葉山街道特別,,12,3,3,12.5,3.0,2,嬉勝則,56,ダ1400,重,1,1:33.1,2.9,38,2-2-2-2,0.0-40.2,42.9,515(+3),,,サザンジンジャー,17.5,2,452.5,21.547619047619047,1.4476190476190476,31.285714285714285,41.25714285714285,0.6342592592592593
2,2,2021/11/28,高知,晴,10,ノジギク特別,,10,2,2,106.1,8.0,8,上田将司,54,ダ1400,重,1,1:34.0,3.1,28,5-5-6-8,0.0-40.0,42.2,430(-1),,,クリノヒビキ,0.0,3,611.0,35.94117647058823,1.0529411764705883,44.76470588235294,39.27058823529411,0.6080402010050251
3,3,2021/11/21,2福島6,晴,8,3歳以上1勝クラス,,16,4,7,10.6,5.0,16,亀田温心,56,ダ1150,良,-2,1:11.5,2.8,48,16-16,31.5-37.2,38.3,496(+2),,,マヒオレ,0.0,4,335.3,22.353333333333335,0.72,57.333333333333336,38.24,0.5688622754491018
4,4,2021/11/28,高知,晴,4,真衣ちゃん引退特別,,11,8,11,35.9,6.0,6,妹尾将充,52,ダ1400,重,1,1:34.3,1.4,24,2-2-2-2,0.0-40.2,41.6,459(0),,,ナムラアラシ,0.0,5,461.5,17.09259259259259,1.7888888888888888,26.925925925925927,41.059259259259264,0.4014084507042254
5,5,2021/11/28,高知,晴,4,真衣ちゃん引退特別,,11,2,2,24.7,5.0,3,倉兼育康,55,ダ1400,重,1,1:33.8,0.9,30,3-4-3-5,0.0-40.2,40.9,496(+2),,,ナムラアラシ,12.0,6,338.5,8.679487179487179,1.5205128205128204,28.17948717948718,40.73846153846154,0.5552763819095478
6,6,2021/11/28,高知,晴,10,ノジギク特別,,10,8,10,28.1,6.0,10,多田羅誠,56,ダ1400,重,1,1:35.5,4.6,11,2-2-4-9,0.0-40.0,44.1,537(+5),,,クリノヒビキ,0.0,7,387.5,21.52777777777778,1.0277777777777777,25.27777777777778,41.12777777777777,0.6946107784431138
7,7,2021/11/14,高知,晴,10,ツワブキ特別,,8,7,7,126.4,8.0,8,妹尾将充,53.0,ダ1600,重,-8.0,1:49.5,3.5,12.0,5-6-7-8,0.0-39.7,42.7,468(+1),,,スケロク,0.0,8,288.20000000000005,9.606666666666667,1.3966666666666667,22.433333333333334,40.916666666666664,0.5418326693227091
8,8,2021/11/28,高知,晴,4,真衣ちゃん引退特別,,11,4,4,17.6,4.0,9,濱尚美,49,ダ1400,重,1,1:34.8,1.9,19,4-3-4-8,0.0-40.2,41.9,409(-2),,,ナムラアラシ,0.0,9,456.5,14.265625,1.178125,12.96875,41.768750000000004,0.55893536121673
9,9,2021/11/28,高知,晴,4,真衣ちゃん引退特別,,11,7,10,166.1,8.0,5,大澤誠志,55,ダ1400,重,1,1:34.2,1.3,26,11-11-11-10,0.0-40.2,40.1,538(+1),,,ナムラアラシ,6.0,10,313.5,5.405172413793103,1.8913793103448273,14.810344827586206,40.88275862068965,0.45935727788279773
10,10,2021/11/28,高知,晴,12,ファイナルレース,,12,1,1,12.5,7.0,11,山崎雅由,56,ダ1300,重,1,1:28.0,2.7,16,5-5-5-8,0.0-40.2,42.4,449(+4),,,ショーンガウアー,0.0,11,1166.0,50.69565217391305,1.643478260869565,44.91304347826087,39.9304347826087,0.42028985507246375
11,11,2021/11/28,高知,晴,6,葉山街道特別,,12,1,1,237.1,9.0,3,郷間勇太,56,ダ1400,重,1,1:34.0,3.8,28,9-10-9-10,0.0-40.2,41.3,506(+5),,,サザンジンジャー,10.0,12,450.0,13.235294117647058,2.423529411764706,22.764705882352942,40.9470588235294,0.40970350404312667
12,12,2021/11/13,高知,晴,4,C3ー2,,10,6,6,71.5,7,9,濱尚美,50,ダ1600,重,1,1:51.3,2.5,4,2-2-2-8,0.0-41.2,43.6,448(+11),,,ドゥーカ,0.0,1,452.40000000000003,15.080000000000002,2.0433333333333334,21.766666666666666,41.59333333333334,0.4734982332155477
13,13,2021/11/13,高知,晴,4,C3ー2,,10,5,5,69.7,6,5,佐原秀泰,54,ダ1600,重,1,1:50.2,1.4,14,7-7-7-5,0.0-41.2,41.7,436(+2),,,ドゥーカ,5.0,2,659.0,17.81081081081081,1.2189189189189191,38.513513513513516,40.108108108108105,0.5931372549019608
14,14,2021/11/14,高知,晴,3,C3ー5,,12,7,9,122.0,10,4,濱尚美,50,ダ1400,重,-8,1:34.3,0.9,15,1-1-1-3,0.0-41.1,42.0,467(+5),,,サノラカ,7.5,3,294.5,6.848837209302325,1.3441860465116278,30.88372093023256,40.16511627906977,0.5534441805225653
15,15,2021/11/14,高知,晴,2,C3ー6,,12,3,3,108.2,5.0,11,西森将司,54,ダ1400,重,-8,1:35.3,3.6,4,10-10-10-9,0.0-38.9,41.1,460(0),,,アイファーイチオー,0.0,4,277.0,4.540983606557377,1.6967213114754107,13.967213114754099,41.444262295081984,0.5087108013937283
16,16,2021/11/14,高知,晴,3,C3ー5,,12,5,6,61.4,7.0,12.0,岡遼太郎,51,ダ1400,重,-8.0,1:36.2,2.8,-6.0,6-7-9-12,0.0-41.1,42.7,461(+7),,,サノラカ,0.0,5.0,1054.6999999999998,13.877631578947366,1.9578947368421047,38.473684210526315,41.00657894736842,0.4058641975308642
17,17,2021/11/14,高知,晴,1,C3ー7,,9,8,9,139.2,9.0,8,上田将司,54,ダ1400,重,-8.0,1:35.3,5.1,4.0,7-8-9-8,0.0-38.6,42.2,440(+4),,,クリノヒビキ,0.0,6,422.79999999999995,2.5938650306748463,1.9680981595092033,22.012269938650306,41.87791411042942,0.4198019801980198
18,18,2021/05/08,2新潟1,晴,11,谷川岳S(L),,9,3,3,148.5,9,9,黛弘人,56,芝1600,良,15.0,1:37.1,3.2,74.0,3-3,35.9-34.6,37.4,506(+4),,,シュリ,0.0,1,9339.7,406.0739130434783,1.169565217391304,88.04347826086956,35.59130434782609,0.421455938697318
19,19,2020/02/22,2京都7,小雨,3,3歳新馬,,16,6,11,105.7,13.0,3,国分優作,56,ダ1800,稍,-3.0,1:55.9,1.0,64.0,6-6-5-5,36.3-39.2,39.7,530(0),,,メイショウドヒョウ,150.0,2,167.5,83.75,1.1,49.5,40.05,0.8846153846153846
20,20,2020/09/06,3新潟8,晴,6,3歳未勝利,,18,7,13,176.1,15,9,木幡初也,56,芝1600,良,7.0,1:36.1,1.4,77.0,3-2,35.8-34.9,35.8,482(-12),,,デルニエエトワール,0.0,3,10.0,1.6666666666666667,1.9333333333333333,56.166666666666664,38.26666666666667,0.4186046511627907
21,21,2021/05/30,高知,晴,6,C3ー18,,9,3,3,3.1,2,2,倉兼育康,54,ダ1400,重,-8.0,1:33.2,0.6,28.0,3-3-2-2,0.0-40.6,40.9,413(-2),,,ミヤジシルフィード,17.5,4,635.0,57.72727272727273,1.7999999999999998,56.72727272727273,37.55454545454545,0.34057971014492755
22,22,2021/05/29,高知,晴,12,ファイナルレース,,12,3,3,17.9,11,10,多田羅誠,54,ダ1400,不,-9.0,1:34.9,2.1,8.0,7-6-8-7,0.0-41.3,42.5,521(-8),,,トミケンストーリア,0.0,5,857.9,30.639285714285712,1.0714285714285714,51.42857142857143,39.49285714285715,0.6526315789473685
23,23,2017/07/15,2函館3,晴,10,臥牛山特別(500万下),,8,8,8,64.2,8,8,黛弘人,57,芝2000,良,-13.0,2:01.3,0.7,84.0,3-4-4-4,35.9-35.9,35.5,456(-16),,,マイネルユニブラン,0.0,6,450.0,45.0,1.23,68.4,36.78999999999999,0.4852941176470588
24,24,2021/05/30,高知,晴,11,ファイナルレース,,12,8,11,8.6,4,9,西森将司,54,ダ1400,重,-8.0,1:34.9,1.4,9.0,5-5-5-5,0.0-41.8,42.5,412(-3),,,リリベット,0.0,7,61.4,3.411111111111111,2.3777777777777778,11.0,41.28333333333334,0.2857142857142857
25,25,2021/05/30,高知,晴,6,C3ー18,,9,8,8,57.3,6,4,石本純也,54,ダ1400,重,-8.0,1:34.3,1.7,15.0,6-7-5-5,0.0-40.6,40.5,424(+1),,,ミヤジシルフィード,7.5,8,49.5,1.8333333333333333,2.722222222222222,2.6666666666666665,40.933333333333344,0.3489208633093525
26,26,2021/05/30,高知,晴,6,C3ー18,,9,7,7,161.4,9.0,7,妹尾将充,53,ダ1400,重,-8.0,1:35.7,3.1,0.0,9-9-9-7,0.0-40.6,41.0,402(+2),,,ミヤジシルフィード,0.0,9,23.5,0.5875,2.84,-8.5,41.39,0.28
27,27,2021/05/30,高知,晴,11,ファイナルレース,,12,4,4,9.5,5,6,林謙佑,56,ダ1400,重,-8.0,1:34.4,0.9,14.0,6-6-7-7,0.0-41.8,41.5,539(-4),,,リリベット,0.0,10,39.0,1.56,2.748,16.12,40.952,0.3633217993079585
28,28,2021/05/30,高知,晴,6,C3ー18,,9,6,6,58.6,7,9,木村直輝,54,ダ1400,重,-8.0,1:39.2,6.6,-39.0,5-6-7-9,0.0-40.6,45.2,389(-2),,,ミヤジシルフィード,0.0,11,30.0,0.967741935483871,3.2354838709677414,-8.483870967741936,41.5741935483871,0.24919093851132687
29,29,2021/05/30,高知,晴,6,C3ー18,,9,4,4,101.8,8.0,8,郷間勇太,54,ダ1400,重,-8.0,1:39.0,6.4,-37.0,7-5-6-8,0.0-40.6,45.2,428(+2),,,ミヤジシルフィード,0.0,12,131.60000000000002,0.6419512195121952,3.217073170731708,-2.478048780487805,42.35707317073168,0.24251805985552116
30,30,2020/11/15,高知,晴,8,C1ー3,,9,1,1,53.5,7.0,3,塚本雄大,54,ダ1600,重,-3,1:47.0,0.7,41,5-5-5-3,0.0-42.1,41.6,465(-4),,,バーミーズ,12.0,1,1098.0,49.90909090909091,0.8772727272727273,50.31818181818182,39.854545454545445,0.7439024390243902
31,31,2020/11/15,高知,晴,9,岩崎周吾生誕特別,,10,5,5,6.6,3.0,6,多田羅誠,55,ダ1600,重,-3,1:48.3,1.8,29,5-5-5-6,0.0-41.2,42.2,472(+1),,,バンズーム,0.0,2,817.7000000000002,12.2044776119403,0.9686567164179107,51.17910447761194,39.17313432835818,0.6309341500765697
32,32,2020/11/15,高知,晴,8,C1ー3,,9,2,2,11.2,4.0,2,永森大智,56,ダ1600,重,-3,1:46.6,0.3,45,3-3-2-2,0.0-42.1,41.8,489(-8),,,バーミーズ,21.0,3,522.6,14.516666666666667,0.6055555555555557,42.0,40.2888888888889,0.7237237237237237
33,33,2020/11/15,高知,晴,11,猿田洞特別,,10,4,4,6.2,2.0,6,倉兼育康,54,ダ1600,重,-3,1:48.1,1.9,31,9-9-9-10,0.0-42.4,41.1,429(-4),,,マイネルメーア,0.0,4,447.0,13.96875,0.846875,31.84375,40.371875,0.6852459016393443
34,34,2020/11/15,高知,晴,8,C1ー3,,9,8,9,35.6,6.0,4,井上瑛太,53,ダ1600,重,-3,1:47.4,1.1,37,6-6-6-4,0.0-42.1,41.9,476(+10),,,バーミーズ,9.0,5,4366.7,145.55666666666667,0.6800000000000002,66.86666666666666,37.23666666666667,0.6306818181818182
35,35,2020/03/13,船橋,曇,12,弥生特別,,9,8,9,32.1,7.0,7,山本聡紀,56,ダ1500,稍,0.0,1:38.3,2.4,49.0,2-2-4-8,30.8-40.3,41.9,504(+7),,,スターズテソーロ,0.0,6,1209.5,63.6578947368421,1.6315789473684212,54.31578947368421,40.815789473684205,0.5520833333333334
36,36,2020/11/15,高知,晴,11,猿田洞特別,,10,3,3,16.7,5.0,7.0,郷間勇太,56,ダ1600,重,-3,1:48.1,1.9,31,10-10-10-8,0.0-42.4,41.0,469(0),,,マイネルメーア,0.0,7.0,427.0,11.86111111111111,0.9944444444444448,39.97222222222222,39.95555555555555,0.6336088154269972
37,37,2020/11/15,高知,晴,9,岩崎周吾生誕特別,,10,4,4,146.6,7.0,9,倉兼育康,56,ダ1600,重,-3,1:49.3,2.8,19,10-10-10-7,0.0-41.2,41.7,479(-1),,,バンズーム,0.0,8,1709.9,29.481034482758623,1.3706896551724135,44.827586206896555,39.67758620689656,0.5337726523887973
38,38,2020/11/15,高知,晴,12,ファイナルレース,,11,7,8,13.7,6.0,7,別府真衣,52.0,ダ1600,重,-3.0,1:49.1,1.7,21.0,11-10-11-9,0.0-39.8,39.9,458(-1),,,ジュンハーツ,0.0,9,2069.3999999999996,24.635714285714283,1.1976190476190471,50.166666666666664,39.828571428571436,0.6068476977567887
39,39,2020/11/15,高知,晴,12,ファイナルレース,,11,6,6,23.7,10.0,10,塚本雄大,56.0,ダ1600,重,-3,1:49.7,2.3,15,7-8-8-10,0.0-39.8,41.4,416(0),,,ジュンハーツ,0.0,10,1430.0,24.23728813559322,1.342372881355932,49.88135593220339,39.520338983050856,0.45439469320066334
40,40,2020/05/31,高知,雨,9,ルイ☆ルイ誕生日特別,,12,6,7,2.2,1.0,5,西川敏弘,56,ダ1300,不,-32,1:23.1,0.4,43,2-2-2-3,0.0-39.5,39.7,435(0),,,メイショウジガネ,1.8,1,728.0,22.75,1.0625,60.1875,37.36562500000001,0.4265927977839335
41,41,2020/05/23,高知,晴,11,小満特別,,11,4,4,121.2,10.0,7,多田羅誠,55,ダ1400,稍,-8,1:32.2,1.7,39,9-8-6-6,0.0-39.8,40.3,474(-2),,,スーパースナッズ,0.0,2,2812.5,53.06603773584906,1.2566037735849058,50.20754716981132,38.786792452830184,0.6149914821124361
42,42,2020/05/23,高知,晴,7,C2ー5,,10,5,5,1.5,1.0,8,赤岡修次,56,ダ1400,稍,-8,1:34.6,2.3,12,5-5-3-4,0.0-40.9,42.4,500(+2),,,セイユウガッツ,0.0,3,275.0,13.095238095238095,0.842857142857143,55.523809523809526,38.761904761904766,0.616
43,43,2020/05/31,高知,雨,9,ルイ☆ルイ誕生日特別,,12,3,3,14.4,5.0,2,郷間勇太,56,ダ1300,不,-32.0,1:22.9,0.2,45.0,12-12-11-9,0.0-39.5,37.8,491(-7),,,メイショウジガネ,5.0,4,686.6999999999999,10.404545454545454,1.2318181818181815,41.24242424242424,39.389393939393926,0.522342064714946
44,44,2020/05/31,高知,雨,9,ルイ☆ルイ誕生日特別,,12,8,11,5.7,3.0,11,別府真衣,52,ダ1300,不,-32.0,1:24.2,1.5,29.0,7-7-9-10,0.0-39.5,39.8,503(-6),,,メイショウジガネ,0.0,5,621.6,11.728301886792453,1.5547169811320756,36.924528301886795,40.296226415094345,0.5413669064748201
45,45,2020/05/23,高知,晴,8,C2ー4,,10,4,4,5.1,3.0,7.0,西川敏弘,56,ダ1400,稍,-8.0,1:33.7,2.6,22.0,2-2-3-4,0.0-40.2,42.4,458(+2),,,コスモコレクション,0.0,6.0,353.5,13.092592592592593,1.1074074074074072,37.148148148148145,40.35925925925926,0.5758620689655173
46,46,2020/05/23,高知,晴,7,C2ー5,,10,7,7,48.6,7.0,10,郷間勇太,54,ダ1400,稍,-8,1:35.2,2.9,5,2-2-2-9,0.0-40.9,43.2,471(-6),,,セイユウガッツ,0.0,7,559.0,4.860869565217391,1.6391304347826086,30.130434782608695,41.17565217391304,0.4423076923076923
47,47,2020/05/23,高知,晴,7,C2ー5,,10,7,8,31.9,6.0,4,林謙佑,56,ダ1400,稍,-8.0,1:33.7,1.4,22.0,9-8-8-6,0.0-40.9,40.7,484(0),,,セイユウガッツ,7.5,8,430.3,6.422388059701492,1.2716417910447766,35.62686567164179,40.23283582089552,0.5533536585365854
48,48,2020/05/31,高知,雨,9,ルイ☆ルイ誕生日特別,,12,5,5,36.7,7.0,10,嬉勝則,56,ダ1300,不,-32,1:24.0,1.3,32,9-10-12-12,0.0-39.5,38.6,453(+8),,,メイショウジガネ,0.0,9,674.2,7.408791208791209,1.2208791208791212,43.07692307692308,39.67252747252748,0.5455650060753341
49,49,2020/05/23,高知,晴,8,C2ー4,,10,6,6,55.7,7.0,9,西森将司,56,ダ1400,稍,-8,1:35.0,3.9,8,4-4-4-9,0.0-40.2,43.4,483(-7),,,コスモコレクション,0.0,10,299.5,7.130952380952381,1.6904761904761902,19.30952380952381,41.44761904761905,0.4593908629441624
50,50,2020/05/23,高知,晴,7,C2ー5,,10,2,2,256.9,10.0,9,木村直輝,56,ダ1400,稍,-8.0,1:34.7,2.4,11.0,8-9-10-10,0.0-40.9,41.4,439(-9),,,セイユウガッツ,0.0,11,870.1,4.439285714285714,1.4244897959183673,38.72959183673469,39.69438775510206,0.5235162374020157
51,51,2020/02/18,高知,晴,6,C3ー2,,12,7,10,5.8,2.0,1,倉兼育康,56,ダ1400,不,-15.0,1:31.3,-0.4,42.0,4-4-3-2,0.0-39.8,39.5,462(-6),,,(エンパシー),30.0,1,1850.6000000000001,37.012,0.5720000000000001,54.36,39.67,0.7490706319702602
52,52,2020/02/16,高知,雨,1,文旦特別,,9,7,7,1.7,1.0,3,佐原秀泰,54,ダ1400,不,-14.0,1:32.3,1.6,32.0,2-2-2-3,0.0-39.8,41.2,437(-4),,,ブルーリップグロス,8.0,2,366.5,14.66,0.4200000000000001,61.52,38.836000000000006,0.5611510791366906
53,53,2020/02/23,高知,晴,1,宗田節特別,,11,5,6,14.0,6.0,5,畑中信司,56,ダ1400,不,-4.0,1:34.7,0.8,15.0,6-6-6-5,0.0-42.1,41.7,454(+8),,,マイネルモーディグ,4.0,3,236.0,5.488372093023256,1.6930232558139535,15.348837209302326,41.25116279069768,0.5139949109414759
54,54,2020/02/24,高知,晴,7,西川騎手受賞記念特別,,9,5,5,13.2,5.0,6.0,西川敏弘,56,ダ1400,重,-1.0,1:34.1,1.0,25.0,2-2-2-3,0.0-40.8,41.7,462(+3),,,オーラロード,0.0,4.0,287.5,15.131578947368421,0.9578947368421055,40.8421052631579,39.80526315789474,0.6161137440758294
55,55,2020/02/23,高知,晴,1,宗田節特別,,11,1,1,1.6,1.0,8,赤岡修次,56,ダ1400,不,-4.0,1:34.9,1.0,13.0,1-1-1-2,0.0-42.1,43.1,500(+8),,,マイネルモーディグ,0.0,5,3719.1,84.52499999999999,0.8772727272727276,63.43181818181818,38.95681818181818,0.6440366972477064
56,56,2020/02/16,高知,雨,1,文旦特別,,9,2,2,11.5,4.0,4,畑中信司,54,ダ1400,不,-14.0,1:32.4,1.7,31.0,4-5-5-4,0.0-39.8,40.8,450(+4),,,ブルーリップグロス,6.0,6,582.5,38.833333333333336,1.5533333333333332,54.0,38.4,0.40425531914893614
57,57,2020/02/16,高知,曇,4,ちんちんまけまけ特別,,8,3,3,13.8,4.0,8,上田将司,56,ダ1400,不,-16.0,1:34.4,4.3,6.0,5-5-5-7,0.0-39.5,43.2,454(-10),,,ウェイト,0.0,7,317.0,4.5285714285714285,1.3214285714285712,47.1,40.16142857142858,0.5769854132901134
58,58,2020/02/16,高知,曇,4,ちんちんまけまけ特別,,8,8,8,41.5,8.0,4,塚本雄大,55,ダ1400,不,-16.0,1:32.7,2.6,25.0,2-2-4-4,0.0-39.5,41.6,455(+1),,,ウェイト,6.0,8,197.0,4.690476190476191,1.526190476190476,23.833333333333332,41.31666666666668,0.5767326732673267
59,59,2020/02/23,高知,晴,1,宗田節特別,,11,8,12,191.9,11.0,11.0,妹尾浩一,56,ダ1400,不,-4.0,1:35.7,1.8,4.0,7-10-10-11,0.0-42.1,41.5,464(0),,,マイネルモーディグ,0.0,9.0,223.6,4.9688888888888885,1.8888888888888888,19.68888888888889,41.226666666666674,0.5045454545454545
60,60,2020/02/09,高知,晴,4,C2ー4,,9,6,6,106.6,6.0,7,上田将司,54,ダ1400,重,10.0,1:37.2,3.3,1.0,3-3-3-5,0.0-40.8,43.8,445(-1),,,トライアンフ,0.0,10,257.2,2.9563218390804598,1.637931034482759,21.126436781609197,41.868965517241385,0.5325301204819277
61,61,2020/01/28,高知,曇,8,C1C2混合,,9,7,7,2.1,1,2,高松亮,56,ダ1400,不,-20,1:31.0,0.3,40,8-8-6-3,0.0-41.1,39.6,545(+1),,,フォーチュンキセキ,17.5,1,912.5,65.17857142857143,0.8142857142857144,75.21428571428571,37.892857142857146,0.6646341463414634
62,62,2020/01/29,高知,晴,9,水カツボーイズ特別,,9,8,8,3.0,2,5,永森大智,56,ダ1400,不,-19,1:30.5,1.3,47,6-7-6-5,0.0-39.3,39.7,494(-5),,,ディアレイカ,5.0,2,5847.1,112.44423076923077,0.8269230769230771,77.82692307692308,38.3,0.6460843373493976
63,63,2019/12/15,高知,晴,7,C1ー4,,9,5,5,6.8,3.0,3,倉兼育康,56,ダ1400,重,5,1:33.4,0.9,38,7-5-5-5,0.0-42.3,41.8,499(-5),,,ドラム,10.0,3,1382.5,33.71951219512195,0.7756097560975611,57.853658536585364,39.43658536585366,0.7194805194805195
64,64,2020/01/29,高知,晴,12,ファイナルレース,,12,8,11,16.5,8.0,4,西川敏弘,56,ダ1400,不,-19,1:31.5,0.9,36,4-7-10-10,0.0-41.1,40.0,490(+1),,,タイキパラドックス,7.5,4,560.5,7.678082191780822,1.3136986301369862,47.71232876712329,40.31506849315068,0.5599435825105783
65,65,2020/01/22,高知,雨,8,C1ー4,,9,8,9,53.7,7.0,4.0,妹尾浩一,56,ダ1400,重,-1.0,1:33.8,2.5,28.0,3-2-3-3,0.0-40.4,42.3,479(-9),,,モズヘラクレス,7.5,5.0,818.7,8.26969696969697,1.3595959595959601,37.61616161616162,40.859595959595964,0.5293522267206477
66,66,2020/01/29,高知,晴,9,水カツボーイズ特別,,9,5,5,5.9,3.0,3,西川敏弘,54.0,ダ1400,不,-19,1:29.9,0.7,54,6-6-6-6,0.0-39.3,39.0,483(0),,,ディアレイカ,10.0,6,1039.1999999999998,17.91724137931034,0.8655172413793104,54.43103448275862,39.05862068965517,0.6444444444444445
