,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
0,0,2021/10/31,4阪神8,曇,4,2歳新馬,,16,8,16,7.5,4,13,武豊,55,芝1400,良,-10,1:24.3,1.4,59,3-3,35.1-35.7,36.6,472(0),,,セイウンハーデス,0.0,2,330.0,82.5,0.625,75.75
1,1,2021/09/12,5中京2,曇,2,2歳未勝利,,15,6,11,2.3,1,2,福永祐一,54,芝1400,良,-15,1:21.5,0.1,81,12-11,34.0-35.6,34.7,468(-2),,出遅れ,デヴィルズマーブル,200.0,3,687.0,171.75,0.2,80.0
2,2,2021/09/18,5中京3,雨,3,2歳未勝利,,13,2,2,10.7,5,12,藤岡康太,54,芝1600,不,-3,1:39.4,2.6,45,1-1-1,36.0-36.4,39.0,478(-8),,,ピンクマクフィー,0.0,4,557.0,139.25,0.775,66.5
3,3,2021/09/19,5中京4,曇,3,2歳未勝利,,15,7,13,21.6,8,5,鮫島克駿,54,芝1200,良,-4,1:10.1,0.4,83,11-8,34.9-34.8,34.3,432(-2),,出遅れ,テーオースパロー,51.0,5,153.0,30.6,0.6799999999999999,73.4
4,4,2021/08/22,2札幌4,晴,1,2歳未勝利,,13,7,10,19.3,6,7,小沢大仁,51,芝1500,良,-7,1:32.1,0.5,66,5-5-5,30.9-35.7,35.8,450(+12),,,イエヴァンポルッカ,0.0,6,0.0,0.0,1.075,64.5
5,5,2021/10/10,4阪神2,晴,4,2歳新馬,,14,7,12,4.7,2,8,松若風馬,54,芝1400,良,-15,1:23.7,0.7,62,2-2,35.2-36.0,36.6,460(0),,,ピンハイ,0.0,7,51.0,12.75,1.1500000000000001,63.0
6,6,2021/08/28,4小倉5,晴,5,2歳新馬,,13,6,9,22.3,7,2,鮫島克駿,54,芝1800,良,-18,1:47.8,0.5,76,2-1-1-1,36.6-34.6,35.1,384(0),,,ラスマドレス,280.0,8,280.0,93.33333333333333,0.7333333333333334,76.33333333333333
7,7,2021/09/12,5中京2,曇,2,2歳未勝利,,15,7,13,69.5,11,9,泉谷楓真,53,芝1400,良,-15.0,1:22.3,0.9,71.0,5-4,34.0-35.6,36.2,472(-6),,,デヴィルズマーブル,0.0,9,0.0,0.0,1.4500000000000002,62.25
8,8,2021/10/16,4阪神3,晴,2,2歳未勝利,,12,6,8,225.2,11,9,小崎綾也,55,芝1200,良,-11,1:11.0,1.7,62,3-3,34.5-34.8,36.1,466(-2),,,デュガ,0.0,10,0.0,0.0,3.88,32.0
9,9,2021/09/18,5中京3,小雨,5,2歳新馬,,10,2,2,7.8,3,3,ルメール,54,芝1200,不,0,1:11.4,0.7,64,7-7,35.2-35.5,35.7,418(0),,,ラキエータ,180.0,11,180.0,60.0,1.3666666666666665,69.66666666666667
10,10,2021/08/21,2札幌3,晴,1,2歳未勝利,,8,3,3,70.3,6,8,菱田裕二,54,芝1800,良,-13,1:54.6,5.0,35,2-2-3-8,36.1-37.0,41.7,428(+2),,,アンビション,0.0,12,0.0,0.0,2.3,52.0
11,11,2021/09/20,5中京5,曇,4,2歳新馬,,13,8,13,6.5,2,5,幸英明,54,ダ1400,稍,-15,1:27.6,1.5,47,4-4,35.3-38.3,39.5,488(0),,,テーオーシャルマン,70.0,14,70.0,23.333333333333332,2.8333333333333335,50.333333333333336
12,12,2021/09/26,5中京7,雨,9,知多特別(2勝クラス),,18,7,14,32.0,12.0,7.0,和田竜二,53,芝1200,重,20.0,1:11.5,0.7,82.0,6-7,35.2-35.6,35.6,436(-6),,,マリーナ,0.0,1.0,4734.6,278.50588235294117,0.6705882352941178,57.588235294117645
13,13,2021/09/04,2札幌7,晴,10,札幌スポニチ賞(2勝クラス),,16,3,6,5.0,3.0,1.0,横山和生,57,芝1200,良,-10.0,1:09.0,-0.3,99.0,2-2,34.3-34.7,34.4,474(+2),,,(アールラプチャー),1535.7,2.0,5578.400000000001,371.8933333333334,0.35333333333333333,91.13333333333334
14,14,2021/10/16,4東京3,曇,10,白秋S(3勝クラス),,18,4,7,39.3,11.0,14.0,柴田大知,57,芝1400,良,-15.0,1:21.4,1.1,91.0,4-5,34.2-34.8,35.6,494(-2),,,スカイグルーヴ,0.0,3.0,5650.900000000001,434.6846153846154,0.32307692307692304,92.53846153846153
15,15,2021/11/20,2福島5,晴,11,みちのくS(3勝クラス),,15,6,11,59.8,14.0,9.0,小崎綾也,57,芝1200,良,2.0,1:10.0,0.7,87.0,12-12,33.3-36.0,34.6,464(+2),,,デトロイトテソーロ,0.0,4.0,6022.200000000001,231.62307692307695,0.48461538461538467,92.96153846153847
16,16,2021/11/20,2福島5,晴,11,みちのくS(3勝クラス),,15,1,1,8.8,4.0,8.0,秋山真一,56,芝1200,良,2.0,1:09.9,0.6,89.0,6-6,33.3-36.0,35.4,456(-4),,,デトロイトテソーロ,0.0,5.0,3522.6,251.6142857142857,0.4428571428571428,86.64285714285714
17,17,2021/12/12,6中京4,曇,11,知立S(3勝クラス),,18,5,10,54.4,15.0,5.0,川又賢治,55,芝1200,良,-6.0,1:08.8,0.1,95.0,10-10,34.3-34.4,33.8,476(0),,,スティクス,182.0,6.0,6614.300000000001,183.73055555555558,0.49444444444444435,91.47222222222223
18,18,2021/11/20,2福島5,晴,11,みちのくS(3勝クラス),,15,7,13,26.5,8.0,12,木幡初也,57,芝1200,良,2.0,1:10.3,1.0,83.0,15-13,33.3-36.0,34.7,428(+2),,,デトロイトテソーロ,0.0,7,11686.3,224.73653846153846,0.47307692307692295,94.57692307692308
19,19,2021/09/04,4小倉7,曇,11,テレQ杯(3勝クラス),,12,7,9,5.7,3.0,9,松山弘平,55,芝1200,稍,-4.0,1:08.7,0.7,90.0,4-4,33.2-34.8,35.2,446(-2),,,サヴォワールエメ,0.0,8,6207.4,269.88695652173914,0.4652173913043478,87.73913043478261
20,20,2021/08/28,2札幌5,晴,10,摩周湖特別(2勝クラス),,14,4,6,5.2,3.0,1,黛弘人,53,芝1200,良,-12.0,1:09.7,-0.1,87.0,12-11,34.7-35.0,33.8,476(+8),,,(ベッラヴォルタ),1532.9,9,5610.5,165.01470588235293,0.6882352941176468,75.44117647058823
21,21,2021/10/24,4阪神6,曇,9,北摂特別(2勝クラス),,13,7,10,8.0,4.0,1,武豊,53,芝1200,良,-13.0,1:08.3,-0.1,99.0,1-1,33.7-34.6,34.6,468(-2),,,(リャスナ),1530.1,10,3244.2999999999997,249.56153846153845,0.8999999999999999,81.76923076923077
22,22,2021/10/10,4阪神2,晴,10,戎橋S(3勝クラス),,15,8,15,12.7,7.0,9,泉谷楓真,53,芝1400,良,-15.0,1:21.0,0.6,95.0,12-11,33.5-35.6,35.0,508(0),,,リレーションシップ,0.0,11,5207.5,274.07894736842104,0.41052631578947374,92.78947368421052
23,23,2021/05/22,2新潟5,晴,11,大日岳特別(2勝クラス),,16,1,1,3.3,1.0,1,菅原明良,55,芝1200,稍,26.0,1:10.6,-0.2,100.0,11-10,34.8-35.8,35.2,442(-4),,出遅れ,(グッドワード),1536.4,12,5740.6,205.02142857142857,0.5535714285714286,87.03571428571429
24,24,2021/10/16,5新潟3,曇,12,飛翼特別(2勝クラス),,18,4,7,11.6,4.0,1,鮫島克駿,57,芝1000,良,-5.0,0:55.3,-0.3,91.0,2,32.9-33.1,33.0,478(+2),,,(サクセスハーモニー),1538.5,13,5276.5,170.20967741935485,0.6032258064516128,85.09677419354838
25,25,2021/12/05,5中山2,晴,9,南総S(3勝クラス),,15,4,6,50.7,10.0,14,津村明秀,55,芝1200,良,-15.0,1:08.3,0.9,95.0,3-3,33.3-34.1,34.8,450(+16),,,マイネルジェロディ,0.0,14,4008.5,222.69444444444446,0.6444444444444444,86.5
26,26,2021/12/12,6中京4,曇,11,知立S(3勝クラス),,18,3,5,14.8,6.0,12,中井裕二,55,芝1200,良,-6.0,1:09.2,0.5,90.0,4-5,34.3-34.4,34.5,446(0),,,スティクス,0.0,15,8086.7,252.709375,0.440625,91.59375
27,27,2021/07/25,3新潟2,晴,11,アイビスサマーD(G3),,16,4,7,11.0,6.0,5,丸山元気,56,芝1000,良,-10.0,0:54.9,0.7,94.0,9,32.4-32.3,32.5,462(-2),,,オールアットワンス,195.0,16,5427.7,258.46190476190475,0.5285714285714287,83.85714285714286
