,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,最初コーナー,最終コーナー,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,本番年齢,レース評価,レース評価平均
60,60,2022/04/23,2阪神9,晴,2,3歳未勝利,,12,8,11,86.8,6,10,国分恭介,56,ダ1800,良,-6,1:57.3,3.6,54,4-4-3-4,38.2-37.1,40.4,482(0),,,ソクラテス,0.0,9,52.0,5.777777777777778,2.5,56.22222222222222,59,389,43.22222222222222,38.32222222222222,0.32710280373831774,4.0,4.0,-6.0,-6.0,0.0,5.555555555555555,5.0,-3.4444444444444446,-4.0,-0.5555555555555556,3,1.0,1.1111111111111112
61,61,2022/04/16,2阪神7,晴,1,3歳未勝利,,16,6,12,13.7,4,12,福永祐一,54,ダ1400,稍,-2,1:28.2,2.9,54,12-13,34.9-38.6,39.8,454(+4),,,ビーストアタック,0.0,10,161.0,40.25,1.325,69.25,46,96,24.0,36.55,0.576271186440678,12.0,13.0,1.0,0.0,-1.0,10.25,11.0,3.0,3.75,0.75,3,1.0,1.0
62,62,2021/12/19,6中京6,曇,5,2歳新馬,,18,7,13,38.4,7,17,斎藤新,55,芝1400,良,-3,1:26.2,2.9,36,16-17,35.7-35.4,35.9,442(0),,出遅れ,モズゴールドバレル,0.0,11,0.0,0.0,2.9,36.0,51,51,51.0,35.9,0.058823529411764705,16.0,17.0,0.0,-1.0,-1.0,17.0,16.0,0.0,-1.0,-1.0,3,1.0,1.0
63,63,2022/02/26,2小倉5,晴,5,3歳未勝利,,16,3,6,7.7,3,14,菱田裕二,54,芝1800,良,-4,1:53.7,3.9,34,14-14-13-13,37.6-35.0,37.5,432(+4),,,ゴールドエクリプス,0.0,12,457.0,91.4,1.2,66.2,63,160,32.0,35.88,0.5,14.0,13.0,-1.0,0.0,1.0,8.8,9.0,2.0,2.2,0.2,3,1.0,1.4
64,64,2022/03/27,2阪神2,晴,6,3歳未勝利,,17,7,14,116.5,10,13,富田暁,54,芝1600,稍,-9,1:37.0,1.8,63,3-3,35.5-35.2,36.8,446(0),,,ムーンリットナイト,0.0,13,52.0,10.4,1.44,66.4,28,127,25.4,36.67999999999999,0.4126984126984127,3.0,3.0,-10.0,-10.0,0.0,4.8,5.2,-3.6,-3.2,0.4,3,1.0,1.0
65,65,2022/04/02,2阪神3,晴,4,3歳未勝利,,18,7,13,65.4,10.0,17,角田大河,51,芝1800,良,-15,1:50.9,3.6,52,2-6,35.8-34.4,37.4,496(0),,,ラリベラ,0.0,14,280.0,93.33333333333333,2.6333333333333333,48.666666666666664,44,136,45.333333333333336,39.166666666666664,0.3541666666666667,2.0,6.0,-11.0,-15.0,-4.0,5.0,2.0,-6.333333333333333,-9.333333333333334,-3.0,3,1.0,1.3333333333333333
66,66,2022/01/23,1中京8,曇,6,3歳新馬,,16,7,13,313.6,16,16,酒井学,54,芝1600,良,-2,1:39.7,2.3,47,15-14-14,36.5-35.1,36.5,424(0),,出遅れ,キタサンシュガー,0.0,15,0.0,0.0,2.3,47.0,58,58,58.0,36.5,0.0,15.0,14.0,-2.0,-1.0,1.0,14.0,15.0,-2.0,-1.0,1.0,3,1.0,1.0
67,67,2022/04/17,2阪神8,晴,3,3歳未勝利,,17,1,1,320.8,15,7,酒井学,54,芝1600,良,-20,1:35.4,1.2,72,7-8,36.3-33.5,34.1,436(-2),,,ヴァモスロード,0.0,16,0.0,0.0,1.2,60.5,12,42,21.0,34.7,0.3939393939393939,7.0,8.0,1.0,0.0,-1.0,9.5,10.0,-1.5,-1.0,0.5,3,1.0,1.0
68,68,2021/09/11,5中京1,曇,4,2歳新馬,,10,8,9,125.3,8,8,松若風馬,54,芝1600,良,-15,1:40.6,1.6,36,8-7-7,39.4-33.4,34.4,418(0),,出遅れ,ナミュール,0.0,17,0.0,0.0,1.6,36.0,67,67,67.0,34.4,0.2222222222222222,8.0,7.0,-1.0,0.0,1.0,7.0,8.0,-1.0,0.0,1.0,3,1.0,1.0
69,69,2022/02/13,1阪神2,小雨,5,3歳未勝利,,13,7,11,4.0,2,5,藤岡康太,54,芝1600,良,-13,1:36.0,0.6,74,7-7,36.9-33.2,33.4,456(+2),,,ディオ,52.0,1,542.0,180.66666666666666,0.43333333333333335,80.66666666666667,18,38,12.666666666666666,33.833333333333336,0.8461538461538461,7.0,7.0,2.0,2.0,0.0,10.0,9.666666666666666,7.0,6.666666666666667,-0.3333333333333333,3,1.0,1.6666666666666667
70,70,2022/04/03,2阪神4,曇,2,3歳未勝利,,16,7,14,7.0,4,3,横山典弘,54,ダ1400,良,-4,1:27.4,0.6,62,3-3,36.0-37.9,38.2,440(-4),,,ワックスリリカル,130.0,2,130.0,43.333333333333336,0.9333333333333332,68.33333333333333,38,98,32.666666666666664,36.900000000000006,0.6410256410256411,3.0,3.0,0.0,0.0,0.0,5.666666666666667,5.666666666666667,0.0,0.0,0.0,3,2.0,1.3333333333333333
71,71,2022/02/26,1阪神5,晴,4,3歳未勝利,,18,1,2,3.4,2,2,古川奈穂,50,芝1600,良,-13,1:34.6,0.3,85,13-9,34.5-35.8,35.3,450(+6),,S不利,プルサティーラ,210.0,3,1122.0,160.28571428571428,0.2857142857142857,79.42857142857143,4,137,19.571428571428573,35.342857142857135,0.8494623655913979,13.0,9.0,7.0,11.0,4.0,7.285714285714286,7.571428571428571,4.285714285714286,4.571428571428571,0.2857142857142857,3,2.0,1.7142857142857142
72,72,2022/01/15,1中京5,曇,5,3歳未勝利,,18,8,16,14.6,5,12,団野大成,54,芝1400,良,-6,1:23.2,1.6,70,12-12,33.9-35.9,36.4,438(-10),,出遅れ,ショウナンハクラク,0.0,4,110.0,55.0,0.9500000000000001,76.5,21,29,14.5,35.65,0.5625,12.0,12.0,0.0,0.0,0.0,6.5,6.5,-1.5,-1.5,0.0,3,1.0,1.0
73,73,2022/01/22,1小倉3,晴,6,3歳未勝利,,14,5,8,9.8,5,11,坂井瑠星,54,芝2000,良,-10,2:02.6,2.2,66,6-9-7-9,35.5-35.7,37.2,438(-2),,,サクセスドレーク,0.0,6,70.0,35.0,1.4500000000000002,71.5,26,42,21.0,35.75,0.5172413793103449,6.0,9.0,-2.0,-5.0,-3.0,9.5,7.0,1.5,-1.0,-2.5,3,1.0,1.0
74,74,2022/02/06,1中京12,曇,6,3歳新馬,,16,2,3,29.2,9,14,小崎綾也,54,芝1600,稍,-1,1:39.5,2.7,51,12-14-14,37.5-35.0,36.5,484(0),,出遅れ,ゼッフィーロ,0.0,7,0.0,0.0,2.7,51.0,56,56,56.0,36.5,0.13333333333333333,12.0,14.0,0.0,-2.0,-2.0,14.0,12.0,0.0,-2.0,-2.0,3,1.0,1.0
75,75,2022/03/27,2阪神2,晴,6,3歳未勝利,,17,4,7,27.2,5,4,松若風馬,54,芝1600,稍,-9,1:35.7,0.5,77,6-5,35.5-35.2,35.4,444(0),,,ムーンリットナイト,78.0,8,156.0,39.0,0.475,68.5,15,111,27.75,34.55,0.6949152542372882,6.0,5.0,1.0,2.0,1.0,9.25,8.0,3.75,2.5,-1.25,3,1.0,1.0
76,76,2022/03/12,2中京1,晴,5,3歳未勝利,,14,5,7,2.7,1,5,吉田隼人,54,芝2200,良,-14,2:15.5,1.2,74,6-6-6-4,35.7-35.0,35.8,438(0),,,レッドバリエンテ,52.0,9,202.0,101.0,0.65,72.0,8,32,16.0,35.3,0.7692307692307693,6.0,4.0,-1.0,1.0,2.0,7.0,8.0,3.0,4.0,1.0,3,1.0,1.5
77,77,2021/12/11,6阪神3,晴,7,2歳新馬,,10,2,2,3.6,2,5,幸英明,54,ダ1400,良,-1,1:29.3,1.8,42,4-5,35.7-39.1,40.5,436(0),,,ピジョンブラッド,70.0,10,70.0,70.0,1.8,42.0,57,57,57.0,40.5,0.5555555555555556,4.0,5.0,0.0,-1.0,-1.0,5.0,4.0,0.0,-1.0,-1.0,3,1.0,1.0
78,78,2022/01/30,1小倉6,曇,5,3歳新馬,,18,8,18,15.8,7,12,浜中俊,54,芝1200,良,-9,1:11.1,1.1,51,11-11,34.9-35.1,35.5,446(0),,,サンダビューク,0.0,11,0.0,0.0,1.1,51.0,29,29,29.0,35.5,0.35294117647058826,11.0,11.0,-1.0,-1.0,0.0,11.0,11.0,-1.0,-1.0,0.0,3,1.0,1.0
79,79,2022/03/26,2中京5,小雨,4,3歳未勝利,,18,4,7,29.7,7,5,西村淳也,54,芝1400,良,-13,1:21.8,0.8,80,3-3,34.5-34.9,35.4,428(+8),,,サトノレギオン,52.0,12,332.0,110.66666666666667,0.6333333333333334,74.0,7,59,19.666666666666668,34.9,0.7317073170731707,3.0,3.0,-2.0,-2.0,0.0,5.333333333333333,4.0,0.6666666666666666,-0.6666666666666666,-1.3333333333333333,3,1.0,1.3333333333333333
80,80,2022/02/20,1阪神4,晴,2,3歳未勝利,,15,8,15,87.4,12,14,藤岡佑介,54,ダ1400,稍,7,1:31.6,4.8,23,10-12,34.5-39.9,43.7,432(-2),,,クレスケンスルーナ,0.0,15,0.0,0.0,3.3,45.5,80,103,51.5,39.35,0.1724137931034483,10.0,12.0,-2.0,-4.0,-2.0,13.5,12.0,0.5,-1.0,-1.5,3,1.0,1.0
81,81,2022/03/06,1阪神8,晴,1,3歳未勝利,,16,5,10,118.4,11,11,藤井勘一,54,ダ1400,良,1,1:29.2,2.6,46,11-11,35.5-38.7,39.6,452(0),,出遅れ,デルマセドナ,0.0,16,0.0,0.0,2.6,46.0,56,56,56.0,39.6,0.3333333333333333,11.0,11.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,3,1.0,1.0
82,82,2022/02/19,1阪神3,小雨,8,4歳以上1勝クラス,,12,4,4,13.4,6,8,太宰啓介,57,芝1600,良,-10,1:35.1,0.3,85,7-8,36.8-34.1,33.9,468(+2),,,ショウナンアレス,0.0,1,1400.0,140.0,0.43999999999999995,87.6,9,60,6.0,34.529999999999994,0.7226890756302521,7.0,8.0,0.0,-1.0,-1.0,6.9,6.9,2.6,2.6,0.0,4,2.0,1.9
83,83,2022/03/06,1阪神8,晴,7,4歳以上1勝クラス,,16,4,7,8.5,6,4,大久保友,52,芝1600,良,-16,1:34.0,0.7,88,10-11,34.5-35.3,34.9,424(-6),,出遅れ,ジュノー,120.0,2,1910.7,173.70000000000002,0.30000000000000004,89.9090909090909,-1,76,6.909090909090909,34.92727272727273,0.7987012987012987,10.0,11.0,7.0,6.0,-1.0,8.090909090909092,8.272727272727273,4.2727272727272725,4.454545454545454,0.18181818181818182,5,2.0,2.272727272727273
84,84,2022/04/02,2阪神3,晴,6,4歳以上1勝クラス,,17,2,3,8.1,3,2,和田竜二,55,芝1400,良,-15,1:21.4,0.4,91,5-6,34.5-35.0,34.9,456(+6),,出遅れ,メイショウホシアイ,310.0,3,1086.0,155.14285714285714,0.7000000000000001,85.85714285714286,4,65,9.285714285714286,34.82857142857142,0.6136363636363636,5.0,6.0,4.0,3.0,-1.0,4.428571428571429,3.5714285714285716,-1.4285714285714286,-2.2857142857142856,-0.8571428571428571,4,3.0,2.857142857142857
85,85,2022/04/02,2阪神3,晴,6,4歳以上1勝クラス,,17,5,9,43.3,8,10,角田大河,52,芝1400,良,-15,1:22.0,1.0,83,14-13,34.5-35.0,34.8,470(+2),,,メイショウホシアイ,0.0,4,1518.0,69.0,0.9227272727272726,82.36363636363636,10,394,17.90909090909091,35.80454545454546,0.6190476190476191,14.0,13.0,3.0,4.0,1.0,6.818181818181818,6.818181818181818,0.36363636363636365,0.36363636363636365,0.0,6,2.0,1.7272727272727273
86,86,2021/07/10,3小倉3,曇,8,3歳以上1勝クラス,,14,7,12,3.1,1,4,岩田望来,52,ダ1700,重,-26,1:43.1,0.3,90,12-11-10-8,29.8-36.8,36.4,496(+2),,出遅れ,スマートパルフェ,110.0,5,810.0,202.5,0.425,82.75,-9,49,12.25,37.125,0.8103448275862069,12.0,8.0,4.0,8.0,4.0,6.5,14.0,2.75,10.25,7.5,4,2.0,2.0
87,87,2021/12/14,園田,晴,3,C3一,,10,7,8,2.9,2,1,吉村智洋,56,ダ1400,良,2,1:34.0,0.0,29,2-2-1-1,0.0-41.8,41.7,496(-6),,,(ロジプリン),50.0,6,254.8,15.925,0.86875,39.4375,0,55,18.333333333333332,39.893750000000004,0.625,2.0,1.0,0.0,1.0,1.0,4.0625,4.6875,-0.875,-0.25,0.625,5,0.0,0.1875
88,88,2022/02/06,1小倉8,晴,9,波佐見特別(1勝クラス),,16,4,7,38.2,9,15,荻野極,56,芝1800,良,5,1:49.0,1.2,85,14-11-11-12,35.5-36.5,35.9,492(-2),,出遅れ,イザニコス,0.0,7,542.0,90.33333333333333,0.9333333333333332,74.0,16,34,5.666666666666667,36.13333333333333,0.4857142857142857,14.0,12.0,-3.0,-1.0,2.0,5.166666666666667,6.5,-1.8333333333333333,-0.5,1.3333333333333333,4,2.0,1.6666666666666667
89,89,2021/10/23,4阪神5,晴,8,3歳以上1勝クラス,,15,3,5,19.4,8,12,酒井学,55,芝1600,良,-13,1:35.8,0.9,83,5-4,37.1-33.6,34.2,456(+2),,,サマートゥリスト,0.0,8,810.0,135.0,0.7166666666666668,88.66666666666667,16,48,8.0,34.51666666666667,0.4084507042253521,5.0,4.0,-8.0,-7.0,1.0,7.166666666666667,7.166666666666667,-0.8333333333333334,-0.8333333333333334,0.0,4,2.0,2.6666666666666665
90,90,2022/04/02,2阪神3,晴,6,4歳以上1勝クラス,,17,5,10,269.2,16,16,富田暁,57,芝1400,良,-15,1:22.9,1.9,72,2-2,34.5-35.0,36.8,500(+8),,,メイショウホシアイ,0.0,9,1144.6,81.75714285714285,2.192857142857143,64.71428571428571,19,521,37.214285714285715,37.67142857142858,0.41420118343195267,2.0,2.0,-14.0,-14.0,0.0,5.0,4.0,-3.0714285714285716,-4.071428571428571,-1.0,5,2.0,1.7857142857142858
91,91,2022/04/02,2阪神3,晴,6,4歳以上1勝クラス,,17,4,8,184.9,14,8,服部寿希,52.0,芝1400,良,-15,1:21.8,0.8,85,10-10,34.5-35.0,34.8,444(+6),,,メイショウホシアイ,0.0,10,616.0,30.8,1.295,66.25,8,321,22.928571428571427,36.839999999999996,0.43478260869565216,10.0,10.0,2.0,2.0,0.0,7.3,6.85,-0.85,-1.3,-0.45,6,2.0,1.35
92,92,2022/03/21,2中京4,晴,7,4歳以上1勝クラス,,16,6,11,241.3,13,8,泉谷楓真,54,芝1600,良,-5,1:35.9,0.5,81,11-12-12,36.1-35.1,34.4,464(+6),,,ヴィアルークス,0.0,11,1892.0,54.05714285714286,1.057142857142857,77.6,20,768,21.942857142857143,36.93142857142856,0.5246252676659529,11.0,12.0,4.0,3.0,-1.0,7.628571428571429,7.428571428571429,0.2857142857142857,0.08571428571428572,-0.2,6,2.0,1.8285714285714285
93,93,2022/04/02,2阪神3,晴,6,4歳以上1勝クラス,,17,2,4,5.3,2,3,鮫島克駿,57,芝1400,良,-15,1:21.4,0.4,91,7-7,34.5-35.0,34.7,480(-2),,出遅れ,メイショウホシアイ,190.0,12,1845.0,141.92307692307693,0.4923076923076923,87.0,4,101,7.769230769230769,35.223076923076924,0.66875,7.0,7.0,4.0,4.0,0.0,4.076923076923077,4.0,-1.0,-1.0769230769230769,-0.07692307692307693,4,3.0,2.5384615384615383
94,94,2022/04/02,2阪神3,晴,6,4歳以上1勝クラス,,17,1,1,25.2,7,4,小沢大仁,55,芝1400,良,-15,1:21.5,0.5,90,7-8,34.5-35.0,34.8,494(+6),,出遅れ,メイショウホシアイ,120.0,13,1233.0,61.65,0.9700000000000001,81.0,5,308,15.4,35.519999999999996,0.5068493150684932,7.0,8.0,4.0,3.0,-1.0,6.5,6.35,-1.7,-1.85,-0.15,5,2.0,2.55
95,95,2022/02/06,1小倉8,晴,9,波佐見特別(1勝クラス),,16,3,6,20.7,8.0,12,藤岡康太,56,芝1800,良,5,1:48.6,0.8,89,15-15-11-11,35.5-36.5,35.5,500(0),,直線不利,イザニコス,0.0,14,1190.0,99.16666666666667,0.6416666666666666,83.33333333333333,12,158,13.166666666666666,35.391666666666666,0.61875,15.0,11.0,-1.0,3.0,4.0,6.5,7.333333333333333,0.4166666666666667,1.25,0.8333333333333334,4,2.0,1.8333333333333333
96,96,2022/03/27,3中山2,曇,10,春興S(3勝クラス),,16,4,8,2.2,1,1,浜中俊,56,芝1600,重,-1,1:34.1,0.0,104,5-3-2,34.9-36.1,35.8,500(+6),,,(ウインシャーロット),1875.7,1,5130.7,570.0777777777778,0.39999999999999997,90.77777777777777,-1,39,4.875,35.544444444444444,0.8018018018018018,5.0,2.0,1.0,4.0,3.0,5.444444444444445,5.333333333333333,2.0,1.8888888888888888,-0.1111111111111111,4,5.0,2.6666666666666665
97,97,2022/02/06,1東京4,曇,11,東京新聞杯(G3),,15,7,13,4.9,3,12,坂井瑠星,57,芝1600,良,-12,1:33.8,1.5,95,5-5,34.7-34.3,35.3,510(-2),,,イルーシヴパンサー,0.0,2,13327.8,1211.6181818181817,0.43636363636363645,97.63636363636364,0,11,1.0,34.9,0.75,5.0,5.0,-7.0,-7.0,0.0,2.727272727272727,2.8181818181818183,-1.5454545454545454,-1.4545454545454546,0.09090909090909091,4,6.0,6.454545454545454
98,98,2022/03/27,2阪神2,晴,11,六甲S(L),,18,5,10,5.4,2,2,吉田隼人,57,芝1600,稍,-9,1:33.9,0.2,96,4-5,35.0-34.7,34.5,470(0),,,エアロロノア,1011.6,3,13342.999999999998,833.9374999999999,0.3375,93.3125,-3,38,2.375,35.0,0.8153846153846154,4.0,5.0,3.0,2.0,-1.0,3.8125,5.625,0.5625,2.375,1.8125,5,0.0,3.5625
99,99,2022/02/12,1阪神1,晴,11,洛陽S(L),,17,7,13,34.0,10,16,酒井学,56,芝1600,良,-19.0,1:34.0,2.1,85.0,3-3,35.1-34.1,36.0,530(+4),,,エアファンディタ,0.0,4,21407.8,403.9207547169811,0.6490566037735851,94.86792452830188,-1,212,4.0,34.97735849056604,0.5366218236173393,3.0,3.0,-13.0,-13.0,0.0,4.886792452830188,4.226415094339623,-1.9622641509433962,-2.6226415094339623,-0.660377358490566,10,0.0,2.7169811320754715
100,100,2022/03/27,2阪神2,晴,11,六甲S(L),,18,6,12,6.7,4,1,幸英明,57,芝1600,稍,-9,1:33.7,0.0,98,10-7,35.0-34.7,34.0,500(-6),,,(ファルコニア),2540.6,5,11225.8,701.6125,0.2125,96.75,-5,22,1.375,34.237500000000004,0.8518518518518519,10.0,7.0,6.0,9.0,3.0,6.6875,7.25,3.6875,4.25,0.5625,5,0.0,2.5625
101,101,2022/03/27,2阪神2,晴,11,六甲S(L),,18,8,16,5.9,3,7,中井裕二,56,芝1600,稍,-9,1:34.4,0.7,91,3-3,35.0-34.7,35.2,492(+14),,,エアロロノア,0.0,6,6437.200000000001,1072.8666666666668,0.3833333333333333,96.5,2,-2,-0.3333333333333333,35.333333333333336,0.8,3.0,3.0,-4.0,-4.0,0.0,4.166666666666667,5.0,0.5,1.3333333333333333,0.8333333333333334,4,0.0,4.833333333333333
102,102,2022/02/27,2中山2,晴,11,中山記念(G2),,16,6,11,6.7,4,2,菅原明良,56,芝1800,良,-6,1:46.8,0.4,108,11-11-10-9,35.2-37.3,36.0,534(0),,,パンサラッサ,2732.4,7,17111.7,590.0586206896552,1.006896551724138,83.55172413793103,-17,467,16.678571428571427,36.16206896551724,0.5549738219895288,11.0,9.0,7.0,9.0,2.0,6.620689655172414,6.068965517241379,-0.2413793103448276,-0.7931034482758621,-0.5517241379310345,6,8.0,3.1379310344827585
103,103,2022/04/03,2阪神4,曇,10,心斎橋S(3勝クラス),,15,7,12,21.4,10,1,松田大作,57,芝1400,良,-10,1:20.3,0.0,109,15-14,34.1-35.0,33.3,446(+12),,出遅れ,(ソウルトレイン),1872.2,8,5140.6,571.1777777777778,0.7888888888888889,92.11111111111111,-7,77,8.555555555555555,35.233333333333334,0.5984848484848485,15.0,14.0,13.0,14.0,1.0,7.555555555555555,8.0,0.6666666666666666,1.1111111111111112,0.4444444444444444,4,5.0,5.888888888888889
104,104,2022/02/20,2小倉4,晴,11,小倉大賞典(G3),,16,7,13,45.0,12,10,荻野極,57.0,芝1800,稍,23,1:50.1,0.9,92,9-9-8-8,37.1-36.2,36.3,494(+14),,アオル,アリーヴォ,0.0,9,21837.6,808.8,0.4962962962962962,101.0,27,191,7.346153846153846,35.0,0.6821917808219178,9.0,8.0,-2.0,-1.0,1.0,8.481481481481481,9.037037037037036,3.185185185185185,3.740740740740741,0.5555555555555556,8,6.0,4.962962962962963
105,105,2022/01/30,1中京10,曇,11,シルクロードS(G3),,18,6,11,113.2,14,12,藤井勘一,53.0,芝1200,良,-10,1:08.9,0.8,90,18-17,33.6-34.5,33.7,470(+2),,,メイケイエール,0.0,10,15701.4,280.38214285714287,0.5107142857142858,97.75,7,236,4.290909090909091,34.28214285714285,0.6316489361702128,18.0,17.0,5.0,6.0,1.0,8.803571428571429,8.946428571428571,2.857142857142857,3.0,0.14285714285714285,9,6.0,1.5357142857142858
106,106,2022/02/12,1阪神1,晴,11,洛陽S(L),,17,3,6,4.6,2.0,1,福永祐一,55,芝1600,良,-19,1:31.9,0.0,107,11-10,35.1-34.1,33.3,464(+8),,,(ダーリントンホール),2537.1,11,8860.0,632.8571428571429,0.22142857142857145,95.85714285714286,-23,37,2.642857142857143,33.83571428571428,0.8541666666666666,11.0,10.0,9.0,10.0,1.0,10.571428571428571,10.571428571428571,7.571428571428571,7.571428571428571,0.0,5,0.0,2.7142857142857144
107,107,2022/01/05,1中京1,晴,11,スポニチ賞京都金杯(G3),,16,3,6,7.8,4,10,武豊,57,芝1600,良,-10,1:33.6,0.7,101,16-15-15,34.1-35.1,34.7,518(0),,出遅れ,ザダル,0.0,12,10789.699999999999,899.1416666666665,0.2833333333333333,98.75,-3,49,4.083333333333333,34.75,0.7839506172839507,16.0,15.0,5.0,6.0,1.0,5.416666666666667,5.75,1.5,1.8333333333333333,0.3333333333333333,6,6.0,3.4166666666666665
108,108,2022/02/20,1東京8,小雨,11,フェブラリーS(G1),,16,1,2,42.8,13,15,三浦皇成,57.0,ダ1600,重,-21,1:35.7,1.9,99,5-6,34.5-34.6,36.0,504(+4),,,カフェファラオ,0.0,13,29113.6,856.2823529411764,0.5911764705882351,102.23529411764706,0,-108,-3.375,34.84411764705882,0.6135371179039302,5.0,6.0,-9.0,-10.0,-1.0,4.411764705882353,3.7941176470588234,-1.7941176470588236,-2.411764705882353,-0.6176470588235294,8,8.0,5.647058823529412
109,109,2022/01/05,1中山1,晴,11,日刊スポ賞中山金杯(G3),,17,3,6,4.2,3,13,池添謙一,56,芝2000,良,-5,2:01.3,1.2,93,5-6-8-6,37.6-35.9,36.3,482(+8),,S接触,レッドガラン,0.0,14,8260.0,1032.5,0.8750000000000001,92.625,1,69,8.625,35.574999999999996,0.5727272727272728,5.0,6.0,-7.0,-8.0,-1.0,6.875,6.875,0.0,0.0,0.0,4,6.0,6.75
110,110,2022/02/06,1東京4,曇,11,東京新聞杯(G3),,15,4,7,66.5,13,13,石橋脩,59,芝1600,良,-12,1:34.1,1.8,92,2-2,34.7-34.3,36.0,478(0),,,イルーシヴパンサー,0.0,15,21952.100000000002,997.8227272727273,0.7045454545454545,97.4090909090909,2,44,2.0,34.21363636363637,0.5364238410596026,2.0,2.0,-11.0,-11.0,0.0,8.954545454545455,9.136363636363637,1.5909090909090908,1.7727272727272727,0.18181818181818182,6,6.0,5.363636363636363
111,111,2022/02/13,2小倉2,曇,10,太宰府特別(2勝クラス),,13,7,10,5.2,3,2,富田暁,54,芝1800,稍,9,1:49.5,0.2,84,5-7-9-10,36.5-36.4,35.8,490(0),,,ソニックベガ,608.8,1,2749.8,274.98,0.51,85.4,21,88,8.8,35.60000000000001,0.8057553956834532,5.0,10.0,8.0,3.0,-5.0,5.1,4.5,1.4,0.8,-0.6,4,4.0,2.4
112,112,2022/02/05,1東京3,曇,10,テレビ山梨杯(2勝クラス),,16,7,14,20.2,7,9,大野拓弥,55,芝1400,良,-15,1:21.5,1.0,91,13-12,33.8-35.5,33.8,478(-4),,出遅れ,ウインシャーロット,0.0,2,2781.0,213.92307692307693,0.6384615384615385,91.46153846153847,5,118,9.076923076923077,34.776923076923076,0.5986842105263158,13.0,12.0,3.0,4.0,1.0,7.923076923076923,11.0,2.230769230769231,5.3076923076923075,3.076923076923077,6,3.0,3.4615384615384617
113,113,2021/06/19,3阪神1,小雨,9,皆生特別(2勝クラス),,7,5,5,6.9,4.0,4,浜中俊,57,芝1600,重,8,1:36.3,0.4,87,2-2,36.1-35.8,36.0,518(-4),,,スカーフェイス,230.0,3,3717.3,142.97307692307692,1.473076923076923,81.5,21,463,17.807692307692307,36.51538461538461,0.4831081081081081,2.0,2.0,-2.0,-2.0,0.0,3.423076923076923,2.8461538461538463,-3.4615384615384617,-4.038461538461538,-0.5769230769230769,7,3.0,2.3846153846153846
114,114,2022/04/03,3中山4,曇,10,両国特別(2勝クラス),,10,3,3,88.0,10,8,黛弘人,57,芝1600,稍,0,1:36.7,1.1,79,4-5-4,36.6-35.1,35.7,486(+8),,,ヴィルヘルム,0.0,4,1926.6,74.1,1.4038461538461535,77.84615384615384,24,513,19.73076923076923,36.11153846153846,0.38977635782747605,4.0,4.0,-4.0,-4.0,0.0,7.230769230769231,6.730769230769231,-1.1153846153846154,-1.6153846153846154,-0.5,5,3.0,2.423076923076923
115,115,2022/04/10,2阪神6,晴,7,4歳以上2勝クラス,,10,4,4,24.2,5,6,角田大河,52,芝1600,良,-19,1:34.0,0.5,85,3-7,35.1-34.7,34.4,486(+10),,,ヴィアルークス,0.0,5,2667.0,140.3684210526316,0.5631578947368421,85.36842105263158,-1,215,11.31578947368421,36.084210526315786,0.6718146718146718,3.0,7.0,1.0,-3.0,-4.0,8.736842105263158,8.526315789473685,3.263157894736842,3.0526315789473686,-0.21052631578947367,5,3.0,2.526315789473684
116,116,2022/04/03,2阪神4,曇,7,4歳以上2勝クラス,,16,8,15,16.3,6,6,岩田望来,55,ダ1400,良,-4,1:25.8,1.4,81,2-2,35.6-36.5,37.8,510(-2),,,エイシンギアアップ,0.0,6,1797.0,149.75,0.8083333333333335,81.75,22,226,18.833333333333332,36.475,0.5634920634920635,2.0,2.0,-4.0,-4.0,0.0,3.6666666666666665,4.083333333333333,-1.9166666666666667,-1.5,0.4166666666666667,4,3.0,2.6666666666666665
117,117,2022/04/10,2阪神6,晴,7,4歳以上2勝クラス,,10,3,3,50.5,9,4,松若風馬,55,芝1600,良,-19,1:33.8,0.3,87,2-2,35.1-34.7,34.6,470(-8),,,ヴィアルークス,170.0,7,1500.0,136.36363636363637,0.9636363636363637,82.27272727272727,-4,155,14.090909090909092,35.67272727272727,0.4180327868852459,2.0,2.0,-2.0,-2.0,0.0,4.181818181818182,3.8181818181818183,-3.272727272727273,-3.6363636363636362,-0.36363636363636365,4,3.0,2.727272727272727
118,118,2022/04/02,2阪神3,晴,6,4歳以上1勝クラス,,17,7,13,57.2,9.0,7,松本大輝,53,芝1400,良,-15,1:21.7,0.7,87,10-10,34.5-35.0,34.8,454(-2),,出遅れ,メイショウホシアイ,0.0,8,2375.0,95.0,0.8280000000000001,81.84,7,418,16.72,35.912000000000006,0.6101190476190477,10.0,10.0,3.0,3.0,0.0,8.08,8.4,1.84,2.16,0.32,5,2.0,2.12
