,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,上り平均,勝率
34,34,2022/02/22,高知,晴,10,ファイナルレース,,12,6,8,20.4,10.0,1,多田羅誠,56.0,ダ1300,重,1,1:27.1,-0.9,27,6-6-7-3,0.0-41.5,40.6,450(-5),,,(キミノミラクル),50.0,5,134.0,8.375,2.49375,3.625,41.06250000000001,0.3835616438356164
35,35,2022/03/02,高知,晴,10,ファイナルレース,,12,5,6,12.2,7.0,5,西森将司,54,ダ1400,重,2.0,1:35.4,0.7,13.0,5-6-4-4,0.0-42.1,42.1,436(+3),,,バリブラック,5.0,6,147.5,5.9,2.0879999999999996,11.48,41.816,0.47717842323651455
36,36,2022/03/08,高知,晴,3,C3ー9,,9,1,1,153.8,7.0,5,佐原秀泰,56,ダ1300,良,6.0,1:28.5,1.1,15.0,5-5-4-4,0.0-42.2,41.1,489(-1),,,デルマニッコウ,5.0,7,741.5,17.654761904761905,1.5071428571428571,37.0,40.12857142857143,0.4626865671641791
37,37,2022/03/02,高知,晴,2,C3ー11,,8,3,3,5.4,3.0,1,石本純也,54.0,ダ1400,重,2.0,1:34.9,-0.1,19.0,1-1-1-1,0.0-41.2,41.2,448(+7),,,(アイアムヤルワヨ),50.0,8,555.0,8.80952380952381,2.0936507936507938,28.841269841269842,40.99841269841271,0.36
38,38,2022/03/02,高知,晴,10,ファイナルレース,,12,4,4,11.8,6.0,6,石本純也,56,ダ1400,重,2.0,1:35.5,0.8,12.0,11-12-10-8,0.0-42.1,41.4,402(0),,,バリブラック,0.0,9,116.7,2.334,2.0400000000000005,5.98,41.1,0.43253968253968256
39,39,2022/02/08,高知,曇,9,クロッカス特別,,11,6,6,5.4,4,5,岡村卓弥,56,ダ1400,稍,5,1:33.2,0.5,41,3-3-3-1,0.0-40.2,40.6,511(+10),,,トラストドーベル,10.0,1,282.5,16.61764705882353,1.435294117647059,47.11764705882353,39.617647058823536,0.6304347826086957
40,40,2022/01/23,高知,雨,1,C3ー4,,8,6,6,4.5,2,3,塚本雄大,54,ダ1300,重,-11,1:25.5,0.7,35,4-4-2-2,0.0-38.8,39.2,462(+3),,,メイショウロサン,10.0,2,462.5,33.035714285714285,1.1214285714285714,47.92857142857143,38.50714285714286,0.6848484848484848
41,41,2022/02/08,高知,曇,9,クロッカス特別,,11,7,9,3.5,2.0,7,西川敏弘,56,ダ1400,稍,5,1:33.5,0.8,37,6-6-5-7,0.0-40.2,40.4,516(+2),,,トラストドーベル,0.0,3,7459.6,186.49,0.67,72.825,37.9725,0.6889848812095032
42,42,2022/02/01,高知,晴,8,ユキワリイチゲ特別,,8,1,1,8.8,4,6,大澤誠志,56,ダ1300,重,-7,1:26.6,0.6,25,1-1-1-1,0.0-41.1,41.7,496(+5),,,フォーカード,0.0,4,7210.5,109.25,1.2272727272727273,63.25757575757576,39.53333333333332,0.5287817938420348
43,43,2022/02/01,高知,晴,8,ユキワリイチゲ特別,,8,5,5,19.3,6,4,倉兼育康,56,ダ1300,重,-7,1:26.6,0.6,25,7-8-8-8,0.0-41.1,40.1,497(-2),,,フォーカード,15.0,5,282.5,12.840909090909092,1.1590909090909094,35.31818181818182,39.695454545454545,0.6724890829694323
44,44,2022/02/01,高知,晴,4,C3ー4,,8,2,2,1.4,1,4,塚本雄大,56,ダ1400,重,-7,1:35.2,1.7,6,1-1-1-2,0.0-40.3,42.0,508(+16),,,メイショウモチヅキ,7.5,6,707.5,54.42307692307692,1.6538461538461537,59.76923076923077,37.90769230769231,0.21212121212121213
45,45,2022/02/08,高知,曇,4,C3ー3,,10,3,3,48.7,6,4,西森将司,56,ダ1400,稍,5,1:35.4,0.5,16,9-9-8-9,0.0-42.1,40.0,475(+6),,,ファムファタル,7.5,7,230.6,3.7193548387096773,1.9806451612903229,13.951612903225806,40.24354838709677,0.4449612403100775
46,46,2022/02/01,高知,晴,5,C3ー3,,7,2,2,115.4,7,6,木村直輝,56,ダ1300,重,-7,1:28.8,2.1,-1,7-7-6-6,0.0-41.1,42.4,496(-6),,,グラビット,0.0,8,1205.5,25.114583333333332,1.4604166666666663,38.833333333333336,39.64375,0.4412296564195298
47,47,2022/02/01,高知,晴,10,ファイナルレース,,12,5,6,81.3,12.0,11,葛山晃平,56,ダ1400,重,-7,1:36.8,1.7,-12,8-8-8-11,0.0-41.4,42.4,512(+2),,,ミヤジシルフィード,0.0,9,449.1,14.034375,1.740625,24.84375,40.625,0.5073746312684366
48,48,2022/01/19,高知,晴,8,カミツレのお茶は特別,,9,2,2,1.9,1,1,郷間勇太,56,ダ1400,良,4,1:31.6,-1.5,58,1-1-1-1,0.0-39.5,39.5,478(-5),,,(タイセイシャトル),70.0,1,1534.5,59.01923076923077,0.5807692307692307,56.76923076923077,38.911538461538456,0.5928571428571429
49,49,2022/01/12,高知,晴,9,轟公園特別,,8,1,1,4.9,3.0,2,西川敏弘,56,ダ1600,稍,11.0,1:47.3,1.1,52.0,5-5-6-5,0.0-39.1,39.5,516(-7),,,エイシンピストン,42.0,2,2431.0,65.70270270270271,1.1108108108108106,56.972972972972975,39.335135135135125,0.608
50,50,2022/01/25,高知,曇,9,Bー2,,12,6,7,7.5,3,7,郷間勇太,56,ダ1400,不,-11.0,1:31.9,1.7,39.0,9-10-11-8,0.0-39.3,39.4,504(0),,,エイシンピストン,0.0,3,2537.6,79.3,1.33125,64.8125,39.1,0.5169230769230769
51,51,2022/01/19,高知,晴,9,入野松原特別,,10,5,5,2.3,1,2,塚本雄大,56,ダ1400,良,4,1:32.6,0.2,46,2-2-2-1,0.0-40.4,40.5,499(+1),,,ラデツキー,42.0,4,1205.0,80.33333333333333,0.5666666666666667,52.6,39.03333333333333,0.6549295774647887
52,52,2022/01/25,高知,曇,8,BC1混合,,12,8,11,2.0,1,1,宮川実,55,ダ1400,不,-11,1:31.6,0.0,43,2-2-2-1,0.0-39.4,39.3,513(+1),,,(トーセンジャック),100.0,5,1175.0,43.51851851851852,1.2444444444444445,56.074074074074076,38.9962962962963,0.524390243902439
53,53,2021/12/07,水沢,小雨,11,師走特別,,12,3,3,8.6,5.0,4.0,阿部英俊,56,ダ1600,不,-33.0,1:40.0,1.0,62.0,6-5-3-3,0.0-36.8,37.2,562(+11),,,パンプキンズ,10.0,6.0,1825.0,60.833333333333336,1.7733333333333332,54.53333333333333,39.926666666666655,0.4820846905537459
54,54,2022/01/25,高知,曇,9,Bー2,,12,4,4,161.5,11.0,9.0,大澤誠志,56,ダ1400,不,-11.0,1:32.8,2.6,29.0,11-11-12-9,0.0-39.3,40.2,515(+2),,,エイシンピストン,0.0,7.0,2157.9,24.52159090909091,0.9204545454545456,49.88636363636363,39.24999999999999,0.643956043956044
55,55,2022/01/25,高知,曇,9,Bー2,,12,5,5,73.2,9.0,11,塚本雄大,54,ダ1400,不,-11,1:34.7,4.5,8,5-5-8-12,0.0-39.3,42.6,436(-3),,,エイシンピストン,0.0,8,1012.5,26.644736842105264,1.336842105263158,39.05263157894737,40.51578947368422,0.5342105263157895
56,56,2022/01/25,高知,曇,8,BC1混合,,12,3,3,34.9,7,12,佐原秀泰,54,ダ1400,不,-11,1:34.0,2.4,16,1-1-1-5,0.0-39.4,41.8,433(+4),,,ライトマン,0.0,9,998.5,22.693181818181817,1.3386363636363638,24.068181818181817,41.64090909090908,0.5786802030456852
57,57,2021/12/18,高知,晴,7,ありがとう徳安特別,,10,2,2,27.6,7.0,2,佐原秀泰,56,ダ1400,不,-7,1:32.5,0.2,36,6-6-7-4,0.0-40.7,39.8,501(-2),,,メイショウカンキ,17.5,1,399.5,24.96875,1.74375,32.75,39.956250000000004,0.46308724832214765
58,58,2021/12/19,高知,晴,11,ファイナルレース,,12,6,7,7.2,2.0,4,岡村卓弥,56.0,ダ1400,不,-5,1:33.8,0.6,24,5-6-6-4,0.0-41.1,41.2,444(-1),,,リュウノワシントン,7.5,2,365.9,17.423809523809524,1.4047619047619047,21.80952380952381,41.023809523809526,0.5865384615384616
59,59,2021/09/06,大井,曇,12,1992地下道Luc,,15,7,13,245.2,13.0,15,千田洋,56,ダ1600,重,-4,1:46.6,4.5,23,15-15-15-15,37.4-39.7,41.6,465(+1),,,ホーリーナイトキス,0.0,3,1690.0,56.333333333333336,1.9733333333333334,55.9,39.76,0.34102564102564104
60,60,2021/12/18,高知,晴,6,弘秋和道おおきに特別,,9,5,5,1.5,1.0,2,倉兼育康,56,ダ1400,不,-7,1:33.1,0.2,30,8-7-6-2,0.0-41.0,39.9,494(-10),,,トミケンサルタール,17.5,4,245.0,12.894736842105264,1.1842105263157894,35.89473684210526,39.731578947368426,0.6747572815533981
61,61,2021/11/28,高知,晴,1,神崎風花祝ご成人特別,,12,8,12,6.1,3.0,8,西川敏弘,56,ダ1300,重,1,1:27.1,1.6,27,4-2-2-6,0.0-40.8,42.1,455(-1),,,マイネルブロッケン,0.0,5,3702.1,66.10892857142856,1.1125000000000003,69.21428571428571,38.59107142857142,0.5648967551622419
62,62,2021/10/31,高知,曇,11,リンドウ特別,,8,7,7,72.1,7.0,8,妹尾浩一,54,ダ1400,不,-25,1:34.3,4.5,-2,1-1-1-8,0.0-39.9,44.4,423(+1),,,ライトマン,0.0,6,355.0,23.666666666666668,1.1400000000000003,12.266666666666667,41.6,0.6829268292682927
63,63,2021/12/18,高知,晴,7,ありがとう徳安特別,,10,3,3,10.6,2.0,4,永森大智,56.0,ダ1400,不,-7,1:33.4,1.1,26,1-1-1-1,0.0-40.7,41.8,555(+2),,,メイショウカンキ,7.5,7,1129.9,25.67954545454546,1.747727272727272,44.11363636363637,40.29772727272726,0.45727482678983833
64,64,2021/12/18,高知,晴,8,C3ー8,,10,3,3,5.4,2.0,6,赤岡修次,56.0,ダ1400,不,-7,1:34.4,2.5,15,3-3-3-6,0.0-40.2,42.4,494(-9),,,ホウオウジョーカー,0.0,8,1549.0,37.78048780487805,1.1439024390243906,50.951219512195124,40.4951219512195,0.6025369978858351
65,65,2021/12/18,高知,晴,7,ありがとう徳安特別,,10,6,6,86.7,9.0,5,西森将司,56.0,ダ1400,不,-7,1:33.8,1.5,22,7-7-9-9,0.0-40.7,40.7,473(-2),,,メイショウカンキ,5.0,9,378.0,10.8,1.4599999999999997,24.314285714285713,40.540000000000006,0.5327380952380952
66,66,2021/12/18,高知,晴,8,C3ー8,,10,7,8,308.3,9.0,8,木村直輝,54,ダ1400,不,-7.0,1:35.0,3.1,9.0,8-8-9-9,0.0-40.2,41.9,440(-4),,,ホウオウジョーカー,0.0,10,482.0,5.670588235294118,1.5788235294117643,31.04705882352941,40.188235294117625,0.4929078014184397
67,67,2021/12/18,高知,晴,8,C3ー8,,10,5,5,261.5,8.0,10,上田将司,54,ダ1400,不,-7.0,1:36.2,4.3,-5.0,4-5-7-8,0.0-40.2,43.7,447(+4),,,ホウオウジョーカー,0.0,11,422.79999999999995,2.562424242424242,1.996363636363637,21.654545454545456,41.909090909090885,0.41498371335504886
68,68,2021/12/18,高知,晴,8,C3ー8,,10,7,9,357.2,10.0,9,大澤誠志,56,ダ1400,不,-7,1:35.4,3.5,4,10-10-10-10,0.0-40.2,41.8,467(+2),,,ホウオウジョーカー,0.0,12,373.3999999999999,6.022580645161289,1.943548387096774,16.14516129032258,41.40645161290324,0.4586206896551724
69,69,2021/12/12,高知,晴,6,TT結婚13周年特別,,12,5,6,10.3,4,2,岡村卓弥,56,ダ1400,重,-4.0,1:32.0,0.0,45.0,10-8-6-4,0.0-39.7,38.8,437(-3),,,アイメイドイット,24.5,1,636.3999999999999,25.455999999999996,0.58,33.92,39.69200000000001,0.7043478260869566
70,70,2021/12/12,高知,晴,6,TT結婚13周年特別,,12,8,11,1.5,1,1,赤岡修次,54,ダ1400,重,-4.0,1:32.0,0.0,45.0,1-1-1-1,0.0-39.7,39.7,441(-4),,,(エイシンピストン),70.0,2,1646.5,49.89393939393939,1.0363636363636362,53.24242424242424,40.04545454545455,0.6445012787723785
71,71,2021/12/12,高知,晴,8,C1ー5,,11,6,6,1.5,1,1,多田羅誠,56,ダ1400,重,-4.0,1:32.7,0.0,37.0,7-8-5-2,0.0-40.6,40.1,510(-5),,,(タイムオブザーバー),70.0,3,981.0,44.59090909090909,1.2863636363636366,48.95454545454545,39.345454545454544,0.5909090909090909
72,72,2021/12/12,高知,晴,7,C1ー2,,10,1,1,3.4,2.0,3.0,西川敏弘,56,ダ1400,重,-4.0,1:32.7,0.8,37.0,8-9-9-5,0.0-39.7,39.5,465(+1),,,カドフィール,14.0,4.0,592.4999999999999,19.749999999999996,0.4633333333333333,42.06666666666667,39.47666666666667,0.7589928057553957
73,73,2021/12/12,高知,晴,10,サイト開設4周年特別,,8,6,6,5.7,2.0,2,多田羅誠,54.0,ダ1400,重,-4.0,1:32.3,0.0,42.0,7-6-6-6,0.0-41.0,39.5,460(-9),,,エスシーヴァローナ,24.5,5,2423.5,57.70238095238095,1.4214285714285713,63.11904761904762,38.81666666666667,0.4725050916496945
74,74,2021/12/12,高知,晴,9,C1ー4,,11,5,5,42.1,8.0,3,西川敏弘,56.0,ダ1400,重,-4.0,1:32.7,0.9,37.0,3-3-3-3,0.0-40.3,40.7,544(-7),,,コウエイバクシン,14.0,6,2767.0,24.06086956521739,1.3669565217391297,46.643478260869564,,0.5481548154815482
75,75,2021/12/12,高知,晴,9,C1ー4,,11,8,11,5.6,2,2,赤岡修次,56,ダ1400,重,-4.0,1:32.4,0.6,41.0,2-2-2-2,0.0-40.3,40.7,473(-3),,,コウエイバクシン,24.5,7,2108.5,87.85416666666667,1.2666666666666668,59.541666666666664,39.00833333333333,0.4925373134328358
76,76,2021/12/12,高知,晴,10,サイト開設4周年特別,,8,1,1,9.1,6,3,上田将司,56.0,ダ1400,重,-4.0,1:32.4,0.1,41.0,8-7-7-4,0.0-41.0,39.7,475(+3),,,エスシーヴァローナ,14.0,8,2312.0,50.26086956521739,1.2608695652173907,57.369565217391305,39.358695652173914,0.5509355509355509
77,77,2021/12/12,高知,晴,8,C1ー5,,11,2,2,9.7,3,3,林謙佑,56,ダ1400,重,-4.0,1:33.6,0.9,27.0,8-9-8-6,0.0-40.6,40.7,466(-2),,,トーセンジャック,14.0,9,869.8,19.328888888888887,1.128888888888889,41.71111111111111,39.63333333333334,0.6004464285714286
78,78,2021/11/13,高知,晴,4,C3ー2,,10,4,4,81.1,8,4,木村直輝,56,ダ1600,重,1,1:50.0,1.2,16,8-8-10-9,0.0-41.2,41.2,491(+10),,,ドゥーカ,7.5,1,727.8999999999997,9.45324675324675,1.3870129870129868,35.18181818181818,40.37402597402597,0.5317139001349528
79,79,2021/11/13,高知,晴,5,徳島県うずしお特別,,11,3,3,153.4,10.0,10,大澤誠志,54,ダ1600,重,1,1:50.4,2.1,12,1-1-3-8,0.0-41.3,43.4,433(+4),,,ミラクルヒッター,0.0,2,605.5,6.880681818181818,1.5647727272727272,24.238636363636363,40.77272727272728,0.5169590643274854
80,80,2021/11/13,高知,晴,5,徳島県うずしお特別,,11,4,4,3.4,2,9,山崎雅由,56,ダ1600,重,1,1:50.1,1.8,15,11-11-11-10,0.0-41.3,41.5,462(+4),,,ミラクルヒッター,0.0,3,917.5,43.69047619047619,1.3333333333333333,50.095238095238095,38.46666666666666,0.6017699115044248
81,81,2021/11/13,高知,晴,9,C2ー4,,11,1,1,410.8,10,9,大澤誠志,56,ダ1600,重,1,1:50.3,2.7,13,9-9-8-9,0.0-40.4,42.0,502(+9),,,デルマフゲン,0.0,4,498.5,4.747619047619048,1.516190476190476,22.895238095238096,41.376190476190494,0.5204918032786885
82,82,2021/11/13,高知,晴,6,C1C2混合,,8,4,4,255.2,8.0,7.0,別府真衣,51,ダ1600,重,1,1:51.4,4.6,3,7-8-8-7,0.0-39.4,42.6,455(+1),,,シアーライン,0.0,5.0,2447.7,33.530136986301365,1.4726027397260273,45.02739726027397,40.13835616438357,0.4879356568364611
