,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,上り平均,勝率
370,370,2019/03/10,高知,雨,10,啓蟄特別,,12,7,9,17.9,5.0,4,郷間勇太,56,ダ1400,不,-11,1:31.7,0.8,41,1-1-1-1,0.0-40.2,41.0,501(-4),,,ビービーロンギング,7.5,9,229.9,7.416129032258064,1.532258064516129,30.677419354838708,41.84838709677419,0.5981012658227848
371,371,2019/02/03,1東京4,晴,10,銀蹄S(1600万下),,16,4,8,87.9,12,10,蛯名正義,55,ダ1400,稍,-4,1:25.3,0.9,90,10-11,36.1-35.9,36.0,486(-2),,,スズカコーズライン,0.0,1,6615.599999999999,254.44615384615383,0.573076923076923,94.73076923076923,37.334615384615375,0.6983695652173914
372,372,2019/02/27,高知,雨,10,楠山公園特別,,9,6,6,14.0,7.0,9,宮川実,56,ダ1600,重,18,1:51.4,4.0,20,6-6-5-8,0.0-41.3,44.7,507(+13),,,ピースフルリバティ,0.0,2,2045.7,37.88333333333333,1.5407407407407414,60.388888888888886,39.84444444444445,0.4661290322580645
373,373,2019/03/05,高知,晴,9,桜ヶ丘公園特別,,10,8,9,16.0,6.0,6.0,岡村卓弥,56,ダ1400,不,2.0,1:33.6,1.8,33.0,2-2-2-7,0.0-39.6,41.3,497(-2),,,シーリーヴェール,0.0,3.0,1615.5,34.37234042553192,1.4042553191489364,55.276595744680854,39.55319148936171,0.46223021582733814
374,374,2019/02/27,高知,雨,10,楠山公園特別,,9,4,4,6.0,4,6,畑中信司,56.0,ダ1600,重,18,1:49.3,1.9,40,2-3-3-4,0.0-41.3,42.9,516(-2),,,ピースフルリバティ,0.0,4,1560.0,37.142857142857146,1.0714285714285718,60.88095238095238,,0.6223277909738717
375,375,2019/03/05,高知,晴,10,ファイナルレース,,12,7,9,25.0,10.0,4,嬉勝則,56,ダ1400,不,2.0,1:34.1,1.0,28.0,12-12-12-8,0.0-40.8,40.4,430(-3),,,アサクサチャンス,7.5,5,764.1,4.961688311688312,1.3577922077922084,42.33766233766234,39.58506493506494,0.5530685920577617
376,376,2019/02/13,高知,晴,10,入野松原特別,,9,3,3,62.3,9.0,9,米倉知,56,ダ1400,不,-12.0,1:33.7,3.2,18.0,8-9-9-9,0.0-39.3,40.7,503(0),,,クインズハリジャン,0.0,6,1729.4,19.215555555555557,1.3355555555555554,47.46666666666667,40.26333333333333,0.4955312810327706
377,377,2019/02/27,高知,雨,8,竹村和成浦和記念特別,,8,6,6,16.6,5.0,4.0,上田将司,54,ダ1600,重,18.0,1:51.7,1.4,17.0,6-6-5-2,0.0-40.8,41.5,429(-2),,,アルディバイン,7.5,7.0,434.8,5.875675675675676,1.3405405405405402,33.013513513513516,40.31486486486488,0.5767575322812052
378,378,2019/03/05,高知,晴,10,ファイナルレース,,12,1,1,46.4,12.0,12.0,山頭信義,56,ダ1400,不,2.0,1:36.6,3.5,0.0,8-7-6-12,0.0-40.8,43.6,483(+3),,,アサクサチャンス,0.0,8.0,283.20000000000005,3.4536585365853663,1.2865853658536586,32.19512195121951,40.471951219512185,0.586848635235732
379,379,2018/12/09,4中京4,晴,8,3歳以上500万下,,16,7,14,315.8,16,13,井上敏樹,54,芝1600,良,-8,1:35.7,1.2,82,11-16-16,33.7-37.5,35.3,436(+4),,,エイムアンドエンド,0.0,1,580.0,26.363636363636363,1.1681818181818184,65.68181818181819,38.09090909090909,0.4845360824742268
380,380,2019/02/17,高知,晴,2,C3ー2,,10,7,8,2.1,1.0,1,永森大智,54,ダ1400,不,0,1:33.0,-1.2,38,3-3-2-1,0.0-40.6,40.5,439(+3),,,(ブチャコ),20.0,2,334.6,19.68235294117647,0.8764705882352941,45.64705882352941,38.923529411764704,0.6648936170212766
381,381,2019/02/24,高知,晴,3,安田ろろ誕生日特別,,9,3,3,1.9,1,2,郷間勇太,54,ダ1600,重,11,1:49.9,0.2,27,1-1-1-1,0.0-40.7,40.9,431(-4),,,ダマデノーチェ,14.0,3,487.0000000000001,6.407894736842107,1.0052631578947369,46.44736842105263,39.47631578947368,0.6426380368098159
382,382,2019/02/19,高知,曇,8,パンジー特別,,11,1,1,2.5,1.0,4,永森大智,56,ダ1400,不,-14,1:31.8,0.5,37,1-1-1-1,0.0-41.7,42.2,501(-3),,,マディディ,4.5,4,157.0,5.233333333333333,1.2199999999999998,31.6,41.35000000000001,0.5649122807017544
383,383,2019/02/24,高知,晴,4,麗しの淺間純香特別,,8,6,6,99.0,7.0,8.0,西森将司,56,ダ1600,重,11.0,1:53.0,3.8,-3.0,8-8-7-7,0.0-40.3,43.3,522(+3),,,セイソ,0.0,5.0,421.9,4.056730769230769,1.8221153846153844,23.78846153846154,40.89423076923075,0.41040462427745666
384,384,2019/02/24,高知,晴,4,麗しの淺間純香特別,,8,8,8,196.4,8.0,6,塚本雄大,53,ダ1600,重,11.0,1:52.1,2.9,6.0,5-5-6-6,0.0-40.3,42.4,451(-4),,,セイソ,0.0,6,223.7,1.8798319327731092,2.1672268907563024,22.941176470588236,41.97478991596641,0.31180017226528856
385,385,2019/02/17,高知,晴,3,天使のささやき2特別,,10,1,1,21.1,4.0,10.0,林謙佑,54,ダ1400,不,0.0,1:36.6,3.4,-2.0,3-3-6-7,0.0-40.4,43.2,438(-3),,,ビービーロンギング,0.0,7.0,192.7,3.0109375,1.8671875000000002,16.65625,41.621875,0.4654895666131621
386,386,2019/02/17,高知,晴,3,天使のささやき2特別,,10,8,10,91.2,8.0,7.0,山崎雅由,54,ダ1400,不,0.0,1:35.2,2.0,13.0,2-2-2-5,0.0-40.4,42.3,458(-1),,,ビービーロンギング,0.0,8.0,219.50000000000003,2.709876543209877,1.986419753086421,17.567901234567902,41.51975308641974,0.428
387,387,2019/02/24,高知,晴,8,C2ー5,,8,7,7,41.2,8.0,8.0,石本純也,54,ダ1600,重,11.0,1:52.3,2.5,4.0,7-7-7-7,0.0-41.5,42.9,448(-7),,,スプリットセコンド,0.0,9.0,201.40000000000003,2.83661971830986,1.947887323943662,13.32394366197183,41.509859154929586,0.3958333333333333
388,388,2018/10/13,高知,晴,12,ファイナルレース,,10,8,10,98.6,10.0,7.0,塚本雄大,53,ダ1300,重,11.0,1:28.8,1.7,17.0,8-8-9-8,0.0-41.3,41.8,442(+2),,,リュウノクレセント,0.0,1.0,197.40000000000003,3.2900000000000005,1.77,14.85,41.400000000000006,0.4290657439446367
389,389,2018/10/14,高知,晴,2,C3ー4,,12,6,7,145.1,9.0,10.0,大澤誠志,54,ダ1300,重,6.0,1:30.0,2.6,-3.0,12-12-12-11,0.0-40.9,42.0,445(-2),,,ロックガール,0.0,2.0,397.0,5.513888888888889,1.8347222222222221,24.583333333333332,40.005555555555546,0.4402332361516035
390,390,2018/10/13,高知,晴,12,ファイナルレース,,10,5,5,9.6,5.0,8,佐原秀泰,56,ダ1300,重,11.0,1:29.0,1.9,14.0,9-9-8-7,0.0-41.3,42.1,485(+5),,,リュウノクレセント,0.0,3,226.5,11.325,1.92,31.95,41.205,0.4908256880733945
391,391,2018/10/13,高知,晴,2,C3ー6,,10,7,7,95.4,7.0,9,岡村卓弥,56,ダ1300,重,11.0,1:29.7,1.7,6.0,8-10-10-10,0.0-42.1,42.0,475(+9),,,アタゴタイゼン,0.0,4,128.70000000000002,2.738297872340426,1.446808510638298,33.5531914893617,39.98510638297871,0.5320088300220751
392,392,2018/10/14,高知,晴,4,頑張れ!高知競馬特別,,11,3,3,519.4,10.0,7.0,松木大地,53,ダ1400,重,6.0,1:36.3,3.5,7.0,10-11-11-11,0.0-40.2,42.2,445(-2),,,アスターレジェンド,0.0,5.0,199.50000000000003,2.770833333333334,1.927777777777778,18.694444444444443,41.38194444444443,0.44227886056971516
393,393,2018/10/14,高知,晴,2,C3ー4,,12,5,5,259.2,11.0,9,別府真衣,55,ダ1300,重,6.0,1:29.9,2.5,-1.0,8-9-8-8,0.0-40.9,42.4,455(-2),,,ロックガール,0.0,6,438.9,3.597540983606557,1.4426229508196722,28.557377049180328,40.96557377049179,0.4770716009654063
394,394,2018/10/21,高知,晴,9,山田隆博無双だぜ特別,,12,4,4,143.5,10.0,3,塚本雄大,52,ダ1300,良,15.0,1:28.9,0.9,20.0,7-6-6-3,0.0-41.6,41.7,502(-5),,,セイカポコアポコ,1.8,7,127.60000000000002,1.2388349514563108,1.6281553398058255,22.9126213592233,40.74271844660195,0.48743718592964824
395,395,2018/10/13,高知,晴,2,C3ー6,,10,2,2,190.9,8.0,8.0,山崎雅由,56,ダ1300,重,11.0,1:29.6,1.6,7.0,10-8-8-9,0.0-42.1,42.5,485(-1),,,アタゴタイゼン,0.0,8.0,1207.7,10.97909090909091,1.2945454545454547,35.60909090909091,40.029999999999994,0.5336879432624113
396,396,2018/10/14,高知,晴,4,頑張れ!高知競馬特別,,11,8,10,469.9,9.0,6,山崎雅由,56,ダ1400,重,6.0,1:36.2,3.4,8.0,7-7-7-4,0.0-40.2,43.0,500(+5),,,アスターレジェンド,0.0,9,963.3,9.633,1.3149999999999997,37.93,40.782000000000004,0.5442922374429223
397,397,2018/10/13,高知,晴,2,C3ー6,,10,8,9,190.9,8.0,6.0,西森将司,54,ダ1300,重,11.0,1:28.9,0.9,16.0,9-9-9-6,0.0-42.1,41.4,436(+3),,,アタゴタイゼン,0.0,10.0,157.6,4.775757575757575,1.906060606060606,14.93939393939394,41.6090909090909,0.4504792332268371
398,398,2018/10/14,高知,晴,2,C3ー4,,12,8,12,518.5,12.0,8.0,林謙佑,54,ダ1300,重,6.0,1:29.6,2.2,2.0,11-11-11-9,0.0-40.9,41.7,424(+2),,,ロックガール,0.0,11.0,109.7,1.9589285714285716,1.6339285714285712,15.160714285714286,41.67321428571429,0.5057251908396947
399,399,2018/10/14,高知,晴,2,C3ー4,,12,3,3,226.8,10.0,11.0,倉兼育康,56,ダ1300,重,6.0,1:30.6,3.2,-10.0,7-6-7-12,0.0-40.9,43.3,510(+2),,,ロックガール,0.0,12.0,108.2,2.5761904761904764,2.2952380952380955,9.761904761904763,41.86190476190476,0.38944723618090454
400,400,2018/09/24,高知,曇,7,オミナエシ特別,,10,8,9,5.2,2.0,2,宮川実,56,ダ1300,重,-2,1:24.4,0.1,57,5-5-5-2,0.0-40.0,39.2,491(-7),,,エイシンルックス,9.0,1,321.9,12.38076923076923,0.8538461538461538,57.46153846153846,39.48076923076923,0.5491525423728814
401,401,2018/09/24,高知,曇,5,C2ー8,,10,5,5,1.1,1.0,1,永森大智,56,ダ1400,重,-2.0,1:32.8,0.0,38.0,4-4-3-2,0.0-40.6,40.3,467(+2),,,(ミコエバー),30.0,2,2163.0,69.7741935483871,1.4290322580645158,59.61290322580645,39.37096774193548,0.5489130434782609
402,402,2018/09/20,笠松,雨,12,夜長特別,,9,5,5,141.4,9.0,8,大塚研司,54,ダ1600,重,-16.0,1:42.1,2.9,61.0,9-9-8,0.0-38.1,38.5,445(-2),,,ドレッドノート,0.0,3,378.50000000000006,5.184931506849316,1.2438356164383557,57.054794520547944,39.05068493150685,0.5209380234505863
403,403,2018/09/24,高知,曇,3,C3ー3,,10,8,9,5.1,2.0,2,宮川実,54,ダ1300,重,-2.0,1:25.7,0.9,41.0,1-1-1-2,0.0-40.5,41.4,459(-7),,,ノーフェイト,6.0,4,149.6,7.873684210526315,0.7894736842105263,41.421052631578945,39.60526315789473,0.6983240223463687
404,404,2018/09/23,高知,曇,4,C2ー6,,12,5,6,77.8,10.0,9.0,塚本雄大,55,ダ1400,重,3.0,1:35.1,2.8,17.0,11-11-11-10,0.0-40.9,41.9,498(0),,,タンサンドール,0.0,5.0,508.4,7.2628571428571425,1.5671428571428574,31.214285714285715,40.44857142857143,0.5228215767634855
405,405,2018/09/23,高知,曇,9,高橋村野松岡檀上特別,,12,2,2,179.6,11.0,11,山崎雅由,56,ダ1400,重,3.0,1:36.9,4.0,-3.0,4-4-4-9,0.0-41.6,44.6,495(+1),,,ハイレートクライム,0.0,6,963.3,9.73030303030303,1.3080808080808077,38.313131313131315,40.75252525252526,0.5470479704797048
406,406,2018/09/23,高知,曇,4,C2ー6,,12,2,2,184.7,11.0,12.0,山崎雅由,54,ダ1400,重,3.0,1:37.6,5.3,-10.0,3-4-7-12,0.0-40.9,45.2,447(-3),,,タンサンドール,0.0,7.0,197.00000000000003,2.774647887323944,1.9366197183098592,18.845070422535212,41.35774647887323,0.43902439024390244
407,407,2018/09/24,高知,曇,4,C3ー2,,10,7,7,85.2,9.0,5.0,林謙佑,54,ダ1300,重,-2.0,1:27.6,2.2,18.0,8-7-8-7,0.0-40.0,41.5,428(-5),,,ネイティブゴールド,1.0,8.0,169.7,3.3274509803921566,1.890196078431373,17.274509803921568,41.49411764705882,0.4717741935483871
408,408,2018/09/23,高知,曇,7,秋分特別,,12,8,12,3.9,2.0,1.0,林謙佑,54,ダ1300,重,3.0,1:26.8,-0.4,33.0,2-2-2-1,0.0-41.6,41.5,475(-6),,,(アムールバローズ),20.0,9.0,173.49999999999991,1.4703389830508466,1.981355932203389,15.822033898305085,41.82881355932203,0.39681208053691275
409,409,2018/09/24,高知,曇,4,C3ー2,,10,7,8,9.3,5.0,6.0,山頭信義,56,ダ1300,重,-2.0,1:28.2,2.8,11.0,6-6-5-6,0.0-40.0,42.4,496(+14),,,ネイティブゴールド,0.0,10.0,185.8,7.1461538461538465,1.4038461538461542,26.73076923076923,41.157692307692315,0.5299145299145299
410,410,2018/09/24,高知,曇,2,C3ー4,,8,4,4,6.1,2.0,1,佐原秀泰,54,ダ1300,重,-2,1:26.4,-0.4,33,1-1-1-1,0.0-41.4,41.4,487(+5),,,(リュウノクレセント),20.0,11,146.50000000000003,2.4416666666666673,1.5116666666666665,19.116666666666667,42.099999999999994,0.5293005671077504
411,411,2018/09/23,高知,曇,5,皆揃ってめでたい特別,,10,6,6,296.4,10.0,10,塚本雄大,53,ダ1400,重,3.0,1:36.9,3.8,-3.0,2-2-2-6,0.0-43.0,45.1,479(+5),,,ホスト,0.0,1,458.0,22.9,1.7850000000000001,38.35,41.18500000000001,0.4692982456140351
412,412,2018/09/23,高知,曇,11,夕月夜特別,,12,1,1,211.3,11.0,6,妹尾浩一,56,ダ1400,重,3.0,1:33.9,1.3,31.0,12-12-12-10,0.0-42.0,40.6,447(-4),,,レンベルガー,0.0,2,1085.7,16.9640625,1.2187499999999998,45.609375,40.1578125,0.5766526019690577
413,413,2018/09/23,高知,曇,4,C2ー6,,12,5,5,15.0,6.0,2,宮川実,54,ダ1400,重,3.0,1:33.9,1.6,31.0,1-1-1-2,0.0-40.9,42.5,441(0),,,タンサンドール,9.0,3,218.5,7.048387096774194,1.538709677419355,31.06451612903226,41.2,0.5759493670886076
414,414,2018/09/23,高知,曇,4,C2ー6,,12,1,1,45.1,7.0,5.0,岡村卓弥,54,ダ1400,重,3.0,1:34.3,2.0,26.0,7-7-8-5,0.0-40.9,42.0,447(0),,,タンサンドール,1.5,4.0,251.0,6.972222222222222,1.4805555555555554,30.47222222222222,40.9388888888889,0.5032467532467533
415,415,2018/09/23,高知,曇,9,高橋村野松岡檀上特別,,12,6,8,39.8,6.0,7,林謙佑,56,ダ1400,重,3.0,1:35.5,2.6,13.0,9-9-8-8,0.0-41.6,42.6,485(-2),,,ハイレートクライム,0.0,5,238.0,3.606060606060606,1.289393939393939,34.121212121212125,40.651515151515156,0.5627769571639586
416,416,2018/09/23,高知,曇,9,高橋村野松岡檀上特別,,12,7,10,182.0,12.0,9,郷間勇太,56,ダ1400,重,3.0,1:35.7,2.8,11.0,11-11-11-10,0.0-41.6,42.1,488(+1),,,ハイレートクライム,0.0,6,221.39999999999995,1.6279411764705878,1.5448529411764709,24.03676470588235,40.58676470588233,0.44778362133734034
417,417,2018/09/23,高知,曇,8,C2ー3,,12,5,5,4.6,2.0,4,上田将司,54,ダ1400,重,3.0,1:34.2,1.2,28.0,2-2-2-3,0.0-41.3,42.2,450(-2),,,エアオブザドラゴン,3.0,7,720.0,16.74418604651163,1.397674418604651,43.348837209302324,39.744186046511636,0.5077220077220077
418,418,2018/09/23,高知,曇,6,祝・実、真衣結婚特別,,12,6,8,267.4,11.0,10.0,嬉勝則,56,ダ1400,重,3.0,1:35.9,2.9,9.0,10-11-11-10,0.0-40.3,41.7,472(-1),,,アウトスタンディン,0.0,8.0,312.9,5.90377358490566,1.3735849056603766,33.81132075471698,40.67547169811321,0.5205223880597015
419,419,2018/09/23,高知,曇,5,皆揃ってめでたい特別,,10,5,5,281.1,9.0,4,倉兼育康,56,ダ1400,重,3.0,1:34.6,1.5,23.0,10-10-10-10,0.0-43.0,41.4,490(+1),,,ホスト,3.0,9,165.5,2.3309859154929575,1.7394366197183093,22.971830985915492,41.00845070422536,0.46119402985074626
420,420,2018/09/23,高知,曇,9,高橋村野松岡檀上特別,,12,5,5,79.5,7.0,8.0,佐原秀泰,54,ダ1400,重,3.0,1:35.5,2.6,13.0,3-3-3-5,0.0-41.6,43.3,500(+3),,,ハイレートクライム,0.0,10.0,526.9,8.106153846153846,1.5999999999999999,36.95384615384615,40.65230769230769,0.49184782608695654
421,421,2018/09/23,高知,曇,5,皆揃ってめでたい特別,,10,7,7,20.9,5.0,7,岡村卓弥,54,ダ1400,重,3.0,1:35.0,1.9,19.0,6-5-4-4,0.0-43.0,43.0,441(+5),,,ホスト,0.0,11,307.2,6.826666666666666,1.0666666666666669,47.44444444444444,40.23777777777778,0.5626477541371159
422,422,2018/09/24,高知,曇,9,結婚おめでとう!特別,,9,3,3,309.0,9.0,8.0,大澤誠志,54,ダ1400,重,-2.0,1:35.8,4.5,5.0,7-7-7-7,0.0-40.4,41.9,460(-6),,,アーチザスカイ,0.0,12.0,1090.4,15.802898550724638,1.4478260869565223,42.47826086956522,40.06521739130436,0.49798657718120803
423,423,2018/09/08,高知,雨,5,魚梁瀬杉特別,,9,8,8,6.9,3.0,4.0,佐原秀泰,54,ダ1300,不,-12.0,1:24.2,2.4,49.0,2-2-2-3,0.0-38.3,40.4,444(-1),,,ネオプリンセス,8.0,1.0,540.0,30.0,0.75,47.44444444444444,39.511111111111106,0.6222222222222222
424,424,2018/09/09,高知,雨,9,C1ー3,,12,5,5,8.2,4.0,6.0,佐原秀泰,54,ダ1400,不,-20.0,1:31.8,0.4,31.0,2-2-2-3,0.0-41.1,41.4,483(-2),,,バトルサンバ,0.0,2.0,586.5,9.940677966101696,1.605084745762712,35.23728813559322,41.56440677966102,0.4402618657937807
425,425,2018/09/09,高知,雨,11,馬路森林鉄道特別,,11,5,5,145.3,11.0,6.0,山崎雅由,56,ダ1400,不,-20.0,1:31.0,1.7,40.0,9-9-9-9,0.0-39.7,40.2,494(0),,,ナムライチバンボシ,0.0,3.0,471.2,4.857731958762886,1.030927835051546,44.865979381443296,40.251546391752576,0.6300639658848614
426,426,2018/09/09,高知,雨,11,馬路森林鉄道特別,,11,1,1,53.0,7.0,10,宮川実,56,ダ1400,不,-20.0,1:31.6,2.3,34.0,4-4-4-6,0.0-39.7,41.7,510(+3),,,ナムライチバンボシ,0.0,4,332.0,6.916666666666667,1.0354166666666667,38.125,40.81875,0.6357894736842106
427,427,2018/08/13,大井,曇,9,流星賞競走,,12,7,10,53.7,10.0,12,瀧川寿希,54,ダ1000,稍,-8.0,1:01.3,2.2,54.0,6-6,35.0-36.0,37.8,489(+6),,,サマーダイアリー,0.0,5,3097.1000000000004,75.53902439024391,0.7292682926829269,70.97560975609755,38.041463414634144,0.6757246376811594
428,428,2018/09/17,高知,晴,8,C1イC2イ混合,,12,4,4,15.6,5.0,3,倉兼育康,56,ダ1300,重,2.0,1:24.9,0.1,55.0,5-5-4-3,0.0-39.8,39.5,476(-2),,,メイショウタイホウ,2.0,6,315.0,5.526315789473684,1.33859649122807,34.26315789473684,40.657894736842096,0.5345794392523364
429,429,2018/09/09,高知,雨,11,馬路森林鉄道特別,,11,7,10,127.5,10.0,7,郷間勇太,56,ダ1400,不,-20.0,1:31.3,2.0,37.0,8-8-8-10,0.0-39.7,40.6,436(+1),,,ナムライチバンボシ,0.0,7,309.90000000000003,5.73888888888889,1.1666666666666667,33.5,40.970370370370375,0.6089385474860335
430,430,2018/09/09,高知,雨,9,C1ー3,,12,5,6,36.4,6.0,10,別府真衣,53,ダ1400,不,-20.0,1:32.3,0.9,26.0,10-9-9-10,0.0-41.1,40.4,487(-7),,,バトルサンバ,0.0,8,339.9000000000001,2.9815789473684218,1.1350877192982456,40.95614035087719,39.7061403508772,0.5161290322580645
431,431,2018/09/09,高知,雨,11,馬路森林鉄道特別,,11,8,11,94.5,9.0,11.0,林謙佑,56,ダ1400,不,-20.0,1:31.7,2.4,32.0,2-2-2-4,0.0-39.7,42.1,499(+6),,,ナムライチバンボシ,0.0,9.0,366.99999999999994,9.657894736842104,1.3605263157894736,40.3421052631579,40.86052631578947,0.543010752688172
432,432,2018/08/26,高知,晴,9,木下智史の真打ち特別,,11,8,10,4.9,3.0,10,西川敏弘,56,ダ1300,重,-22.0,1:26.0,3.7,18.0,3-3-4-7,0.0-39.1,42.2,503(+2),,,コスモクウェンチ,0.0,10,297.5,11.442307692307692,0.9846153846153846,40.38461538461539,40.65000000000001,0.6715328467153284
433,433,2018/07/26,園田,晴,10,淡路島まつり特別B2,,12,8,11,103.7,11.0,11,松本幸祐,56,ダ1230,良,2.0,1:21.7,2.3,33.0,10-10-9-9,0.0-39.0,40.5,483(+3),,,コルヌコピア,0.0,1,506.3,13.683783783783785,1.1162162162162164,47.891891891891895,40.03243243243244,0.6175710594315246
434,434,2018/08/24,園田,曇,11,C1一,,11,6,6,1.4,1.0,1.0,下原理,54,ダ1400,重,-13.0,1:28.8,-0.6,72.0,1-1-1-1,0.0-38.7,38.7,508(0),,,(ヴェロレジーナ),45.0,2.0,185.70000000000005,13.264285714285718,0.45,58.42857142857143,39.42142857142858,0.8
435,435,2018/08/29,園田,晴,10,JRA交流三室山特別,,11,8,10,16.2,5.0,5,大山真吾,56,ダ1400,良,6.0,1:31.4,2.5,62.0,7-7-6-6,0.0-38.9,40.4,462(0),,,キクノエスペルト,9.6,3,298.8,19.92,1.2133333333333336,46.733333333333334,40.31333333333334,0.5153846153846153
436,436,2018/08/29,園田,晴,11,「食」といえば淡路島,,12,5,5,10.2,5.0,6,山田雄大,56,ダ1230,良,6.0,1:20.9,1.4,47.0,10-8-7-7,0.0-38.1,38.7,501(+1),,,オルティラアスール,0.0,4,369.5,14.78,1.3159999999999998,55.16,38.008,0.42507645259938837
437,437,2018/04/25,園田,曇,11,相生ペーロン祭特別B,,12,5,6,11.0,4.0,5,吉村智洋,56,ダ1870,不,-11.0,2:02.8,0.4,65.0,8-8-2-2,0.0-38.9,38.4,497(-5),,,オトコギ,7.2,5,2311.0,79.6896551724138,1.0655172413793104,76.6896551724138,38.844827586206904,0.6239554317548747
438,438,2018/08/03,園田,晴,6,B2,,7,4,4,101.3,7.0,6,笹田知宏,56,ダ1700,良,8.0,1:55.2,2.3,43.0,6-6-6-6,0.0-40.0,41.8,471(-7),,,コスモヴァーズ,0.0,6,1426.0,23.0,1.2758064516129033,58.274193548387096,39.967741935483886,0.5345622119815668
439,439,2018/05/02,園田,雨,10,B2,,12,5,6,1.7,1.0,4,吉村智洋,56,ダ1400,稍,11.0,1:32.3,0.6,57.0,9-9-7-4,0.0-40.4,40.0,508(+5),,,アウラマイスター,8.0,7,480.79999999999995,25.305263157894736,1.0789473684210527,57.421052631578945,38.952631578947376,0.6650485436893204
440,440,2018/08/24,園田,曇,10,山田錦で乾杯B2,,12,5,5,227.6,12.0,12,寺地誠一,56,ダ1700,重,-13.0,1:58.3,7.5,-6.0,10-10-11-12,0.0-39.1,44.9,502(+5),,,メイショウティグレ,0.0,8,943.8,30.44516129032258,1.4741935483870967,63.87096774193548,38.92258064516128,0.4498714652956298
441,441,2018/08/29,園田,晴,8,B1,,9,8,9,48.2,7.0,9,廣瀬航,54,ダ1400,良,6.0,1:33.7,2.9,36.0,9-9-8-8,0.0-40.5,41.1,449(+2),,,ベストエビデンス,0.0,9,688.3,24.582142857142856,1.5035714285714283,46.07142857142857,40.17142857142857,0.548951048951049
442,442,2018/07/10,高知,晴,11,早明浦ダム特別,,11,6,7,8.5,5.0,1,西川敏弘,56,ダ1400,不,-9.0,1:30.7,-0.1,55.0,1-1-1-1,0.0-40.1,40.1,457(-3),,,(マイネルサグラ),50.0,1,951.6,22.130232558139536,1.0860465116279066,52.2093023255814,39.667441860465125,0.5675675675675675
443,443,2018/07/15,高知,晴,10,頑張れ松浦康博君特別,,11,1,1,191.6,10.0,4,上田将司,56,ダ1400,稍,4.0,1:33.8,0.7,33.0,3-3-5-3,0.0-41.2,41.5,490(-4),,,レーヴムッシュー,5.0,2,880.9000000000001,12.234722222222224,1.8458333333333334,36.0,41.35833333333335,0.4225941422594142
444,444,2018/07/15,高知,晴,10,頑張れ松浦康博君特別,,11,6,7,124.6,9.0,9,山崎雅由,56,ダ1400,稍,4.0,1:34.5,1.4,25.0,7-7-9-9,0.0-41.2,41.3,494(-4),,,レーヴムッシュー,0.0,3,2225.7000000000003,19.023076923076925,1.294871794871795,52.965811965811966,40.435042735042714,0.5280448717948718
445,445,2018/06/30,高知,曇,9,創業99周年特別,,11,1,1,7.3,2.0,3,永森大智,56.0,ダ1300,不,-12.0,1:24.1,0.6,51.0,3-3-2-2,0.0-39.7,39.9,484(+1),,,ロードエスペランサ,7.5,4,500.3,16.676666666666666,0.9900000000000001,47.56666666666667,40.14666666666666,0.6802507836990596
446,446,2018/07/16,高知,晴,5,よさこい盃,,12,6,8,559.6,12.0,12,西森将司,56,ダ1400,良,5.0,1:34.2,3.3,30.0,12-12-12-12,0.0-40.8,40.6,454(0),,,コスタアレグレ,0.0,5,1468.4,25.76140350877193,1.3684210526315788,50.35087719298246,39.11052631578947,0.5622837370242214
447,447,2018/07/15,高知,晴,10,頑張れ松浦康博君特別,,11,6,8,2.6,2.0,10,永森大智,54,ダ1400,稍,4.0,1:34.5,1.4,25.0,2-2-2-5,0.0-41.2,42.5,487(-2),,,レーヴムッシュー,0.0,6,523.6,18.055172413793105,0.5655172413793104,50.62068965517241,40.25862068965517,0.6396103896103896
448,448,2018/07/15,高知,晴,10,頑張れ松浦康博君特別,,11,8,11,25.2,5.0,6.0,松木大地,55,ダ1400,稍,4.0,1:34.0,0.9,31.0,10-9-6-7,0.0-41.2,41.1,464(-1),,,レーヴムッシュー,0.0,7.0,716.5,13.778846153846153,0.9500000000000001,43.23076923076923,40.11923076923077,0.630859375
449,449,2018/07/15,高知,晴,10,頑張れ松浦康博君特別,,11,3,3,15.0,3.0,5,塚本雄大,52,ダ1400,稍,4.0,1:33.9,0.8,32.0,1-1-1-2,0.0-41.2,42.0,459(-4),,,レーヴムッシュー,2.5,8,372.59999999999997,4.186516853932584,1.1730337078651683,34.78651685393258,41.14157303370786,0.5597633136094674
450,450,2018/07/15,高知,晴,10,頑張れ松浦康博君特別,,11,7,9,19.4,4.0,7,佐原秀泰,54,ダ1400,稍,4.0,1:34.2,1.1,29.0,3-4-3-4,0.0-41.2,42.2,459(-4),,,レーヴムッシュー,0.0,9,681.4,12.389090909090909,1.1636363636363638,43.945454545454545,40.021818181818176,0.5569395017793595
451,451,2018/06/24,高知,晴,12,ファイナルレース,,12,1,1,7.9,5.0,1,山崎雅由,56,ダ1300,不,-18.0,1:24.4,-0.3,41.0,2-2-2-1,0.0-40.7,40.4,501(-3),,,(ニシノオタケビ),40.0,10,364.0,10.4,0.9057142857142857,39.65714285714286,40.70571428571427,0.6816816816816816
