,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,上り平均,勝率
0,0,2020/10/01,園田,晴,9,C1二,,12,8,11,3.3,2,3,鴨宮祥行,54,ダ1400,良,10,1:32.6,1.1,52,6-7-4-4,0.0-38.8,39.5,442(+7),,,ポリバレント,9.1,1,404.80000000000007,31.138461538461545,1.708035422500241e-17,49.53846153846154,40.03076923076923,0.8898305084745762
1,1,2020/09/25,園田,曇,10,C1,,9,8,8,7.3,4.0,1,廣瀬航,55,ダ1700,不,-16,1:51.2,-0.3,56,2-1-1-1,0.0-38.2,38.2,509(+4),,,(ピチカートポルカ),70.0,2,364.6,30.383333333333336,1.2166666666666668,53.333333333333336,39.69166666666667,0.6917293233082706
2,2,2020/09/23,園田,曇,10,C2,,12,8,12,2.5,1.0,1,吉村智洋,56,ダ1700,良,16,1:56.4,-0.5,41,9-9-3-1,0.0-39.9,39.3,496(-1),,,(ナムラピアノ),55.0,3,517.9,30.46470588235294,0.5529411764705883,58.529411764705884,38.66470588235295,0.7376237623762376
3,3,2020/10/02,園田,晴,9,C2一,,10,6,6,2.0,1.0,1,吉村智洋,56,ダ1400,良,10,1:32.4,-0.4,55,2-2-2-1,0.0-40.1,40.0,454(+2),,,(ジューンスプレイン),50.0,4,681.0,40.05882352941177,0.8235294117647058,77.29411764705883,37.705882352941174,0.6197916666666666
4,4,2020/10/08,園田,雨,12,C1,,12,2,2,13.8,5,7,大山真吾,54,ダ1700,不,-18,1:52.3,1.2,44,4-4-3-3,0.0-37.9,38.7,472(+6),,,ピチカートポルカ,0.0,5,551.6,42.43076923076923,1.4307692307692306,45.84615384615385,39.96923076923077,0.5967741935483871
5,5,2020/10/08,園田,雨,12,C1,,12,6,7,3.5,2,6,杉浦健太,54,ダ1700,不,-18,1:52.1,1.0,45,9-9-9-8,0.0-37.9,37.9,440(+2),,,ピチカートポルカ,0.0,6,385.0,35.0,1.1727272727272728,64.81818181818181,37.40909090909091,0.5323741007194245
6,6,2020/10/08,園田,雨,12,C1,,12,8,11,36.9,8,8,井上幹太,56,ダ1700,不,-18,1:52.5,1.4,42,11-11-11-11,0.0-37.9,38.0,462(-2),,,ピチカートポルカ,0.0,7,1199.2,13.17802197802198,0.9527472527472526,56.13186813186813,39.27252747252749,0.5807127882599581
7,7,2020/09/23,園田,曇,9,C1二,,11,7,9,8.5,3,7,川原正一,55,ダ1400,良,16,1:33.6,1.4,47,8-9-9-9,0.0-40.4,39.6,430(+1),,,アスピラール,0.0,8,50.0,7.142857142857143,2.242857142857143,49.57142857142857,39.285714285714285,0.38636363636363635
8,8,2020/10/01,園田,晴,9,C1二,,12,4,4,119.8,11,5,松木大地,56,ダ1400,良,10,1:33.4,1.9,43,10-10-9-6,0.0-38.8,40.0,493(+3),,,ポリバレント,5.2,9,765.4,10.071052631578947,1.2539473684210527,40.98684210526316,40.725,0.5502717391304348
9,9,2020/10/01,園田,晴,12,C1一,,12,6,7,62.3,9,8,山田雄大,54,ダ1400,良,10,1:33.8,2.3,39,8-9-8-7,0.0-40.0,41.3,533(+1),,,メイショウダンドウ,0.0,10,238.49999999999997,13.249999999999998,1.5499999999999998,32.55555555555556,40.81666666666666,0.5276073619631901
10,10,2020/09/30,園田,曇,9,C1,,12,5,5,5.5,3,5,竹村達也,56,ダ1400,良,13,1:34.1,1.0,39,6-6-7-6,0.0-40.3,40.8,508(+4),,,ダイキリシマ,5.2,11,2385.6,113.6,1.080952380952381,52.57142857142857,40.0952380952381,0.6473429951690821
11,11,2017/08/30,園田,晴,11,C1,,12,8,11,12.1,5,6,藤田菜七,55,ダ1700,良,7,1:56.5,2.5,31,4-5-5-7,,43.1,488(-1),,,ヌーディストビーチ,0.0,1,360.5999999999999,11.632258064516126,1.2838709677419353,40.064516129032256,41.325806451612905,0.5808580858085809
12,12,2017/09/08,園田,晴,4,C2三,,9,8,8,17.9,4.0,4,大山真吾,54,ダ1400,重,-2,1:33.1,0.9,35,8-8-9-7,,40.3,476(-1),,,ブラボーウォーム,2.8,2,133.0,3.0930232558139537,0.9395348837209304,40.18604651162791,40.16744186046512,0.6159600997506235
13,13,2017/08/12,1札幌5,雨,6,3歳未勝利,,16,3,5,27.3,8,12,丹内祐次,56,芝2000,重,12,2:06.0,1.3,78,4-4-1-2,35.0-38.2,39.5,506(+2),,,シンデン,0.0,3,424.8,28.32,1.32,67.8,37.84666666666667,0.4973821989528796
14,14,2017/09/08,園田,晴,9,C2,,9,6,6,12.3,3,6,下原理,56,ダ1700,重,0,1:55.5,1.8,37,9-9-7-7,,39.6,501(-1),,,ディスカバー,0.0,4,531.0,10.83673469387755,1.2265306122448982,50.69387755102041,39.71836734693877,0.5722433460076045
15,15,2017/09/06,園田,曇,10,C1,,12,6,7,187.1,12.0,8,山田雄大,56,ダ1700,良,9.0,1:55.7,1.7,40.0,10-10-11-11,,41.2,467(-1),,,キモンズラブ,0.0,5,347.6,5.891525423728814,1.2084745762711862,46.0,40.586440677966095,0.562610229276896
16,16,2017/09/08,園田,晴,9,C2,,9,2,2,23.4,5.0,3,竹村達也,56,ダ1700,重,0.0,1:54.5,0.8,46.0,1-1-1-1,,39.5,510(-3),,,ディスカバー,4.8,6,607.6,10.85,1.0678571428571426,52.32142857142857,40.082142857142856,0.5467128027681661
17,17,2017/08/31,園田,晴,7,C1一,,12,2,2,38.3,9.0,12,小谷周平,56,ダ1230,良,9.0,1:22.5,3.1,30.0,10-11-12-12,,40.0,474(+3),,,オカゲサマ,0.0,7,270.3,5.6312500000000005,1.3208333333333335,37.583333333333336,40.36875,0.494279176201373
18,18,2017/09/08,園田,晴,9,C2,,9,1,1,55.4,7,4,宮下康一,54,ダ1700,重,0.0,1:54.9,1.2,43.0,3-3-3-3,,39.5,514(+3),,,ディスカバー,3.2,8,323.00000000000006,5.2950819672131155,1.216393442622951,47.131147540983605,40.331147540983594,0.5208333333333334
19,19,2017/08/27,2札幌4,晴,4,3歳未勝利,,13,4,6,5.0,3,9,松岡正海,56.0,ダ1700,良,-5,1:48.9,4.2,61,6-2-2-2,30.7-36.8,40.9,466(+6),,,イーグルバローズ,0.0,9,510.0,31.875,1.80625,56.25,39.025000000000006,0.4618834080717489
20,20,2017/09/06,園田,曇,3,C2四,,10,4,4,10.2,3,8,下原理,56,ダ1400,良,9,1:35.5,1.7,19,7-7-9-10,,41.7,483(+10),,,キングジャスパー,0.0,10,181.10000000000002,2.743939393939394,1.336363636363636,30.454545454545453,,0.4957410562180579
21,21,2017/09/01,園田,晴,6,C2,,8,6,6,5.9,2.0,8,川原正一,56,ダ1700,良,10.0,1:58.1,5.0,19.0,3-4-6-7,,43.4,471(+14),,,レッドリッジ,0.0,11,88.30000000000001,5.194117647058825,1.6941176470588235,47.470588235294116,39.72941176470589,0.4842105263157895
22,22,2017/08/30,園田,晴,11,C1,,12,6,8,18.9,6.0,12.0,田中学,55,ダ1700,良,7,1:57.4,3.4,23,5-4-8-10,,43.8,500(-1),,,ヌーディストビーチ,0.0,12.0,194.10000000000002,12.131250000000001,1.175,39.5625,41.21874999999999,0.5157232704402516
