,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
0,0,2022/01/05,1中京1,晴,11,スポニチ賞京都金杯(G3),,16,2,4,27.2,12,4,岩田康誠,57.5,芝1600,良,-10,1:33.0,0.1,106,7-9-9,34.1-35.1,34.4,480(+8),,アオル,ザダル,650.0,1,30588.6,1456.6,0.27142857142857146,103.04761904761905
1,1,2021/05/15,2東京7,晴,11,京王杯スプリングC(G2),,17,6,12,20.5,10,2,鮫島克駿,56.0,芝1400,良,-21,1:19.8,0.0,111,13-14,34.3-34.3,32.5,470(-6),,,ラウダシオン,2434.8,2,15978.300000000003,726.2863636363637,0.4727272727272727,97.0
2,2,2022/01/15,1中山5,晴,11,カーバンクルS(OP),,16,3,5,7.9,4,1,北村宏司,54.0,芝1200,良,-2,1:08.7,-0.1,102,7-8,33.1-35.6,34.9,470(+6),,S接触,(マリアズハート),2337.1,3,8733.4,513.7294117647059,0.27058823529411763,95.88235294117646
3,3,2022/01/08,1中山2,晴,11,ニューイヤーS(L),,16,3,6,7.0,5,8,Ｍ．デム,56.0,芝1600,稍,-7,1:34.0,0.6,100,2-6-5,35.1-35.4,35.5,502(+2),,,カラテ,0.0,4,5798.7,386.58,0.7066666666666668,87.6
4,4,2022/01/09,1中京3,晴,10,新春S(3勝クラス),,16,3,5,7.7,4,1,岩田望来,56.0,芝1400,良,-11,1:19.6,-0.2,110,9-9,33.6-34.7,33.8,494(-4),,出遅れ,(ショウリュウレーヴ),1879.2,5,6198.1,619.8100000000001,0.54,97.7
5,5,2021/12/12,5中山4,晴,11,カペラS(G3),,16,8,15,52.0,11,16,菅原明良,56.0,ダ1200,良,-8,1:11.4,1.9,93,11-12,32.8-36.7,37.2,476(-2),,,ダンシングプリンス,0.0,6,14960.599999999999,515.8827586206896,0.5172413793103449,97.75862068965517
6,6,2022/01/10,1中京4,晴,11,淀短距離S(L),,17,1,2,3.6,2,4,Ｃ．デム,57.0,芝1200,良,-14,1:08.3,0.4,95,5-5,33.5-34.4,34.3,510(+8),,,スマートクラージュ,380.0,7,10353.4,609.0235294117647,0.4235294117647058,100.88235294117646
7,7,2021/12/25,6阪神7,曇,11,阪神C(G2),,18,1,1,28.6,10,4,三浦皇成,57.0,芝1400,良,-5,1:20.7,0.4,108,15-15,34.3-35.0,34.1,478(+4),,,グレナディアガーズ,1000.0,8,18447.600000000002,1152.9750000000001,0.38749999999999996,100.3125
8,8,2022/01/10,1中京4,晴,11,淀短距離S(L),,17,5,9,29.2,8,10,川須栄彦,53.0,芝1200,良,-14,1:08.6,0.7,91,9-9,33.5-34.4,34.3,452(+4),,出遅れ,スマートクラージュ,0.0,9,4382.5,337.11538461538464,0.6,89.61538461538461
9,9,2021/11/28,5阪神8,晴,12,京阪杯(G3),,16,1,2,22.5,10,1,秋山真一,55.0,芝1200,良,-6,1:08.8,-0.1,99,16-13,34.3-34.5,33.5,454(+2),,出遅れ,(タイセイビジョン),3958.1,10,17722.800000000003,708.9120000000001,0.38400000000000006,95.0
