,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均,ﾀｲﾑ指数3平均
0,0,2021/06/12,4中京3,曇,5,2歳新馬,,10,6,6,2.7,1,1,川田将雅,54,芝1600,良,-16,1:35.0,0,83,3-2-2,37.2-34.4,34.4,480(0),,,(ベルクレスタ),700.0,1,,700.0,0.0,83.0,0,,,34.4,1.0,16.842105263157894,16.842105263157894,95.0,3.0,2.0,37.2,34.4,-2.8000000000000043,0.0,2.8000000000000043,-2.8000000000000043,0.0,2.8000000000000043,1.0,2.0,1.0,2.0,1.0,2.0,1.0,8.5,0.8000000000000007,2,35.333333333333336,35.333333333333336,83.0
1,1,2021/06/19,3東京5,雨,5,2歳新馬,,16,6,11,1.8,1,1,ルメール,54,芝1600,稍,-15,1:36.8,0.0,71,5-4,37.0-34.1,33.7,474(0),,出遅れ,(プルパレイ),700.0,2,,700.0,0.0,71.0,0,,,33.7,1.0,16.528925619834713,16.528925619834713,96.8,5.0,4.0,37.0,34.1,-3.299999999999997,-0.3999999999999986,2.8999999999999986,-3.299999999999997,-0.3999999999999986,2.8999999999999986,3.0,4.0,1.0,4.0,3.0,4.0,1.0,13.5,0.3500000000000014,2,34.93333333333334,34.93333333333334,71.0
2,2,2021/07/24,3新潟1,晴,5,2歳新馬,,18,2,3,15.5,5,1,幸英明,54,芝1600,良,-16,1:34.6,0.0,81,1-1,36.0-33.5,33.5,468(0),,,(コリエンテス),700.0,3,,700.0,0.0,81.0,0,,,33.5,1.0,16.913319238900634,16.913319238900634,94.6,1.0,1.0,36.0,33.5,-2.5,0.0,2.5,-2.5,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.1999999999999993,2,34.333333333333336,34.333333333333336,81.0
3,3,2021/08/07,3新潟5,晴,9,ダリア賞(OP),,8,7,7,2.3,1,2,柴田大知,54,芝1400,良,-12,1:22.0,0.0,94,2-2,36.0-33.9,33.7,434(+4),,,ベルウッドブラボー,645.0,4,,421.6666666666667,0.06666666666666667,85.0,0,,,34.06666666666666,0.8518518518518519,17.073170731707318,16.953982519200277,82.0,2.0,2.0,36.0,33.9,-2.299999999999997,-0.19999999999999574,2.1000000000000014,-1.8666666666666647,-0.36666666666666475,1.5,0.0,0.0,0.0,4.0,1.6666666666666667,2.0,0.3333333333333333,8.584142356694699,0.3535533905932743,2,34.53333333333333,34.8111111111111,85.0
4,4,2021/06/26,3阪神3,曇,1,2歳未勝利,,10,8,9,2.0,1,1,川田将雅,54,芝1600,良,-12,1:35.2,0.0,78,3-3,35.6-35.6,35.4,478(-2),,,(クロニクルノヴァ),510.0,5,,395.0,0.1,69.5,0,,,35.599999999999994,0.9523809523809523,16.80672268907563,16.80672268907563,95.2,3.0,3.0,35.6,35.6,-0.20000000000000284,-0.20000000000000284,0.0,0.29999999999999716,-0.15000000000000213,-0.4499999999999993,2.0,2.0,0.0,3.0,1.5,1.5,0.0,13.880441875771343,1.2832251036613433,2,35.53333333333333,35.55,69.5
5,5,2021/06/20,3東京6,晴,5,2歳新馬,,16,8,15,5.5,2,1,Ｍ．デム,54,芝1400,稍,-14,1:25.7,0.0,57,1-2,39.0-33.6,33.6,424(0),,,(レッツリブオン),700.0,6,,700.0,0.0,57.0,0,,,33.6,1.0,16.33605600933489,16.33605600933489,85.7,1.0,2.0,39.0,33.6,-5.399999999999999,0.0,5.399999999999999,-5.399999999999999,0.0,5.399999999999999,1.0,0.0,-1.0,2.0,1.0,0.0,-1.0,17.0,0.05000000000000071,2,35.4,35.4,57.0
6,6,2021/08/07,3新潟5,晴,9,ダリア賞(OP),,8,1,1,3.7,3,3,松若風馬,54,芝1400,良,-12,1:22.2,0.2,89,1-1,36.0-33.9,34.1,482(+4),,,ベルウッドブラボー,402.5,7,,551.25,0.1,79.5,0,,,34.45,0.9130434782608695,17.0316301703163,16.8293542775572,82.2,1.0,1.0,36.0,33.9,-1.8999999999999986,0.20000000000000284,2.1000000000000014,-2.0,0.10000000000000142,2.1000000000000014,-2.0,-2.0,0.0,1.0,-1.0,-1.0,0.0,8.524474568362947,0.30912061651652123,2,34.666666666666664,35.08333333333333,79.5
7,7,2021/07/04,1福島2,小雨,1,2歳未勝利,,9,2,2,1.9,1,1,三浦皇成,54,芝1800,良,-8,1:51.7,0.0,60,1-1-1-1,37.8-35.9,35.9,514(0),,,(キョウコウトッパ),510.0,8,,290.0,0.35,62.0,0,,,35.0,0.8260869565217391,16.11459265890779,16.2624245345821,111.7,1.0,1.0,37.8,35.9,-1.8999999999999986,0.0,1.8999999999999986,-2.3999999999999986,0.0,2.3999999999999986,0.0,0.0,0.0,5.0,2.0,1.5,-0.5,11.897712198383164,0.9273618495495702,2,36.53333333333333,35.8,62.0
8,8,2021/07/04,1福島2,小雨,5,2歳新馬,,16,7,13,3.6,1,1,丸山元気,54,芝1800,良,-6,1:52.1,0.0,60,2-2-2-2,37.9-36.0,36.0,424(0),,,(ボーンディスウェイ),700.0,9,,700.0,0.0,60.0,0,,,36.0,1.0,16.057091882247995,16.057091882247995,112.1,2.0,2.0,37.9,36.0,-1.8999999999999986,0.0,1.8999999999999986,-1.8999999999999986,0.0,1.8999999999999986,1.0,1.0,0.0,2.0,1.0,1.0,0.0,12.5,1.1000000000000014,2,36.63333333333333,36.63333333333333,60.0
9,9,2021/06/05,4中京1,曇,5,2歳新馬,,12,2,2,30.2,7,1,岩田康誠,54,芝1600,良,-12,1:36.0,0.0,77,11-10-10,36.5-35.3,34.3,496(0),,出遅れ,(ラクスバラディー),700.0,10,,700.0,0.0,77.0,0,,,34.3,1.0,16.666666666666668,16.666666666666668,96.0,11.0,10.0,36.5,35.3,-2.200000000000003,-1.0,1.2000000000000028,-2.200000000000003,-1.0,1.2000000000000028,9.0,10.0,1.0,10.0,9.0,10.0,1.0,3.5,0.25,2,35.36666666666667,35.36666666666667,77.0
10,10,2021/06/06,3東京2,小雨,5,2歳新馬,,13,4,4,4.3,2,1,福永祐一,54,芝1600,良,-19,1:35.4,0.0,76,5-4,36.0-35.0,34.3,456(0),,,(レディナビゲーター),700.0,11,,700.0,0.0,76.0,0,,,34.3,1.0,16.771488469601675,16.771488469601675,95.4,5.0,4.0,36.0,35.0,-1.7000000000000028,-0.7000000000000028,1.0,-1.7000000000000028,-0.7000000000000028,1.0,3.0,4.0,1.0,4.0,3.0,4.0,1.0,3.5,0.09999999999999788,2,35.1,35.1,76.0
11,11,2021/07/10,3小倉3,曇,5,2歳新馬,,7,7,7,1.8,1,1,福永祐一,54,芝1200,良,-18,1:08.8,0.0,75,4-2,33.8-35.0,34.6,466(0),,,(ザウリ),700.0,12,,,0.0,75.0,0,,,34.6,0.0,17.441860465116278,17.441860465116278,68.8,4.0,2.0,33.8,35.0,0.8000000000000043,-0.3999999999999986,-1.2000000000000028,0.8000000000000043,-0.3999999999999986,-1.2000000000000028,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.5,0.05000000000000071,2,34.46666666666666,34.46666666666666,75.0
12,12,2021/07/18,3小倉6,曇,11,トヨタ賞中京記念(G3),,12,5,5,4.7,3,5,藤岡康太,54,芝1800,良,-7,1:46.6,0.4,97,2-2-2-2,35.9-34.7,34.9,470(+2),,,アンドラステ,390.0,1,,806.7444444444444,0.4222222222222223,89.66666666666667,0,,,34.86666666666667,0.8317757009345794,16.885553470919326,16.769120018865102,106.6,2.0,2.0,35.9,34.7,-1.0,0.19999999999999574,1.1999999999999957,-1.0000000000000009,0.12222222222222238,1.1222222222222231,-3.0,-3.0,0.0,3.111111111111111,0.1111111111111111,0.1111111111111111,0.0,12.589281155014373,1.313354483755241,4,35.166666666666664,35.15925925925926,97.25
13,13,2021/06/06,3東京2,曇,11,安田記念(G1),,14,3,4,77.5,10,13,菅原明良,58,芝1600,良,-18,1:33.0,1.3,99,12-12,34.9-33.9,34.1,526(-4),,出遅れ,ダノンキングリー,,2,,679.375,1.1666666666666667,78.875,0,,,36.50416666666668,0.5126582278481012,17.204301075268816,16.354191499397203,93.0,12.0,12.0,34.9,33.9,-0.7999999999999972,0.20000000000000284,1.0,0.5541666666666675,0.5208333333333339,-0.03333333333333351,-1.0,-1.0,0.0,6.166666666666667,-1.5833333333333333,-2.2916666666666665,-0.7083333333333334,18.436311995624287,2.164158959041595,5,34.300000000000004,36.14583333333333,106.25
14,14,2021/05/09,2東京6,晴,11.0,NHKマイルC(G1),,18,5.0,10,16.9,7,2,池添謙一,55.0,芝1600,良,-18.0,1:31.6,0.0,113.0,6-7,33.7-34.7,34.3,480(+2),,3角不利,シュネルマイスター,4309.2,3,,1424.74,0.45999999999999996,95.6,0,,,34.67999999999999,0.7894736842105263,17.467248908296945,17.150477914697916,91.6,6.0,7.0,33.7,34.7,0.5999999999999943,-0.4000000000000057,-1.0,0.19999999999999857,-0.3400000000000006,-0.5399999999999991,5.0,4.0,-1.0,8.8,4.6,4.2,-0.4,12.061186600920418,0.4749268949591663,3,34.233333333333334,34.726666666666674,101.25
15,15,2021/05/09,2新潟2,晴,11,新潟大賞典(G3),,14,8,13,20.2,8,14,横山典弘,57.0,芝2000,良,16,2:02.8,3.5,87,1-1,34.2-37.6,41.1,466(+8),,,サンレイポケット,,4,,606.7214285714284,1.0535714285714286,97.39285714285714,0,,,36.278571428571425,0.6551724137931034,16.286644951140065,16.631075850726,122.8,1.0,1.0,34.2,37.6,6.899999999999999,3.5,-3.3999999999999986,0.9107142857142865,0.632142857142857,-0.27857142857142947,-13.0,-13.0,0.0,3.7857142857142856,-2.4642857142857144,-3.1785714285714284,-0.7142857142857143,13.129375438514572,2.648082787502106,7,37.63333333333333,35.76428571428571,93.5
16,16,2021/05/01,2阪神11,雨,10,ストークS(3勝クラス),,18,5,9,3.3,1,1,藤岡佑介,55,芝1600,稍,-15,1:33.1,0.0,102,3-3,34.9-34.0,33.7,510(0),,,(アクアミラビリス),1857.8,5,,1020.2249999999999,1.0,91.0,0,,,35.583333333333336,0.7959183673469388,17.185821697099893,16.738870699296196,93.1,3.0,3.0,34.9,34.0,-1.1999999999999957,-0.29999999999999716,0.8999999999999986,0.2499999999999988,0.6666666666666655,0.4166666666666667,2.0,2.0,0.0,3.1666666666666665,-2.1666666666666665,-2.1666666666666665,0.0,14.5152980524349,2.2795452464498798,4,34.199999999999996,35.27777777777778,90.0
17,17,2021/05/16,2東京8,曇,11,ヴィクトリアマイル(G1),,18,2,3,181.3,15,10,斎藤新,55,芝1600,良,-19,1:32.3,1.3,105,1-1,34.3-33.4,34.7,488(+2),,,グランアレグリア,,6,,728.1333333333333,0.5153846153846154,92.84615384615384,0,,,35.49230769230769,0.7567567567567568,17.33477789815818,16.671009657008877,92.3,1.0,1.0,34.3,33.4,0.4000000000000057,1.3000000000000043,0.8999999999999986,0.13076923076923153,0.2307692307692313,0.09999999999999978,-9.0,-9.0,0.0,2.769230769230769,-1.1538461538461537,-0.7692307692307693,0.38461538461538464,10.180263017331173,1.7085768036226971,4,34.13333333333333,35.37179487179487,102.75
18,18,2021/06/20,3阪神2,曇,11,マーメイドS(G3),,16,3,5,10.1,6,3,福永祐一,55,芝2000,良,-7,2:00.5,0.1,98,6-6-6-5,36.1-35.3,35.1,476(-2),,,シャムロックヒル,908.3,7,,735.8454545454545,0.5952380952380951,98.19047619047619,0,,,34.666666666666664,0.6041666666666666,16.597510373443985,16.678914742494072,120.5,6.0,5.0,36.1,35.3,-1.0,-0.19999999999999574,0.8000000000000043,-1.1571428571428584,-0.4523809523809524,0.704761904761906,2.0,3.0,1.0,8.428571428571429,3.0,3.380952380952381,0.38095238095238093,10.33928558684211,1.521879003889383,5,35.5,35.2031746031746,103.0
19,19,2021/07/18,3小倉6,曇,11,トヨタ賞中京記念(G3),,12,3,3,4.4,1,1,川田将雅,54.0,芝1800,良,-7,1:46.2,0.0,102,4-3-4-2,35.9-34.7,34.3,474(-2),,,(カテドラル),3944.1,8,,1121.8454545454547,0.16666666666666666,99.25,0,,,34.825,0.8732394366197183,16.949152542372882,16.827476142559373,106.2,4.0,2.0,35.9,34.7,-1.6000000000000014,-0.4000000000000057,1.1999999999999957,-0.8666666666666666,-0.42499999999999954,0.44166666666666704,1.0,3.0,2.0,4.5,1.75,1.8333333333333333,0.08333333333333333,8.320502943378436,0.6637708309170659,5,34.96666666666667,35.25555555555556,100.75
20,20,2019/04/21,3京都2,晴,11,読売マイラーズC(G2),,10,2,2,12.4,4,3,藤岡佑介,56,芝1600,良,-17,1:32.8,0.2,112,3-3,36.0-32.3,32.1,462(-8),,,ダノンプレミアム,1510.0,9,,1253.3666666666666,0.15555555555555556,93.44444444444444,0,,,34.47777777777778,0.8869565217391304,17.24137931034483,16.919369722063223,92.8,3.0,3.0,36.0,32.3,-3.8999999999999986,-0.19999999999999574,3.700000000000003,-0.8222222222222221,-0.32222222222222285,0.4999999999999992,0.0,0.0,0.0,5.111111111111111,2.6666666666666665,3.888888888888889,1.2222222222222223,13.139254164525473,1.0558882516630252,6,33.46666666666667,34.85925925925926,102.75
21,21,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,8,18,49.7,13,5,武藤雅,56,芝1800,良,-16,1:45.5,0.4,102,2-2-2,35.3-34.9,35.3,480(-2),,,ザダル,410.0,10,,287.43,0.4523809523809524,92.47619047619048,0,,,35.31904761904762,0.7651515151515151,17.061611374407583,16.653218635225667,105.5,2.0,2.0,35.3,34.9,0.0,0.3999999999999986,0.3999999999999986,-0.5904761904761907,0.047619047619047616,0.6380952380952384,-3.0,-3.0,0.0,3.5238095238095237,-1.2857142857142858,-0.9047619047619048,0.38095238095238093,12.379418403139947,1.2274494822211448,5,35.166666666666664,35.50000000000001,102.75
22,22,2021/02/07,1東京4,晴,11,東京新聞杯(G3),,16,5,9,32.9,11,8,坂井瑠星,57.0,芝1600,良,-14,1:33.0,0.6,106,14-14,34.9-34.3,33.5,482(-18),,出遅れ,カラテ,,11,,1049.1157894736843,0.3739130434782609,101.65217391304348,0,,,34.88695652173912,0.7764227642276422,17.204301075268816,16.7097048046218,93.0,14.0,14.0,34.9,34.3,-1.3999999999999986,-0.7999999999999972,0.6000000000000014,-0.821739130434782,-0.4956521739130428,0.32608695652173914,6.0,6.0,0.0,8.0,3.6956521739130435,4.304347826086956,0.6086956521739131,7.862423820510653,1.6832456660339932,7,34.23333333333333,35.32608695652174,103.0
23,23,2021/05/30,3中京8,晴,10,安土城S(L),,18,4,8,6.3,4,4,西村淳也,53,芝1400,良,-12,1:19.5,0.3,111,13-13,33.7-34.6,33.4,464(-8),,,クリノガウディー,380.0,12,,420.73333333333335,0.37894736842105264,97.6842105263158,0,,,34.28947368421053,0.7124463519313304,17.61006289308176,16.973847375531953,79.5,13.0,13.0,33.7,34.6,-0.30000000000000426,-1.2000000000000028,-0.8999999999999986,-0.9947368421052643,-0.3105263157894747,0.6842105263157895,9.0,9.0,0.0,7.526315789473684,2.6842105263157894,2.8421052631578947,0.15789473684210525,9.40996811896831,0.8762847710647497,5,33.9,34.724561403508766,107.75
24,24,2021/08/01,3新潟4,晴,11,関越S(OP),,16,7,14,155.5,16,3,柴田大知,56.0,芝1800,良,-10.0,1:46.2,0.1,96.0,10-10,36.1-33.8,33.4,448(-6),,,サトノウィザード,605.1,13,,151.275,1.0804347826086953,71.52173913043478,0,,,39.08913043478262,0.49056603773584906,16.949152542372882,15.72606464097807,106.2,10.0,10.0,36.1,33.8,-2.700000000000003,-0.3999999999999986,2.3000000000000043,,,,7.0,7.0,0.0,6.630434782608695,1.4130434782608696,1.9565217391304348,0.5434782608695652,16.871226922554875,2.0488643632056136,7,34.43333333333333,,90.5
25,25,2021/08/01,3新潟4,晴,11,関越S(OP),,16,7,13,54.4,11,11,荻野極,57,芝1800,良,-10,1:47.0,0.9,87,12-11,36.1-33.8,34.2,452(+14),,出遅れ,サトノウィザード,,14,,474.5,1.0,90.71428571428571,0,,,35.32857142857143,0.5432098765432098,16.822429906542055,16.888556812741903,107.0,12.0,11.0,36.1,33.8,-1.8999999999999986,0.4000000000000057,2.3000000000000043,0.8857142857142851,-0.03809523809523762,-0.9238095238095227,0.0,1.0,1.0,11.428571428571429,4.095238095238095,4.809523809523809,0.7142857142857143,10.532613655366987,2.2422686268690732,5,34.699999999999996,35.04603174603175,87.0
26,26,2021/06/19,3阪神1,小雨,11,米子S(L),,15,3,5,12.9,7,8,秋山真一,57,芝1600,重,10,1:35.7,0.7,95,13-11,35.4-36.2,35.4,494(0),,,ロータスランド,,15,,472.9608695652173,0.5083333333333333,96.625,0,,,34.54999999999999,0.6699346405228758,16.718913270637408,16.90008774120833,95.7,13.0,11.0,35.4,36.2,0.0,-0.8000000000000043,-0.8000000000000043,-0.8041666666666671,-0.516666666666668,0.28749999999999903,3.0,5.0,2.0,9.375,3.8333333333333335,4.125,0.2916666666666667,13.287949427959154,1.3893538066309814,6,35.666666666666664,34.99027777777777,103.25
27,27,2021/02/28,1阪神6,晴,11,阪急杯(G3),,17,8,17,26.2,5,16,団野大成,56,芝1400,良,-16,1:20.4,1.2,102,14-10,34.0-33.8,34.4,456(+8),,,レシステンシア,,16,,874.9076923076924,0.33076923076923076,98.3076923076923,0,,,34.12307692307693,0.7788944723618091,17.412935323383085,17.177990552656713,80.4,14.0,10.0,34.0,33.8,0.3999999999999986,0.6000000000000014,0.20000000000000284,-0.7153846153846157,-0.39230769230769297,0.32307692307692276,-6.0,-2.0,4.0,7.6923076923076925,3.3076923076923075,4.076923076923077,0.7692307692307693,9.868523450954598,0.7450859421734453,7,34.06666666666666,34.4923076923077,107.25
28,28,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,6,12,56.4,15,15,菊沢一樹,56.0,芝1800,良,-16,1:46.7,1.6,92,15-10-15,35.3-34.9,35.6,554(-2),,躓く,ザダル,,17,,495.6000000000001,0.4772727272727273,96.68181818181819,0,,,34.868181818181824,0.7484276729559748,16.869728209934394,17.08624222612228,106.7,15.0,15.0,35.3,34.9,0.30000000000000426,0.7000000000000028,0.3999999999999986,0.02272727272727305,-0.12727272727272618,-0.14999999999999922,0.0,0.0,0.0,5.545454545454546,0.8181818181818182,1.1363636363636365,0.3181818181818182,8.875743798539686,1.0320570608922839,7,35.266666666666666,34.903030303030306,104.0
29,29,2020/08/08,2新潟5,雨,1,2歳未勝利,,18,8,17,6.5,3,1,福永祐一,54,芝1600,稍,-2,1:35.3,0.0,78,4-4,35.5-35.4,35.0,488(-2),,,(アラモードバイオ),510.0,1,,345.0,0.4,70.5,0,,,36.45,0.9393939393939394,16.7890870933893,16.591264858170057,95.3,4.0,4.0,35.5,35.4,-0.5,-0.3999999999999986,0.10000000000000142,1.1499999999999986,0.1999999999999993,-0.9499999999999993,3.0,3.0,0.0,2.5,0.5,1.0,0.5,12.24744871391589,1.6213848676020401,2,35.300000000000004,36.0,70.5
30,30,2020/06/21,3東京6,晴,5,2歳新馬,,13,1,1,8.5,4,1,田辺裕信,54,芝1600,稍,-10,1:37.2,0.0,70,7-6,37.8-34.7,34.2,464(0),,出遅れ,(カランドゥーラ),700.0,2,,700.0,0.0,70.0,0,,,34.2,1.0,16.46090534979424,16.46090534979424,97.2,7.0,6.0,37.8,34.7,-3.5999999999999943,-0.5,3.0999999999999943,-3.5999999999999943,-0.5,3.0999999999999943,5.0,6.0,1.0,6.0,5.0,6.0,1.0,10.0,0.29999999999999716,2,35.56666666666667,35.56666666666667,70.0
31,31,2020/06/14,3阪神4,晴,5,2歳新馬,,11,7,8,9.7,4,1,福永祐一,54,芝1600,稍,5,1:37.1,0.0,76,2-1,36.2-35.5,35.5,454(0),,,(ホウオウアマゾン),700.0,3,,700.0,0.0,76.0,0,,,35.5,1.0,16.4778578784758,16.4778578784758,97.1,2.0,1.0,36.2,35.5,-0.7000000000000028,0.0,0.7000000000000028,-0.7000000000000028,0.0,0.7000000000000028,0.0,1.0,1.0,1.0,0.0,1.0,1.0,6.5,0.6499999999999986,2,35.733333333333334,35.733333333333334,76.0
32,32,2020/07/26,2新潟2,曇,1,2歳未勝利,,14,7,12,5.8,3,1,福永祐一,54,芝1400,良,-13.0,1:22.1,0.0,76.0,11-9,34.2-36.3,35.2,424(-4),,,(サツキティアラ),510.0,4,,195.66666666666666,0.4666666666666666,74.66666666666667,0,,,35.1,0.7647058823529411,17.05237515225335,16.827659157248185,82.1,11.0,9.0,34.2,36.3,1.0,-1.0999999999999943,-2.0999999999999943,0.033333333333333805,-0.43333333333333,-0.46666666666666384,8.0,10.0,2.0,8.0,4.333333333333333,6.333333333333333,2.0,8.18535277187245,0.36400549446402547,2,35.233333333333334,35.23333333333334,74.66666666666667
33,33,2020/06/21,3阪神6,晴,5,2歳新馬,,16,6,12,2.7,1,1,川田将雅,54,芝1600,良,-11,1:35.9,0.0,82,3-3,36.7-34.3,34.1,438(0),,,(ブレイブライオン),700.0,5,,700.0,0.0,82.0,0,,,34.1,1.0,16.68404588112617,16.68404588112617,95.9,3.0,3.0,36.7,34.3,-2.6000000000000014,-0.19999999999999574,2.4000000000000057,-2.6000000000000014,-0.19999999999999574,2.4000000000000057,2.0,2.0,0.0,3.0,2.0,2.0,0.0,1.5,0.14999999999999858,2,35.03333333333334,35.03333333333334,82.0
34,34,2020/07/19,2福島6,晴,1,2歳未勝利,,11,6,6,2.3,1,1,田辺裕信,54,芝1200,良,0,1:10.2,0.0,83,3-3,34.7-35.5,35.3,478(0),,,(ロンギングバース),510.0,6,,,0.25,78.5,0,,,35.3,0.0,17.094017094017094,17.033571489017035,70.2,3.0,3.0,34.7,35.5,0.5999999999999943,-0.20000000000000284,-0.7999999999999972,0.5499999999999972,-0.15000000000000213,-0.6999999999999993,2.0,2.0,0.0,4.0,2.5,3.0,0.5,3.858612300930075,0.2828427124746163,2,35.166666666666664,35.166666666666664,78.5
35,35,2020/06/28,3東京8,雨,5,2歳新馬,,15,2,3,4.8,2,1,岩田望来,53,芝1600,不,27,1:39.9,0.0,70,1-1,36.4-37.8,37.8,450(0),,出遅れ,(ミッキーワクチン),700.0,7,,700.0,0.0,70.0,0,,,37.8,1.0,16.016016016016014,16.016016016016014,99.9,1.0,1.0,36.4,37.8,1.3999999999999986,0.0,-1.3999999999999986,1.3999999999999986,0.0,-1.3999999999999986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.1499999999999986,2,37.333333333333336,37.333333333333336,70.0
36,36,2020/08/08,2新潟5,曇,9,ダリア賞(OP),,11,1,1,19.7,5,1,柴田大知,54,芝1400,重,9,1:23.4,0.0,82,8-7,34.4-36.7,35.6,416(+2),,出遅れ,(ショウナンラスボス),1623.1,8,,1623.1,0.0,73.0,0,,,35.45,1.0,16.786570743405274,16.77317363985906,83.4,8.0,7.0,34.4,36.7,1.2000000000000028,-1.1000000000000014,-2.3000000000000043,0.5,-0.9500000000000028,-1.4500000000000028,6.0,7.0,1.0,6.5,5.5,6.5,1.0,7.363574011458175,0.41899350299921734,2,35.56666666666667,35.6,73.0
37,37,2020/08/02,2新潟4,晴,5,2歳新馬,,18,7,15,30.8,6,1,丸山元気,54,芝1600,良,-10,1:35.6,0.0,73,2-2,35.8-34.4,34.2,454(0),,,(プラウドルック),700.0,9,,700.0,0.0,73.0,0,,,34.2,1.0,16.736401673640167,16.736401673640167,95.6,2.0,2.0,35.8,34.4,-1.5999999999999943,-0.19999999999999574,1.3999999999999986,-1.5999999999999943,-0.19999999999999574,1.3999999999999986,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.5,2,34.8,34.8,73.0
38,38,2020/06/27,3東京7,曇,1,2歳未勝利,,10,2,2,5.3,3,1,藤田菜七,52,芝1600,良,-8,1:37.6,0.0,70,1-1,37.8-34.1,34.1,412(+4),,,(アップリバー),510.0,10,,395.0,0.05,68.5,0,,,34.3,0.9411764705882353,16.393442622950822,16.37668041167991,97.6,1.0,1.0,37.8,34.1,-3.6999999999999957,0.0,3.6999999999999957,-3.599999999999998,0.0,3.599999999999998,0.0,0.0,0.0,1.5,0.0,-0.5,-0.5,2.449489742783178,0.9568466729604865,2,35.333333333333336,35.5,68.5
39,39,2020/08/15,3新潟1,曇,6,2歳新馬,,18,1,2,16.8,6,1,杉原誠人,54,芝1400,良,-1,1:23.2,0.0,74,8-8,33.8-37.5,36.7,444(0),,,(ルルローズ),700.0,11,,700.0,0.0,74.0,0,,,36.7,1.0,16.826923076923077,16.826923076923077,83.2,8.0,8.0,33.8,37.5,2.9000000000000057,-0.7999999999999972,-3.700000000000003,2.9000000000000057,-0.7999999999999972,-3.700000000000003,7.0,7.0,0.0,8.0,7.0,7.0,0.0,6.0,0.10000000000000142,2,36.0,36.0,74.0
40,40,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,2,4,4.0,1,6,レーン,56.0,芝1800,不,15,1:48.0,0.3,109,9-8-7,35.3-36.5,35.8,482(-4),,,ダイワキャグニー,,1,,1064.68,0.32105263157894737,101.36842105263158,0,,,35.01052631578947,0.8457446808510638,16.666666666666668,16.629619654903333,108.0,9.0,7.0,35.3,36.5,0.5,-0.7000000000000028,-1.2000000000000028,-0.9263157894736835,-0.4421052631578943,0.48421052631578926,1.0,3.0,2.0,7.2105263157894735,3.5789473684210527,4.315789473684211,0.7368421052631579,8.38510584310061,1.799020566864092,6,35.86666666666667,35.46666666666667,105.0
41,41,2020/07/19,4阪神6,晴,11,トヨタ賞中京記念(G3),,18,2,4,7.7,4,17,三浦皇成,54.0,芝1600,良,-3,1:36.4,3.7,75,1-1,34.0-35.2,38.9,472(+6),,,メイケイダイハード,,2,,954.7083333333334,0.6055555555555556,94.5,0,,,35.02222222222222,0.650887573964497,16.59751037344398,17.14124919959603,96.4,1.0,1.0,34.0,35.2,4.899999999999999,3.6999999999999957,-1.2000000000000028,0.43333333333333357,0.23888888888888793,-0.19444444444444564,-16.0,-16.0,0.0,4.555555555555555,-0.2777777777777778,0.05555555555555555,0.3333333333333333,11.348422956565729,1.2663118519429526,5,36.03333333333333,34.798148148148144,90.75
42,42,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,8,16,9.3,4,4,岩田望来,54.0,芝1800,不,15,1:47.9,0.2,110,6-8-7,35.3-36.5,35.6,466(0),,,ダイワキャグニー,620.0,3,,855.8000000000001,0.08571428571428573,98.14285714285714,0,,,34.7,0.9285714285714286,16.682113067655237,16.78106202032185,107.9,6.0,7.0,35.3,36.5,0.30000000000000426,-0.8999999999999986,-1.2000000000000028,-1.328571428571428,-0.4142857142857141,0.914285714285714,3.0,2.0,-1.0,3.4285714285714284,1.5714285714285714,1.7142857142857142,0.14285714285714285,10.012492197250394,0.7106335201775956,4,35.8,35.280952380952385,98.5
