,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢
55,55,2022/03/12,2中山5,晴,10,アクアマリンS(3勝クラス),,15,4,7,113.2,14,11,丸山元気,52,芝1200,良,-11,1:08.7,0.8,93,6-6,33.0-34.9,35.2,462(-6),,S接触,チェアリングソング,0.0,9,3244.2999999999997,216.28666666666666,0.9599999999999999,82.66666666666667,0,,,35.86666666666667,0.5132275132275133,17.46724890829694,17.18722631662077,68.7,6.0,6.0,-5.0,-5.0,0.0,3.1333333333333333,-4.0,-3.7333333333333334,0.26666666666666666,10.682747481336438,1.1201109041072665,4
56,56,2022/04/09,3中山5,晴,10,船橋S(3勝クラス),,16,6,12,76.5,11,16,坂井瑠星,57,芝1200,良,-15.0,1:08.7,1.0,89.0,7-10,33.2-34.5,34.9,482(+2),,,ジュビリーヘッド,0.0,10,6404.9,200.153125,0.840625,81.21875,0,,,36.50937499999999,0.6194690265486725,17.46724890829694,16.966821958535665,68.7,7.0,10.0,-6.0,-9.0,-3.0,3.0625,-3.3125,-3.25,0.0625,11.54636916762168,1.750057063217627,6
57,57,2021/12/28,6阪神9,晴,12,2021ファイナルS(3勝クラス),,16,3,5,26.9,10,14,斎藤新,52,芝1200,良,-7,1:09.0,1.0,94,4-4,33.2-34.8,35.1,452(+2),,,ローレルアイリス,0.0,11,4008.5,222.69444444444446,0.6833333333333333,86.5,0,,,35.66111111111112,0.5317460317460317,17.391304347826086,17.213684680630347,69.0,4.0,4.0,-10.0,-10.0,0.0,2.0,-5.555555555555555,-5.5,0.05555555555555555,9.29003278472548,1.232905268729941,5
58,58,2022/02/20,2小倉4,晴,10,伊万里特別(2勝クラス),,14,4,6,11.3,5,1,泉谷楓真,55,ダ1000,重,-1,0:58.3,0.0,94,8-3,33.9-35.9,35.3,528(-2),,,(アッティーヴォ),1547.1,12,5068.1,181.00357142857143,1.0535714285714284,75.85714285714286,0,,,36.88214285714286,0.6044568245125348,17.152658662092627,16.574328323401666,58.3,8.0,3.0,2.0,7.0,5.0,6.892857142857143,0.8214285714285714,1.7142857142857142,0.8928571428571429,10.960528034356484,1.8136685416780356,6
59,59,2022/04/30,2阪神11,晴,10,芦屋川S(3勝クラス),,16,5,10,26.6,10,16,和田竜二,57,芝1200,良,-19,1:10.0,2.0,68,4-5,33.5-34.5,36.1,468(-8),,,カリボール,0.0,13,3980.4,165.85,1.4291666666666665,73.83333333333333,0,,,36.76666666666666,0.40672782874617736,17.142857142857142,16.780868258720506,70.0,4.0,5.0,-11.0,-12.0,-1.0,4.083333333333333,-5.0,-5.291666666666667,-0.2916666666666667,21.357752690767818,2.193459368212687,6
60,60,2022/02/27,2小倉6,晴,11,下関S(3勝クラス),,18,7,13,38.5,14,11,斎藤新,55,芝1200,良,-8,1:08.4,1.0,91,7-9,33.2-34.2,34.6,404(0),,,トップオブメジャー,0.0,14,5207.4,433.95,0.5166666666666665,88.33333333333333,0,,,35.3,0.6419753086419753,17.543859649122805,17.26953543913821,68.4,7.0,9.0,-2.0,-4.0,-2.0,3.9166666666666665,-1.9166666666666667,-2.25,-0.3333333333333333,9.841344979519677,0.9817868024391984,4
61,61,2022/03/19,1阪神11,小雨,10,淀屋橋S(3勝クラス),,13,8,13,102.3,12,12,荻野極,57,芝1200,稍,-8,1:09.6,1.3,85,11-11,34.2-34.1,34.1,490(-4),,,キャプテンドレイク,0.0,15,4427.6,184.48333333333335,1.3625,87.16666666666667,0,,,35.60416666666667,0.3609271523178808,17.24137931034483,16.773865934589566,69.6,11.0,11.0,-1.0,-1.0,0.0,7.083333333333333,-1.9583333333333333,-2.2083333333333335,-0.25,10.701476533637775,2.0298413731126876,7
62,62,2022/04/21,名古屋,小雨,7,B4組,,12,4,4,2.0,1,7,大畑雅章,54,ダ1500,稍,9,1:39.6,1.4,33,2-2-2,0.0-40.7,42.0,483(-4),,,フランクエトワール,0.0,16,1316.0,82.25,1.2625,46.0,0,,,40.8625,0.7345679012345679,15.060240963855422,15.151769202358826,99.6,2.0,2.0,-5.0,-5.0,0.0,2.0,-1.6875,-2.1875,-0.5,15.000115339810305,2.8431304935687023,4
63,63,2021/12/11,6中京3,晴,8,3歳以上1勝クラス,,18,7,14,20.5,8,8,木幡初也,57,芝1200,良,-4,1:09.4,0.6,89,14-13,34.2-34.6,34.3,486(0),,,デルマカンノン,0.0,1,4339.0,180.79166666666666,0.5458333333333334,83.66666666666667,0,,,34.85,0.754874651810585,17.291066282420747,17.212017514183966,69.4,14.0,13.0,5.0,6.0,1.0,8.916666666666666,4.25,4.75,0.5,11.495807931589672,1.6731096796086022,6
64,64,2022/04/24,1福島4,曇,12,4歳以上1勝クラス,,12,7,10,5.5,3.0,5,荻野極,57,ダ1150,良,0,1:09.6,0.6,78,2-3,31.7-37.3,37.7,466(-8),,,ハクサンハーバー,77.0,2,211.6,15.114285714285714,0.9785714285714286,45.785714285714285,0,,,38.65714285714286,0.5695364238410596,16.52298850574713,15.90163506738429,69.6,2.0,3.0,-2.0,-3.0,-1.0,3.857142857142857,-1.7857142857142858,-2.142857142857143,-0.35714285714285715,19.894611219009924,1.6129476122924757,5
65,65,2022/02/13,2小倉2,小雨,8,4歳以上1勝クラス,,14,5,7,12.0,4,8,富田暁,55,ダ1000,稍,9,1:00.0,0.7,75,4-3,33.9-36.7,37.1,476(0),,,プラチナムレイアー,0.0,3,510.0,85.0,0.9500000000000001,74.16666666666667,0,,,36.51666666666667,0.5520833333333334,16.666666666666668,17.01779777086838,60.0,4.0,3.0,-5.0,-4.0,1.0,2.3333333333333335,-5.833333333333333,-5.833333333333333,0.0,15.256982342654842,1.914925266298976,4
66,66,2022/01/23,1小倉4,雨,3,4歳以上1勝クラス,,13,7,10,68.5,10,12,原優介,52,ダ1000,稍,2,1:00.4,1.7,61,6-9,33.9-36.1,36.9,420(-4),,,キュウドウクン,0.0,4,1445.2,60.21666666666667,1.1500000000000001,64.20833333333333,0,,,35.725,0.5341614906832298,16.55629139072848,16.8948851455709,60.4,6.0,9.0,-3.0,-6.0,-3.0,6.083333333333333,-1.1666666666666667,-2.1666666666666665,-1.0,20.328738278604504,1.6287418457201865,5
67,67,2022/04/30,1福島5,晴,9,浄土平特別(1勝クラス),,11,1,1,8.4,4,5,杉原誠人,57,芝1200,稍,6,1:10.4,0.3,86,1-1,35.2-34.9,35.2,450(-6),,,アセンダント,107.0,5,2325.8,116.29,0.8,75.2,0,,,35.18000000000001,0.6116838487972509,17.045454545454543,17.274707155798588,70.4,1.0,1.0,-4.0,-4.0,0.0,5.15,-1.5,-1.85,-0.35,12.180799730976936,1.7174177737300296,4
68,68,2022/02/12,2小倉1,晴,12,4歳以上1勝クラス,,18,6,11,28.2,9,16,松若風馬,55,芝1200,良,-13,1:09.1,1.0,75,4-8,33.5-34.6,35.3,444(-4),,,アスクキングコング,0.0,6,620.0,56.36363636363637,1.0181818181818183,73.81818181818181,0,,,36.336363636363636,0.42857142857142855,17.366136034732275,16.937955190360366,69.1,4.0,8.0,-8.0,-12.0,-4.0,4.090909090909091,-6.0,-7.090909090909091,-1.0909090909090908,10.904573454391612,1.8565761497983329,4
69,69,2022/02/13,2小倉2,小雨,8,4歳以上1勝クラス,,14,7,12,139.3,14.0,10,杉原誠人,55,ダ1000,稍,9,1:00.0,0.7,75,12-12,33.9-36.7,36.1,462(-4),,,プラチナムレイアー,0.0,7,1555.5,37.035714285714285,0.819047619047619,58.26190476190476,0,,,37.06904761904762,0.655831739961759,16.666666666666668,16.268624396323634,60.0,12.0,12.0,2.0,2.0,0.0,6.761904761904762,1.4761904761904763,1.6904761904761905,0.21428571428571427,15.42475937350937,2.774957549166383,6
70,70,2022/01/29,1小倉5,晴,12,4歳以上1勝クラス,,16,8,16,142.1,15,14,小林凌大,52,芝1200,良,-4,1:09.7,0.8,75,2-2,34.6-34.3,35.0,466(-10),,,ジューンベロシティ,0.0,8,356.9,19.827777777777776,0.838888888888889,59.94444444444444,0,,,38.50555555555556,0.5825688073394495,17.21664275466284,15.986333590026131,69.7,2.0,2.0,-12.0,-12.0,0.0,3.888888888888889,-2.1666666666666665,-2.3333333333333335,-0.16666666666666666,13.584250290526844,1.8291120713420168,5
71,71,2022/01/19,姫路,曇,11,JRA交流夢前川特別,,12,7,9,43.6,6,10,笹田知宏,56,ダ1400,良,-3.0,1:33.0,2.1,44.0,12-12-11-11,0.0-37.9,38.8,526(-2),,,サンロアノーク,0.0,9,909.4,50.52222222222222,1.6333333333333329,61.0,0,,,37.46111111111111,0.3701923076923077,15.053763440860216,16.440230532857335,93.0,12.0,11.0,1.0,2.0,1.0,4.166666666666667,-4.111111111111111,-4.444444444444445,-0.3333333333333333,9.41355185085595,1.721446920873554,5
72,72,2022/01/30,1小倉6,曇,8,4歳以上1勝クラス,,12,8,11,19.8,7,7,藤田菜七,52,芝1200,良,-9,1:09.5,0.6,73,2-3,33.6-35.3,35.7,438(-8),,,マイトレジャーフジ,0.0,10,750.0,125.0,1.3999999999999997,71.0,0,,,36.50000000000001,0.47191011235955055,17.26618705035971,17.02929072963047,69.5,2.0,3.0,-4.0,-5.0,-1.0,2.5,-6.333333333333333,-6.833333333333333,-0.5,10.84774028946836,1.6394374346222602,4
73,73,2022/01/22,1小倉3,晴,12,4歳以上1勝クラス,,18,1,1,49.6,12,12,藤田菜七,52,芝1200,良,-10,1:09.3,1.1,76,13-17,33.4-34.8,34.9,380(+6),,出遅れ,ララマカロン,0.0,11,1115.0,159.28571428571428,0.7142857142857143,77.28571428571429,0,,,34.885714285714286,0.5377358490566038,17.316017316017316,17.309566312432434,69.3,13.0,17.0,5.0,1.0,-4.0,11.0,3.0,2.7142857142857144,-0.2857142857142857,8.39270516579726,1.2891373084353734,4
74,74,2021/09/05,4新潟8,晴,12,雷光特別(1勝クラス),,17,1,1,46.1,12,11,菅原明良,55,芝1000,良,-3,0:55.8,1.1,84,6,32.0-33.0,33.5,456(+2),,,ニルカンタテソーロ,0.0,12,1290.0,80.625,1.1624999999999999,66.75,0,,,35.52499999999999,0.4872881355932203,17.921146953405017,17.189739558154663,55.8,6.0,6.0,-5.0,-5.0,0.0,4.25,-4.3125,-4.375,-0.0625,19.334427046182473,1.8995719787420913,5
75,75,2022/02/13,2小倉2,小雨,8,4歳以上1勝クラス,,14,7,11,47.1,11,13,菅原明良,55,ダ1000,稍,9,1:00.4,1.1,68,3-3,33.9-36.7,37.7,484(+10),,,プラチナムレイアー,0.0,13,770.0,59.23076923076923,1.2923076923076922,69.23076923076923,0,,,35.95384615384615,0.3968253968253968,16.55629139072848,17.14724591203255,60.4,3.0,3.0,-10.0,-10.0,0.0,3.769230769230769,-6.0,-6.3076923076923075,-0.3076923076923077,12.319927444790329,2.036603815679627,4
76,76,2022/02/13,2小倉2,小雨,8,4歳以上1勝クラス,,14,3,4,57.2,13,9,勝浦正樹,55,ダ1000,稍,9,1:00.0,0.7,76,12-14,33.9-36.7,36.1,466(0),,向正面不利,プラチナムレイアー,0.0,14,2108.6,105.42999999999999,1.0499999999999998,75.3,0,,,35.69000000000001,0.46953405017921146,16.666666666666668,17.136468807848093,60.0,12.0,14.0,5.0,3.0,-2.0,5.65,-2.75,-3.3,-0.55,14.29586940644632,1.8014481451046909,4
77,77,2022/02/20,2小倉4,晴,12,4歳以上1勝クラス,,17,7,14,48.2,9,15,秋山稔樹,54,芝1200,稍,24,1:11.6,1.4,76,10-12,34.8-35.4,36.4,416(-4),,,シュアーヴアリア,0.0,15,748.0,83.11111111111111,1.0444444444444443,69.77777777777777,0,,,36.53333333333333,0.6131386861313869,16.75977653631285,16.847937531243495,71.6,10.0,12.0,-3.0,-5.0,-2.0,7.333333333333333,0.4444444444444444,-0.3333333333333333,-0.7777777777777778,14.341896666759247,2.4424577785501227,4
78,78,2021/06/28,盛岡,晴,4,C2四組,,9,8,8,1.5,1,1,山本政聡,56,ダ1400,良,-7,1:28.8,0.0,43,1-1,0.0-40.5,40.5,479(+4),,,(デュアルメジャー),27.0,16,94.5,7.875,2.5999999999999996,23.833333333333332,0,,,39.63333333333334,0.376,15.765765765765765,15.917603467122682,88.8,1.0,1.0,0.0,0.0,0.0,4.0,-3.5,-4.25,-0.75,54.56205413544554,3.3436860926813297,5
79,79,2021/10/17,5新潟4,曇,10,稲光特別(1勝クラス),,17,1,1,29.7,7,9,内田博幸,55,芝1000,重,5,0:57.3,1.2,65,7,33.2-33.7,34.2,514(+10),,,マウンテンムスメ,0.0,1,1630.0,125.38461538461539,1.0769230769230769,73.53846153846153,0,,,37.4,0.5918367346938775,17.452006980802793,16.599211825383687,57.3,7.0,7.0,-2.0,-2.0,0.0,3.769230769230769,-3.3846153846153846,-3.230769230769231,0.15384615384615385,13.003335521852751,2.2050614318806048,4
80,80,2021/10/17,5新潟4,曇,10,稲光特別(1勝クラス),,17,7,13,8.7,3,2,嶋田純次,53,芝1000,重,5,0:56.2,0.1,87,3,33.2-33.7,33.4,458(+4),,,マウンテンムスメ,431.6,2,1808.6,113.0375,1.075,74.25,0,,,35.58125,0.4657534246575342,17.793594306049823,17.178521544375677,56.2,3.0,3.0,1.0,1.0,0.0,5.6875,-2.625,-3.125,-0.5,14.922405995416472,1.8346529800192255,3
81,81,2021/09/11,4中山1,晴,12,3歳以上1勝クラス,,16,4,7,45.4,14,16,柴田善臣,53,ダ1200,良,-9,1:13.3,1.9,66,2-2,33.9-37.5,39.4,476(0),,,シャドウヘリテイジ,0.0,3,600.0,120.0,1.2600000000000002,73.6,0,,,37.160000000000004,0.48,16.37107776261937,16.400034251046964,73.3,2.0,2.0,-14.0,-14.0,0.0,9.4,0.6,1.2,0.6,11.908213785264167,2.38519740622588,3
82,82,2021/10/09,5新潟1,晴,12,朝日岳特別(1勝クラス),,18,8,18,7.6,3,13,斎藤新,53,芝1200,良,-10,1:10.2,1.0,74,5-5,34.9-34.3,34.8,450(+8),,,ルミナスライン,0.0,4,2117.2,162.86153846153846,0.4769230769230769,82.07692307692308,0,,,35.0076923076923,0.6944444444444444,17.094017094017094,17.062599818750552,70.2,5.0,5.0,-8.0,-8.0,0.0,5.076923076923077,0.6923076923076923,1.2307692307692308,0.5384615384615384,7.487745089852635,1.001962360285341,3
83,83,2021/09/05,4小倉8,曇,8,3歳以上1勝クラス,,12,6,8,60.7,10,6,川島信二,55,ダ1000,稍,-12,0:59.2,0.9,67,4-4,34.8-35.0,35.6,466(+10),,,フチサンメルチャン,0.0,5,1011.1,48.147619047619045,1.180952380952381,68.0,0,,,37.647619047619045,0.569811320754717,16.89189189189189,16.30155019428261,59.2,4.0,4.0,-2.0,-2.0,0.0,3.0476190476190474,-3.380952380952381,-3.4285714285714284,-0.047619047619047616,13.013978498661983,2.4583304150890832,4
84,84,2021/08/18,名古屋,小雨,7,C12組,,10,8,10,1.4,1,1,大畑雅章,56,ダ1400,不,-24,1:29.4,0.0,49,1-1-1,0.0-38.0,38.0,462(-6),,,(メモリーメガトン),32.0,6,118.60000000000001,11.860000000000001,1.08,42.8,0,,,40.43,0.6923076923076923,15.659955257270692,15.389199743155487,89.4,1.0,1.0,0.0,0.0,0.0,3.2,-1.0,-1.0,0.0,20.074654057721396,3.061275054397708,4
85,85,2021/10/17,5新潟4,曇,10,稲光特別(1勝クラス),,17,3,5,221.5,16,12,横山琉人,57,芝1000,重,5,0:58.0,1.9,54,14,33.2-33.7,34.6,462(-8),,,マウンテンムスメ,0.0,7,700.0,58.333333333333336,2.1250000000000004,62.416666666666664,0,,,36.80833333333333,0.25,17.24137931034483,16.54209848910089,58.0,14.0,14.0,2.0,2.0,0.0,10.833333333333334,0.3333333333333333,0.4166666666666667,0.08333333333333333,20.345244999331914,3.4690175612465106,4
86,86,2021/10/17,5新潟4,曇,10,稲光特別(1勝クラス),,17,1,2,297.6,17,17,菊沢一樹,57,芝1000,重,5,0:59.0,2.9,34,15,33.2-33.7,35.5,466(-2),,,マウンテンムスメ,0.0,8,1672.0,64.3076923076923,0.9538461538461538,75.88461538461539,0,,,35.634615384615394,0.4772727272727273,16.949152542372882,16.9077473221441,59.0,15.0,15.0,-2.0,-2.0,0.0,7.653846153846154,-1.3076923076923077,-1.0,0.3076923076923077,14.3552803551193,1.5141672073987047,6
87,87,2021/10/24,5新潟6,晴,9,3歳以上1勝クラス,,13,7,11,7.5,4,3,原優介,50,芝1000,稍,6,0:57.0,0.3,72,1,33.3-34.1,34.4,474(-4),,,エールヴィフ,190.0,9,770.0,70.0,1.3363636363636362,68.0909090909091,0,,,36.018181818181816,0.4088050314465409,17.54385964912281,17.14794627379945,57.0,1.0,1.0,-2.0,-2.0,0.0,3.909090909090909,-5.636363636363637,-6.0,-0.36363636363636365,12.512216252748972,2.1120520563870784,3
88,88,2021/10/17,5新潟4,曇,10,稲光特別(1勝クラス),,17,6,12,38.8,9.0,10,長岡禎仁,55,芝1000,重,5,0:57.6,1.5,60,7,33.2-33.7,34.5,460(-2),,,マウンテンムスメ,0.0,10,1555.5,39.88461538461539,0.8153846153846153,56.8974358974359,0,,,37.22051282051282,0.6735966735966736,17.36111111111111,16.215164668339217,57.6,7.0,7.0,-3.0,-3.0,0.0,6.256410256410256,1.2307692307692308,1.435897435897436,0.20512820512820512,15.665866557583081,2.8036037077304634,5
89,89,2021/10/24,5新潟6,晴,9,3歳以上1勝クラス,,13,8,13,10.2,5,2,永島まな,51,芝1000,稍,6,0:56.7,0.0,79,3,33.3-34.1,33.8,452(-6),,,エールヴィフ,300.0,11,1440.9,102.92142857142858,1.1928571428571428,66.78571428571429,0,,,35.26428571428571,0.5497630331753555,17.636684303350968,17.22001843409056,56.7,3.0,3.0,1.0,1.0,0.0,3.9285714285714284,-3.857142857142857,-3.642857142857143,0.21428571428571427,23.28910093202875,1.9915822855207368,4
90,90,2021/10/17,5新潟4,曇,10,稲光特別(1勝クラス),,17,6,11,16.4,5,15,丹内祐次,53,芝1000,重,5,0:58.6,2.5,41,10,33.2-33.7,35.4,470(+12),,,マウンテンムスメ,0.0,12,522.0,47.45454545454545,0.8999999999999999,67.45454545454545,0,,,35.88181818181818,0.5637583892617449,17.064846416382252,17.038678593117908,58.6,10.0,10.0,-5.0,-5.0,0.0,5.2727272727272725,-1.6363636363636365,-1.4545454545454546,0.18181818181818182,13.571569548139964,1.6910713238128723,3
91,91,2021/10/09,5新潟1,晴,8,3歳以上1勝クラス,,18,3,6,16.9,7,17,斎藤新,55,芝1000,良,-8,0:56.5,1.7,70,9,33.0-32.5,33.8,462(0),,,モテモテ,0.0,13,1351.4,71.1263157894737,1.536842105263158,68.42105263157895,0,,,36.752631578947366,0.3458333333333333,17.699115044247787,16.66293543139344,56.5,9.0,9.0,-8.0,-8.0,0.0,7.526315789473684,-1.736842105263158,-1.263157894736842,0.47368421052631576,11.127780551394784,1.8902116283633428,4
92,92,2021/10/17,5新潟4,曇,10,稲光特別(1勝クラス),,17,4,8,62.9,13,7,小林脩斗,57,芝1000,重,5.0,0:57.1,1.0,72.0,11,33.2-33.7,33.8,480(0),,,マウンテンムスメ,0.0,14,1050.0,61.76470588235294,1.3294117647058825,78.05882352941177,0,,,36.470588235294116,0.4940239043824701,17.513134851138354,16.669529669227554,57.1,11.0,11.0,4.0,4.0,0.0,5.411764705882353,-3.0588235294117645,-3.588235294117647,-0.5294117647058824,8.504900548115382,2.0396078054371145,7
93,93,2021/10/09,5新潟1,晴,8,3歳以上1勝クラス,,18,8,18,3.4,1,3,丹内祐次,53,芝1000,良,-8,0:55.1,0.3,99,5,33.0-32.5,32.5,444(-6),,出遅れ,モテモテ,190.0,15,1596.0,114.0,0.7857142857142856,82.35714285714286,0,,,35.19285714285714,0.5526315789473685,18.148820326678766,17.07541731828809,55.1,5.0,5.0,2.0,2.0,0.0,6.785714285714286,-0.2857142857142857,0.42857142857142855,0.7142857142857143,9.206278051175488,1.3343995736743264,3
94,94,2021/08/08,1函館12,曇,12,3歳以上1勝クラス,,16,5,9,43.1,13,12,山田敬士,55,芝1200,良,-6,1:10.5,1.0,75,7-6,33.5-36.0,36.1,454(0),,,ブロンズレッド,0.0,16,1988.6,86.4608695652174,0.9173913043478261,77.34782608695652,0,,,36.00869565217391,0.5063291139240507,17.02127659574468,16.74050422528662,70.5,7.0,6.0,-6.0,-5.0,1.0,10.347826086956522,2.5652173913043477,2.4347826086956523,-0.13043478260869565,8.839620404117413,1.333854064981124,5
95,95,2021/10/09,5新潟1,晴,8,3歳以上1勝クラス,,18,4,8,11.0,4,15,原優介,52,芝1000,良,-8,0:56.2,1.4,76,5,33.0-32.5,33.6,402(-8),,,モテモテ,0.0,17,1137.7,40.63214285714286,1.0214285714285716,72.32142857142857,0,,,36.378571428571426,0.5305039787798409,17.793594306049823,16.556441236630373,56.2,5.0,5.0,-10.0,-10.0,0.0,6.607142857142857,-0.7142857142857143,-1.1785714285714286,-0.4642857142857143,13.734097928067238,2.0461907417746117,4
96,96,2021/07/20,門別,晴,9,アベリア特別,,10,7,8,3.0,1,1,小野楓馬,54,ダ1200,良,-11,1:15.9,0.0,39,2-1,0.0-39.2,39.2,450(-2),,,(アブシンベル),45.0,18,380.6,47.575,0.4375,62.0,0,,,37.6625,0.7731958762886598,15.810276679841897,16.437116758495925,75.9,2.0,1.0,0.0,1.0,1.0,3.5,-0.25,-0.25,0.0,17.308386606312567,1.3976170195491089,3
97,97,2021/09/05,2札幌8,晴,6,3歳以上1勝クラス,,16,4,8,11.4,6,6,藤岡佑介,55,芝1200,稍,5,1:10.8,0.6,88,16-15,35.0-35.2,34.6,522(+26),,出遅れ,カシノフォワード,0.0,1,1587.0,105.8,0.7466666666666666,78.2,0,,,35.806666666666665,0.6318181818181818,16.949152542372882,17.037206016710048,70.8,16.0,15.0,9.0,10.0,1.0,3.6666666666666665,-2.7333333333333334,-2.6,0.13333333333333333,11.422975750652716,0.9725731013656498,4
98,98,2021/10/09,5新潟1,晴,8,3歳以上1勝クラス,,18,7,13,20.8,8,6,永島まな,51,芝1000,良,-8,0:55.5,0.7,92,5,33.0-32.5,32.9,458(+6),,出遅れ,モテモテ,0.0,2,1140.9,87.76153846153846,1.2846153846153845,65.84615384615384,0,,,35.37692307692308,0.5276381909547738,18.01801801801802,17.18796721337822,55.5,5.0,5.0,-1.0,-1.0,0.0,4.0,-4.230769230769231,-4.0,0.23076923076923078,23.961810602434422,2.021529528019085,4
99,99,2021/09/05,4新潟8,晴,12,雷光特別(1勝クラス),,17,8,16,7.5,4,7,藤田菜七,53,芝1000,良,-3,0:55.5,0.8,90,1,32.0-33.0,33.8,478(+6),,,ニルカンタテソーロ,0.0,3,580.0,58.0,1.44,67.7,0,,,36.18,0.3741496598639456,18.01801801801802,17.108354936267116,55.5,1.0,1.0,-6.0,-6.0,0.0,4.2,-6.0,-6.4,-0.4,12.339548727968838,2.0827508827676486,3
100,100,2021/10/09,5新潟1,晴,8,3歳以上1勝クラス,,18,7,15,15.0,6,4,藤田菜七,53,芝1000,良,-8,0:55.3,0.5,96,9,33.0-32.5,32.6,418(+2),,,モテモテ,110.0,4,1216.0,71.52941176470588,0.8823529411764706,78.82352941176471,0,,,35.12352941176471,0.5936254980079682,18.083182640144667,17.11794278418251,55.3,9.0,9.0,5.0,5.0,0.0,8.117647058823529,1.1176470588235294,0.6470588235294118,-0.47058823529411764,13.712322114717761,1.221679172287061,4
101,101,2021/10/09,5新潟1,晴,8,3歳以上1勝クラス,,18,5,9,151.9,16,8,勝浦正樹,55,芝1000,良,-8.0,0:55.6,0.8,92.0,13,33.0-32.5,32.7,510(-8),,,モテモテ,0.0,5,816.0,31.384615384615383,1.1,67.57692307692308,0,,,35.94615384615384,0.4689265536723164,17.985611510791365,16.861894167941735,55.6,13.0,13.0,5.0,5.0,0.0,8.346153846153847,0.11538461538461539,-0.2692307692307692,-0.38461538461538464,18.088943488861087,2.6480730370078245,6
102,102,2021/10/16,5新潟3,曇,10,粟島特別(1勝クラス),,13,8,13,194.9,13,12,斎藤新,53,芝1800,良,-3.0,1:49.3,1.4,72.0,8-8,36.9-34.3,34.7,484(+4),,直線不利,ハリウッドヒルズ,0.0,6,587.0,53.36363636363637,1.5363636363636362,67.0,0,,,36.33636363636364,0.35064935064935066,16.46843549862763,16.759666350440575,109.3,8.0,8.0,-4.0,-4.0,0.0,10.818181818181818,0.7272727272727273,0.45454545454545453,-0.2727272727272727,9.878076173470667,1.505245458019684,3
103,103,2021/09/25,4中山6,曇,4,3歳以上1勝クラス,,15,1,1,61.5,11,10,菅原明良,53,芝1200,良,-17,1:09.2,1.2,80,6-7,33.9-34.1,34.7,390(+20),,,ゼログラヴィティ,0.0,7,700.0,140.0,1.26,70.4,0,,,35.46,0.40298507462686567,17.341040462427745,16.991644874425425,69.2,6.0,7.0,-3.0,-4.0,-1.0,7.2,-1.8,-1.6,0.2,7.797791710193057,1.0204846343227756,3
104,104,2021/10/14,名古屋,晴,11,名古屋CCマース賞,,9,4,4,16.5,7,3,加藤聡一,57,ダ1400,稍,-10.0,1:29.4,0.9,63.0,1-1-1,0.0-40.1,41.0,524(-4),,,マテラサンオウ,14.4,8,909.4,56.8375,1.6187499999999997,62.625,0,,,37.512499999999996,0.3783783783783784,15.659955257270692,16.47866763699249,89.4,1.0,1.0,-2.0,-2.0,0.0,3.875,-4.3125,-4.75,-0.4375,8.924520089255747,1.5530748605561004,4
105,105,2021/09/04,4小倉7,曇,7,3歳以上1勝クラス,,15,5,9,11.0,5,10,永島まな,49,芝1200,稍,-4,1:09.3,0.8,81,1-1,33.5-35.0,35.8,456(0),,,ローレルアイリス,0.0,9,800.0,100.0,1.3375,70.75,0,,,36.85,0.48598130841121495,17.316017316017316,16.853306825263,69.3,1.0,1.0,-9.0,-9.0,0.0,3.75,-4.125,-4.375,-0.25,14.614384931073229,1.953913451967046,3
