,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,ペース平均,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均
78,78,2019/07/28,盛岡,晴,9,C1二組,,11,6,7,6.4,2.0,6.0,高橋悠里,54,ダ1600,良,-17.0,1:40.8,1.0,50.0,1-1,0.0-38.2,39.2,449(+3),,,シリウスインパクト,,11.0,,51.666666666666664,0.9666666666666666,40.166666666666664,0,,,40.06666666666667,0.5714285714285714,15.873015873015873,15.698155849174547,100.8,1.0,1.0,1.0,0.09090909090909091,0.0,38.2,39.2,1.0,-38.2,24.166666666666668,38.92222222222222,2.0833333333333335,15.555555555555559,0.7999999999999987,-14.755555555555556,-5.0,-5.0,0.0,0.14092959509626177,2.3333333333333335,1.8888888888888888,-3.3333333333333335,-3.7777777777777777,-0.4444444444444444,10.377379245262265,1.0099999999999993,4,1.0,1.0833333333333333,25.8,34.27037037037037,-30.0,-346.0,37.75
79,79,2019/07/29,盛岡,曇,12,南昌山賞,,8,6,6,109.6,8.0,8,南郷家全,54,芝1600,良,0.0,1:43.9,4.9,8.0,8-8-8-8,0.0-36.3,39.1,443(-1),,,ニシノゲンセキ,,12,,8.881818181818181,1.2734375,44.45454545454545,0,,,38.53636363636363,0.7425742574257426,15.399422521655437,15.75012392861595,103.9,8.0,8.0,8.0,1.0,0.0,36.3,39.1,2.8000000000000043,-36.3,15.725,37.90625000000001,6.9140625,22.55624999999999,0.3749999999999991,-22.181250000000002,0.0,0.0,0.0,0.6317155934343435,6.5,7.34375,0.3125,1.15625,0.84375,20.200555502458272,1.8986873818785137,4,4.9,0.5318181818181819,25.133333333333336,30.6375,-72.0,-1000.0,25.0
80,80,2019/06/23,水沢,晴,1,C2十八組,,8,7,7,3.7,2,2,菅原辰徳,54,ダ1300,不,-27,1:25.9,0.4,-4,2-2-2-2,0.0-38.8,39.0,393(0),,,ロンサール,5.2,1,,2.8666666666666667,1.014285714285714,17.833333333333332,0,,,39.333333333333336,0.6808510638297872,15.133876600698486,15.375081923543132,85.9,2.0,2.0,2.0,0.25,0.0,38.8,39.0,0.20000000000000284,-38.8,5.071428571428571,39.1,4.392857142857143,34.114285714285714,0.08571428571428694,-34.028571428571425,0.0,0.0,0.0,0.49319727891156456,4.428571428571429,4.285714285714286,0.42857142857142855,0.2857142857142857,-0.14285714285714285,10.897247358851684,0.7157819151110204,4,0.4,0.8333333333333334,25.933333333333334,27.785714285714285,-84.0,-442.0,12.75
81,81,2019/06/23,水沢,晴,2,C2十七組,,8,7,7,30.8,6.0,4.0,菅原俊吏,54,ダ1300,不,-27.0,1:24.3,2.6,16.0,3-3-3-4,0.0-37.7,39.6,441(-2),,,スターライトキス,2.0,2.0,,1.0888888888888892,1.7554794520547954,21.45138888888889,0,,,40.189583333333324,0.36032757051865333,15.42111506524318,15.302495339016989,84.3,3.0,4.0,3.25,0.375,0.0,37.7,39.6,1.8999999999999986,-37.7,,,5.219178082191781,,,,0.0,-1.0,-1.0,0.5731727747138705,5.541095890410959,4.972602739726027,-0.4383561643835616,-1.0068493150684932,-0.5684931506849316,12.307786352015244,1.5782016769447444,7,2.6,1.7618055555555563,25.76666666666667,,-64.0,-8457.0,14.75
82,82,2019/06/29,水沢,曇,2,C2十七組,,6,5,5,8.1,5,3,塚本涼人,53,ダ1300,不,-26,1:23.5,0.8,26,6-6-5-6,0.0-38.5,38.7,508(-2),,,ココミント,2.8,3,,1.2622222222222221,1.8040816326530613,23.91111111111111,0,,,39.48222222222222,0.36885245901639346,15.568862275449101,15.428547424433008,83.5,6.0,6.0,5.75,1.0,0.0,38.5,38.7,0.20000000000000284,-38.5,,,7.005102040816326,,,,3.0,3.0,0.0,0.7392664308480636,6.938775510204081,7.020408163265306,0.6530612244897959,0.7346938775510204,0.08163265306122448,15.869669183697562,1.6043241567713173,5,0.8,1.8111111111111111,25.733333333333334,,-54.0,-2621.0,17.25
83,83,2019/06/23,水沢,晴,2,C2十七組,,8,1,1,25.9,5.0,5,小林凌,54,ダ1300,不,-27.0,1:24.3,2.6,16.0,7-6-7-5,0.0-37.7,38.8,411(+4),,,スターライトキス,1.0,4,,1.5599999999999998,1.746875,21.96842105263158,0,,,39.822105263157894,0.3805774278215223,15.42111506524318,15.32147133209886,84.3,7.0,5.0,6.25,0.875,0.0,37.7,38.8,1.0999999999999943,-37.7,,,6.458333333333333,,,,0.0,2.0,2.0,0.6704568001443002,6.59375,6.25,0.5416666666666666,0.19791666666666666,-0.34375,13.653283801766532,1.569210338416769,6,2.6,1.7284210526315789,25.5,,-64.0,-5552.0,3.75
84,84,2019/06/29,水沢,曇,2,C2十七組,,6,4,4,17.7,6.0,4.0,坂口裕一,56,ダ1300,不,-26.0,1:23.5,0.8,26.0,4-4-4-4,0.0-38.5,38.9,484(-3),,,ココミント,2.0,5.0,,5.085542168674699,1.6341880341880348,29.927710843373493,0,,,39.303614457831316,0.45257452574525747,15.568862275449101,15.367515204377268,83.5,4.0,4.0,4.0,0.6666666666666666,0.0,38.5,38.9,0.3999999999999986,-38.5,,,8.349002849002847,,,,0.0,0.0,0.0,0.846741020138456,7.863247863247863,8.7008547008547,1.7264957264957266,2.5641025641025643,0.8376068376068376,16.575892079128128,1.3850270962890054,7,0.8,1.573493975903615,25.8,,-54.0,-5692.0,12.5
85,85,2019/06/23,水沢,晴,1,C2十八組,,8,5,5,1.2,1.0,1.0,山本聡哉,56,ダ1300,不,-27.0,1:25.5,-0.4,1.0,1-1-1-1,0.0-38.8,38.8,438(+14),,,(ギンザモヒート),20.0,6.0,,20.0,2.32,1.0,0,,,38.8,1.0,15.2046783625731,15.362532522805708,85.5,1.0,1.0,1.0,0.125,0.0,38.8,38.8,0.0,-38.8,28.5,38.36,10.65,10.92,1.060000000000001,-9.859999999999998,0.0,0.0,0.0,0.7322619047619048,10.2,11.0,1.6,2.4,0.8,22.31342396157275,1.056330125166056,4,-0.2,-0.2,25.866666666666664,35.42666666666667,-79.0,-185.0,41.25
86,86,2019/06/29,水沢,曇,2,C2十七組,,6,6,6,6.0,4.0,6,岩本怜,53,ダ1300,不,-26,1:23.8,1.1,23,2-2-2-3,0.0-38.5,39.5,469(+2),,,ココミント,,7,,2.505714285714286,2.056140350877193,18.02857142857143,0,,,40.05428571428572,0.34911242603550297,15.513126491646778,15.13141952522757,83.8,2.0,3.0,2.25,0.3333333333333333,0.0,38.5,39.5,1.0,-38.5,24.4421052631579,39.724561403508766,8.390350877192983,16.1859649122807,0.9035087719298251,-15.282456140350874,-3.0,-4.0,-1.0,0.7351710667500139,8.333333333333334,8.43859649122807,0.3508771929824561,0.45614035087719296,0.10526315789473684,10.077523524184869,1.3050118336054188,6,1.1,1.9571428571428575,26.0,34.93157894736843,-57.0,-3463.0,17.25
87,87,2019/06/16,水沢,小雨,3,C2十五組,,10,6,6,11.3,4,8,木村暁,56,ダ1300,不,-35,1:24.1,2.4,10,9-10-10-9,0.0-38.8,37.8,528(-3),,,グレースミウ,,8,,1.2222222222222223,1.8708333333333333,23.555555555555557,0,,,38.76666666666667,0.45751633986928103,15.457788347205708,15.42867319066334,84.1,9.0,9.0,9.5,0.9,0.0,38.8,37.8,-1.0,-38.8,8.795833333333334,38.7125,7.395833333333333,30.170833333333345,0.25416666666666615,-29.916666666666668,1.0,1.0,0.0,0.725306290931291,7.208333333333333,7.458333333333333,0.125,0.375,0.25,15.53442628486807,1.624975076731947,4,2.4,1.5999999999999996,25.53333333333333,28.825000000000003,-70.0,-1200.0,17.0
88,88,2018/11/24,水沢,曇,4,C2十四組,,10,5,5,102.0,8.0,3.0,木村暁,56,ダ1300,不,0.0,1:24.2,0.8,44.0,3-3-3-4,0.0-40.0,40.5,487(+11),,,パトロナ,2.6,1.0,,0.9,3.0999999999999996,22.5,0,,,39.083333333333336,0.2923076923076923,15.439429928741092,15.593140187045185,84.2,3.0,4.0,3.25,0.3,0.0,40.0,40.5,0.5,-40.0,9.883333333333333,37.983333333333334,8.208333333333334,29.200000000000003,1.099999999999999,-28.099999999999998,1.0,0.0,-1.0,0.5950757575757576,8.666666666666666,7.833333333333333,0.0,-0.8333333333333334,-0.8333333333333334,18.545036191578024,0.8960229588895272,4,0.8,3.0999999999999996,26.833333333333332,28.98333333333333,-36.0,-345.0,28.5
89,89,2019/05/03,水沢,晴,1,ありがとう平成こんに,,9,3,3,6.9,3.0,6.0,阿部英俊,54,ダ1300,重,-7.0,1:27.0,0.7,3.0,4-4-4-4,0.0-41.4,41.6,447(+11),,,セントオブウーマン,,2.0,,4.683333333333334,1.8629032258064517,22.166666666666668,0,,,41.199999999999996,0.4326923076923077,14.942528735632184,15.187698142485834,87.0,4.0,4.0,4.0,0.4444444444444444,0.0,41.4,41.6,0.20000000000000284,-41.4,3.519354838709677,39.95806451612903,5.32258064516129,37.43870967741936,0.9999999999999998,-36.438709677419354,-2.0,-2.0,0.0,0.5070305590466881,5.838709677419355,5.0,-0.5483870967741935,-1.3870967741935485,-0.8387096774193549,16.05699686857726,1.4288291480701953,4,0.7,1.7437500000000001,27.666666666666668,28.145161290322584,-77.0,-1680.0,13.75
90,90,2019/05/03,水沢,晴,1,ありがとう平成こんに,,9,4,4,18.7,6.0,5,陶文峰,56,ダ1300,重,-7.0,1:26.9,0.6,4.0,9-9-9-8,0.0-41.4,40.5,468(0),,,セントオブウーマン,1.0,3,,0.22954545454545458,2.7456521739130433,3.840909090909091,0,,,39.96136363636362,0.17679558011049723,14.959723820483314,15.106516751848662,86.9,9.0,8.0,8.75,1.0,0.0,41.4,40.5,-0.8999999999999986,-41.4,,,9.070652173913043,,,,3.0,4.0,1.0,0.9630630842587363,8.978260869565217,9.130434782608695,0.9347826086956522,1.0869565217391304,0.15217391304347827,12.985592880326985,1.2558743813564301,5,0.6,2.618181818181818,27.3,,-76.0,-3448.0,13.75
91,91,2019/05/03,水沢,晴,1,ありがとう平成こんに,,9,1,1,10.6,5.0,4,菅原俊吏,54,ダ1300,重,-7.0,1:26.9,0.6,4.0,8-8-8-8,0.0-41.4,40.8,453(-1),,,セントオブウーマン,2.0,4,,0.23809523809523808,2.726086956521739,12.0,0,,,40.48095238095239,0.18085106382978725,14.959723820483314,15.234842893210073,86.9,8.0,8.0,8.0,0.8888888888888888,0.0,41.4,40.8,-0.6000000000000014,-41.4,6.234782608695652,39.03913043478261,8.315217391304348,34.21304347826087,1.4086956521739127,-32.80434782608695,4.0,4.0,0.0,0.7428673379760337,8.782608695652174,7.956521739130435,-0.17391304347826086,-1.0,-0.8260869565217391,14.66074691139575,1.2508261159018947,4,0.6,2.619047619047619,27.399999999999995,28.573913043478257,-76.0,-1499.0,11.25
92,92,2019/05/03,水沢,晴,1,ありがとう平成こんに,,9,7,7,8.7,4.0,8.0,塚本涼人,53,ダ1300,重,-7.0,1:27.3,1.0,-1.0,7-7-6-6,0.0-41.4,41.2,440(+2),,,セントオブウーマン,,5.0,,1.032142857142857,1.9247826086956525,17.794642857142858,0,,,40.01785714285713,0.3290094339622642,14.891179839633448,15.26558429603618,87.3,7.0,6.0,6.5,0.7777777777777778,0.0,41.4,41.2,-0.19999999999999574,-41.4,,,6.591304347826087,,,,-2.0,-1.0,1.0,0.7639992857384157,6.504347826086956,6.660869565217391,0.23478260869565218,0.391304347826087,0.1565217391304348,11.905993254930253,1.7178791572892287,6,1.0,1.908482142857143,27.53333333333333,,-81.0,-7046.0,13.0
93,93,2019/04/20,水沢,晴,1,C2十八組,,10,2,2,112.5,9.0,9.0,大坪慎,54,ダ1300,良,11.0,1:28.8,2.5,-2.0,8-9-10-9,0.0-41.9,41.9,421(+4),,,ベルモントセブン,,6.0,,2.635294117647059,2.426086956521739,13.647058823529411,0,,,40.56470588235294,0.18115942028985507,14.63963963963964,15.363864904258131,88.8,8.0,9.0,9.0,0.8,0.0,41.9,41.9,0.0,-41.9,,,7.1521739130434785,,,,0.0,-1.0,-1.0,0.7408040027605244,7.565217391304348,6.695652173913044,0.30434782608695654,-0.5652173913043478,-0.8695652173913043,15.972578498441912,1.7515419793871785,4,2.5,2.6823529411764704,27.933333333333334,,-82.0,-1459.0,-3.5
94,94,2019/05/03,水沢,晴,1,ありがとう平成こんに,,9,2,2,66.3,9.0,9.0,大坪慎,56,ダ1300,重,-7.0,1:27.4,1.1,-2.0,5-5-7-6,0.0-41.4,41.5,485(+1),,,セントオブウーマン,,7.0,,5.789999999999998,1.5994565217391306,30.633333333333333,0,,,,0.5153153153153153,14.874141876430205,15.511797516300577,87.4,5.0,6.0,5.75,0.5555555555555556,0.0,41.4,41.5,0.10000000000000142,-41.4,,,6.520833333333333,,,,-3.0,-4.0,-1.0,0.6599913974913975,6.434782608695652,6.641304347826087,0.31521739130434784,0.5217391304347826,0.20652173913043478,15.239408297819867,2.360916355929948,7,1.1,1.4175,27.633333333333336,,-82.0,-4639.0,6.5
95,95,2019/04/20,水沢,晴,1,C2十八組,,10,8,9,139.9,10.0,10,小林凌,56,ダ1300,良,11.0,1:31.1,4.8,-30.0,7-7-8-10,0.0-41.9,44.4,457(-1),,,ベルモントセブン,,8,,0.16363636363636364,3.013333333333333,13.090909090909092,0,,,40.83636363636363,0.19607843137254902,14.270032930845225,15.447068114416028,91.1,7.0,10.0,8.0,0.7,0.0,41.9,44.4,2.5,-41.9,9.286666666666667,38.220000000000006,7.083333333333333,30.76,1.826666666666666,-28.933333333333337,0.0,-3.0,-3.0,0.689537037037037,7.333333333333333,7.066666666666666,-1.1333333333333333,-1.4,-0.26666666666666666,25.471721452426415,2.081081074225605,4,4.8,2.972727272727272,28.766666666666666,29.184444444444445,-110.0,-998.0,-23.0
96,96,2018/07/28,盛岡,曇,11,ヒメジョオン賞,,11,5,5,4.7,4,4,木村直輝,53,ダ1400,良,-13,1:27.8,1.1,49,4-4,0.0-38.4,38.9,434(+6),,,ガリゲット,2.7,1,,4.492000000000001,0.796,43.36,0,,,39.368,0.6403940886699507,15.945330296127564,15.62935929316007,87.8,4.0,4.0,4.0,0.36363636363636365,0.0,38.4,38.9,0.5,-38.4,,,4.21,,,,0.0,0.0,0.0,0.48597835497835495,3.8,4.52,-0.12,0.6,0.72,11.796098041050813,1.4642687049297631,4,1.1,0.796,25.766666666666666,,-31.0,-916.0,50.25
97,97,2018/07/30,盛岡,曇,10,ツユクサ賞,,10,2,2,2.8,2.0,3,小林凌,54,ダ1200,良,-17.0,1:13.5,0.0,55.0,1-1,0.0-38.7,38.7,425(-1),,,スズヨサムソン,3.9,2,,22.205714285714286,0.831896551724138,57.08571428571429,0,,,38.80285714285714,0.5879120879120879,16.3265306122449,15.96490223012725,73.5,1.0,1.0,1.0,0.1,0.0,38.7,38.7,0.0,-38.7,,,2.791666666666667,,,,-2.0,-2.0,0.0,0.24296039209832312,2.9655172413793105,2.689655172413793,-2.1724137931034484,-2.4482758620689653,-0.27586206896551724,11.696143389210928,1.673065948979646,6,0.0,0.8357142857142859,25.8,,-25.0,-1527.0,52.5
98,98,2018/07/30,盛岡,曇,10,ツユクサ賞,,10,8,9,8.0,3,4,山本聡哉,54,ダ1200,良,-17,1:13.7,0.2,52,6-5,0.0-38.7,37.4,451(-4),,,スズヨサムソン,2.7,3,,6.158823529411765,1.322727272727273,49.588235294117645,0,,,38.411764705882355,0.6453488372093024,16.28222523744912,15.835886966355519,73.7,6.0,5.0,5.5,0.6,0.0,38.7,37.4,-1.3000000000000043,-38.7,,,5.840909090909091,,,,1.0,2.0,1.0,0.5204266692903056,5.590909090909091,6.045454545454546,0.22727272727272727,0.6818181818181818,0.45454545454545453,13.412039283105646,2.015769588057154,4,0.2,0.8588235294117647,25.366666666666664,,-28.0,-795.0,48.0
99,99,2018/07/30,盛岡,曇,10,ツユクサ賞,,10,1,1,17.1,5,5,斉藤雄一,56,ダ1200,良,-17,1:13.8,0.3,50,4-3,0.0-38.7,38.1,458(-5),,,スズヨサムソン,1.5,4,,12.993103448275862,1.0609756097560978,44.13793103448276,0,,,39.210344827586205,0.5695364238410596,16.260162601626018,15.76035999965892,73.8,4.0,3.0,3.5,0.4,0.0,38.7,38.1,-0.6000000000000014,-38.7,,,5.556910569105692,,,,-2.0,-1.0,1.0,0.49897859592981564,5.536585365853658,5.658536585365853,-0.0975609756097561,0.024390243902439025,0.12195121951219512,9.65305163643558,1.8951363935383063,5,0.3,0.9275862068965517,25.600000000000005,,-30.0,-1523.0,37.0
100,100,2018/07/30,盛岡,曇,4,C2,,8,8,8,2.5,2.0,1,村上忍,56,ダ1000,良,-17.0,1:00.5,-0.2,45.0,2-2,0.0-36.5,36.3,488(-3),,,(カンヌ),20.0,5,,15.962962962962964,1.4838235294117648,39.81481481481482,0,,,40.096296296296295,0.5196850393700787,16.52892561983471,15.709254201469237,60.5,2.0,2.0,2.0,0.25,0.0,36.5,36.3,-0.20000000000000284,-36.5,,,3.3676470588235294,,,,1.0,1.0,0.0,0.2810876623376623,4.0588235294117645,2.9705882352941178,-1.7941176470588236,-2.8823529411764706,-1.088235294117647,15.0676298530245,2.467397207502642,4,-0.1,1.4759259259259263,24.266666666666666,,-35.0,-1352.0,33.75
101,101,2018/07/30,盛岡,曇,10,ツユクサ賞,,10,6,6,15.1,4,2,坂口裕一,54,ダ1200,良,-17,1:13.5,0.0,55,6-5,0.0-38.7,37.2,431(+6),,,スズヨサムソン,6.9,6,,11.540000000000001,1.0027777777777778,51.6,0,,,38.42,0.8387096774193549,16.3265306122449,15.587724143062262,73.5,6.0,5.0,5.5,0.6,0.0,38.7,37.2,-1.5,-38.7,,,4.819444444444445,,,,3.0,4.0,1.0,0.4336120669454002,4.444444444444445,4.944444444444445,-0.05555555555555555,0.4444444444444444,0.5,14.925484350683332,2.5300082664400225,4,0.0,0.185,25.3,,-25.0,-580.0,55.0
102,102,2018/07/28,盛岡,曇,11,ヒメジョオン賞,,11,8,11,4.2,3,2,岩本怜,51,ダ1400,良,-13,1:26.8,0.1,61,2-2,0.0-38.4,38.2,442(+4),,,ガリゲット,6.9,7,,6.341176470588236,0.9071428571428571,45.35294117647059,0,,,39.57058823529412,0.6830985915492958,16.129032258064516,15.795006423977744,86.8,2.0,2.0,2.0,0.18181818181818182,0.0,38.4,38.2,-0.19999999999999574,-38.4,,,3.5,,,,0.0,0.0,0.0,0.3219757094757095,3.380952380952381,3.5238095238095237,-1.380952380952381,-1.2380952380952381,0.14285714285714285,12.081335923065396,1.7473770189289421,4,0.1,0.7382352941176471,25.53333333333333,,-19.0,-657.0,54.25
103,103,2018/07/29,盛岡,曇,10,遠野風の丘20周年記,,10,5,5,10.5,5.0,7.0,高松亮,54,ダ1600,稍,-16.0,1:42.4,1.8,35.0,7-7,0.0-39.5,40.6,465(+9),,,オールドラゴン,,8.0,,6.388235294117647,1.006451612903226,46.529411764705884,0,,,39.42941176470589,0.6944444444444444,15.625,15.78149558883307,102.4,7.0,7.0,7.0,0.7,0.0,39.5,40.6,1.1000000000000014,-39.5,,,4.951612903225806,,,,0.0,0.0,0.0,0.3945864171670623,5.193548387096774,4.67741935483871,-0.41935483870967744,-0.9354838709677419,-0.5161290322580645,14.354877219955592,1.8419986385377705,4,1.8,0.8176470588235295,26.7,,-45.0,-865.0,44.5
104,104,2018/07/30,盛岡,曇,10,ツユクサ賞,,10,7,8,26.7,6,8,村上忍,54,ダ1200,良,-17,1:14.9,1.4,35,5-7,0.0-38.7,38.7,430(0),,,スズヨサムソン,,9,,3.7133333333333334,1.4255319148936165,42.8,0,,,39.99999999999999,0.39361702127659576,16.02136181575434,15.563952425763874,74.9,5.0,7.0,6.0,0.5,0.0,38.7,38.7,0.0,-38.7,,,4.379432624113475,,,,-1.0,-3.0,-2.0,0.3918286795946369,4.531914893617022,4.212765957446808,-1.7659574468085106,-2.0851063829787235,-0.3191489361702128,10.462897410479671,2.148957071012717,5,1.4,1.4933333333333332,25.8,,-45.0,-1773.0,37.5
105,105,2018/07/30,盛岡,曇,10,ツユクサ賞,,10,4,4,116.4,10.0,9.0,南郷家全,54,ダ1200,良,-17.0,1:15.5,2.0,27.0,10-10,0.0-38.7,38.2,461(-7),,,スズヨサムソン,,10.0,,9.175,1.4318181818181819,43.75,0,,,39.175,0.6338028169014085,15.894039735099337,15.784247426493325,75.5,10.0,10.0,10.0,1.0,0.0,38.7,38.2,-0.5,-38.7,,,5.068181818181818,,,,1.0,1.0,0.0,0.41318050636232456,5.590909090909091,4.7272727272727275,-1.8181818181818181,-2.6818181818181817,-0.8636363636363636,15.972684622951528,2.662183534623915,4,2.0,0.775,25.633333333333336,,-53.0,-823.0,30.0
106,106,2018/07/29,盛岡,曇,10,遠野風の丘20周年記,,10,7,7,154.3,10.0,8.0,山本政聡,54,ダ1600,稍,-16.0,1:42.5,1.9,34.0,10-10,0.0-39.5,40.3,448(-5),,,オールドラゴン,,11.0,,10.0,1.4364864864864868,54.0,0,,,38.5,0.47368421052631576,15.609756097560975,15.395659522565568,102.5,10.0,10.0,10.0,1.0,0.0,39.5,40.3,0.7999999999999972,-39.5,28.081081081081074,39.65405405405406,9.155405405405405,11.894594594594599,0.32162162162162256,-11.572972972972977,2.0,2.0,0.0,0.7604212604212605,8.81081081081081,9.378378378378379,0.9459459459459459,1.5135135135135136,0.5675675675675675,15.452993685704252,1.9713951638285914,5,1.9,1.225,26.599999999999998,35.9036036036036,-46.0,-1254.0,37.5
107,107,2018/07/28,盛岡,曇,11,ヒメジョオン賞,,11,3,3,32.3,8.0,10,菅原辰徳,56,ダ1400,良,-13,1:29.4,2.7,30,9-9,0.0-38.4,39.9,481(-1),,,ガリゲット,,12,,3.354285714285715,0.9820754716981134,42.91428571428571,0,,,39.86285714285714,0.708029197080292,15.659955257270692,15.46414355161337,89.4,9.0,9.0,9.0,0.8181818181818182,0.0,38.4,39.9,1.5,-38.4,,,6.0424528301886795,,,,-1.0,-1.0,0.0,0.6639181573143836,5.415094339622642,6.509433962264151,0.9245283018867925,2.018867924528302,1.0943396226415094,9.337447652833731,1.3516438196097236,5,2.7,0.73,26.099999999999998,,-50.0,-1904.0,38.5
108,108,2018/06/27,笠松,曇,8,雷鳥特別,,9,8,9,253.0,9.0,9,高橋昭平,56,ダ1600,良,-4.0,1:46.9,4.8,26.0,8-9-9,0.0-39.7,41.3,484(0),,,ドリームスイーブル,,1,,19.432499999999997,1.378282828282828,46.4375,0,,,39.88375000000002,0.5731132075471698,14.967259120673527,15.453806179163127,106.9,8.0,9.0,8.666666666666666,0.8888888888888888,0.0,39.7,41.3,1.5999999999999943,-39.7,,,6.295454545454546,,,,0.0,-1.0,-1.0,0.5583417144023205,6.040404040404041,6.505050505050505,0.1717171717171717,0.6363636363636364,0.46464646464646464,21.056106002772687,2.3198922388766254,9,4.8,1.2981249999999998,27.0,,-54.0,-3160.0,22.0
109,109,2018/07/14,盛岡,晴,3,C2十五組,,8,2,2,26.0,5.0,7,小林凌,54,ダ1200,良,-10.0,1:18.1,2.3,-1.0,5-6,0.0-38.7,39.7,471(-7),,,キタスクワート,,2,,1.632,2.2946808510638297,11.6,0,,,40.339999999999996,0.3401015228426396,15.36491677336748,15.219865415091153,78.1,5.0,6.0,5.5,0.625,0.0,38.7,39.7,1.0,-38.7,,,5.764184397163121,,,,-1.0,-2.0,-1.0,0.5761754793669688,5.9787234042553195,5.553191489361702,-1.0638297872340425,-1.4893617021276595,-0.425531914893617,25.10778846626414,2.6302988845798914,4,2.3,2.12,26.133333333333336,,-81.0,-2626.0,12.25
110,110,2018/06/30,水沢,晴,2,C2十五組,,8,6,6,4.5,2.0,6,大坪慎,56,ダ1300,稍,18.0,1:28.1,0.5,14.0,5-6-6-5,0.0-42.3,41.9,428(-6),,,パープルローズ,,3,,3.503225806451612,1.2422222222222221,35.25806451612903,0,,,40.57419354838709,0.5037878787878788,14.755959137343929,15.298363488583393,88.1,5.0,5.0,5.5,0.625,0.0,42.3,41.9,-0.3999999999999986,-42.3,,,6.033333333333333,,,,-1.0,-1.0,0.0,0.5954573512906846,6.022222222222222,6.066666666666666,-0.044444444444444446,0.0,0.044444444444444446,15.623963103591285,1.79594823330484,6,0.5,0.996774193548387,28.066666666666663,,-66.0,-1916.0,20.5
111,111,2018/07/14,盛岡,晴,3,C2十五組,,8,4,4,17.9,4.0,6,南郷家全,56,ダ1200,良,-10.0,1:17.8,2.0,3.0,8-8,0.0-38.7,39.2,472(+1),,,キタスクワート,,4,,0.6457142857142857,1.8087719298245604,15.60952380952381,0,,,39.87809523809523,0.29654255319148937,15.424164524421595,15.192886644741964,77.8,8.0,8.0,8.0,1.0,0.0,38.7,39.2,0.5,-38.7,,,6.5285087719298245,,,,2.0,2.0,0.0,0.776164527480317,6.605263157894737,6.482456140350878,0.7192982456140351,0.5964912280701754,-0.12280701754385964,14.705769607040281,1.4103077195754619,7,2.0,1.8742857142857132,25.96666666666667,,-77.0,-7060.0,10.0
112,112,2018/07/14,盛岡,晴,3,C2十五組,,8,7,7,15.5,3.0,2.0,大坪慎,56,ダ1200,良,-10.0,1:15.9,0.1,29.0,3-3,0.0-38.7,38.5,473(+3),,,キタスクワート,4.6,5.0,,8.26153846153846,1.9787878787878792,14.205128205128204,0,,,40.14358974358974,0.30678466076696165,15.810276679841897,15.17958131132301,75.9,3.0,3.0,3.0,0.375,0.0,38.7,38.5,-0.20000000000000284,-38.7,,,7.303030303030304,,,,1.0,1.0,0.0,0.7087563951200315,7.545454545454546,7.0606060606060606,0.5,0.015151515151515152,-0.48484848484848486,19.519854689795086,1.7846228150827996,7,0.1,2.0948717948717945,25.733333333333334,,-51.0,-3923.0,11.0
113,113,2018/07/14,盛岡,晴,3,C2十五組,,8,3,3,69.7,7.0,4,木村直輝,53,ダ1200,良,-10.0,1:17.5,1.7,7.0,6-4,0.0-38.7,39.3,367(-2),,,キタスクワート,1.8,6,,0.6479166666666668,2.308474576271187,8.479166666666666,0,,,40.67291666666666,0.2818991097922849,15.483870967741936,15.002242794471119,77.5,6.0,4.0,5.0,0.75,0.0,38.7,39.3,0.5999999999999943,-38.7,,,6.145480225988702,,,,0.0,2.0,2.0,0.7837906914178102,6.016949152542373,6.220338983050848,0.06779661016949153,0.2711864406779661,0.2033898305084746,15.149944994399595,1.7038282059983503,4,1.7,2.4333333333333336,26.0,,-73.0,-4440.0,10.25
