,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,ペース平均,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均
154,154,2017/07/15,盛岡,曇,7,C2十二組,,8,2,2,7.0,4.0,2.0,村上忍,56,ダ1200,良,-12.0,1:15.0,0.3,39.0,8-4,,37.0,472(-2),,,カニングウーマン,4.0,2.0,,1.6039215686274513,1.0818181818181818,33.98039215686274,0,,,39.97647058823531,0.5901639344262295,16.0,15.630868300957154,75.0,8.0,4.0,6.0,1.0,,,,,,,,6.24074074074074,,,,2.0,6.0,4.0,0.6689609690500957,5.666666666666667,6.696969696969697,0.2828282828282828,1.3131313131313131,1.0303030303030303,25.221617711796362,2.442841583074924,9,0.3,0.9137254901960783,,,-41.0,-2591.0,25.75
155,155,2017/07/09,盛岡,晴,1,C2十一組,,6,3,3,3.9,2.0,5.0,坂口裕一,54,ダ1200,良,-15.0,1:15.5,0.7,29.0,1-2,,39.0,471(+1),,,ブロンテ,0.6,3.0,,3.349056603773585,1.685211267605634,29.28301886792453,0,,,40.586792452830196,0.4422657952069717,15.894039735099337,15.255577772441288,75.5,1.0,2.0,1.5,0.16666666666666666,,,,,,,,5.423708920187794,,,,-3.0,-4.0,-1.0,0.49423420867082835,5.887323943661972,5.112676056338028,-0.5633802816901409,-1.3380281690140845,-0.7746478873239436,15.430749323715878,1.4693866823345794,6,0.7,1.4801886792452825,,,-51.0,-3772.0,31.25
156,156,2017/07/02,水沢,晴,4,C2十一組,,8,7,7,12.4,6.0,8.0,鈴木祐,54,ダ1300,良,31.0,1:27.9,0.9,29.0,8-8-8-8,,40.6,456(+3),,,インカンターレ,,4.0,,2.7892857142857146,1.0675925925925929,41.67857142857143,0,,,39.714285714285715,0.6297872340425532,14.789533560864617,15.408082482713787,87.9,8.0,8.0,8.0,1.0,,,,,,,,6.662037037037037,,,,0.0,0.0,0.0,0.6822227095102912,6.166666666666667,7.037037037037037,1.0555555555555556,1.9259259259259258,0.8703703703703703,12.246962855073651,1.4207249924359855,5,0.9,0.6964285714285713,,,-51.0,-1983.0,34.75
157,157,2017/07/15,盛岡,曇,8,C2十一組,,8,8,8,35.9,6.0,8.0,木村暁,56,ダ1200,良,-12.0,1:16.2,1.9,23.0,8-8,,38.2,459(0),,,メイショウナノハナ,,5.0,,1.4189655172413795,1.6395833333333327,26.362068965517242,0,,,40.525862068965516,0.41914893617021276,15.74803149606299,14.984178195537996,76.2,8.0,8.0,8.0,1.0,,,,,,,,7.091435185185186,,,,0.0,0.0,0.0,0.8080785533910533,6.583333333333333,7.652777777777778,0.7222222222222222,1.7916666666666667,1.0694444444444444,18.97486263183917,1.4627686932502646,6,1.9,1.6715517241379305,,,-57.0,-3736.0,24.5
158,158,2017/07/15,盛岡,曇,8,C2十一組,,8,4,4,7.2,4.0,3,陶文峰,54,ダ1200,良,-12.0,1:14.8,0.5,42.0,5-3,,37.4,465(-2),,,メイショウナノハナ,2.0,6,,5.189655172413793,1.6760000000000006,41.258620689655174,0,,,40.412068965517236,0.46092184368737477,16.0427807486631,15.50918398656684,74.8,5.0,3.0,4.0,0.625,,,,,,,,3.117777777777778,,,,0.0,2.0,2.0,0.30710557960557955,3.7866666666666666,2.973333333333333,-2.4,-3.2133333333333334,-0.8133333333333334,18.13020390477749,2.1010924971167846,6,0.5,1.7112068965517249,,,-38.0,-2604.0,34.5
159,159,2017/07/15,盛岡,曇,8,C2十一組,,8,7,7,17.7,5.0,6,高橋悠里,56,ダ1200,良,-12.0,1:15.5,1.2,32.0,3-4,,38.6,494(-1),,,メイショウナノハナ,,7,,1.8065573770491805,1.3461956521739133,36.60655737704918,0,,,40.0622950819672,0.4838095238095238,15.894039735099337,15.435906019823891,75.5,3.0,4.0,3.5,0.375,,,,,,,,6.663949275362319,,,,-2.0,-3.0,-1.0,0.6218508651053408,6.380434782608695,6.913043478260869,0.14130434782608695,0.6739130434782609,0.532608695652174,23.307115740063328,1.7084218017243975,9,1.2,1.2745901639344264,,,-48.0,-3104.0,24.25
160,160,2017/07/08,盛岡,晴,7,C2十二組,,8,5,5,12.2,6.0,7,陶文峰,54,ダ1200,良,-10.0,1:16.0,1.7,27.0,5-7,,38.9,428(0),,,エムティブラン,,8,,1.9857142857142858,1.7519230769230771,31.904761904761905,0,,,39.98571428571428,0.41397849462365593,15.789473684210526,15.515396494934171,76.0,5.0,7.0,6.0,0.625,,,,,,,,4.605769230769231,,,,0.0,-2.0,-2.0,0.45308735068350453,4.846153846153846,4.384615384615385,-1.5384615384615385,-2.0,-0.46153846153846156,13.095093794298744,1.9610262983094289,4,1.7,1.6833333333333333,,,-53.0,-1278.0,26.5
161,161,2017/07/15,盛岡,曇,7,C2十二組,,8,7,7,45.0,7.0,3,菅原辰徳,56,ダ1200,良,-12.0,1:15.4,0.7,34.0,2-2,,38.6,482(-5),,,カニングウーマン,2.0,9,,1.276470588235294,1.9597222222222226,16.88235294117647,0,,,40.52058823529413,0.384,15.915119363395224,15.190140854388082,75.4,2.0,2.0,2.0,0.25,,,,,,,,5.243055555555555,,,,-1.0,-1.0,0.0,0.5775462962962963,5.555555555555555,4.944444444444445,-0.3888888888888889,-1.0,-0.6111111111111112,13.168237678772575,1.5996392946223619,4,0.7,1.9279411764705885,,,-46.0,-2200.0,29.0
162,162,2017/07/16,盛岡,雨,4,大槌キッチンカープロ,,9,2,2,74.6,9.0,7,菅原辰徳,54,ダ1200,重,-23.0,1:16.7,1.7,5.0,4-5,,39.5,435(-2),,,カーリーネイト,,10,,1.6166666666666665,2.0628571428571427,21.666666666666668,0,,,39.95,0.2636363636363636,15.645371577574966,15.181111669949548,76.7,4.0,5.0,4.5,0.4444444444444444,,,,,,,,5.564285714285714,,,,-2.0,-3.0,-1.0,0.5928509585652442,6.142857142857143,5.142857142857143,-1.2285714285714286,-2.2285714285714286,-1.0,14.685252323418524,1.6850834320114558,4,1.7,1.9833333333333336,,,-75.0,-1960.0,12.0
163,163,2017/05/27,盛岡,曇,2,C2十七組,,9,1,1,11.8,4,1,阿部英俊,56,ダ1200,不,-6.0,1:15.5,-0.2,38.0,7-2,,37.3,458(+1),,,(ラヴァーゴールド),20.0,1,,2.5071428571428576,1.0045454545454544,42.464285714285715,0,,,39.86785714285713,0.49047619047619045,15.894039735099337,15.513410659045405,75.5,7.0,2.0,4.5,0.7777777777777778,,,,,,,,7.39935064935065,,,,1.0,6.0,5.0,0.789475189312851,6.376623376623376,8.194805194805195,0.935064935064935,2.7532467532467533,1.8181818181818181,19.342823114753756,1.6580487252428442,9,-0.1,0.9750000000000002,,,-42.0,-2080.0,29.75
164,164,2017/05/27,盛岡,曇,6,未知の駒会メンバーズ,,9,4,4,30.5,8.0,5,小林凌,55,ダ1200,不,-6.0,1:17.1,0.6,16.0,9-5,,37.9,463(0),,,ガンダルヴァ,0.6,2,,5.219480519480519,1.6157657657657654,32.064935064935064,0,,,40.01948051948052,0.3709449929478138,15.564202334630352,15.212882353684947,77.1,9.0,5.0,7.0,1.0,,,,,,,,7.742492492492494,,,,0.0,4.0,4.0,0.7191719316719318,7.927927927927928,7.711711711711712,1.09009009009009,0.8738738738738738,-0.21621621621621623,16.685376403134743,1.642841372206913,9,0.6,1.5396103896103897,,,-64.0,-4967.0,13.0
165,165,2017/05/27,盛岡,曇,6,未知の駒会メンバーズ,,9,8,9,10.6,6.0,2,木村暁,54,ダ1200,不,-6.0,1:16.6,0.1,23.0,1-1,,38.7,452(-2),,,ガンダルヴァ,4.0,3,,2.1480392156862744,1.7632075471698108,23.84313725490196,0,,,40.56960784313727,0.3887468030690537,15.665796344647521,15.245040529996473,76.6,1.0,1.0,1.0,0.1111111111111111,,,,,,,,4.188679245283019,,,,-1.0,-1.0,0.0,0.44222957336164886,4.518867924528302,3.8773584905660377,-1.2358490566037736,-1.8773584905660377,-0.6415094339622641,14.113405898150269,1.5121194964843814,7,0.1,1.7333333333333325,,,-57.0,-6023.0,19.75
166,166,2017/05/28,盛岡,曇,7,テレトラック宮古開設,,9,2,2,46.1,9.0,9,関本淳,56,芝1600,稍,4.0,1:42.2,2.3,30.0,4-6,,38.6,478(+1),,,マイネルテンクウ,,4,,0.863157894736842,1.6296875,26.157894736842106,0,,,40.12631578947368,0.40425531914893614,15.655577299412915,15.412647852123428,102.2,4.0,6.0,5.0,0.4444444444444444,,,,,,,,6.3984375,,,,-3.0,-5.0,-2.0,0.6945256132756134,6.25,6.5,-0.03125,0.21875,0.25,14.799548301746269,1.710240318417307,4,2.3,1.544736842105263,,,-50.0,-1485.0,24.5
167,167,2017/05/28,盛岡,晴,1,C2十二組,,7,3,3,41.4,6.0,7.0,木村暁,54,ダ1200,稍,-8.0,1:17.4,1.4,10.0,7-7,,38.9,415(+4),,,ガンバルデュラン,,5.0,,1.2714285714285714,2.3090909090909095,13.89795918367347,0,,,41.018367346938774,0.3760217983651226,15.503875968992247,14.799664876315989,77.4,7.0,7.0,7.0,1.0,,,,,,,,6.978787878787878,,,,0.0,0.0,0.0,0.865024924570379,6.363636363636363,7.290909090909091,0.7272727272727273,1.6545454545454545,0.9272727272727272,15.926289074152503,1.530456114485922,4,1.4,2.359183673469388,,,-70.0,-3714.0,16.0
168,168,2017/05/21,盛岡,晴,1,C2十二組,,9,5,5,18.2,5,7,山本政聡,56,ダ1200,良,5.0,1:16.8,1.9,31.0,7-6,,39.1,466(+1),,,レッドブラッサム,,6,,0.723076923076923,2.2882352941176474,23.76923076923077,0,,,40.76153846153846,0.4528301886792453,15.625,15.34921003528774,76.8,7.0,6.0,6.5,0.7777777777777778,,,,,,,,5.102941176470588,,,,-1.0,0.0,1.0,0.4697128851540616,5.529411764705882,4.9411764705882355,-1.2941176470588236,-1.8823529411764706,-0.5882352941176471,15.857875715940713,2.075518676807746,5,1.9,1.7461538461538464,,,-49.0,-855.0,28.25
169,169,2017/05/28,盛岡,晴,1,C2十二組,,7,2,2,15.1,3.0,5.0,陶文峰,54,ダ1200,稍,-8.0,1:17.0,1.0,16.0,4-4,,39.5,435(+3),,,ガンバルデュラン,0.6,7.0,,1.2215909090909092,1.3608695652173917,26.022727272727273,0,,,40.11477272727273,0.44661654135338347,15.584415584415584,15.346900201699976,77.0,4.0,4.0,4.0,0.5714285714285714,,,,,,,,5.461956521739131,,,,-1.0,-1.0,0.0,0.5863256007277746,5.6521739130434785,5.206521739130435,0.2717391304347826,-0.17391304347826086,-0.44565217391304346,13.926777779603759,1.5571823084725385,7,1.0,1.3784090909090911,,,-64.0,-4833.0,5.5
170,170,2017/05/28,盛岡,晴,1,C2十二組,,7,6,6,26.5,4.0,6,南郷家全,56,ダ1200,稍,-8.0,1:17.3,1.3,12.0,6-6,,39.2,490(+7),,,ガンバルデュラン,,8,,0.7898305084745763,1.5235294117647058,20.779661016949152,0,,,39.71016949152543,0.37587006960556846,15.523932729624839,15.229331199983202,77.3,6.0,6.0,6.0,0.8571428571428571,,,,,,,,6.459558823529412,,,,0.0,0.0,0.0,0.761143472540531,6.397058823529412,6.544117647058823,1.0294117647058822,1.1764705882352942,0.14705882352941177,14.252383477250698,1.3583986148739289,6,1.3,1.5966101694915256,,,-68.0,-3793.0,10.5
171,171,2017/01/07,水沢,曇,10,もりおか短角牛賞,,10,5,5,83.5,9.0,9.0,大坪慎,56,ダ1400,不,2.0,1:32.4,1.8,31.0,7-9-9-9,,40.2,511(-2),,,ブラウンヴィーヴォ,,1.0,,5.83,1.6285714285714286,47.2,0,,,39.739999999999995,0.5654761904761905,15.15151515151515,15.500272852539151,92.4,7.0,9.0,8.5,0.7,,,,,,,,5.571428571428571,,,,0.0,-2.0,-2.0,0.5122349129045557,5.857142857142857,5.267857142857143,-0.6964285714285714,-1.2857142857142858,-0.5892857142857143,16.316996748392217,1.9436379631649394,7,1.8,0.9924999999999997,,,-49.0,-2099.0,22.0
172,172,2017/01/08,水沢,晴,5,C2,,9,3,3,165.4,9.0,8.0,大坪慎,54,ダ1300,不,5.0,1:27.2,3.8,12.0,9-8-8-9,,40.8,470(0),,,スパルタトウショウ,,2.0,,0.5327868852459017,2.041803278688525,19.721311475409838,0,,,40.49344262295083,0.3392070484581498,14.908256880733944,15.225413693362134,87.2,9.0,9.0,8.5,1.0,,,,,,,,5.709016393442623,,,,1.0,1.0,0.0,0.6439453078797343,6.0,5.475409836065574,0.08196721311475409,-0.4426229508196721,-0.5245901639344263,9.311314210169233,1.3697755727370133,5,3.8,2.041803278688525,,,-68.0,-3677.0,13.5
173,173,2017/04/22,水沢,曇,2,C2十八組,,9,2,2,19.6,7.0,7,関本淳,54,ダ1300,稍,23.0,1:29.1,2.4,7.0,8-7-8-8,,42.2,397(-3),,,サクラヴァンデロア,,3,,0.8857142857142857,2.30943396226415,17.020408163265305,0,,,40.826530612244895,0.3028720626631854,14.590347923681257,15.114025298524453,89.1,8.0,8.0,7.75,0.8888888888888888,,,,,,,,6.754716981132075,,,,1.0,1.0,0.0,0.7974788314410957,6.622641509433962,6.981132075471698,0.22641509433962265,0.5849056603773585,0.3584905660377358,15.491534924628597,1.6120516624520034,4,2.4,2.3061224489795906,,,-73.0,-3331.0,2.25
174,174,2017/04/22,水沢,曇,2,C2十八組,,9,8,9,9.1,6.0,9,山本政聡,54,ダ1300,稍,23.0,1:29.9,3.2,-3.0,7-9-9-9,,42.7,453(-2),,,サクラヴァンデロア,,4,,0.818181818181818,1.7862244897959179,18.818181818181817,0,,,39.99318181818181,0.40822784810126583,14.460511679644048,15.255665176666572,89.9,7.0,9.0,8.5,0.7777777777777778,,,,,,,,6.512755102040816,,,,0.0,-2.0,-2.0,0.784084651176488,6.448979591836735,6.6938775510204085,0.8775510204081632,1.1224489795918366,0.24489795918367346,17.645108734687728,1.9217351570057917,9,3.2,1.753977272727272,,,-83.0,-5605.0,-2.25
175,175,2017/04/22,水沢,曇,1,C2十九組,,8,5,5,16.4,6.0,6,鈴木麻優,52,ダ1300,稍,23.0,1:30.9,2.5,-15.0,6-6-6-7,,42.6,431(-2),,,フミタツダイヤ,,5,,0.532051282051282,2.33607594936709,12.025641025641026,0,,,40.63461538461539,0.29948364888123924,14.3014301430143,15.08324092530006,90.9,6.0,7.0,6.25,0.75,,,,,,,,6.117088607594937,,,,1.0,0.0,-1.0,0.6882107695398834,6.417721518987341,5.848101265822785,0.189873417721519,-0.379746835443038,-0.569620253164557,13.786038000455388,1.3843494636470954,6,2.5,2.310897435897437,,,-95.0,-5374.0,-12.0
176,176,2017/04/15,水沢,曇,2,C2十九組,,9,4,4,23.5,4.0,4,高松亮,54,ダ1300,稍,30.0,1:29.9,1.2,4.0,3-3-3-3,,42.0,407(-9),,,ノブレジェンド,1.4,6,,0.27241379310344827,2.1763157894736844,5.758620689655173,0,,,41.262068965517244,0.23766816143497757,14.460511679644048,15.17472473606948,89.9,3.0,3.0,3.0,0.3333333333333333,,,,,,,,6.598684210526316,,,,-1.0,-1.0,0.0,0.6801169590643276,6.973684210526316,6.2894736842105265,-0.05263157894736842,-0.7368421052631579,-0.6842105263157895,24.168730783100905,1.812202048783393,5,1.2,2.3931034482758617,,,-76.0,-2469.0,10.75
177,177,2017/04/22,水沢,曇,1,C2十九組,,8,8,8,51.7,7.0,4,鈴木祐,52,ダ1300,稍,23.0,1:30.6,2.2,-12.0,2-2-2-2,,44.4,392(+2),,,フミタツダイヤ,1.4,7,,0.4533333333333333,2.624025974025974,9.36,0,,,41.274666666666675,0.23792486583184258,14.348785871964681,15.060179760284012,90.6,2.0,2.0,2.0,0.25,,,,,,,,5.168831168831168,,,,-2.0,-2.0,0.0,0.567583534791327,5.623376623376624,4.857142857142857,-0.974025974025974,-1.7402597402597402,-0.7662337662337663,14.42514515085634,1.8477365900598197,5,2.2,2.6606666666666667,,,-92.0,-5419.0,-19.5
178,178,2017/04/22,水沢,曇,1,C2十九組,,8,2,2,13.2,5.0,5,山本政聡,54,ダ1300,稍,23.0,1:30.7,2.3,-13.0,4-4-4-4,,43.8,415(+2),,,フミタツダイヤ,0.6,8,,0.23333333333333334,2.6051724137931034,6.904761904761905,0,,,41.68333333333332,0.2367601246105919,14.332965821389195,14.860645607440357,90.7,4.0,4.0,4.0,0.5,,,,,,,,5.867816091954023,,,,-1.0,-1.0,0.0,0.6553503010399562,6.0344827586206895,5.758620689655173,-0.6551724137931034,-0.9310344827586207,-0.27586206896551724,14.729076863711112,1.8921191583800328,5,2.3,2.821428571428571,,,-93.0,-4070.0,-10.75
179,179,2017/04/22,水沢,曇,4,C2十六組,,9,1,1,5.8,3,3,阿部英俊,56,ダ1300,良,23,1:26.1,0.8,44,4-3-3-3,,40.3,448(+1),,,ストラボ,2.0,1,,2.5277777777777777,1.1420454545454546,44.5,0,,,39.62222222222223,0.65,15.098722415795587,15.409386998800498,86.1,4.0,3.0,3.25,0.4444444444444444,,,,,,,,6.988636363636363,,,,0.0,1.0,1.0,0.6882834263181857,6.454545454545454,7.386363636363637,1.1136363636363635,2.0454545454545454,0.9318181818181818,12.85474404429915,1.4666397303923797,5,0.8,0.6722222222222223,,,-36.0,-1549.0,38.5
180,180,2017/04/22,水沢,曇,3,C2十七組,,9,7,7,12.5,2.0,3.0,高松亮,54,ダ1300,稍,23.0,1:27.6,2.4,25.0,3-2-2-2,,42.0,476(+4),,,ワールンガ,2.0,2.0,,3.572413793103448,1.5882352941176472,19.24137931034483,0,,,41.60689655172414,0.4092664092664093,14.840182648401827,15.067847039822846,87.6,3.0,2.0,2.25,0.3333333333333333,,,,,,,,4.230392156862744,,,,-1.0,0.0,1.0,0.4141032170443936,4.264705882352941,4.205882352941177,-1.911764705882353,-1.9705882352941178,-0.058823529411764705,15.416397313330016,1.7595361169748056,4,2.4,1.5965517241379312,,,-55.0,-1984.0,28.0
181,181,2017/04/22,水沢,曇,4,C2十六組,,9,2,2,12.2,5,5,南郷家全,56,ダ1300,良,23,1:27.4,2.1,28,6-5-5-5,,41.2,436(-2),,,ストラボ,0.6,3,,0.4722222222222222,1.4000000000000001,29.333333333333332,0,,,40.855555555555554,0.3795620437956204,14.874141876430205,15.565638221394519,87.4,6.0,5.0,5.25,0.6666666666666666,,,,,,,,5.229166666666666,,,,0.0,1.0,1.0,0.5317531179138321,5.107142857142857,5.428571428571429,-0.9642857142857143,-0.6428571428571429,0.32142857142857145,18.5148974307926,2.60639477017174,5,2.1,1.7166666666666668,,,-52.0,-1189.0,29.25
182,182,2017/04/22,水沢,曇,3,C2十七組,,9,6,6,60.5,8,2,木村暁,56,ダ1300,稍,23,1:27.6,2.4,25,6-4-4-4,,40.7,430(-2),,,ワールンガ,4.0,4,,0.7647058823529412,1.5521739130434782,22.294117647058822,0,,,40.758823529411764,0.453125,14.840182648401827,15.383953382016102,87.6,6.0,4.0,4.5,0.6666666666666666,,,,,,,,7.6811594202898545,,,,2.0,4.0,2.0,0.7638543823326431,7.521739130434782,8.043478260869565,1.3043478260869565,1.826086956521739,0.5217391304347826,21.985435519907263,2.5360696570787553,4,2.4,1.6882352941176468,,,-55.0,-1084.0,18.5
183,183,2017/04/15,水沢,小雨,4,C2十七組,,9,3,3,3.4,2.0,2.0,村上忍,54,ダ1300,稍,29.0,1:28.3,0.7,23.0,9-9-3-2,,39.7,410(+1),,,エイシンイパネマ,4.0,5.0,,0.7480000000000001,1.823076923076923,23.24,0,,,40.208,0.3684210526315789,14.722536806342017,15.282968633961588,88.3,9.0,2.0,5.75,1.0,,,,,,,,5.490384615384615,,,,0.0,7.0,7.0,0.6716117216117214,5.269230769230769,5.6923076923076925,-0.4230769230769231,0.0,0.4230769230769231,11.920518672947866,1.4778009837591297,4,0.7,1.84,,,-57.0,-1467.0,28.25
184,184,2017/04/22,水沢,曇,5,C2十五組,,9,7,7,8.9,4.0,6,陶文峰,54,ダ1300,良,23.0,1:27.7,1.6,24.0,7-8-8-7,,40.8,490(+4),,,ランデックアロマ,,6,,12.65625,1.2191011235955054,46.375,0,,,39.837500000000006,0.5569620253164557,14.823261117445838,15.491109628504034,87.7,7.0,7.0,7.5,0.7777777777777778,,,,,,,,7.50561797752809,,,,1.0,1.0,0.0,0.638514875188702,7.561797752808989,7.49438202247191,1.0112359550561798,0.9438202247191011,-0.06741573033707865,17.509870232401937,1.8163594711386464,10,1.6,0.81875,,,-56.0,-2076.0,32.0
185,185,2017/04/22,水沢,曇,5,C2十五組,,9,4,4,80.0,8.0,7,高橋悠里,54,ダ1300,良,23,1:28.5,2.4,14,5-5-5-6,,42.1,480(0),,,ランデックアロマ,,7,,1.910344827586207,2.016129032258065,28.79310344827586,0,,,40.36206896551725,0.26136363636363635,14.689265536723164,15.386770845541356,88.5,5.0,6.0,5.25,0.5555555555555556,,,,,,,,4.959677419354839,,,,-1.0,-2.0,-1.0,0.41990527393753196,5.806451612903226,4.193548387096774,-1.967741935483871,-3.5806451612903225,-1.6129032258064515,12.744484100974821,1.9074586332342833,4,2.4,1.9068965517241383,,,-66.0,-1624.0,10.5
186,186,2017/04/22,水沢,曇,5,C2十五組,,9,8,8,37.3,7.0,9,鈴木麻優,52,ダ1300,良,23.0,1:29.3,3.2,4.0,9-9-9-9,,41.9,413(+1),,,ランデックアロマ,,8,,1.1380952380952378,1.590714285714286,30.523809523809526,0,,,40.236507936507934,0.33783783783783783,14.557670772676373,15.295897872580687,89.3,9.0,9.0,9.0,1.0,,,,,,,,5.682142857142857,,,,0.0,0.0,0.0,0.6825123685837967,5.571428571428571,5.671428571428572,-0.14285714285714285,-0.04285714285714286,0.1,12.78415566179181,1.3796232979898098,8,3.2,1.6007936507936509,,,-76.0,-3423.0,14.5
187,187,2017/04/22,水沢,曇,5,C2十五組,,9,8,9,88.0,9.0,8,関本淳,54,ダ1300,良,23.0,1:29.1,3.0,7.0,6-7-6-8,,42.4,495(+3),,,ランデックアロマ,,9,,1.457142857142857,2.3305555555555557,19.071428571428573,0,,,41.878571428571426,0.288,14.590347923681257,15.105346228000874,89.1,6.0,8.0,6.75,0.6666666666666666,,,,,,,,3.9444444444444446,,,,0.0,-2.0,-2.0,0.2967041446208113,5.055555555555555,3.1666666666666665,-3.5,-5.388888888888889,-1.8888888888888888,17.37910357288977,1.47906910905572,4,3.0,1.9821428571428574,,,-73.0,-1024.0,12.75
