,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均,ﾀｲﾑ指数3平均
0,0,2022/06/04,4中京1,晴,12,3歳以上2勝クラス,,16,5,9,96.4,13,9,角田大河,54,ダ1400,良,-11,1:25.3,1.4,79,12-10,35.3-36.1,36.5,468(-2),,出遅れ,ジレトール,,1,,202.5,0.7842105263157894,84.6842105263158,0,,,37.31578947368421,0.6509433962264151,16.412661195779602,16.52186876533381,85.3,12.0,10.0,11.0,35.3,36.1,1.2000000000000028,0.3999999999999986,-0.8000000000000043,34.76842105263158,37.05263157894737,5.2631578947368425,2.547368421052633,0.2631578947368425,-2.2842105263157904,1.0,3.0,2.0,4.894736842105263,-0.8421052631578947,-0.10526315789473684,0.7368421052631579,9.94786409235671,1.3070864546769652,5,35.96666666666666,36.37894736842105,76.0
1,1,2022/07/16,3小倉5,晴,10,糸島特別(2勝クラス),,14,7,12,34.2,8,2,長岡禎仁,55,ダ1000,重,-13,0:58.1,0.3,85,1-1,34.0-34.9,35.2,484(0),,,ショウゲッコウ,608.4,2,,214.4923076923077,0.5615384615384615,74.53846153846153,0,,,37.06923076923077,0.7192982456140351,17.21170395869191,16.68709579282044,58.1,1.0,1.0,1.0,34.0,34.9,1.2000000000000028,0.30000000000000426,-0.8999999999999986,34.46923076923077,36.761538461538464,2.9615384615384617,2.600000000000001,0.30769230769230826,-2.2923076923076926,-1.0,-1.0,0.0,2.923076923076923,-1.7692307692307692,-1.6923076923076923,0.07692307692307693,12.603044659679563,1.3934431001908139,4,34.699999999999996,36.099999999999994,78.5
2,2,2022/07/10,1函館10,曇,12,3歳以上2勝クラス,,12,6,7,108.1,11,4,山田敬士,55,ダ1000,良,-12,0:58.7,0.7,90,5-5,34.4-35.4,35.3,448(0),,,チェイスザドリーム,170.0,3,,83.33333333333333,0.9095238095238097,81.33333333333333,0,,,35.6,0.5213675213675214,17.035775127768314,16.963751576414683,58.7,5.0,5.0,5.0,34.4,35.4,0.8999999999999986,-0.10000000000000142,-1.0,34.13809523809524,35.69047619047618,8.80952380952381,1.4619047619047625,-0.09047619047618974,-1.5523809523809522,1.0,1.0,0.0,9.0,1.3333333333333333,0.9523809523809523,-0.38095238095238093,10.460472628103656,1.3299474916621756,5,35.03333333333333,35.142857142857146,83.5
3,3,2022/04/08,名古屋,晴,8,ウグイス特別,,11,3,3,2.7,1,6,岡部誠,54,ダ1700,良,3,1:53.4,1.0,30,2-1-2,0.0-40.0,41.0,446(0),,,ヒメコマチ,,4,,0.0,1.3333333333333333,48.25,0,,,40.12499999999999,0.5609756097560976,14.991181657848324,15.699951971020186,113.4,2.0,2.0,1.6666666666666667,0.0,40.0,41.0,1.0,-40.0,16.658333333333335,38.93333333333333,2.1527777777777777,23.466666666666672,1.191666666666667,-22.275000000000002,-4.0,-4.0,0.0,1.9166666666666667,-2.9166666666666665,-2.3333333333333335,0.5833333333333334,17.7444049019809,2.050948690860982,3,27.0,31.905555555555555,33.5
4,4,2022/07/16,1函館11,小雨,8,3歳以上1勝クラス,,14,5,8,7.2,4,1,池添謙一,52,芝1200,稍,20,1:11.2,0.0,92,1-1,35.0-36.2,36.2,468(-2),,,(クレマチステソーロ),770.0,5,,520.0,0.3833333333333333,81.83333333333333,0,,,36.25,1.0,16.85393258426966,16.838534173948826,71.2,1.0,1.0,1.0,35.0,36.2,1.2000000000000028,0.0,-1.2000000000000028,34.78333333333333,36.11666666666667,3.194444444444444,1.4666666666666675,0.13333333333333286,-1.3333333333333346,0.0,0.0,0.0,2.6666666666666665,-1.1666666666666667,0.0,1.1666666666666667,8.361720358092512,0.5138887356744262,3,35.800000000000004,35.71666666666666,85.5
5,5,2022/05/28,3中京7,晴,12,4歳以上2勝クラス,,16,2,3,98.3,15,10,岩田望来,57,ダ1200,稍,-13,1:12.4,1.3,80,15-15,34.6-36.5,36.3,512(+2),,出遅れ,アシタバ,,6,,128.0,1.526315789473684,70.84210526315789,0,,,36.978947368421046,0.518796992481203,16.574585635359114,16.43602507229621,72.4,15.0,15.0,15.0,34.6,36.5,1.6999999999999957,-0.20000000000000284,-1.8999999999999986,35.16842105263158,36.43684210526316,9.592105263157896,1.8105263157894729,0.5421052631578942,-1.2684210526315787,5.0,5.0,0.0,9.894736842105264,0.9473684210526315,0.42105263157894735,-0.5263157894736842,16.143961719478895,2.0453056006377146,4,35.800000000000004,36.19473684210526,78.5
6,6,2022/07/16,1函館11,小雨,7,3歳以上1勝クラス,,12,6,7,2.5,1,1,泉谷楓真,56,ダ1000,稍,-15,0:58.7,0.0,87,1-1,34.7-35.6,35.6,510(+2),,,(スンヌンタイ),770.0,7,,215.71428571428572,1.211764705882353,60.294117647058826,0,,,38.65294117647059,0.5952380952380952,17.035775127768314,15.979457349818999,58.7,1.0,1.0,1.0,34.7,35.6,0.8999999999999986,0.0,-0.8999999999999986,24.011764705882353,37.56470588235294,2.1225490196078427,14.641176470588237,1.0882352941176467,-13.552941176470588,0.0,0.0,0.0,2.6470588235294117,-3.176470588235294,-4.0,-0.8235294117647058,20.31966753883756,2.226745396700844,5,35.300000000000004,33.40980392156863,79.0
7,7,2022/07/17,1函館12,雨,12,湯の川温泉特別(2勝クラス),,14,6,9,7.1,4,4,松田大作,55,芝1200,重,36,1:13.0,0.3,81,4-3,35.3-37.4,37.1,494(0),,,タツリュウオー,230.0,8,,448.59999999999997,0.2866666666666667,86.2,0,,,36.14666666666667,0.9210526315789473,16.438356164383563,16.842332169226427,73.0,4.0,3.0,3.5,35.3,37.4,1.8000000000000043,-0.29999999999999716,-2.1000000000000014,34.70666666666667,36.21333333333333,3.5444444444444447,1.4400000000000015,-0.06666666666666525,-1.5066666666666668,-1.0,0.0,1.0,3.3333333333333335,-0.26666666666666666,0.13333333333333333,0.4,8.050378484891255,1.4415567756769074,4,36.6,35.68888888888888,86.0
8,8,2022/06/04,3東京1,晴,10,由比ヶ浜特別(2勝クラス),,13,4,5,305.7,13,12,松岡正海,51,芝1400,良,-18,1:22.5,2.4,75,3-3,34.5-34.3,36.1,476(+4),,,アネゴハダ,,9,,56.0,1.8461538461538463,68.73076923076923,0,,,37.82307692307693,0.36771300448430494,16.96969696969697,16.444347207541046,82.5,3.0,3.0,3.0,34.5,34.3,1.6000000000000014,1.8000000000000043,0.20000000000000284,34.5076923076923,36.56538461538462,5.903846153846154,3.315384615384616,1.2576923076923083,-2.0576923076923075,-9.0,-9.0,0.0,5.769230769230769,-4.1923076923076925,-3.923076923076923,0.2692307692307692,14.021245881761633,1.6975007853676336,5,34.96666666666667,36.298717948717936,66.5
9,9,2022/07/10,1函館10,曇,12,3歳以上2勝クラス,,12,3,3,6.7,3,5,水口優也,55,ダ1000,良,-12,0:59.0,1.0,85,3-4,34.4-35.4,35.8,470(+18),,,チェイスザドリーム,111.0,10,,146.5,0.48000000000000004,79.33333333333333,0,,,37.173333333333325,0.73125,16.949152542372882,16.571980172041062,59.0,3.0,4.0,3.5,34.4,35.4,1.3999999999999986,0.3999999999999986,-1.0,34.48,37.05333333333333,4.033333333333333,2.693333333333333,0.11999999999999934,-2.5733333333333333,-1.0,-2.0,-1.0,3.8,-0.26666666666666666,0.2,0.4666666666666667,9.306415797717186,0.9123287510541358,4,35.199999999999996,36.235555555555564,83.0
