,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均,ﾀｲﾑ指数3平均
0,0,2022/06/26,3阪神4,晴,7,3歳以上1勝クラス,,14,4,5,2.9,1,5,川田将雅,53,芝2200,良,-13,2:14.9,0.6,84,8-8-5-6,35.7-34.4,34.6,480(+6),,,ゲーテローズ,77.0,1,,295.86,0.3,83.0,0,,,34.65714285714285,0.8363636363636363,16.308376575240917,16.35533814369933,134.9,8.0,6.0,6.75,35.7,34.4,-1.1000000000000014,0.20000000000000284,1.3000000000000043,36.48571428571429,34.785714285714285,4.642857142857143,-1.8285714285714303,-0.1285714285714294,1.7000000000000008,1.0,3.0,2.0,4.857142857142857,1.8571428571428572,1.7142857142857142,-0.14285714285714285,6.244997998398398,0.7448783457719781,3,34.9,35.3095238095238,82.5
1,1,2022/06/11,4中京3,曇,8,3歳以上1勝クラス,,10,4,4,2.0,1,6,北村友一,52,芝2000,良,-19,2:02.1,1.0,70,5-5-7-6,37.1-35.7,35.9,482(-2),,,テーオーアリエス,,2,,331.45,0.54,78.2,0,,,35.44,0.6904761904761905,16.380016380016382,16.459342373142178,122.1,5.0,6.0,5.75,37.1,35.7,-1.2000000000000028,0.19999999999999574,1.3999999999999986,36.6,35.239999999999995,3.35,-1.1600000000000024,0.19999999999999857,1.3600000000000008,0.0,-1.0,-1.0,3.4,-0.6,-0.8,-0.2,11.308796969124916,0.7498147919467983,3,36.23333333333333,35.760000000000005,82.75
2,2,2022/06/18,3阪神1,曇,7,3歳以上1勝クラス,,9,6,6,9.3,4,4,北村友一,54,芝2000,良,-15,2:02.2,0.3,75,2-2-2-2,36.5-35.0,35.3,482(+8),,,ウィンドリッパー,120.0,3,,120.0,0.7,75.0,0,,,35.44,0.625,16.366612111292962,16.828465693193447,122.2,2.0,2.0,2.0,36.5,35.0,-1.2000000000000028,0.29999999999999716,1.5,35.32,34.96,3.2,0.11999999999999886,0.4799999999999983,0.35999999999999943,-2.0,-2.0,0.0,3.4,-2.8,-3.2,-0.4,6.542595475463508,0.6335525936249419,3,35.6,35.239999999999995,77.25
3,3,2022/05/28,1新潟7,晴,10,荒川峡特別(1勝クラス),,14,5,8,9.7,6,11,角田大和,55,芝2400,良,-1,2:30.3,1.4,61,10-7-4-3,36.1-36.9,38.0,448(-4),,,サンデージャック,,4,,109.6,0.7538461538461537,81.84615384615384,0,,,35.392307692307696,0.5666666666666667,15.968063872255488,16.377349905298082,150.3,10.0,3.0,6.0,36.1,36.9,1.8999999999999986,1.1000000000000014,-0.7999999999999972,36.353846153846156,35.315384615384616,8.134615384615385,-0.9615384615384621,0.07692307692307637,1.0384615384615385,-8.0,-1.0,7.0,7.3076923076923075,1.3076923076923077,2.8461538461538463,1.5384615384615385,9.244137690052712,1.0341367296011703,4,37.0,35.687179487179485,74.25
4,4,2022/07/03,3小倉2,曇,9,国東特別(1勝クラス),,10,5,5,108.4,8,6,和田竜二,57,芝2000,良,-28,1:58.8,2.0,79,9-9-7-7,34.2-35.6,36.5,482(-8),,,ガイアフォース,,5,,89.0,0.8699999999999999,80.9,0,,,35.49,0.5504587155963303,16.835016835016834,16.407213112350128,118.8,9.0,7.0,8.0,34.2,35.6,2.299999999999997,0.8999999999999986,-1.3999999999999986,36.29,35.3,5.375,-0.8,0.18999999999999986,0.9899999999999999,1.0,3.0,2.0,5.1,-0.8,-0.2,0.6,9.286976573907006,0.7017098361964694,4,35.43333333333333,35.693333333333335,82.25
5,5,2022/06/26,3阪神4,晴,7,3歳以上1勝クラス,,14,4,6,7.6,6,4,福永祐一,53,芝2200,良,-13,2:14.7,0.4,85,3-4-3-3,35.7-34.4,34.6,488(-4),,,ゲーテローズ,120.0,6,,213.44,1.0666666666666667,76.16666666666667,0,,,36.416666666666664,0.6885245901639344,16.33259094283593,16.32460929468166,134.7,3.0,3.0,3.25,35.7,34.4,-1.1000000000000014,0.20000000000000284,1.3000000000000043,34.48333333333334,35.949999999999996,4.25,1.9333333333333311,0.4666666666666662,-1.466666666666665,-1.0,-1.0,0.0,3.6666666666666665,-1.6666666666666667,-0.6666666666666666,1.0,11.246768243294042,1.7492855684535897,3,34.9,35.61666666666667,83.75
6,6,2022/07/03,3小倉2,曇,9,国東特別(1勝クラス),,10,3,3,12.6,5.0,3,富田暁,54,芝2000,良,-28,1:58.2,1.4,84,7-6-5-5,34.2-35.6,36.1,444(0),,,ガイアフォース,273.6,7,,215.9,0.78,76.4,0,,,35.839999999999996,0.6904761904761905,16.920473773265652,16.331281060139233,118.2,7.0,5.0,5.75,34.2,35.6,1.8999999999999986,0.5,-1.3999999999999986,36.74,35.519999999999996,5.083333333333333,-0.9000000000000015,0.3200000000000017,1.220000000000003,2.0,4.0,2.0,4.8,0.4,0.6,0.2,16.61324772583615,1.0398984993204323,3,35.300000000000004,36.033333333333346,85.0
7,7,2022/06/26,3阪神4,晴,7,3歳以上1勝クラス,,14,8,14,81.9,10,2,横山典弘,53,芝2200,良,-13,2:14.3,0.0,88,1-1-1-1,35.7-34.4,34.4,506(-8),,,ゲーテローズ,310.0,8,,241.3857142857143,0.9181818181818181,79.36363636363636,0,,,34.72727272727272,0.45901639344262296,16.381236038719283,16.46253968826186,134.3,1.0,1.0,1.0,35.7,34.4,-1.3000000000000043,0.0,1.3000000000000043,36.57272727272727,34.60909090909091,7.348484848484848,-1.8454545454545472,0.11818181818181728,1.9636363636363645,-1.0,-1.0,0.0,6.909090909090909,1.2727272727272727,1.8181818181818181,0.5454545454545454,8.72576007513895,1.285820101465727,3,34.833333333333336,35.303030303030305,78.5
8,8,2022/05/29,1新潟8,晴,9,石打特別(1勝クラス),,13,6,8,14.0,7,3,川又賢治,55,芝2000,良,-4,1:59.6,0.2,94,5-6,34.6-36.7,36.2,466(-16),,,エニシノウタ,274.9,9,,74.65555555555555,1.2111111111111112,73.94444444444444,0,,,37.211111111111116,0.5528455284552846,16.722408026755854,16.034752491274833,119.6,5.0,6.0,5.5,34.6,36.7,1.6000000000000014,-0.5,-2.1000000000000014,36.71666666666666,36.72222222222223,6.791666666666667,0.49444444444444474,0.4888888888888887,-0.005555555555556029,3.0,2.0,-1.0,7.222222222222222,-0.05555555555555555,-0.6666666666666666,-0.6111111111111112,15.428325929835353,2.250121572585078,4,35.833333333333336,36.88333333333333,74.5
9,9,2022/07/10,3小倉4,晴,9,タイランドC(1勝クラス),,13,1,1,15.7,6,4,北村友一,54,芝2600,良,-18,2:38.4,0.6,92,8-7-10-8,36.1-34.9,34.8,458(-8),,,スズノマーベリック,160.0,10,,260.0,0.9400000000000001,78.6,0,,,34.84,0.64,16.414141414141415,16.48660112365444,158.4,8.0,8.0,8.25,36.1,34.9,-1.3000000000000043,-0.10000000000000142,1.2000000000000028,35.58,34.92,10.45,-0.740000000000002,-0.07999999999999971,0.6600000000000023,4.0,4.0,0.0,11.2,4.2,3.2,-1.0,8.634555897992412,0.5983774357005414,3,35.26666666666666,35.11333333333333,82.0
