,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均,ﾀｲﾑ指数3平均
0,0,2022/04/24,2阪神10,雨,3,3歳未勝利,,14,4,6,9.9,5,1,岩田望来,56,ダ1800,稍,-16,1:53.7,0.0,77,4-4-2-2,37.7-36.9,36.8,428(-10),,,(タイセイストラーダ),520.0,1,,286.0,1.0,67.75,0,,,38.125,0.8461538461538461,15.831134564643799,15.971769468472889,113.7,4.0,2.0,3.0,37.7,36.9,-0.9000000000000057,-0.10000000000000142,0.8000000000000043,36.175,37.625,5.9375,1.9499999999999993,0.5000000000000018,-1.4499999999999975,1.0,3.0,2.0,5.5,1.0,2.25,1.25,10.225458424931373,1.1482160075525867,3,37.13333333333333,37.30833333333333,67.75
1,1,2022/07/31,1札幌4,晴,8,3歳以上1勝クラス,,14,7,11,9.4,5,5,浜中俊,54,ダ1700,良,2,1:47.0,1.0,86,11-11-11-8,30.4-38.0,37.7,468(-4),,,ミラキュラスライト,77.0,2,,127.22222222222223,0.9153846153846155,74.76923076923077,0,,,37.93846153846154,0.6666666666666666,15.88785046728972,16.012170719779263,107.0,11.0,8.0,10.25,30.4,38.0,7.300000000000004,-0.29999999999999716,-7.600000000000001,33.11538461538461,37.8,7.769230769230769,4.823076923076924,0.1384615384615388,-4.684615384615385,3.0,6.0,3.0,7.153846153846154,2.230769230769231,3.230769230769231,1.0,11.27214373975935,1.0722853717025824,3,35.36666666666667,36.28461538461538,85.0
2,2,2022/07/24,1札幌2,曇,7,3歳以上1勝クラス,,12,1,1,3.7,2,4,丹内祐次,54,ダ1700,良,4,1:47.8,1.0,80,3-2-2-1,30.1-39.9,40.8,520(+2),,,アシタガアルサ,120.0,3,,165.0,0.75,79.16666666666667,0,,,38.13333333333333,0.7272727272727273,15.769944341372913,16.043552024901988,107.8,3.0,1.0,2.0,30.1,39.9,10.699999999999996,0.8999999999999986,-9.799999999999997,35.28333333333333,37.766666666666666,4.083333333333333,2.849999999999999,0.366666666666666,-2.483333333333333,-3.0,-1.0,2.0,4.166666666666667,-0.6666666666666666,-0.8333333333333334,-0.16666666666666666,9.920088873861268,1.741451423733803,3,36.93333333333333,37.06111111111111,85.25
3,3,2022/07/02,1函館7,曇,8,3歳以上1勝クラス,,12,2,2,19.3,8,11,古川奈穂,53,ダ2400,重,-19,2:36.1,3.9,74,1-1-3-6,36.4-39.2,42.4,498(+2),,,ヤマノマタカ,,4,,36.25,1.4050000000000002,62.45,0,,,38.475,0.6530612244897959,15.374759769378604,15.926758314416517,156.1,1.0,6.0,2.75,36.4,39.2,6.0,3.1999999999999957,-2.8000000000000043,23.475,37.475,4.291666666666666,14.999999999999995,0.9999999999999993,-14.0,-5.0,-10.0,-5.0,4.95,-1.9,-2.85,-0.95,16.45332848212147,1.9036663516045274,5,39.333333333333336,33.141666666666666,69.75
4,4,2022/06/26,1函館6,晴,8,3歳以上1勝クラス,,12,1,1,14.6,7,11,松田大作,57,ダ1700,稍,-16,1:49.7,4.3,49,4-6-10-11,29.5-38.8,42.0,478(0),,,アメリカンエール,,5,,112.08333333333333,1.4749999999999999,70.0,0,,,38.837500000000006,0.654320987654321,15.496809480401094,15.783718862059333,109.7,4.0,11.0,7.75,29.5,38.8,12.5,3.200000000000003,-9.299999999999997,32.99375,37.975,5.15625,5.84375,0.8624999999999998,-4.981250000000001,0.0,-7.0,-7.0,5.3125,-1.0625,-1.5625,-0.5,11.695975707518594,1.506663400390454,4,36.766666666666666,36.602083333333326,69.5
5,5,2022/05/29,2東京12,晴,5,3歳1勝クラス,,16,3,6,55.1,12,13,富田暁,56,ダ1600,良,-16,1:38.0,1.6,81,11-11,34.7-37.1,37.3,516(-2),,出遅れ,ロードジャスティス,,6,,130.11111111111111,1.0222222222222221,75.44444444444444,0,,,38.08888888888889,0.6377952755905512,16.3265306122449,16.009959772920975,98.0,11.0,11.0,11.0,34.7,37.1,2.5999999999999943,0.19999999999999574,-2.3999999999999986,35.8,37.73333333333333,6.722222222222222,2.2888888888888874,0.35555555555555507,-1.9333333333333325,-2.0,-2.0,0.0,6.444444444444445,0.3333333333333333,1.0,0.6666666666666666,10.46709128650362,1.173925040196349,3,36.36666666666667,37.207407407407416,81.5
6,6,2022/07/03,2福島2,晴,7,3歳未勝利,,14,4,6,4.1,2,1,Ｍ．デム,56,ダ1700,良,-5,1:46.4,0.0,87,6-6-4-3,30.6-37.9,37.4,446(-4),,,(アーバンデザイン),520.0,7,,156.0,1.0750000000000002,69.75,0,,,38.462500000000006,0.7611940298507462,15.977443609022556,15.978509591912424,106.4,6.0,3.0,4.75,30.6,37.9,6.799999999999997,-0.5,-7.299999999999997,35.2375,38.025,6.1875,3.2249999999999988,0.4374999999999991,-2.7874999999999996,2.0,5.0,3.0,5.75,0.75,1.5,0.75,9.492036948521575,0.8782699042386439,3,35.300000000000004,37.241666666666674,76.75
7,7,2022/07/24,1札幌2,曇,7,3歳以上1勝クラス,,12,8,11,13.7,6,2,武豊,54,ダ1700,良,4,1:46.9,0.1,89,9-9-8-6,30.1-39.9,39.1,428(+8),,,アシタガアルサ,310.0,8,,260.0,0.9857142857142858,73.71428571428571,0,,,37.65714285714286,0.8409090909090909,15.90271281571562,15.767019930975424,106.9,9.0,6.0,8.0,30.1,39.9,9.0,-0.7999999999999972,-9.799999999999997,36.44285714285714,37.57142857142857,8.5,1.2142857142857164,0.08571428571428795,-1.1285714285714283,4.0,7.0,3.0,8.0,3.7142857142857144,4.714285714285714,1.0,10.185007363767589,1.264355072754485,3,36.36666666666667,37.22380952380952,79.25
8,8,2022/06/26,3東京8,晴,8,3歳以上1勝クラス,,16,3,6,47.6,11,11,津村明秀,54,ダ2100,良,-17,2:14.6,4.0,62,6-4-4-4,30.5-38.0,41.3,472(-2),,,カンリンポチェ,,9,,140.0,1.775,67.0,0,,,39.75,0.7931034482758621,15.60178306092125,15.47733743973107,134.6,6.0,4.0,4.5,30.5,38.0,10.799999999999997,3.299999999999997,-7.5,34.45,38.5,3.8125,5.299999999999999,1.2499999999999982,-4.050000000000001,-7.0,-5.0,2.0,3.5,-1.5,-1.25,0.25,5.455272678794342,1.0248902380255154,3,36.6,37.56666666666667,67.0
9,9,2022/06/19,1函館4,曇,8,3歳以上1勝クラス,,12,4,4,32.7,10,8,古川吉洋,57,ダ1700,良,-12,1:47.0,1.0,80,11-11-6-7,30.0-37.7,38.2,488(0),,出遅れ,キュールエフウジン,,10,,101.12222222222222,1.3909090909090909,72.04545454545455,0,,,39.00454545454546,0.5929203539823009,15.88785046728972,15.831946759099612,107.0,11.0,7.0,8.75,30.0,37.7,8.200000000000003,0.5,-7.700000000000003,32.195454545454545,38.263636363636365,6.454545454545454,6.809090909090907,0.7409090909090907,-6.068181818181818,-1.0,3.0,4.0,5.090909090909091,-1.5909090909090908,1.0909090909090908,2.6818181818181817,12.568000293601294,1.3321812918401619,4,35.300000000000004,36.48787878787879,82.25
