,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均,ﾀｲﾑ指数3平均
0,0,2022/07/02,3小倉1,晴,4,3歳未勝利,,15,8,14,4.8,2,2,西村淳也,56,芝2000,良,-22,1:59.4,0.3,80,3-3-2-2,34.4-35.8,35.9,474(-4),,,アスクビギンアゲン,210.0,1,,124.5,0.5800000000000001,76.2,0,,,36.239999999999995,0.8181818181818182,16.75041876046901,16.38487795292195,119.4,3.0,2.0,2.5,34.4,35.8,1.5,0.10000000000000142,-1.3999999999999986,35.72,35.92,3.5,0.5199999999999989,0.31999999999999884,-0.2,0.0,1.0,1.0,3.4,-0.6,-0.4,0.2,8.82074574826616,1.3486618882762615,3,35.36666666666667,35.959999999999994,75.5
1,1,2022/07/10,3小倉4,晴,4,3歳未勝利,,16,6,11,5.4,3,4,松山弘平,56,芝1800,良,-18,1:46.6,0.2,84,1-1-1-1,35.3-35.9,36.1,506(-4),,,ヤマニンループ,78.0,2,,124.0,1.1333333333333333,70.0,0,,,36.61666666666667,0.8301886792452831,16.885553470919326,16.348068901464348,106.6,1.0,1.0,1.0,35.3,35.9,0.8000000000000043,0.20000000000000284,-0.6000000000000014,36.35,35.766666666666666,3.4583333333333335,0.2666666666666681,0.8500000000000002,0.5833333333333321,-3.0,-3.0,0.0,3.8333333333333335,-2.1666666666666665,-2.5,-0.3333333333333333,18.224226978930872,2.3463388763026067,3,35.766666666666666,36.24444444444445,79.75
2,2,2022/07/10,3小倉4,晴,4,3歳未勝利,,16,8,15,11.0,4,5,福永祐一,56,芝1800,良,-18,1:46.6,0.2,84,9-9-11-6,35.3-35.9,35.1,464(+4),,,ヤマニンループ,52.0,3,,58.75,1.0333333333333334,71.33333333333333,0,,,35.855555555555554,0.5631067961165048,16.885553470919326,16.304702109533782,106.6,9.0,6.0,8.75,35.3,35.9,-0.19999999999999574,-0.7999999999999972,-0.6000000000000014,36.46666666666667,35.422222222222224,7.388888888888889,-0.6111111111111112,0.4333333333333332,1.0444444444444443,1.0,4.0,3.0,7.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,13.176114753598648,1.3257450735341227,3,35.43333333333333,35.91481481481482,77.5
3,3,2022/05/22,3中京6,晴,3,3歳未勝利,,10,2,2,2.0,1,5,松山弘平,54,芝2000,稍,-17,2:01.9,1.4,73,5-4-5-5,36.5-36.5,36.8,430(0),,アオル,ヘクトパスカル,52.0,4,,163.6,0.5599999999999999,74.6,0,,,35.239999999999995,0.7857142857142857,16.406890894175554,16.413533660784207,121.9,5.0,5.0,4.75,36.5,36.5,0.29999999999999716,0.29999999999999716,0.0,36.62,35.22,4.716666666666667,-1.3800000000000012,0.019999999999998862,1.4,0.0,0.0,0.0,4.6,0.0,0.4,0.4,8.112062349091971,0.7861650943380494,3,36.6,35.693333333333335,77.5
4,4,2021/12/05,6中京2,曇,5,2歳新馬,,6,5,5,7.1,3,6,松山弘平,55,芝2000,良,-6,2:06.3,2.9,54,6-6-6-6,38.1-34.6,36.5,494(0),,出遅れ,シェルビーズアイ,,5,,0.0,2.9,54.0,0,,,36.5,0.0,15.835312747426762,15.835312747426762,126.3,6.0,6.0,6.0,38.1,34.6,-1.6000000000000014,1.8999999999999986,3.5,38.1,34.6,6.0,-1.6000000000000014,1.8999999999999986,3.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,16.5,0.6499999999999986,3,36.4,36.4,54.0
5,5,2022/07/09,3小倉3,晴,6,3歳未勝利,,18,1,1,3.9,3,5,福永祐一,54,芝2000,稍,-16,1:59.7,0.7,83,8-8-7-6,34.2-35.7,35.7,448(+8),,,エピプランセス,52.0,6,,128.0,0.39999999999999997,81.33333333333333,0,,,35.199999999999996,0.775,16.70843776106934,16.535881556203346,119.7,8.0,6.0,7.25,34.2,35.7,1.5,0.0,-1.5,35.7,35.36666666666667,6.833333333333333,-0.5000000000000023,-0.16666666666666666,0.3333333333333357,1.0,3.0,2.0,6.333333333333333,2.3333333333333335,3.3333333333333335,1.0,2.29128784747792,0.35355339059327523,3,35.2,35.422222222222224,81.33333333333333
6,6,2022/07/16,3小倉5,晴,7,3歳未勝利,,18,5,9,8.4,3,4,和田竜二,56,芝2000,良,-12,2:00.0,0.8,85,15-15-7-5,34.4-35.5,35.8,496(+4),,,バレエマスター,78.0,7,,104.0,1.0333333333333332,81.33333333333333,0,,,35.46666666666666,0.8076923076923077,16.666666666666668,16.35411885559417,120.0,15.0,5.0,10.5,34.4,35.5,1.3999999999999986,0.29999999999999716,-1.1000000000000014,36.4,35.166666666666664,9.333333333333334,-0.9333333333333348,0.29999999999999954,1.2333333333333343,1.0,11.0,10.0,7.666666666666667,3.0,6.0,3.0,5.873670062235365,0.8496322733983199,3,35.23333333333333,35.67777777777778,81.33333333333333
7,7,2022/06/12,4中京4,晴,6,3歳未勝利,,12,1,1,5.7,3,2,北村友一,54,芝2200,良,-16,2:13.8,0.2,82,7-8-6-4,35.5-37.2,36.9,424(-4),,,タイムオブフライト,210.0,8,,140.0,0.6666666666666666,72.33333333333333,0,,,36.0,0.7297297297297297,16.442451420029894,16.259632599084924,133.8,7.0,4.0,6.25,35.5,37.2,1.3999999999999986,-0.30000000000000426,-1.7000000000000028,36.36666666666667,36.166666666666664,9.5,-0.36666666666666475,-0.16666666666666666,0.1999999999999981,2.0,5.0,3.0,8.666666666666666,4.333333333333333,5.333333333333333,1.0,8.584142356694699,0.6015604707757977,3,36.53333333333333,36.17777777777778,72.33333333333333
8,8,2022/07/09,2福島3,曇,7,3歳未勝利,,16,4,8,36.4,9,8,江田照男,56,芝1800,良,-2,1:50.1,0.7,77,11-9-6-9,36.4-35.6,35.8,426(-2),,,パトリックハンサム,,9,,15.4,1.0999999999999999,67.57142857142857,0,,,35.33571428571428,0.43283582089552236,16.348773841961854,16.477521363786952,110.1,11.0,9.0,8.75,36.4,35.6,-0.6000000000000014,0.19999999999999574,0.7999999999999972,35.82857142857143,35.371428571428574,9.988095238095237,-0.4928571428571417,-0.0357142857142847,0.457142857142857,1.0,3.0,2.0,9.928571428571429,2.2142857142857144,2.5,0.2857142857142857,12.698906339611385,1.156930805575203,3,35.93333333333334,35.511904761904766,73.5
9,9,2022/06/25,3東京7,晴,6,3歳未勝利,,16,2,4,305.6,15,11,佐々木大,53,芝1600,良,-18,1:35.4,1.8,73,15-15,35.5-34.8,34.7,438(+4),,出遅れ,カーペンタリア,,10,,15.0,2.2,69.0,0,,,35.86,0.288135593220339,16.771488469601675,16.183622414709923,95.4,15.0,15.0,15.0,35.5,34.8,-0.7999999999999972,-0.09999999999999432,0.7000000000000028,37.019999999999996,35.480000000000004,13.01666666666667,-1.1600000000000008,0.3800000000000011,1.540000000000002,4.0,4.0,0.0,13.2,1.8,1.2,-0.6,5.283622494715786,0.6823163163486224,3,35.0,36.12,70.75
