,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均,ﾀｲﾑ指数3平均
10,10,2022/02/27,2小倉6,晴,5,3歳未勝利,,18,4,7,222.0,16,15,小林凌大,51,芝1200,良,-8,1:11.3,2.2,48,8-8,34.8-34.3,36.1,422(-12),,,ゲンパチレオニダス,,11,,19.25,2.142857142857143,54.285714285714285,0,,,36.24285714285714,0.36666666666666664,16.83029453015428,16.64854121752529,71.3,8.0,8.0,8.0,34.8,34.3,1.3000000000000043,1.8000000000000043,0.5,34.98571428571429,34.92857142857143,8.214285714285714,1.2571428571428578,1.3142857142857147,0.05714285714285694,-7.0,-7.0,0.0,8.428571428571429,-1.8571428571428572,-2.2857142857142856,-0.42857142857142855,12.26529657203608,2.2444375687463434,3,35.06666666666667,35.38571428571428,49.0
11,11,2021/11/20,2福島5,晴,4,2歳未勝利,,16,8,16,28.2,8,5,小林脩斗,52,芝1200,良,2,1:10.3,0.7,83,5-3,34.9-34.7,35.0,456(-6),,,セリノーフォス,51.0,12,,101.25,1.2714285714285711,67.28571428571429,0,,,35.98571428571428,0.8166666666666667,17.069701280227598,16.727083688441795,70.3,5.0,3.0,4.0,34.9,34.7,0.10000000000000142,0.29999999999999716,0.19999999999999574,35.3,35.24285714285714,6.571428571428571,0.6857142857142863,0.7428571428571422,0.05714285714285593,-2.0,0.0,2.0,6.714285714285714,1.2857142857142858,1.2857142857142858,0.0,12.638606529202498,2.36613477004164,3,34.86666666666667,35.509523809523806,77.5
12,12,2022/02/20,2小倉4,曇,5,3歳未勝利,,18,3,5,241.3,16,14,山田敬士,52,芝1200,重,18,1:12.3,1.9,59,5-8,35.1-35.3,36.8,406(+2),,,スクリーンショット,,13,,0.0,1.5111111111111108,48.22222222222222,0,,,36.68888888888889,0.4157303370786517,16.597510373443985,16.543558803514205,72.3,5.0,8.0,6.5,35.1,35.3,1.6999999999999957,1.5,-0.19999999999999574,30.67777777777778,36.17777777777778,9.527777777777779,6.011111111111109,0.5111111111111105,-5.499999999999999,-6.0,-9.0,-3.0,9.444444444444445,-0.8888888888888888,-0.8888888888888888,0.0,15.249918032566601,1.7356266879718107,3,35.73333333333333,34.514814814814805,51.25
13,13,2022/02/06,1東京4,晴,1,3歳未勝利,,16,1,2,66.1,11,15,江田照男,54,ダ1400,良,2,1:30.5,4.1,31,4-4,35.3-38.7,42.5,448(0),,,メテオフリューゲル,,14,,,4.1,31.0,0,,,42.5,0,15.469613259668508,15.469613259668508,90.5,4.0,4.0,4.0,35.3,38.7,7.200000000000003,3.799999999999997,-3.4000000000000057,35.3,38.7,4.0,7.200000000000003,3.799999999999997,-3.4000000000000057,-11.0,-11.0,0.0,4.0,-11.0,-11.0,0.0,6.0,3.5,3,38.833333333333336,38.833333333333336,31.0
14,14,2021/11/06,2福島1,晴,2,2歳未勝利,,16,4,8,295.2,15,16,中井裕二,54,芝1200,良,-11,1:13.5,4.2,24,7-16,33.9-35.4,39.0,392(+16),,3角不利,スマイルアップ,,15,,0.0,2.275,52.25,0,,,36.75,0.30612244897959184,16.3265306122449,16.81250638070061,73.5,7.0,16.0,11.5,33.9,35.4,5.100000000000001,3.6000000000000014,-1.5,33.875,35.25,8.75,2.8749999999999982,1.4999999999999982,-1.375,0.0,-9.0,-9.0,9.5,0.0,-1.5,-1.5,16.521501142450706,1.419013742005341,3,36.1,35.29166666666667,52.25
15,15,2022/01/10,1中山4,曇,4,3歳新馬,,15,7,14,123.9,11,13,秋山稔樹,53,ダ1200,良,-6,1:18.1,5.9,2,3-7,34.2-38.0,43.7,384(0),,,ラブリネスオーバー,,16,,,5.9,2.0,0,,,43.7,0,15.36491677336748,15.36491677336748,78.1,3.0,7.0,5.0,34.2,38.0,9.5,5.700000000000003,-3.799999999999997,34.2,38.0,5.0,9.5,5.700000000000003,-3.799999999999997,-6.0,-10.0,-4.0,7.0,-6.0,-10.0,-4.0,18.0,2.25,3,38.63333333333333,38.63333333333333,2.0
16,16,2021/10/10,5新潟2,晴,2,2歳未勝利,,17,1,1,10.8,6,5,原田和真,54,芝1000,良,-7,0:56.3,0.7,71,2,32.6-33.6,34.3,462(+10),,,オカンモシャチョウ,51.0,1,,90.5,0.7000000000000001,69.33333333333333,0,,,35.333333333333336,0.7777777777777778,17.761989342806395,17.055787362889976,56.3,2.0,2.0,2.0,32.6,33.6,1.6999999999999957,0.6999999999999957,-1.0,34.46666666666667,34.63333333333333,1.5,0.8666666666666671,0.6999999999999981,-0.16666666666666904,-3.0,-3.0,0.0,1.6666666666666667,-4.0,-4.333333333333333,-0.3333333333333333,8.215838362577491,1.1157956802210705,2,33.5,34.81111111111111,69.33333333333333
17,17,2021/10/10,5新潟2,晴,2,2歳未勝利,,17,7,13,31.4,9,4,丹内祐次,55,芝1000,良,-7,0:56.3,0.7,77,14,32.6-33.6,33.1,464(0),,出遅れ,オカンモシャチョウ,77.0,2,,77.0,1.7999999999999998,59.5,0,,,36.925000000000004,0.8125,17.761989342806395,16.310140659341727,56.3,14.0,14.0,14.0,32.6,33.6,0.5,-0.5,-1.0,36.125,35.75,7.125,0.8000000000000007,1.1750000000000007,0.375,10.0,10.0,0.0,7.75,1.0,0.25,-0.75,9.744742172063868,2.8491402211895442,2,33.1,36.266666666666666,59.5
18,18,2021/10/09,5新潟1,晴,6,2歳未勝利,,13,3,3,131.9,11,12,菊沢一樹,54,芝1600,良,-10,1:36.1,1.8,67,13-13,35.4-34.4,34.5,440(0),,出遅れ,ソリタリオ,,3,,0.0,2.2,45.5,0,,,35.775,0.18421052631578946,16.64932362122789,16.54186808360441,96.1,13.0,13.0,13.0,35.4,34.4,-0.8999999999999986,0.10000000000000142,1.0,34.75,35.525,12.875,1.0250000000000004,0.25,-0.7750000000000004,1.0,1.0,0.0,12.75,1.25,1.5,0.25,22.88580345978703,1.3139254164525473,2,34.76666666666667,35.35,45.5
19,19,2021/10/10,5新潟2,晴,2,2歳未勝利,,17,8,18,3.5,1,6,小崎綾也,55,芝1000,良,-7,0:56.5,0.9,68,6,32.6-33.6,34.0,460(-4),,,オカンモシャチョウ,,4,,0.0,1.1749999999999998,63.0,0,,,36.875,0.6875,17.699115044247787,16.658937480950144,56.5,6.0,6.0,6.0,32.6,33.6,1.3999999999999986,0.3999999999999986,-1.0,34.125,35.975,3.125,2.7499999999999982,0.8999999999999986,-1.8499999999999996,0.0,0.0,0.0,3.25,-1.75,-2.0,-0.25,6.356099432828281,1.7499714283381869,2,33.4,35.65833333333333,63.0
20,20,2021/09/18,4中山3,雨,3,2歳未勝利,,16,7,13,14.6,5,15,小林脩斗,51,芝1200,重,-10,1:12.0,2.1,47,10-11,34.1-35.8,37.2,464(0),,,トーセンキャロル,,5,,65.0,1.6333333333333335,52.0,0,,,36.199999999999996,0.5,16.666666666666668,16.774231914857467,72.0,10.0,11.0,10.5,34.1,35.8,3.1000000000000014,1.4000000000000057,-1.6999999999999957,34.53333333333334,35.3,8.166666666666666,1.6666666666666667,0.9000000000000034,-0.7666666666666634,-4.0,-5.0,-1.0,8.333333333333334,-1.0,-1.3333333333333333,-0.3333333333333333,14.972892172189045,2.171836780239252,2,35.699999999999996,35.34444444444444,52.0
21,21,2021/10/10,4阪神2,晴,4,2歳新馬,,14,7,12,4.7,2,8,松若風馬,54,芝1400,良,-15,1:23.7,0.7,62,2-2,35.2-36.0,36.6,460(0),,,ピンハイ,,6,,,0.7,62.0,0,,,36.6,0.0,16.726403823178018,16.726403823178018,83.7,2.0,2.0,2.0,35.2,36.0,1.3999999999999986,0.6000000000000014,-0.7999999999999972,35.2,36.0,2.0,1.3999999999999986,0.6000000000000014,-0.7999999999999972,-6.0,-6.0,0.0,2.0,-6.0,-6.0,0.0,2.5,1.1000000000000014,2,35.93333333333333,35.93333333333333,62.0
22,22,2021/10/10,5新潟2,晴,2,2歳未勝利,,17,6,11,77.7,12,8,藤懸貴志,54,芝1000,良,-7,0:56.7,1.1,68,14,32.6-33.6,33.5,432(+4),,,オカンモシャチョウ,,7,,0.0,1.225,60.5,0,,,35.625,0.5161290322580645,17.636684303350968,16.886694110421736,56.7,14.0,14.0,14.0,32.6,33.6,0.8999999999999986,-0.10000000000000142,-1.0,34.575,35.050000000000004,8.125,1.049999999999999,0.5750000000000011,-0.47499999999999787,6.0,6.0,0.0,7.75,-1.5,-0.75,0.75,7.127411872482185,1.1634431657799196,2,33.23333333333333,35.08333333333333,60.5
23,23,2021/09/05,4新潟8,曇,1,2歳未勝利,,17,5,10,393.8,16,14,嶋田純次,54,芝1200,良,6,1:13.0,2.3,45,5-6,34.9-35.8,37.4,406(0),,,ドリップ,,8,,0.0,1.7200000000000002,47.8,0,,,36.080000000000005,0.2236842105263158,16.438356164383563,16.906281910651806,73.0,5.0,6.0,5.5,34.9,35.8,2.5,1.6000000000000014,-0.8999999999999986,34.1,34.82000000000001,4.8,1.9799999999999998,1.260000000000001,-0.7199999999999989,-8.0,-9.0,-1.0,5.2,-7.6,-8.4,-0.8,6.1553951042064625,1.1767422072069231,2,36.03333333333333,35.0,47.5
24,24,2021/10/10,5新潟2,晴,2,2歳未勝利,,17,7,15,6.3,3,2,小沢大仁,51,芝1000,良,-7,0:55.9,0.3,78,3,32.6-33.6,33.6,444(-4),,,オカンモシャチョウ,200.0,9,,100.0,1.58,55.6,0,,,36.92,0.6,17.88908765652952,16.75388038236013,55.9,3.0,3.0,3.0,32.6,33.6,1.0,0.0,-1.0,34.3,35.519999999999996,2.3,2.620000000000002,1.4000000000000028,-1.2199999999999989,1.0,1.0,0.0,2.4,-5.2,-5.4,-0.2,19.038703270501962,2.388863048955856,2,33.26666666666667,35.58,65.0
25,25,2021/10/02,4中山8,晴,2,2歳未勝利,,16,5,9,21.5,8.0,10,的場勇人,55,芝1200,重,-11,1:10.3,1.2,70,6-7,34.2-34.9,35.6,446(+2),,,アイムファイン,,10,,28.75,1.0,64.4,0,,,34.620000000000005,0.640625,17.069701280227598,17.16392911972006,70.3,6.0,7.0,6.5,34.2,34.9,1.3999999999999986,0.7000000000000028,-0.6999999999999957,33.92,34.779999999999994,11.0,0.7,-0.15999999999999942,-0.8599999999999994,-3.0,-4.0,-1.0,11.2,2.4,2.0,-0.4,7.602996485304695,0.8711422896914673,2,34.9,34.44,65.75
26,26,2021/10/10,5新潟2,晴,2,2歳未勝利,,17,7,14,13.8,7,3,菊沢一樹,54,芝1000,良,-7,0:56.1,0.5,78,11,32.6-33.6,33.1,442(-8),,出遅れ,オカンモシャチョウ,130.0,11,,65.0,0.8,72.5,0,,,34.6,0.6774193548387096,17.825311942959,17.435383244206772,56.1,11.0,11.0,11.0,32.6,33.6,0.5,-0.5,-1.0,33.35,34.400000000000006,8.0,1.25,0.1999999999999993,-1.0500000000000007,8.0,8.0,0.0,8.5,2.5,1.5,-1.0,13.27487183449325,1.247219128924647,2,33.1,34.11666666666667,72.5
27,27,2021/10/10,5新潟2,晴,2,2歳未勝利,,17,4,8,176.4,14,13,嶋田純次,54,芝1000,良,-7,0:57.1,1.5,59,12,32.6-33.6,34.0,382(0),,,オカンモシャチョウ,,12,,0.0,1.3599999999999999,53.2,0,,,35.2,0.34615384615384615,17.513134851138354,17.148961484824703,57.1,12.0,12.0,12.0,32.6,33.6,1.3999999999999986,0.3999999999999986,-1.0,33.64,34.480000000000004,7.7,1.560000000000001,0.7200000000000017,-0.8399999999999992,-1.0,-1.0,0.0,7.8,-3.4,-3.6,-0.2,8.73053390247253,1.1363929289153851,2,33.4,34.440000000000005,53.25
28,28,2021/09/20,4中山5,晴,2,2歳未勝利,,15,8,14,383.4,15,14,小林脩斗,51,芝1600,良,-12,1:37.9,2.5,53,3-4-5,35.0-36.0,38.1,440(+8),,,サークルオブライフ,,13,,0.0,1.725,50.25,0,,,35.675,0.425531914893617,16.343207354443308,16.91386687886895,97.9,3.0,5.0,4.0,35.0,36.0,3.1000000000000014,2.1000000000000014,-1.0,34.0,34.85,9.5,1.6750000000000007,0.8250000000000011,-0.8499999999999996,-9.0,-11.0,-2.0,9.75,-1.25,-1.75,-0.5,11.7881296226331,1.7579533554676592,2,36.36666666666667,34.84166666666666,50.25
29,29,2021/09/05,4新潟8,晴,6,2歳新馬,,18,5,10,231.8,17.0,17,杉原誠人,54,芝1400,良,5.0,1:27.4,3.4,30.0,15-15,34.7-37.2,38.3,414(0),,出遅れ,カールスモーキー,,14,,,3.4,30.0,0,,,38.3,0.0,16.018306636155604,16.018306636155604,87.4,15.0,15.0,15.0,34.7,37.2,3.5999999999999943,1.0999999999999943,-2.5,34.7,37.2,15.0,3.5999999999999943,1.0999999999999943,-2.5,-2.0,-2.0,0.0,15.0,-2.0,-2.0,0.0,1.5,1.9499999999999993,2,36.733333333333334,36.733333333333334,30.0
30,30,2021/09/12,4中山2,曇,3,2歳新馬,,16,1,1,142.8,15,16,小林脩斗,51,ダ1800,良,-6,2:08.7,12.4,-37,16-16-16-16,39.1-37.9,42.8,448(0),,,コマノカモン,,15,,,12.4,-37.0,0,,,42.8,0.0,13.986013986013987,13.986013986013987,128.7,16.0,16.0,16.0,39.1,37.9,3.6999999999999957,4.899999999999999,1.2000000000000028,39.1,37.9,16.0,3.6999999999999957,4.899999999999999,1.2000000000000028,0.0,0.0,0.0,16.0,0.0,0.0,0.0,22.5,4.25,2,39.93333333333333,39.93333333333333,-37.0
31,31,2021/09/26,4中山7,曇,2,2歳未勝利,,13,3,3,19.1,8.0,5,戸崎圭太,54,芝1200,良,-14,1:10.2,0.5,69,1-1,34.0-35.7,36.2,452(0),,,モズジャックポット,51.0,1,,51.0,1.5,61.0,0,,,36.73333333333334,0.6666666666666666,17.094017094017094,16.769824766357434,70.2,1.0,1.0,1.0,34.0,35.7,2.200000000000003,0.5,-1.7000000000000028,34.36666666666667,35.36666666666667,2.5,2.366666666666667,1.3666666666666671,-1.0,-4.0,-4.0,0.0,2.3333333333333335,-6.333333333333333,-6.0,0.3333333333333333,11.648497757221744,1.7093492913971695,2,35.300000000000004,35.48888888888889,61.0
32,32,2021/09/19,5中京4,曇,3,2歳未勝利,,15,3,5,49.9,12.0,12,松若風馬,54,芝1200,良,-4,1:10.6,0.9,71,2-2,34.9-34.8,35.5,448(-4),,,テーオースパロー,,2,,0.0,1.9000000000000001,50.0,0,,,37.75,0.21428571428571427,16.997167138810198,16.470078563817783,70.6,2.0,2.0,2.0,34.9,34.8,0.6000000000000014,0.7000000000000028,0.10000000000000142,34.725,36.0,2.125,3.025000000000002,1.7500000000000036,-1.2749999999999986,-10.0,-10.0,0.0,2.25,-6.75,-7.0,-0.25,20.771133815947554,2.4967178454923578,2,35.06666666666666,36.15833333333333,50.0
33,33,2021/09/19,4中山4,晴,4,2歳新馬,,16,5,10,53.9,10.0,9,菊沢一樹,54,芝1200,稍,-13,1:10.4,1.1,67,4-6,34.1-35.2,36.1,450(0),,,アポロルタ,,3,,0.0,1.1,67.0,0,,,36.1,0.4666666666666667,17.045454545454543,17.045454545454543,70.4,4.0,6.0,5.0,34.1,35.2,2.0,0.8999999999999986,-1.1000000000000014,34.1,35.2,5.0,2.0,0.8999999999999986,-1.1000000000000014,-3.0,-5.0,-2.0,6.0,-3.0,-5.0,-2.0,5.5,1.5,2,35.13333333333333,35.13333333333333,67.0
34,34,2021/09/19,4中山4,晴,3,2歳未勝利,,10,2,2,12.3,5.0,7,丹内祐次,54,ダ1800,重,-22,1:56.4,1.7,53,3-3-3-5,38.3-39.3,40.6,464(+2),,,ネフィリム,,4,,,2.1666666666666665,53.666666666666664,0,,,38.199999999999996,0.0,15.463917525773196,15.826191098186834,116.4,3.0,5.0,3.5,38.3,39.3,2.3000000000000043,1.3000000000000043,-1.0,37.300000000000004,36.46666666666667,4.833333333333333,0.9000000000000009,1.7333333333333343,0.8333333333333334,-2.0,-4.0,-2.0,5.666666666666667,-2.0,-3.0,-1.0,10.21028892833107,2.8838992700855557,2,39.4,37.32222222222222,53.666666666666664
35,35,2021/07/10,1福島3,曇,2,2歳未勝利,,12,4,4,11.4,4.0,3,三浦皇成,54,芝1200,稍,-2,1:10.4,0.4,78,1-1,33.8-36.2,36.6,452(-4),,,ベルウッドブラボー,130.0,5,,130.0,0.7,68.5,0,,,35.85,0.8181818181818182,17.045454545454543,16.702686372931772,70.4,1.0,1.0,1.0,33.8,36.2,2.8000000000000043,0.3999999999999986,-2.4000000000000057,35.4,35.150000000000006,1.25,0.45000000000000284,0.6999999999999993,0.24999999999999645,-2.0,-2.0,0.0,1.5,-4.5,-5.0,-0.5,7.845734863959881,0.9533566430716743,2,35.53333333333334,35.46666666666667,68.5
36,36,2021/09/18,5中京3,雨,2,2歳未勝利,,10,3,3,8.0,4.0,4,武豊,54,ダ1200,不,-26,1:12.6,1.5,63,1-1,35.3-35.8,37.3,464(-2),,,メズメライザー,77.0,6,,,1.2666666666666666,61.333333333333336,0,,,37.83333333333333,0.0,16.528925619834713,16.312211626517595,72.6,1.0,1.0,1.0,35.3,35.8,2.0,1.5,-0.5,34.63333333333333,36.76666666666667,2.1666666666666665,3.199999999999998,1.0666666666666653,-2.133333333333333,-3.0,-3.0,0.0,2.3333333333333335,-2.3333333333333335,-2.6666666666666665,-0.3333333333333333,6.745368781616021,1.6976086121364948,2,36.13333333333333,36.411111111111104,61.333333333333336
37,37,2021/09/20,4中山5,晴,3,2歳未勝利,,13,2,2,142.4,10.0,6,的場勇人,54,ダ1200,稍,-14,1:13.1,1.2,64,1-1,33.8-38.1,39.3,432(0),,,エムティゲラン,,7,,,1.9333333333333333,51.0,0,,,39.333333333333336,0.0,16.415868673050618,16.10195042420978,73.1,1.0,1.0,1.0,33.8,38.1,5.5,1.1999999999999957,-4.300000000000004,34.13333333333333,37.53333333333333,2.5,5.2,1.7999999999999996,-3.400000000000001,-5.0,-5.0,0.0,3.0,-5.666666666666667,-6.666666666666667,-1.0,10.755812382149477,2.186749871384472,2,37.06666666666667,37.0,51.0
38,38,2021/09/18,4中山3,雨,3,2歳未勝利,,16,3,6,157.2,14.0,9,岩部純二,54,芝1200,重,-10,1:10.7,0.8,65,6-5,34.1-35.8,36.4,428(-2),,,トーセンキャロル,,8,,0.0,1.2666666666666666,58.0,0,,,36.333333333333336,0.4666666666666667,16.973125884016973,16.636697379445323,70.7,6.0,5.0,5.5,34.1,35.8,2.299999999999997,0.6000000000000014,-1.6999999999999957,35.233333333333334,35.53333333333333,6.166666666666667,1.099999999999999,0.8000000000000019,-0.29999999999999716,-4.0,-3.0,1.0,5.666666666666667,-4.0,-3.0,1.0,7.22841614740048,1.2597122687344124,2,35.43333333333333,35.699999999999996,58.0
39,39,2021/07/24,3新潟1,晴,1,2歳未勝利,,15,4,7,214.2,13.0,12,石橋脩,54,芝1400,良,-16,1:22.7,1.9,66,2-2,33.9-35.3,37.1,454(+6),,,ジャズブルース,,9,,0.0,2.0999999999999996,60.5,0,,,36.55,0.3333333333333333,16.928657799274486,16.86769024417506,82.7,2.0,2.0,2.0,33.9,35.3,3.200000000000003,1.8000000000000043,-1.3999999999999986,34.099999999999994,35.05,5.25,2.450000000000003,1.5000000000000036,-0.9499999999999993,-10.0,-10.0,0.0,5.5,-5.0,-5.5,-0.5,4.784233364802441,1.239175353029407,2,35.43333333333334,35.233333333333334,60.5
