,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均,ﾀｲﾑ指数3平均
0,0,2022/05/07,3中京1,晴,7,4歳以上1勝クラス,,15,6,10,8.4,4,4,松若風馬,57,芝1400,良,-24,1:20.1,0.5,90,4-6,34.2-34.1,34.1,464(-12),,,タマモダイジョッキ,120.0,1,,88.84210526315789,0.86,81.55,0,,,35.724999999999994,0.5853658536585366,17.478152309612984,16.91862897281145,80.1,4.0,6.0,5.0,34.2,34.1,-0.10000000000000142,0.0,0.10000000000000142,34.75,35.415000000000006,6.166666666666666,0.974999999999999,0.30999999999999944,-0.6649999999999995,2.0,0.0,-2.0,6.35,-0.35,-0.75,-0.4,11.614753304787225,1.4483550760444948,4,34.13333333333333,35.29666666666667,87.75
1,1,2022/03/13,2中京2,曇,12,4歳以上1勝クラス,,16,4,8,4.8,2,6,岩田望来,56,ダ1200,良,-7,1:13.1,0.7,75,4-4,35.8-36.6,37.1,488(-4),,,コズミックマインド,,2,,160.85714285714286,0.3875,84.0,0,,,35.3625,0.7735849056603774,16.415868673050618,16.796420415868983,73.1,4.0,4.0,4.0,35.8,36.6,1.3000000000000043,0.5,-0.8000000000000043,35.6125,35.2875,3.8541666666666665,-0.2499999999999991,0.07500000000000107,0.3250000000000002,-2.0,-2.0,0.0,3.75,-0.875,-0.75,0.125,8.14831649657738,0.7289430874158545,4,36.5,35.420833333333334,86.0
2,2,2022/05/01,1福島6,雨,12,4歳以上1勝クラス,,10,7,7,21.7,8,3,鮫島克駿,55,芝1200,稍,20,1:12.1,0.5,76,4-4,35.1-36.5,36.6,448(-2),,,セイラブミー,190.0,3,,113.33333333333333,0.8642857142857141,63.42857142857143,0,,,37.214285714285715,0.717948717948718,16.643550624133148,16.463930612973154,72.1,4.0,4.0,4.0,35.1,36.5,1.5,0.10000000000000142,-1.3999999999999986,27.40714285714285,36.964285714285715,5.404761904761905,9.807142857142859,0.2499999999999995,-9.55714285714286,1.0,1.0,0.0,5.428571428571429,-1.3571428571428572,-1.5,-0.14285714285714285,15.505697877447073,1.2448293055676347,4,36.06666666666666,33.86190476190477,72.25
3,3,2022/01/22,1小倉3,晴,12,4歳以上1勝クラス,,18,7,13,11.5,6,11,浜中俊,55,芝1200,良,-10,1:09.0,0.8,81,16-9,33.4-34.8,34.4,454(-2),,出遅れ,ララマカロン,,4,,220.0,1.0,80.0,0,,,36.4,0.6935483870967742,17.391304347826086,16.68080464807147,69.0,16.0,9.0,12.5,33.4,34.8,1.0,-0.3999999999999986,-1.3999999999999986,34.887499999999996,36.05,7.8125,1.5124999999999993,0.34999999999999787,-1.1625000000000014,-2.0,5.0,7.0,7.0,-1.0,0.5,1.5,9.70426913817691,1.4045780527164873,5,34.199999999999996,35.77916666666666,81.0
4,4,2022/03/19,2中京3,曇,12,4歳以上1勝クラス,,16,8,15,44.0,10,9,田辺裕信,55,ダ1200,重,-19,1:12.8,1.1,67,15-14,33.9-37.8,37.1,440(-6),,出脚鈍い,セイレーン,,5,,166.66666666666666,1.2125,73.5,0,,,35.9625,0.5813953488372093,16.483516483516485,16.593210739551775,72.8,15.0,14.0,14.5,33.9,37.8,3.200000000000003,-0.6999999999999957,-3.8999999999999986,35.31249999999999,35.675,8.541666666666668,0.6500000000000004,0.2875000000000014,-0.36249999999999893,5.0,6.0,1.0,8.625,0.875,0.75,-0.125,12.274635093014645,0.9230919593583824,4,36.26666666666667,35.65,70.0
5,5,2022/05/07,1新潟1,晴,12,4歳以上1勝クラス,,16,1,2,70.6,13,6,小沢大仁,53,芝1000,良,-11,0:56.1,1.3,71,14,32.8-32.7,33.2,452(+8),,,トミケンルーア,,6,,68.88888888888889,1.0416666666666667,73.58333333333333,0,,,36.074999999999996,0.4482758620689655,17.825311942959,17.01190158641025,56.1,14.0,14.0,14.0,32.8,32.7,0.4000000000000057,0.5,0.09999999999999432,33.775,35.325,4.416666666666667,2.300000000000001,0.75,-1.5500000000000014,8.0,8.0,0.0,4.916666666666667,-4.833333333333333,-5.833333333333333,-1.0,10.575734198917532,1.7956555065559914,4,32.9,35.05833333333334,74.75
6,6,2022/04/02,2阪神3,晴,6,4歳以上1勝クラス,,17,6,12,10.1,4,9,幸英明,57,芝1400,良,-15,1:22.0,1.0,84,10-10,34.5-35.0,35.0,490(+2),,出遅れ,メイショウホシアイ,,7,,107.5,1.0307692307692309,79.46153846153847,0,,,36.084615384615375,0.631578947368421,17.073170731707318,16.672870443231087,82.0,10.0,10.0,10.0,34.5,35.0,0.5,0.0,-0.5,34.87692307692308,35.68461538461539,7.102564102564103,1.2076923076923065,0.40000000000000024,-0.8076923076923064,1.0,1.0,0.0,6.923076923076923,0.23076923076923078,0.6153846153846154,0.38461538461538464,11.381151622085437,1.8394348067173423,4,34.833333333333336,35.54871794871795,83.75
7,7,2022/04/03,3中山4,雨,7,4歳以上1勝クラス,,16,4,8,13.9,7,7,石橋脩,57,芝1600,稍,0,1:35.8,0.6,87,1-1-1,35.5-36.3,36.9,476(+4),,,オメガロマンス,,8,,105.0,0.7125,77.75,0,,,36.55,0.7111111111111111,16.701461377870565,16.57637240282361,95.8,1.0,1.0,1.0,35.5,36.3,1.3999999999999986,0.6000000000000014,-0.7999999999999972,34.974999999999994,35.99999999999999,3.3125,1.575000000000001,0.5500000000000007,-1.0250000000000004,-6.0,-6.0,0.0,3.375,-3.125,-3.25,-0.125,10.954451150103322,1.817813093924796,4,36.23333333333333,35.84166666666667,78.25
8,8,2022/03/26,2中京5,雨,8,4歳以上1勝クラス,,16,3,5,58.6,11,10,菱田裕二,57,ダ1400,重,-11,1:25.8,1.6,72,1-1,35.4-36.8,38.4,424(+2),,,ワンダースティング,,9,,89.25,0.74375,61.9375,0,,,38.056250000000006,0.6612903225806451,16.317016317016318,16.216751570741273,85.8,1.0,1.0,1.0,35.4,36.8,3.0,1.6000000000000014,-1.3999999999999986,19.6,37.8875,4.765625,18.456249999999997,0.1687499999999993,-18.2875,-9.0,-9.0,0.0,4.1875,-0.9375,0.1875,1.125,9.60247949525264,1.8440590102320467,4,36.86666666666667,31.847916666666666,69.75
9,9,2022/05/08,1新潟2,晴,8,4歳以上1勝クラス,,12,5,5,19.6,10,11,菱田裕二,55,芝1600,良,-3,1:35.8,0.9,79,3-3,36.1-34.6,35.0,468(+4),,,エアミアーニ,,10,,50.0,1.0250000000000001,54.0,0,,,38.45,0.5,16.701461377870565,15.577641555402252,95.8,3.0,3.0,3.0,36.1,34.6,-1.1000000000000014,0.3999999999999986,1.5,12.993749999999999,38.05624999999999,6.0,25.45625,0.3937499999999998,-25.0625,-8.0,-8.0,0.0,5.875,-0.0625,0.25,0.3125,18.212889462151622,2.4304583986733155,5,35.23333333333333,29.833333333333332,63.5
