,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均,ﾀｲﾑ指数3平均
23,23,2022/05/29,1新潟8,晴,7,4歳以上1勝クラス,,15,8,15,5.1,2,1,今村聖奈,51,ダ1800,良,-2,1:53.9,0.0,85,9-9-6-8,36.4-40.2,39.6,460(-18),,,(リキサンハート),770.0,8,,152.5,0.7923076923076923,61.61538461538461,0,,,39.138461538461534,0.8,15.803336259877085,15.497688788388903,113.9,9.0,8.0,8.0,36.4,40.2,3.200000000000003,-0.6000000000000014,-3.8000000000000043,18.707692307692305,39.23846153846154,8.057692307692308,20.430769230769233,-0.10000000000000088,-20.530769230769234,7.0,8.0,1.0,6.461538461538462,2.6923076923076925,5.769230769230769,3.076923076923077,12.881920569193882,0.7470008059444317,4,38.73333333333334,32.36153846153846,64.5
24,24,2022/04/24,1福島4,曇,8,4歳以上1勝クラス,,15,7,12,4.6,2,1,西村淳也,55,ダ1700,良,3,1:46.1,0.0,98,7-6-5-5,29.4-38.6,38.1,416(-4),,,(ハイエストポイント),770.0,9,,360.0,0.47692307692307695,81.15384615384616,0,,,36.769230769230774,0.8409090909090909,16.022620169651272,16.330690185366556,106.1,7.0,5.0,5.75,29.4,38.6,8.700000000000003,-0.5,-9.200000000000003,31.707692307692305,36.638461538461534,4.230769230769231,5.06153846153846,0.13076923076923044,-4.93076923076923,4.0,6.0,2.0,3.923076923076923,-0.23076923076923078,0.23076923076923078,0.46153846153846156,8.615659686683005,1.8671843912748445,4,35.36666666666667,35.03846153846154,88.5
25,25,2022/06/11,4中京3,小雨,12,3歳以上2勝クラス,,12,5,5,43.0,9,10,松山弘平,55,ダ1800,良,-20,1:54.1,1.4,72,10-10-11-10,38.2-35.8,36.1,448(+6),,出遅れ,ランスオブアース,,10,,98.48666666666666,1.280952380952381,70.76190476190476,0,,,38.328571428571436,0.63125,15.77563540753725,15.811514894990534,114.1,10.0,10.0,10.25,38.2,35.8,-2.1000000000000014,0.30000000000000426,2.4000000000000057,29.176190476190477,37.82380952380952,6.246031746031745,9.152380952380952,0.5047619047619055,-8.647619047619045,0.0,0.0,0.0,6.380952380952381,-0.047619047619047616,-0.5238095238095238,-0.47619047619047616,12.186227153282715,1.5232970440125984,5,36.7,35.109523809523814,75.25
26,26,2022/07/03,3小倉2,曇,10,西部スポニチ賞(2勝クラス),,12,3,3,63.7,10,7,川須栄彦,55,ダ1700,良,-2,1:47.5,1.5,73,5-5-6-7,31.5-36.8,37.8,448(+10),,,ディパッセ,,11,,115.9875,1.262962962962963,78.25925925925925,0,,,38.122222222222234,0.5304054054054054,15.813953488372093,15.75891759423018,107.5,5.0,7.0,5.75,31.5,36.8,6.299999999999997,1.0,-5.299999999999997,36.166666666666664,37.762962962962966,8.444444444444445,1.9555555555555555,0.3592592592592591,-1.5962962962962963,0.0,-2.0,-2.0,7.62962962962963,0.6296296296296297,1.962962962962963,1.3333333333333333,10.68203479431418,1.0144869015760567,5,35.36666666666667,37.35061728395062,81.0
27,27,2021/12/04,6阪神1,曇,12,3歳以上2勝クラス,,14,7,11,2.5,1,2,松山弘平,54,ダ1400,良,-3,1:24.1,0.2,102,3-3,35.0-37.2,36.8,476(0),,,ヴァーチャリティ,440.0,12,,,0.12000000000000002,81.0,0,,,36.959999999999994,0.0,16.646848989298455,16.45843570536983,84.1,3.0,3.0,3.0,35.0,37.2,1.7999999999999972,-0.4000000000000057,-2.200000000000003,35.6,37.220000000000006,3.8,1.359999999999998,-0.2600000000000023,-1.6200000000000003,1.0,1.0,0.0,3.6,1.6,2.0,0.4,16.84652948104017,0.9118052911059955,4,36.333333333333336,36.593333333333334,88.0
28,28,2022/05/21,3中京5,曇,8,4歳以上2勝クラス,,16,5,10,340.3,16,13,森裕太朗,55,ダ1400,良,-9,1:25.7,1.9,76,14-15,34.2-37.5,37.3,442(-22),,出脚鈍い,メイショウオーギシ,,13,,0.0,0.958536585365854,71.58536585365853,0,,,37.334146341463416,0.38235294117647056,16.33605600933489,16.408743558438648,85.7,14.0,15.0,14.5,34.2,37.5,3.0999999999999943,-0.20000000000000284,-3.299999999999997,30.990243902439026,37.15365853658536,7.469512195121951,6.343902439024389,0.18048780487804875,-6.163414634146341,2.0,1.0,-1.0,7.439024390243903,0.6341463414634146,0.6585365853658537,0.024390243902439025,13.53388709030937,1.3544082725336122,7,36.333333333333336,35.15934959349593,80.75
29,29,2022/06/04,4中京1,晴,12,3歳以上2勝クラス,,16,8,16,84.2,12,15,酒井学,55,ダ1400,良,-11,1:25.5,1.6,76,2-2,35.3-36.1,37.6,436(-4),,,ジレトール,,14,,91.2,0.7388888888888889,67.5,0,,,38.53333333333334,0.8461538461538461,16.374269005847953,15.990532654058306,85.5,2.0,2.0,2.0,35.3,36.1,2.3000000000000043,1.5,-0.8000000000000043,24.727777777777774,38.34444444444445,5.333333333333333,13.805555555555557,0.18888888888888922,-13.616666666666667,-13.0,-13.0,0.0,5.277777777777778,0.3888888888888889,0.5,0.1111111111111111,12.704613422535393,1.1478029114554926,4,36.333333333333336,33.86851851851852,72.0
30,30,2022/03/27,2阪神2,晴,8,4歳以上1勝クラス,,11,7,8,3.9,2,1,中井裕二,57,ダ1800,稍,-17,1:52.4,0.0,86,2-2-2-2,37.6-37.5,37.4,482(0),,,(キースローガン),770.0,1,,442.5,0.24,82.4,0,,,37.42,0.9285714285714286,16.01423487544484,15.933353879626285,112.4,2.0,2.0,2.0,37.6,37.5,-0.20000000000000284,-0.10000000000000142,0.10000000000000142,37.260000000000005,37.3,2.3,0.15999999999999942,0.11999999999999886,-0.04000000000000057,1.0,1.0,0.0,2.0,0.0,0.6,0.6,8.070866675202168,1.3885444017227369,5,37.5,37.32666666666667,83.25
31,31,2022/05/07,3中京1,晴,8,3歳1勝クラス,,10,2,2,3.9,1,1,藤岡康太,56,ダ1800,良,-8,1:53.0,0.0,90,5-5-4-3,38.1-37.7,37.4,478(0),,,(タヒチアンダンス),750.0,2,,408.0,0.32,82.4,0,,,37.86,0.92,15.929203539823009,15.752409762663897,113.0,5.0,3.0,4.25,38.1,37.7,-0.7000000000000028,-0.30000000000000426,0.3999999999999986,36.220000000000006,38.120000000000005,5.8,1.6400000000000006,-0.26000000000000084,-1.9000000000000015,2.0,4.0,2.0,4.8,3.0,4.4,1.4,9.97914491994847,0.9494150245750752,3,37.73333333333333,37.4,85.75
32,32,2022/06/18,3東京5,曇,9,三浦特別(2勝クラス),,16,2,4,55.7,9,4,永野猛蔵,57,ダ1400,良,-18,1:23.5,1.1,95,8-9,34.0-36.7,36.3,524(0),,出遅れ,イグザルト,230.0,3,,222.875,0.7299999999999999,83.35,0,,,37.69,0.7484662576687117,16.766467065868262,16.14899588892636,83.5,8.0,9.0,8.5,34.0,36.7,2.299999999999997,-0.4000000000000057,-2.700000000000003,33.9,37.575,6.275,3.7900000000000005,0.1149999999999995,-3.675,5.0,4.0,-1.0,5.55,0.8,2.1,1.3,9.785685320313984,1.0935390548119872,4,35.666666666666664,36.388333333333335,87.25
33,33,2022/04/02,2阪神3,晴,12,4歳以上2勝クラス,,14,3,3,27.6,7,9,松本大輝,55,ダ1800,良,-13,1:53.7,1.0,78,3-3-3-4,37.3-38.0,38.7,520(0),,,アジャストザルート,,4,,75.5925925925926,1.267741935483871,70.87096774193549,0,,,39.29032258064515,0.6276276276276276,15.831134564643799,15.646367026177987,113.7,3.0,4.0,3.25,37.3,38.0,1.4000000000000057,0.7000000000000028,-0.7000000000000028,35.196774193548386,38.480645161290326,4.5752688172043,4.093548387096774,0.809677419354839,-3.283870967741934,-5.0,-6.0,-1.0,4.967741935483871,-0.8709677419354839,-1.3870967741935485,-0.5161290322580645,14.489085331724706,1.2141741020133807,6,38.0,37.655913978494624,82.0
34,34,2022/05/08,2東京6,曇,8,4歳以上2勝クラス,,16,6,11,16.6,5.0,6,吉田隼人,57,ダ1400,良,-11,1:25.0,1.4,83,8-8,35.4-36.1,36.6,450(-4),,,アルメイダミノル,,5,,160.0,0.6076923076923078,79.23076923076923,0,,,36.323076923076925,1.0,16.470588235294116,16.589599141214855,85.0,8.0,8.0,8.0,35.4,36.1,1.2000000000000028,0.5,-0.7000000000000028,34.723076923076924,36.60769230769232,9.096153846153847,1.5999999999999983,-0.2846153846153854,-1.8846153846153837,2.0,2.0,0.0,8.846153846153847,4.461538461538462,4.846153846153846,0.38461538461538464,10.927404232721791,1.8650928739801214,4,36.03333333333333,35.88461538461538,86.0
35,35,2022/04/02,2阪神3,晴,12,4歳以上2勝クラス,,14,6,9,31.1,9,12,坂井瑠星,57,ダ1800,良,-13,1:53.9,1.2,76,4-3-3-2,37.3-38.0,38.9,500(-2),,,アジャストザルート,,6,,167.5,1.2374999999999998,76.25,0,,,38.5125,0.7150837988826816,15.803336259877085,15.752704255332647,113.9,4.0,2.0,3.0,37.3,38.0,1.6000000000000014,0.8999999999999986,-0.7000000000000028,36.65,37.625,4.203125,1.8624999999999998,0.8874999999999997,-0.9750000000000001,-10.0,-8.0,2.0,4.375,-1.0625,-1.4375,-0.375,12.653213276807346,1.0317117163936562,5,38.06666666666667,37.595833333333346,80.5
