,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均,ﾀｲﾑ指数3平均
10,10,2022/04/23,2東京1,晴,12,4歳以上2勝クラス,,16,4,8,19.3,8,12,Ｍ．デム,55,ダ1400,稍,-19,1:26.0,2.3,66,3-5,36.8-34.3,36.3,486(-4),,,タイセイサムソン,,11,,141.22222222222223,0.8789473684210526,81.73684210526316,0,,,37.33157894736843,0.6693227091633466,16.27906976744186,16.467891739526802,86.0,3.0,5.0,4.0,36.8,34.3,-0.5,2.0,2.5,34.17894736842106,37.22105263157894,7.276315789473684,3.152631578947368,0.11052631578947339,-3.0421052631578944,-7.0,-9.0,-2.0,7.526315789473684,1.631578947368421,1.1578947368421053,-0.47368421052631576,12.156891049935425,1.0901376059929313,5,35.8,36.243859649122804,82.25
11,11,2022/05/14,2東京7,曇,9,日吉特別(2勝クラス),,14,4,6,45.3,11,14,和田竜二,55,ダ1400,重,-26,1:24.1,1.6,80,9-9,35.2-35.0,35.6,472(+6),,,ナンヨーアイボリー,,12,,0.0,0.6928571428571428,85.92857142857143,0,,,35.15,0.0,16.646848989298455,17.11737713336182,84.1,9.0,9.0,9.0,35.2,35.0,0.3999999999999986,0.6000000000000014,0.20000000000000284,34.2,35.32142857142858,7.285714285714286,0.9499999999999983,-0.17142857142857185,-1.12142857142857,-5.0,-5.0,0.0,6.857142857142857,0.6428571428571429,1.5,0.8571428571428571,7.850265388295268,1.2016655108639838,4,35.266666666666666,34.89047619047619,84.75
12,12,2022/05/14,2東京7,曇,9,日吉特別(2勝クラス),,14,3,4,179.6,14,12,永野猛蔵,55,ダ1400,重,-26,1:23.9,1.4,82,11-11,35.2-35.0,35.1,522(-6),,,ナンヨーアイボリー,,13,,121.8,0.922727272727273,79.63636363636364,0,,,36.92727272727273,0.6107142857142858,16.6865315852205,16.47168274679398,83.9,11.0,11.0,11.0,35.2,35.0,-0.10000000000000142,0.10000000000000142,0.20000000000000284,33.68181818181818,37.00000000000001,9.318181818181818,3.2454545454545456,-0.07272727272727214,-3.3181818181818183,-1.0,-1.0,0.0,9.045454545454545,2.8636363636363638,3.409090909090909,0.5454545454545454,8.982654993777734,1.1173490095192835,6,35.1,35.869696969696975,81.25
13,13,2022/05/21,3中京5,曇,8,4歳以上2勝クラス,,16,6,11,150.0,15,12,角田大河,52,ダ1400,良,-9,1:25.5,1.7,78,12-13,34.2-37.5,37.5,502(+2),,,メイショウオーギシ,,14,,116.10526315789474,0.763157894736842,79.73684210526316,0,,,37.242105263157896,0.6290909090909091,16.374269005847953,16.467229983077292,85.5,12.0,13.0,12.5,34.2,37.5,3.299999999999997,0.0,-3.299999999999997,34.91578947368421,37.24736842105263,7.368421052631579,2.3263157894736834,-0.005263157894737291,-2.3315789473684205,1.0,0.0,-1.0,7.157894736842105,0.7894736842105263,1.2105263157894737,0.42105263157894735,8.977750274985375,0.9614572273377531,5,36.4,36.46842105263158,79.75
14,14,2022/07/10,2福島4,曇,12,彦星賞(2勝クラス),,16,7,13,50.7,9,5,江田照男,55,ダ1150,良,-12,1:08.4,1.1,84,5-4,31.1-36.2,36.8,466(+14),,,アティード,151.0,15,,22.0,1.2882352941176471,75.3529411764706,0,,,38.03529411764706,0.4166666666666667,16.81286549707602,16.00968885132288,68.4,5.0,4.0,4.5,31.1,36.2,5.699999999999996,0.5999999999999943,-5.100000000000001,33.923529411764704,37.37647058823529,7.014705882352941,4.111764705882354,0.6588235294117645,-3.452941176470589,-1.0,0.0,1.0,6.764705882352941,-1.0,-0.5294117647058824,0.47058823529411764,15.432849364461926,1.48665877759076,5,34.699999999999996,36.44509803921569,82.75
15,15,2022/03/20,2中山7,曇,12,4歳以上2勝クラス,,13,2,2,7.7,5,6,小林脩斗,52,ダ1200,重,-22,1:11.4,0.5,79,3-4,33.9-37.0,37.3,468(-8),,,ジャスパーゴールド,,1,,140.0,1.1500000000000001,74.66666666666667,0,,,37.62499999999999,0.5526315789473685,16.806722689075627,16.545992022328115,71.4,3.0,4.0,3.5,33.9,37.0,3.3999999999999986,0.29999999999999716,-3.1000000000000014,33.84166666666667,37.224999999999994,7.791666666666667,3.7833333333333337,0.40000000000000036,-3.3833333333333333,-2.0,-3.0,-1.0,7.833333333333333,-0.08333333333333333,-0.25,-0.16666666666666666,15.743882065272437,0.9873160078760419,4,36.06666666666666,36.230555555555554,83.25
16,16,2022/04/24,2阪神10,曇,12,4歳以上2勝クラス,,16,7,13,10.6,6,3,角田大河,54,ダ1200,稍,-12,1:11.5,0.3,94,4-4,34.5-36.7,36.6,486(0),,,コパシーナ,280.0,2,,199.23076923076923,1.0631578947368419,79.78947368421052,0,,,37.53157894736841,0.6505376344086021,16.783216783216783,16.526875253382563,71.5,4.0,4.0,4.0,34.5,36.7,2.1000000000000014,-0.10000000000000142,-2.200000000000003,34.81052631578947,36.76842105263158,3.5789473684210527,2.7210526315789476,0.7631578947368425,-1.9578947368421051,1.0,1.0,0.0,3.4210526315789473,-2.789473684210526,-2.473684210526316,0.3157894736842105,15.543085279313113,1.4456399966796707,6,35.93333333333334,36.37017543859649,80.5
17,17,2021/11/14,5阪神4,晴,12,ドンカスターC(2勝クラス),,15,3,5,6.1,4,7,武豊,54,ダ1400,良,-2,1:25.6,1.0,85,2-2,34.2-38.3,39.2,484(+2),,,ランドボルケーノ,,3,,367.5,0.28333333333333327,86.16666666666667,0,,,35.99166666666667,0.8679245283018868,16.35514018691589,16.86366018511833,85.6,2.0,2.0,2.0,34.2,38.3,5.0,0.9000000000000057,-4.099999999999994,34.81666666666667,36.0,3.5972222222222228,1.1750000000000014,-0.008333333333332268,-1.1833333333333336,-5.0,-5.0,0.0,3.4166666666666665,0.25,0.5833333333333334,0.3333333333333333,8.757752271677418,1.5600030344379536,4,37.233333333333334,35.60277777777778,90.25
18,18,2022/04/24,2阪神10,曇,12,4歳以上2勝クラス,,16,2,4,39.8,11,5,和田竜二,57,ダ1200,稍,-12,1:11.7,0.5,91,7-6,34.5-36.7,36.7,504(+8),,,コパシーナ,111.0,4,,133.38888888888889,1.1500000000000001,79.16666666666667,0,,,37.354166666666664,0.6192468619246861,16.736401673640167,16.451323946499446,71.7,7.0,6.0,6.5,34.5,36.7,2.200000000000003,0.0,-2.200000000000003,34.59583333333333,36.79166666666666,5.40625,2.758333333333334,0.5625,-2.1958333333333333,1.0,2.0,1.0,5.458333333333333,-1.125,-1.1666666666666667,-0.041666666666666664,10.583458791907303,1.6270218191530192,6,35.96666666666667,36.24722222222222,85.25
19,19,2022/03/06,2中山4,曇,12,4歳以上2勝クラス,,16,8,15,10.9,4.0,4,武豊,57,ダ1200,良,6,1:12.8,0.8,88,16-16,33.5-38.5,37.5,510(+2),,,スリーピート,170.0,5,,217.0,0.5692307692307692,81.0,0,,,36.98461538461539,0.8081395348837209,16.483516483516485,16.528030332080267,72.8,16.0,16.0,16.0,33.5,38.5,4.0,-1.0,-5.0,34.3,37.192307692307686,7.961538461538462,2.6846153846153835,-0.2076923076923079,-2.892307692307692,12.0,12.0,0.0,7.6923076923076925,3.1538461538461537,3.6923076923076925,0.5384615384615384,13.071233409940428,0.7264675505766355,4,36.5,36.15897435897436,89.5
20,20,2022/02/05,1中京11,晴,12,4歳以上2勝クラス,,16,2,3,39.7,10,8,服部寿希,54,ダ1200,良,-3,1:13.5,0.5,73,11-11,35.3-37.7,37.0,458(-4),,,クインズレモン,,6,,133.0,0.9777777777777779,77.16666666666667,0,,,36.81666666666667,0.5324074074074074,16.3265306122449,16.49431771816223,73.5,11.0,11.0,11.0,35.3,37.7,1.7000000000000028,-0.7000000000000028,-2.4000000000000057,33.77777777777778,37.18333333333334,11.194444444444445,3.038888888888889,-0.36666666666666753,-3.4055555555555563,3.0,3.0,0.0,10.88888888888889,3.5555555555555554,4.166666666666667,0.6111111111111112,7.54524671050839,1.0460319428606213,5,36.666666666666664,35.92592592592593,83.25
21,21,2022/03/06,2中山4,曇,12,4歳以上2勝クラス,,16,3,5,15.3,6,8,田辺裕信,57,ダ1200,良,6,1:13.0,1.0,85,7-7,33.5-38.5,38.7,474(+2),,S接触,スリーピート,,7,,174.44444444444446,0.8363636363636363,80.36363636363636,0,,,37.38181818181818,0.6793893129770993,16.438356164383563,16.62398536722189,73.0,7.0,7.0,7.0,33.5,38.5,5.200000000000003,0.20000000000000284,-5.0,34.23636363636364,37.154545454545456,6.090909090909091,3.1454545454545464,0.22727272727272985,-2.918181818181816,-1.0,-1.0,0.0,6.0,0.5454545454545454,0.7272727272727273,0.18181818181818182,9.525914945849326,0.9196542224602078,4,36.9,36.25757575757576,86.0
22,22,2022/03/12,2中京1,晴,9,伊良湖特別(2勝クラス),,16,1,2,4.8,2,13,吉田隼人,55,ダ1200,良,-2,1:13.6,1.9,73,1-1,35.0-36.7,38.6,490(0),,,イバル,,8,,250.0,0.8700000000000001,76.2,0,,,37.559999999999995,0.7964601769911505,16.304347826086957,16.48849021907675,73.6,1.0,1.0,1.0,35.0,36.7,3.6000000000000014,1.8999999999999986,-1.7000000000000028,34.92999999999999,36.91,2.975,2.6300000000000003,0.6499999999999986,-1.9800000000000018,-12.0,-12.0,0.0,2.9,-1.8,-1.7,0.1,9.903668241015506,0.91687575877258,4,36.76666666666667,36.46666666666667,82.5
23,23,2022/01/16,1中京6,晴,12,4歳以上2勝クラス,,15,1,1,43.8,11.0,12,鮫島良太,56,ダ1400,良,3,1:26.6,1.4,77,7-8,34.2-39.0,39.7,510(+2),,,ゼンノジャスタ,,9,,109.76923076923077,1.0277777777777777,73.05555555555556,0,,,37.77222222222222,0.592391304347826,16.166281755196305,16.555979736344682,86.6,7.0,8.0,7.5,34.2,39.0,5.5,0.7000000000000028,-4.799999999999997,34.2,36.98888888888889,3.1944444444444446,3.572222222222222,0.7833333333333338,-2.7888888888888883,-4.0,-5.0,-1.0,3.2777777777777777,-4.5,-4.666666666666667,-0.16666666666666666,17.25433022047917,1.5032743578648078,4,37.63333333333333,36.32037037037037,79.25
24,24,2022/05/08,1新潟2,晴,12,4歳以上1勝クラス,,15,6,11,2.4,1,1,三浦皇成,55,ダ1200,良,-4,1:12.1,0.0,88,1-1,34.3-37.8,37.8,472(0),,,(フレンドパル),770.0,10,,239.7,0.55,78.9,0,,,37.73,0.825503355704698,16.643550624133148,16.41191686329462,72.1,1.0,1.0,1.0,34.3,37.8,3.5,0.0,-3.5,33.78999999999999,37.55,3.75,3.94,0.17999999999999972,-3.7600000000000002,0.0,0.0,0.0,3.7,0.1,0.2,0.1,13.351571548320347,0.9089999954540905,4,36.63333333333333,36.35666666666667,86.25
25,25,2022/03/27,2中京6,晴,12,四日市特別(2勝クラス),,16,5,10,8.7,5,7,藤田菜七,57,ダ1400,重,-15,1:24.5,1.0,85,2-2,34.1-37.6,38.5,528(+12),,,ラフストリーム,,11,,193.375,0.9777777777777779,78.66666666666667,0,,,37.644444444444446,0.6666666666666666,16.568047337278106,16.32435159213316,84.5,2.0,2.0,2.0,34.1,37.6,4.399999999999999,0.8999999999999986,-3.5,35.37777777777778,36.922222222222224,2.888888888888889,2.2666666666666657,0.7222222222222222,-1.5444444444444434,-5.0,-5.0,0.0,2.888888888888889,-2.7777777777777777,-2.7777777777777777,0.0,10.46374693883601,1.5236797563792726,4,36.73333333333333,36.648148148148145,84.25
26,26,2021/10/30,5新潟7,晴,9,3歳以上1勝クラス,,12,7,9,6.9,3,1,菅原明良,55,ダ1200,良,-12,1:11.1,0.0,94,2-2,34.7-36.4,36.2,472(-2),,,(ベンチャーアウト),760.0,12,,244.625,0.67,76.9,0,,,37.79,0.7909090909090909,16.877637130801688,16.421606804187455,71.1,2.0,2.0,2.0,34.7,36.4,1.5,-0.19999999999999574,-1.6999999999999957,34.290000000000006,37.4,3.45,3.4999999999999987,0.3899999999999991,-3.1099999999999985,1.0,1.0,0.0,3.5,-1.7,-1.8,-0.1,12.108326484198132,1.6728260840380318,4,35.766666666666666,36.493333333333325,86.75
27,27,2021/12/28,5中山9,晴,10,ベストウィッシュC(2勝クラス),,16,4,8,65.7,13,15,木幡初也,57,ダ1200,良,-8,1:13.1,1.9,70,4-6,34.0-37.2,38.6,496(+8),,,ミエノワールド,,13,,186.3,0.6588235294117647,76.11764705882354,0,,,37.65294117647059,0.6830985915492958,16.415868673050618,16.631339144869997,73.1,4.0,6.0,5.0,34.0,37.2,4.600000000000001,1.3999999999999986,-3.200000000000003,33.43529411764706,37.1529411764706,2.3823529411764706,4.21764705882353,0.49999999999999956,-3.71764705882353,-9.0,-11.0,-2.0,2.411764705882353,-3.5294117647058822,-3.588235294117647,-0.058823529411764705,9.895285072531598,1.1514349608795984,5,36.6,36.08039215686274,81.75
28,28,2022/03/20,2中山7,曇,12,4歳以上2勝クラス,,13,5,8,40.0,9,12,永野猛蔵,55,ダ1200,重,-22,1:12.5,1.6,64,6-8,33.9-37.0,37.9,506(+6),,,ジャスパーゴールド,,14,,41.111111111111114,1.025,70.5625,0,,,37.6375,0.4067796610169492,16.551724137931036,16.509507418029585,72.5,6.0,8.0,7.0,33.9,37.0,4.0,0.8999999999999986,-3.1000000000000014,32.75625000000001,36.94375,3.59375,4.88125,0.6937499999999992,-4.1875,-4.0,-6.0,-2.0,3.5,-3.8125,-3.625,0.1875,10.814574300500139,1.445431892688612,5,36.26666666666667,35.77916666666667,74.75
29,29,2022/03/19,1阪神11,小雨,12,4歳以上2勝クラス,,16,5,10,33.4,9,14,柴田大知,57,ダ1200,重,-23,1:12.4,1.0,70,2-2,34.8-36.6,37.3,500(-14),,,タマモヒメギミ,,15,,84.54545454545455,1.1588235294117646,54.94117647058823,0,,,39.42352941176471,0.5693430656934306,16.574585635359114,16.016913178781433,72.4,2.0,2.0,2.0,34.8,36.6,2.5,0.6999999999999957,-1.8000000000000043,16.099999999999998,38.38823529411765,1.8970588235294117,23.323529411764707,1.035294117647058,-22.288235294117644,-12.0,-12.0,0.0,2.0,-3.6470588235294117,-3.823529411764706,-0.17647058823529413,21.463721905221643,2.012154425509823,4,36.233333333333334,31.303921568627448,80.0
30,30,2021/08/21,4小倉3,曇,12,3歳以上2勝クラス,,14,6,10,6.8,3,3,松本大輝,52,ダ1000,良,2,0:58.5,0.6,93,2-2,34.3-35.1,35.6,440(+8),,,メイショウヒバリ,280.0,1,,205.22222222222223,0.72,79.5,0,,,37.02,0.64,17.094017094017094,16.670943183054888,58.5,2.0,2.0,2.0,34.3,35.1,1.3000000000000043,0.5,-0.8000000000000043,34.48,36.66,3.85,2.5400000000000005,0.36000000000000015,-2.1800000000000006,-1.0,-1.0,0.0,4.0,-1.8,-2.1,-0.3,10.81932767040861,1.203232560663699,4,35.0,36.05333333333333,81.75
31,31,2021/10/10,5新潟2,晴,12,妙高特別(2勝クラス),,15,3,4,22.1,8.0,4,松本大輝,55,ダ1200,良,-11,1:10.8,0.5,99,10-10,33.2-37.1,36.6,512(+2),,出遅れ,ララクリュサオル,230.0,2,,218.33333333333334,0.9562499999999998,78.8125,0,,,37.41875,0.6265060240963856,16.949152542372882,16.255947476229593,70.8,10.0,10.0,10.0,33.2,37.1,3.3999999999999986,-0.5,-3.8999999999999986,35.18749999999999,37.05625,5.734375,2.2312499999999984,0.36249999999999893,-1.8687499999999995,6.0,6.0,0.0,5.9375,0.625,0.375,-0.25,13.307385362659014,1.9856056400467499,4,35.63333333333333,36.55416666666667,85.0
32,32,2021/10/10,5新潟2,晴,12,妙高特別(2勝クラス),,15,3,5,6.3,3,5,津村明秀,52,ダ1200,良,-11,1:10.9,0.6,97,3-4,33.2-37.1,37.5,506(0),,,ララクリュサオル,150.0,2,,302.5,0.7,85.8,0,,,36.18,0.7692307692307693,16.92524682651622,17.109556930172758,70.9,3.0,4.0,3.5,33.2,37.1,4.299999999999997,0.3999999999999986,-3.8999999999999986,33.92,35.550000000000004,1.85,2.2600000000000002,0.6300000000000004,-1.6299999999999997,-1.0,-2.0,-1.0,1.9,-4.4,-4.5,-0.1,10.86354127002884,1.195722403451446,3,35.93333333333333,35.21666666666666,93.0
33,33,2021/08/08,1函館12,曇,10,潮騒特別(2勝クラス),,16,3,5,10.1,7,9,ルメール,55,芝1200,良,-6,1:09.7,0.7,87,3-2,33.1-35.9,36.2,496(-2),,,ネクストストーリー,,4,,354.0,0.7124999999999999,92.375,0,,,37.324999999999996,0.7466666666666667,17.21664275466284,16.730065623659804,69.7,3.0,2.0,2.5,33.1,35.9,3.1000000000000014,0.30000000000000426,-2.799999999999997,34.3125,36.75,1.4375,3.0124999999999984,0.5750000000000011,-2.4374999999999973,-7.0,-6.0,1.0,1.375,-4.875,-4.75,0.125,6.649979114420001,0.8576453553512412,4,35.06666666666666,36.12916666666666,89.75
34,34,2021/09/19,4中山4,晴,9,浦安特別(2勝クラス),,15,7,12,16.9,6,7,秋山稔樹,55,ダ1200,稍,-17,1:10.7,0.7,94,2-1,33.4-36.6,37.3,474(-6),,,サイファーシチー,,5,,143.5,1.18125,74.625,0,,,37.76875,0.6870229007633588,16.973125884016973,16.30665537463959,70.7,2.0,1.0,1.5,33.4,36.6,3.8999999999999986,0.6999999999999957,-3.200000000000003,35.631249999999994,36.8625,3.6666666666666665,2.1374999999999997,0.9062500000000004,-1.2312499999999993,-6.0,-5.0,1.0,3.6875,-2.75,-2.8125,-0.0625,13.384647508520185,2.0745116572140434,4,35.76666666666667,36.75416666666666,89.75
35,35,2021/10/10,5新潟2,晴,12,妙高特別(2勝クラス),,15,2,3,46.1,11,2,川又賢治,53,ダ1200,良,-11,1:10.6,0.3,102,8-8,33.2-37.1,36.6,434(-8),,,ララクリュサオル,610.8,6,,144.87058823529412,1.1874999999999998,75.66666666666667,0,,,37.220833333333324,0.5531914893617021,16.997167138810198,16.557354702537534,70.6,8.0,8.0,8.0,33.2,37.1,3.3999999999999986,-0.5,-3.8999999999999986,34.412499999999994,36.74583333333333,5.75,2.808333333333333,0.47499999999999937,-2.3333333333333335,6.0,6.0,0.0,5.791666666666667,-1.9166666666666667,-1.9583333333333333,-0.041666666666666664,15.573618718846305,1.5400051947964326,5,35.63333333333333,36.12638888888888,87.75
36,36,2021/07/17,3小倉5,曇,12,3歳以上1勝クラス,,14,4,6,4.8,3.0,1,幸英明,52,ダ1000,良,-2,0:58.9,0.0,83,5-3,33.8-36.7,36.2,474(0),,,(ベストチャーム),760.0,7,,185.4,1.0545454545454545,66.54545454545455,0,,,38.154545454545456,0.7214285714285714,16.977928692699493,16.249547178404978,58.9,5.0,3.0,4.0,33.8,36.7,2.4000000000000057,-0.5,-2.9000000000000057,34.445454545454545,37.69090909090909,5.090909090909091,3.7090909090909094,0.4636363636363631,-3.2454545454545465,2.0,4.0,2.0,4.909090909090909,-0.18181818181818182,0.18181818181818182,0.36363636363636365,13.155849987320808,1.2586368287423764,3,35.56666666666667,36.76363636363636,80.75
