,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,予想タイム差,着差平均_condision,勝率_condision,上り差平均,着差平均_speed,勝率_speed,着差平均,上り平均,着順平均,タイム計算平均,種牡馬成績,母父成績
198,198,2017/02/12,1東京6,晴,11.0,共同通信杯(G3),,11,6.0,7,45.3,8,7,田中勝春,54,芝1800,良,**,1:48.2,0.7,**,8-8-8,36.0-34.7,34.6,472(0),,,スワーヴリチャード,,7,-1.4671457638260281,0.6,0.5384615384615384,-0.04680000000000106,0.2333333333333333,0.8157894736842105,0.2333333333333333,34.733333333333334,3.3333333333333335,,,
199,199,2017/02/12,1東京6,晴,11.0,共同通信杯(G3),,11,7.0,9,23.7,5,8,内田博幸,56,芝1800,良,**,1:48.4,0.9,**,10-8-6,36.0-34.7,35.0,498(-4),,,スワーヴリチャード,,8,2.6189228529839994,0.32499999999999996,0.7241379310344828,0.6825999999999972,0.32499999999999996,0.7241379310344828,0.3,34.900000000000006,5.0,,,
200,200,2017/02/12,1東京6,晴,11.0,共同通信杯(G3),,11,8.0,10,28.0,7,9,石川裕紀,56,芝1800,良,**,1:48.4,0.9,**,10-10-8,36.0-34.7,34.8,486(0),,,スワーヴリチャード,,9,4.335066864784984,0.275,0.86,-0.14620000000000033,0.275,0.86,0.275,35.2,2.75,,,
201,201,2017/02/12,1東京6,晴,11.0,共同通信杯(G3),,11,6.0,6,140.6,10,10,石橋脩,56,芝1800,良,**,1:48.9,1.4,**,8-11-11,36.0-34.7,35.0,474(0),,,スワーヴリチャード,,10,-0.03118253124954906,0.775,0.7551020408163265,0.2300938775510275,0.525,0.7857142857142857,0.72,35.46,4.2,,,
202,202,2016/11/19,5東京5,小雨,11,東京スポーツ杯2歳S(G3),,10,6,6,3.2,2,1,柴田善臣,55.0,芝1800,稍,**,1:48.3,0.0,**,7-7-7,36.1-35.1,33.7,448(+2),,,(スワーヴリチャード),3337.8,1,0.24600227358845184,-0.15000000000000002,1.0,1.479600000000005,-1.850371707708594e-17,0.9473684210526315,-0.10000000000000003,33.76666666666667,1.6666666666666667,,,
203,203,2016/11/19,5東京5,小雨,11.0,東京スポーツ杯2歳S(G3),,10,8.0,9,8.1,4,2,四位洋文,55.0,芝1800,稍,**,1:48.3,0.0,**,10-9-9,36.1-35.1,33.6,498(-6),,,ブレスジャーニー,1310.8,2,0.318916518650054,-0.05,0.9411764705882353,1.7884000000000029,-0.05,0.9411764705882353,-0.1,34.65,1.5,,,
204,204,2016/11/19,5東京5,小雨,11,東京スポーツ杯2歳S(G3),,10,1,1,2.6,1,3,ルメール,55.0,芝1800,稍,**,1:48.3,0.0,**,8-7-7,36.1-35.1,33.8,508(-2),,,ブレスジャーニー,835.4,3,-0.7944256756759981,0.0,1.0,0.6784000000000034,0.0,1.0,0.0,34.0,1.0,,100.0,
205,205,2016/11/19,5東京5,小雨,11,東京スポーツ杯2歳S(G3),,10,3,3,12.2,5,4,田辺裕信,55.0,芝1800,稍,**,1:48.7,0.4,**,9-10-10,36.1-35.1,33.8,522(+2),,,ブレスジャーニー,500.0,4,0.6335466549097775,0.0,1.0,0.14320000000000022,0.0,1.0,0.0,35.7,1.0,,,
206,206,2016/11/19,5東京5,小雨,11,東京スポーツ杯2歳S(G3),,10,5,5,5.2,3,5,柴田大知,55.0,芝1800,稍,**,1:48.7,0.4,**,2-2-2,36.1-35.1,35.3,468(+12),,,ブレスジャーニー,330.0,5,-0.5955339805829878,-0.2,1.0,-0.3048000000000002,-0.2,1.0,-0.8500000000000001,37.675,1.25,,,
207,207,2016/11/19,5東京5,小雨,11,東京スポーツ杯2歳S(G3),,10,7,7,63.3,8,6,北村宏司,55.0,芝1800,稍,**,1:49.0,0.7,**,3-5-4,36.1-35.1,34.8,448(+10),,,ブレスジャーニー,,6,-0.06519886363600058,0.13333333333333333,0.8611111111111112,0.8025999999999982,0.13333333333333333,0.8611111111111112,0.06666666666666667,33.8,2.6666666666666665,,,
208,208,2016/11/19,5東京5,小雨,11,東京スポーツ杯2歳S(G3),,10,2,2,111.8,9,7,バルザロ,55.0,芝1800,稍,**,1:49.6,1.3,**,3-3-3,36.1-35.1,35.6,492(+4),,,ブレスジャーニー,,7,1.5320109093819294,0.44999999999999996,0.7878787878787878,0.04066666666666426,0.44999999999999996,0.7878787878787878,0.39999999999999997,35.233333333333334,,,,
209,209,2016/11/19,5東京5,小雨,11,東京スポーツ杯2歳S(G3),,10,4,4,155.0,10,9,松岡正海,55.0,芝1800,稍,**,1:50.6,2.3,**,1-1-1,36.1-35.1,37.4,438(0),,,ブレスジャーニー,,9,0.21133105906955005,0.45,0.88,-0.5157444444444472,0.45,0.8461538461538461,0.45,35.849999999999994,2.5,,,
210,210,2016/11/19,5東京5,小雨,11,東京スポーツ杯2歳S(G3),,10,8,10,16.3,7,10,岩部純二,55.0,芝1800,稍,**,1:51.5,3.2,**,3-4-4,36.1-35.1,37.3,472(+10),,,ブレスジャーニー,,10,-0.7285322359400066,0.16666666666666666,0.9230769230769231,0.5935999999999974,0.16666666666666666,0.9,0.16666666666666666,34.23333333333333,,,,
211,211,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,8,18,2.8,1,1,戸崎圭太,54,芝1800,良,**,1:46.2,-0.4,**,8-9-9,36.3-33.9,32.8,452(-6),,,(フルーキー),4163.7,1,-0.9136691547301101,0.19166666666666668,0.821917808219178,0.8874666666666672,0.2055555555555556,0.7851239669421488,0.1555555555555556,34.06666666666667,3.888888888888889,,,
212,212,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,8,16,5.0,3,2,Ｍ．デム,58.0,芝1800,良,**,1:46.6,0.4,**,14-12-11,36.3-33.9,33.0,480(-8),,,ルージュバック,1618.2,2,-2.866677960919095,0.11842105263157893,0.8897338403041825,1.0269411764705882,0.11842105263157893,0.8897338403041825,0.15499999999999997,34.059999999999995,2.7,,,
213,213,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,7,13,16.5,6,3,柴田大知,56.0,芝1800,良,**,1:46.6,0.4,**,1-1-1,36.3-33.9,34.3,494(+6),,,ルージュバック,1009.1,3,-2.3812514489446115,0.5155172413793103,0.708029197080292,-0.40286543778801687,0.43800000000000006,0.7264957264957265,0.53125,35.734375,5.625,,,
214,214,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,4,7,4.3,2,4,福永祐一,56,芝1800,良,**,1:46.7,0.5,**,5-6-6,36.3-33.9,33.5,550(+4),,,ルージュバック,620.0,4,-0.6577061010442056,0.07272727272727271,0.8962962962962963,0.38297777777777814,0.19090909090909092,0.8391608391608392,0.125,34.641666666666666,3.0,,,
215,215,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,6,12,25.3,7,5,石川裕紀,56.0,芝1800,良,**,1:46.8,0.6,**,5-6-6,36.3-33.9,33.6,458(-2),,,ルージュバック,410.0,5,-1.040248276203919,0.325,0.7666666666666667,0.28552000000000155,0.4124999999999999,0.7384615384615385,0.4,34.656,4.52,,,
216,216,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,3,5,31.2,8,6,田中勝春,57,芝1800,良,**,1:46.8,0.6,**,16-15-15,36.3-33.9,33.0,462(0),,,ルージュバック,,6,-2.3667909445642117,0.37291666666666656,0.7077363896848138,0.776076940394077,0.5092592592592592,0.6751269035532995,0.4962962962962963,34.666666666666664,5.7407407407407405,,100.0,
217,217,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,3,6,10.7,5,7,三浦皇成,56,芝1800,良,**,1:47.0,0.8,**,11-12-11,36.3-33.9,33.4,480(0),,,ルージュバック,,7,-2.3852369180562896,0.30000000000000004,0.75177304964539,1.0027000000000008,0.3966666666666666,0.7216494845360825,0.3933333333333333,34.413333333333334,4.6,,100.0,
218,218,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,2,4,55.3,12,8,デュプレ,56,芝1800,良,**,1:47.1,0.9,**,14-15-15,36.3-33.9,33.3,510(-2),,,ルージュバック,,8,-2.777981207888255,0.35,0.7377892030848329,1.1923487060041413,0.43461538461538457,0.6945244956772334,0.37666666666666665,34.19333333333334,4.8,,,
219,219,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,1.0,1,7.5,4,9,石橋脩,56,芝1800,良,**,1:47.1,0.9,**,5-5-4,36.3-33.9,34.1,486(-2),,,ルージュバック,,9,-3.0545505100154537,0.2714285714285714,0.75,0.46862857142857245,0.1764705882352941,0.7922705314009661,0.2210526315789474,34.52105263157894,4.052631578947368,,100.0,
220,220,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,4,8,47.4,9,10,内田博幸,58,芝1800,良,**,1:47.1,0.9,**,4-4-4,36.3-33.9,34.1,470(-4),,,ルージュバック,,10,-2.588477999557084,0.3557692307692307,0.7057220708446866,1.072750000000001,0.36612903225806454,0.7009345794392523,0.3939393939393939,34.242424242424235,5.454545454545454,,100.0,
221,221,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,7,15,120.4,13,11,吉田豊,56,芝1800,良,**,1:47.2,1.0,**,18-18-17,36.3-33.9,33.1,442(+2),,,ルージュバック,,11,-0.13386189541680382,0.6250000000000001,0.6527777777777778,0.3051190476190513,0.49166666666666664,0.6653386454183267,0.5739130434782609,35.33478260869565,6.086956521739131,,,
222,222,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,5,9,185.1,15.0,12,藤岡佑介,54,芝1800,良,**,1:47.3,1.1,**,2-3-3,36.3-33.9,34.4,496(+12),,,ルージュバック,,12,-3.3185463230461383,0.3166666666666667,0.7170418006430869,0.5074285714285713,0.2766666666666666,0.7527593818984547,0.3529411764705882,34.85882352941176,,,,
223,223,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,6,11,197.0,17,13,大野拓弥,56,芝1800,良,**,1:47.4,1.2,**,8-9-9,36.3-33.9,34.0,496(+10),,,ルージュバック,,13,-1.9491618570329208,0.3642857142857142,0.7207392197125256,0.6046422643558541,0.33372093023255806,0.7054908485856906,0.39999999999999997,34.726086956521755,5.434782608695652,,,
224,224,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,5,10,204.7,18,14,津村明秀,56,芝1800,良,**,1:47.4,1.2,**,17-17-17,36.3-33.9,33.4,490(0),,,ルージュバック,,14,-3.271646938543229,0.6086956521739131,0.6864686468646864,,0.3983870967741935,0.7389162561576355,0.5323529411764705,35.14411764705883,,,100.0,
225,225,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,8,17,53.0,10,15,岩田康誠,56.0,芝1800,良,**,1:47.4,1.2,**,11-12-11,36.3-33.9,33.9,460(0),,,ルージュバック,,15,-2.02336657497276,0.28,0.7150259067357513,0.5611764705882369,0.3910714285714287,0.6464379947229552,0.44838709677419364,34.85483870967741,5.838709677419355,,,
226,226,2016/06/12,3東京4,曇,11.0,エプソムC(G3),,18.0,1.0,2,159.9,14,16,蛯名正義,56,芝1800,良,**,1:47.5,1.3,**,8-8-8,36.3-33.9,34.2,476(-2),,,ルージュバック,,16,-3.4408857794032737,0.6535714285714286,0.6210526315789474,0.23956280834914795,0.5288461538461537,0.68,0.7266666666666666,35.42333333333333,5.733333333333333,,,
227,227,2016/06/12,3東京4,曇,11.0,エプソムC(G3),,18.0,7.0,14,187.1,16.0,17,柴田善臣,59.0,芝1800,良,**,1:47.6,1.4,**,2-2-2,36.3-33.9,34.8,488(0),,,ルージュバック,,17,-1.5210357863316828,0.6021739130434783,0.7169811320754716,0.5163971014492753,0.5166666666666667,0.7559055118110236,0.7757575757575758,35.275757575757574,5.484848484848484,,,
228,228,2016/06/12,3東京4,曇,11,エプソムC(G3),,18,2,3,55.0,11,18,丹内祐次,56,芝1800,良,**,1:48.2,2.0,**,11-11-11,36.3-33.9,34.6,510(+2),,,ルージュバック,,18,-1.9217572690920037,0.5725,0.5490909090909091,0.3367111111111115,0.5880952380952381,0.5273972602739726,0.5857142857142859,34.7047619047619,7.571428571428571,,,
229,229,2016/02/14,1東京6,晴,11,共同通信杯(G3),,10,4,4,22.6,6.0,1,蛯名正義,56,芝1800,稍,**,1:47.4,-0.2,**,7-8-7,35.8-35.6,34.9,476(+6),,,(イモータル),3837.1,1,-0.32768270944750433,0.05,0.9615384615384616,0.9324000000000012,0.03333333333333333,0.9487179487179487,0.03333333333333333,34.46666666666667,,,100.0,
230,230,2016/02/14,1東京6,晴,11,共同通信杯(G3),,10,8,9,14.0,5.0,2,戸崎圭太,56,芝1800,稍,**,1:47.6,0.2,**,3-3-3,35.8-35.6,35.5,520(-2),,,ディーマジェスティ,1510.6,2,0.6348011363640034,0.19999999999999998,0.7567567567567568,0.7835999999999999,0.19999999999999998,0.7567567567567568,0.06666666666666665,33.63333333333333,4.0,,,
231,231,2016/02/14,1東京6,晴,11,共同通信杯(G3),,10,6,6,6.4,3.0,3,ルメール,56,芝1800,稍,**,1:47.7,0.3,**,10-8-8,35.8-35.6,35.0,470(0),,,ディーマジェスティ,955.3,3,0.23506686478499644,0.05000000000000001,0.95,0.960933333333332,0.1125,0.9245283018867925,0.1,34.65,2.0,,,
232,232,2016/02/14,1東京6,晴,11,共同通信杯(G3),,10,2,2,9.9,4.0,4,大野拓弥,56,芝1800,稍,**,1:48.0,0.6,**,1-1-1,35.8-35.6,36.2,540(-8),,,ディーマジェスティ,570.0,4,0.6860080906010224,-0.075,0.9583333333333334,0.9483999999999995,-0.075,0.9583333333333334,-0.15,34.0,,,,
233,233,2016/02/14,1東京6,晴,11,共同通信杯(G3),,10,7,7,186.6,9.0,5,石川裕紀,54,芝1800,稍,**,1:48.5,1.1,**,5-6-8,35.8-35.6,35.8,476(0),,,ディーマジェスティ,380.0,5,0.33809145480228264,-0.05,1.0,-0.07920000000000016,-0.05,1.0,-0.1,34.3,1.0,,,
234,234,2016/02/14,1東京6,晴,11,共同通信杯(G3),,10,1,1,3.1,2.0,6,武豊,57.0,芝1800,稍,**,1:48.7,1.3,**,3-3-4,35.8-35.6,36.5,494(+12),,,ディーマジェスティ,,6,0.7502642347536654,-0.06666666666666667,0.9523809523809523,1.4702666666666697,-0.06666666666666667,0.9523809523809523,-0.16666666666666666,33.233333333333334,1.3333333333333333,,,
235,235,2016/02/14,1東京6,晴,11,共同通信杯(G3),,10,7,8,48.7,7.0,7,柴山雄一,56,芝1800,稍,**,1:48.8,1.4,**,9-10-10,35.8-35.6,36.0,468(-2),,,ディーマジェスティ,,7,0.8350668647850077,0.05000000000000001,0.9411764705882353,0.5779999999999994,0.05000000000000001,0.9411764705882353,0.03333333333333333,34.36666666666667,1.6666666666666667,,100.0,
236,236,2016/02/14,1東京6,晴,11,共同通信杯(G3),,10,3,3,97.8,8.0,8,柴田善臣,56,芝1800,稍,**,1:48.9,1.5,**,5-5-5,35.8-35.6,36.5,516(-8),,,ディーマジェスティ,,8,0.07699485888449703,0.06666666666666667,0.9361702127659575,-0.6038666666666662,0.06666666666666667,0.9361702127659575,0.03333333333333333,35.266666666666666,2.0,,,
237,237,2016/02/14,1東京6,晴,11,共同通信杯(G3),,10,8,10,1.9,1.0,9,横山典弘,57,芝1800,稍,**,1:48.9,1.5,**,7-6-5,35.8-35.6,36.5,486(+2),,,ディーマジェスティ,,9,-1.385427408412298,-0.1,1.0,1.4268,-0.1,1.0,-0.2,34.05,1.0,,100.0,
238,238,2016/02/14,1東京6,晴,11,共同通信杯(G3),,10,5,5,247.3,10.0,10,三浦皇成,56,芝1800,稍,**,1:52.2,4.8,**,2-2-2,35.8-35.6,40.3,446(-10),,,ディーマジェスティ,,10,-0.981077147016006,0.225,0.7931034482758621,0.43840000000000146,0.225,0.7666666666666667,0.2,34.5,4.0,,,
