,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,予想タイム差,着差平均_condision,勝率_condision,上り差平均,着差平均_speed,勝率_speed,着差平均,上り平均,着順平均,タイム計算平均,種牡馬成績,母父成績
0,0,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,6,8,4.1,3,1,ルメール,56,芝1800,良,**,1:47.0,-0.2,**,3-2-2,35.3-34.1,34.0,502(0),,,(タッチウッド),4042.7,1,-0.44943767384909705,-0.016666666666666663,0.9117647058823529,1.1183999999999987,-0.016666666666666663,0.9117647058823529,-0.09999999999999999,34.0,2.0,,,
1,1,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,5,5,9.2,5,2,バシュロ,56,芝1800,良,**,1:47.2,0.2,**,5-1-1,35.3-34.1,34.3,528(+4),,,ファントムシーフ,1612.2,2,,-0.5,1.0,,-0.5,1.0,-1.0,34.0,1.0,,,
2,2,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,1,1,3.6,1,3,川田将雅,56,芝1800,良,**,1:47.2,0.2,**,5-6-6,35.3-34.1,33.6,502(+2),,,ファントムシーフ,1006.1,3,-0.5983550446886648,0.0,0.9444444444444444,0.6002666666666675,0.0,0.9444444444444444,-0.06666666666666668,33.800000000000004,1.6666666666666667,,,
3,3,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,5,6,3.7,2,4,福永祐一,56,芝1800,良,**,1:47.2,0.2,**,3-5-5,35.3-34.1,33.7,486(+2),,,ファントムシーフ,600.0,4,-1.6649331352149965,-0.3,1.0,0.8292000000000002,-0.3,1.0,-0.6,33.5,1.0,,,
4,4,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,8,11,69.2,10,5,横山和生,56,芝1800,良,**,1:47.5,0.5,**,12-9-8,35.3-34.1,33.6,474(+8),,,ファントムシーフ,400.0,5,2.034801136364006,0.11666666666666668,0.8148148148148148,1.6139999999999972,-0.024999999999999994,0.9444444444444444,0.06666666666666668,32.93333333333334,2.6666666666666665,,,
5,5,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,4,4,101.5,11,6,吉田隼人,56,芝1800,良,**,1:47.5,0.5,**,2-3-3,35.3-34.1,34.2,500(+6),,,ファントムシーフ,,6,1.9348011363640119,0.3666666666666667,0.75,1.137400000000003,0.4,0.8,0.3666666666666667,33.699999999999996,3.0,,,
6,6,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,2,2,39.6,8,7,松山弘平,56,芝1800,良,**,1:47.6,0.6,**,5-6-8,35.3-34.1,33.7,472(0),,,ファントムシーフ,,7,-0.2296794054454967,0.09999999999999999,0.9375,0.22346666666666457,0.09999999999999999,0.9375,0.033333333333333326,34.333333333333336,1.6666666666666667,,,
7,7,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,6,7,284.7,12,8,吉田豊,56,芝1800,良,**,1:47.8,0.8,**,11-9-11,35.3-34.1,33.7,468(-6),,,ファントムシーフ,,8,0.1937807357408099,0.7142857142857143,0.6875,-0.4889999999999996,0.5666666666666667,0.7101449275362319,0.7142857142857143,35.24285714285714,4.571428571428571,,,
8,8,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,7,9,4.7,4,9,Ｍ．デム,56,芝1800,良,**,1:48.1,1.1,**,9-9-8,35.3-34.1,34.2,472(+2),,,ファントムシーフ,,9,-1.0057600391734474,-0.09999999999999999,0.9375,-0.09580000000000055,-0.09999999999999999,0.9375,-0.25,34.45,2.0,,,
9,9,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,8,12,18.1,6,10,田辺裕信,56,芝1800,良,**,1:48.2,1.2,**,9-12-11,35.3-34.1,34.1,452(+12),,,ファントムシーフ,,10,-1.8518830953987226,0.2333333333333333,0.7941176470588235,0.9603999999999999,0.35,0.6818181818181818,0.2333333333333333,33.56666666666667,3.3333333333333335,,,
10,10,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,3,3,59.5,9,11,三浦皇成,56,芝1800,良,**,1:48.6,1.6,**,1-3-3,35.3-34.1,35.2,470(+6),,,ファントムシーフ,,11,-1.467461934141302,0.3,0.8125,-0.316399999999998,0.35,0.7916666666666666,0.13333333333333333,35.46666666666667,2.6666666666666665,,,
11,11,2023/02/12,1東京6,晴,11,共同通信杯(G3),,12,7,10,39.3,7,12,戸崎圭太,56,芝1800,良,**,1:48.9,1.9,**,8-6-6,35.3-34.1,35.2,440(-6),,,ファントムシーフ,,12,-0.16493313521499875,0.15,0.8235294117647058,0.4166666666666667,0.15,0.8235294117647058,0.06666666666666667,34.4,3.0,,,70.8
12,12,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,5,6,7.3,4,1,岩田康誠,56,芝1800,重,**,1:46.7,0.0,**,3-3-3,36.2-35.1,34.6,492(-4),,,(ガロアクリーク),4342.0,1,-0.3460964476363376,0.2583333333333333,0.8088235294117647,-0.48279999999999923,0.5437500000000001,0.6530612244897959,0.4625,35.475,5.25,,,
13,13,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,6,8,26.9,8.0,2,石橋脩,56,芝1800,重,**,1:46.7,0.0,**,7-7-5,36.2-35.1,34.2,510(-2),,,ノースブリッジ,1712.0,2,-1.762598864051868,0.7625000000000001,0.6826923076923077,-0.4837499999999979,0.5222222222222223,0.7327586206896551,0.7916666666666669,35.69166666666667,,,,
14,14,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,5,5,3.7,2,3,ルメール,56.0,芝1800,重,**,1:46.8,0.1,**,4-5-5,36.2-35.1,34.4,536(-8),,,ノースブリッジ,1106.0,3,-2.689431157683972,0.5700000000000001,0.7121212121212122,0.26668571428571497,0.43333333333333335,0.7377049180327869,0.6363636363636364,35.10909090909091,5.545454545454546,,,
15,15,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,8,11,3.2,1,4,横山典弘,56,芝1800,重,**,1:46.8,0.1,**,12-12-12,36.2-35.1,33.5,490(0),,,ノースブリッジ,650.0,4,0.7055743243240137,0.16111111111111112,0.8425925925925926,1.395478260869563,0.16875,0.8431372549019608,0.08888888888888889,33.85555555555556,2.888888888888889,,,
16,16,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,2,2,9.4,5,5,戸崎圭太,56,芝1800,重,**,1:46.9,0.2,**,10-10-10,36.2-35.1,33.9,484(+6),,,ノースブリッジ,430.0,5,-1.8316673979291669,0.4333333333333334,0.7345679012345679,0.24300000000000033,0.6357142857142858,0.6216216216216216,0.5000000000000001,34.74,5.666666666666667,,,
17,17,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,8,12,6.7,3.0,6,レーン,58.0,芝1800,重,**,1:46.9,0.2,**,7-9-7,36.2-35.1,34.2,504(0),,,ノースブリッジ,,6,-2.9252934957258194,0.27083333333333337,0.7604790419161677,0.6666944444444424,0.28076923076923077,0.7717391304347826,0.3785714285714286,34.67857142857143,,,,
18,18,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,4,4,12.0,7,7,川田将雅,56,芝1800,重,**,1:47.2,0.5,**,4-5-7,36.2-35.1,34.6,472(0),,,ノースブリッジ,,7,-2.3770110440677477,0.3833333333333333,0.8257575757575758,0.3193500000000018,0.3833333333333333,0.8257575757575758,0.3222222222222222,34.54444444444445,3.5555555555555554,,100.0,
19,19,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,1,1,10.2,6,8,坂井瑠星,56,芝1800,重,**,1:47.2,0.5,**,7-8-7,36.2-35.1,34.6,486(+4),,,ノースブリッジ,,8,-2.861599011904688,0.5499999999999999,0.6870748299319728,0.7730736842105264,0.49999999999999994,0.6818181818181818,0.6518518518518518,34.69629629629629,6.0,,,
20,20,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,3,3,74.1,11,9,三浦皇成,56,芝1800,重,**,1:47.4,0.7,**,2-2-2,36.2-35.1,35.4,464(+6),,,ノースブリッジ,,9,-1.6715855769161378,0.4666666666666666,0.7575757575757576,0.10328842105264044,0.7000000000000001,0.6736842105263158,0.6875,35.300000000000004,4.875,,,
21,21,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,7,9,195.1,12,10,長岡禎仁,56,芝1800,重,**,1:47.5,0.8,**,10-10-10,36.2-35.1,34.5,448(-2),,,ノースブリッジ,,10,-1.899973659785791,1.1500000000000001,0.3626943005181347,0.2013263157894742,0.67,0.5,0.9714285714285713,34.989285714285714,8.25,,,70.8
22,22,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,7,10,38.4,9,11,原優介,58.0,芝1800,重,**,1:47.7,1.0,**,1-1-1,36.2-35.1,36.1,464(-4),,,ノースブリッジ,,11,-1.1776957125213117,0.8926470588235293,0.5233644859813084,-0.7874451612903222,0.6981481481481482,0.5555555555555556,0.9750000000000002,36.15555555555555,7.222222222222222,,,
23,23,2022/06/12,3東京4,晴,11,エプソムC(G3),,12,6,7,44.2,10,12,田辺裕信,56,芝1800,重,**,1:48.0,1.3,**,4-3-3,36.2-35.1,35.8,442(-6),,,ノースブリッジ,,12,-1.8149611895080269,0.2833333333333333,0.8282828282828283,0.057599999999999575,0.26785714285714285,0.8415300546448088,0.2733333333333334,34.96,3.2666666666666666,,100.0,
24,24,2022/02/13,1東京6,雨,11.0,共同通信杯(G3),,11,8.0,10,3.9,3,1,松山弘平,56,芝1800,稍,**,1:47.9,-0.2,**,6-6-5,36.1-34.3,33.7,502(+4),,,(ジオグリフ),4041.3,1,-0.8026827094475042,-0.15,1.0,1.3323999999999998,-0.15,1.0,-0.3,33.1,1.0,,,
25,25,2022/02/13,1東京6,雨,11.0,共同通信杯(G3),,11,5.0,5,3.4,1,2,ルメール,57,芝1800,稍,**,1:48.1,0.2,**,2-4-5,36.1-34.3,34.0,498(+2),,,ダノンベルーガ,1611.8,2,-0.630233557898995,0.016666666666666673,0.8709677419354839,0.20400000000000063,0.016666666666666673,0.8709677419354839,-0.13333333333333333,34.63333333333333,2.3333333333333335,,,
26,26,2022/02/13,1東京6,雨,11.0,共同通信杯(G3),,11,7.0,8,29.8,8,3,岩田康誠,56,芝1800,稍,**,1:48.3,0.4,**,1-1-1,36.1-34.3,34.7,470(+4),,,ダノンベルーガ,1005.9,3,-0.2983687163084417,0.125,0.8695652173913043,0.0004000000000008441,0.125,0.8695652173913043,0.1,34.875,2.5,,,
27,27,2022/02/13,1東京6,雨,11.0,共同通信杯(G3),,11,7.0,9,20.2,6,4,武豊,56,芝1800,稍,**,1:48.5,0.6,**,2-4-3,36.1-34.3,34.5,474(+18),,,ダノンベルーガ,600.0,4,-0.8026827094474971,0.07500000000000001,0.9642857142857143,-0.01759999999999806,0.07500000000000001,0.9642857142857143,0.05,34.45,1.5,,,
28,28,2022/02/13,1東京6,雨,11.0,共同通信杯(G3),,11,2.0,2,3.5,2,5,田辺裕信,56,芝1800,稍,**,1:48.7,0.8,**,11-11-11,36.1-34.3,33.8,510(+12),,,ダノンベルーガ,400.0,5,-1.4036478058153368,0.175,0.925,0.9655999999999997,0.175,0.925,0.15000000000000002,33.775,1.75,,,
29,29,2022/02/13,1東京6,雨,11.0,共同通信杯(G3),,11,6.0,7,22.9,7,6,戸崎圭太,56,芝1800,稍,**,1:48.7,0.8,**,2-2-2,36.1-34.3,34.8,490(-4),,,ダノンベルーガ,,6,-0.4810771470160116,-0.05,0.95,0.639599999999998,-0.05,0.95,-0.1,34.650000000000006,1.5,,,70.8
30,30,2022/02/13,1東京6,雨,11.0,共同通信杯(G3),,11,8.0,11,5.3,4,7,川田将雅,56.0,芝1800,稍,**,1:48.8,0.9,**,8-8-7,36.1-34.3,34.3,458(0),,,ダノンベルーガ,,7,-0.29442567567599626,0.06666666666666667,0.92,0.5330000000000013,0.06666666666666667,0.92,0.06666666666666667,34.03333333333333,1.6666666666666667,,,
31,31,2022/02/13,1東京6,雨,11.0,共同通信杯(G3),,11,3.0,3,41.4,9,8,横山武史,56,芝1800,稍,**,1:49.1,1.2,**,2-2-3,36.1-34.3,35.1,464(-2),,,ダノンベルーガ,,8,-0.7176822671790197,0.16666666666666666,0.8333333333333334,0.5473333333333343,0.16666666666666666,0.8333333333333334,0.13333333333333333,34.03333333333333,2.6666666666666665,,,70.8
32,32,2022/02/13,1東京6,雨,11.0,共同通信杯(G3),,11,6.0,6,16.2,5,9,柴田大知,56,芝1800,稍,**,1:49.2,1.3,**,10-10-9,36.1-34.3,34.5,454(0),,,ダノンベルーガ,,9,4.4350668647849885,0.21666666666666665,0.6842105263157895,0.7294666666666648,0.21666666666666665,0.6842105263157895,0.16666666666666666,34.1,5.0,,,
33,33,2022/02/13,1東京6,雨,11.0,共同通信杯(G3),,11,1.0,1,55.1,10,10,松岡正海,56,芝1800,稍,**,1:49.3,1.4,**,9-9-9,36.1-34.3,34.6,464(+6),,,ダノンベルーガ,,10,-0.664933135214995,0.2125,0.8260869565217391,0.23439999999999847,0.2125,0.8260869565217391,0.175,35.075,3.0,,,
34,34,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,7,15,6.8,3.0,1,石橋脩,56.0,芝1800,良,**,1:45.1,-0.1,**,10-9-8,35.3-34.9,34.4,504(+12),,,(サトノフラッグ),4163.0,1,-2.8293887079725706,0.14999999999999997,0.8522727272727273,0.9780476190476151,0.18124999999999997,0.8571428571428571,0.3555555555555555,34.74444444444444,,,,
35,35,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,7,13,11.8,6.0,2,戸崎圭太,56.0,芝1800,良,**,1:45.2,0.1,**,14-15-12,35.3-34.9,34.3,496(-2),,,ザダル,1618.0,2,-4.46615471254302,0.39166666666666666,0.7916666666666666,0.19417793880836717,0.50625,0.7962962962962963,0.5399999999999999,35.92999999999999,,,100.0,
36,36,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,4,7,6.5,2.0,3,川田将雅,56.0,芝1800,良,**,1:45.4,0.3,**,13-10-7,35.3-34.9,34.8,460(+4),,,ザダル,1009.0,3,-1.7566949357793127,0.10625,0.9240506329113924,,0.14375,0.9,0.26,35.12,3.3,,100.0,
37,37,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,2,3,14.3,8.0,4,浜中俊,57.0,芝1800,良,**,1:45.4,0.3,**,8-10-8,35.3-34.9,34.7,494(-4),,,ザダル,620.0,4,-0.9979099310059716,0.10625000000000002,0.8469387755102041,,0.24090909090909093,0.825503355704698,0.2846153846153846,34.86923076923077,3.6923076923076925,,,
38,38,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,8,18,49.7,13.0,5,武藤雅,56.0,芝1800,良,**,1:45.5,0.4,**,2-2-2,35.3-34.9,35.3,480(-2),,,ザダル,410.0,5,-2.315091037940764,0.4157894736842106,0.7074235807860262,0.06841754385964811,0.34374999999999994,0.7329842931937173,0.425,35.32,4.8,,,
39,39,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,3,6,31.6,11.0,6,吉田豊,56.0,芝1800,良,**,1:45.6,0.5,**,10-16-16,35.3-34.9,34.4,462(-12),,,ザダル,,6,-1.7837528485497427,1.1833333333333333,0.5,-1.4474999999999998,0.4000000000000001,0.8472222222222222,1.0055555555555555,37.288888888888884,,,,
40,40,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,8,17,13.2,7.0,7,岩田望来,56.0,芝1800,良,**,1:45.6,0.5,**,10-10-12,35.3-34.9,34.7,440(+12),,,ザダル,,7,-1.4857718022142632,0.5625000000000001,0.8333333333333334,,0.01,0.953125,0.5142857142857142,35.6,3.857142857142857,,100.0,
41,41,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,5,10,128.5,17.0,8,田辺裕信,56.0,芝1800,良,**,1:45.7,0.6,**,17-16-16,35.3-34.9,34.5,504(+4),,,ザダル,,8,-1.9760797876392053,0.40624999999999994,0.6721311475409836,0.9642370977659352,0.3906249999999999,0.6621621621621622,0.39411764705882346,34.526470588235306,4.823529411764706,,,
42,42,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,5,9,11.3,5.0,9,木幡巧也,56.0,芝1800,良,**,1:45.8,0.7,**,3-4-3,35.3-34.9,35.3,508(+2),,,ザダル,,9,-1.7823527506232093,0.34615384615384615,0.8726114649681529,0.30456000000000144,0.2833333333333334,0.875,0.3285714285714286,35.24285714285714,2.5714285714285716,,,
43,43,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,4,8,3.9,1.0,10,ルメール,56.0,芝1800,良,**,1:46.4,1.3,**,6-5-3,35.3-34.9,36.0,462(-4),,,ザダル,,10,-1.6304255968125623,0.21666666666666665,0.82,1.3391999999999995,0.5000000000000001,0.6119402985074627,0.48571428571428577,34.15714285714285,,,100.0,
44,44,2021/06/13,3東京4,曇,11.0,エプソムC(G3),,18,1.0,2,25.1,10.0,11,武豊,56.0,芝1800,良,**,1:46.5,1.4,**,8-10-8,35.3-34.9,35.8,510(+2),,,ザダル,,11,-3.0587998818228512,0.27142857142857146,0.7183098591549296,,0.3750000000000001,0.6818181818181818,0.9111111111111109,35.455555555555556,6.0,,,
45,45,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,7,14,34.7,12.0,12,野中悠太,56.0,芝1800,良,**,1:46.5,1.4,**,6-5-8,35.3-34.9,35.8,510(+10),,,ザダル,,12,-0.33726029983217354,0.72,0.7878787878787878,-0.2895999999999977,0.36666666666666653,0.8461538461538461,0.7777777777777777,35.75555555555556,,,,
46,46,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,1,1,170.3,18.0,13,柴田善臣,56.0,芝1800,良,**,1:46.6,1.5,**,18-18-16,35.3-34.9,35.4,442(+6),,,ザダル,,13,-1.720612956123853,0.4673076923076923,0.7159090909090909,0.44693514431239495,0.45833333333333337,0.6727272727272727,0.5705882352941177,35.279411764705884,5.147058823529412,,100.0,
47,47,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,8,16,7.6,4.0,14,Ｍ．デム,57.0,芝1800,良,**,1:46.7,1.6,**,15-5-12,35.3-34.9,35.8,518(+4),,,ザダル,,14,-0.9263266193134558,0.059999999999999984,0.9,0.20498319783197713,0.059999999999999984,0.9,0.01,34.65,,,,
48,48,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,6,12,56.4,15.0,15,菊沢一樹,56.0,芝1800,良,**,1:46.7,1.6,**,15-10-15,35.3-34.9,35.6,554(-2),,,ザダル,,15,-2.0347928655097847,0.41500000000000004,0.7923076923076923,-0.20236363636363758,0.4,0.7638888888888888,0.3761904761904762,34.833333333333336,4.238095238095238,,,
49,49,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,3,5,54.0,14.0,16,三浦皇成,58.0,芝1800,良,**,1:46.9,1.8,**,1-1-1,35.3-34.9,36.7,488(+6),,,ザダル,,16,-2.3497219464686805,0.20500000000000002,0.7833333333333333,0.7821454545454553,0.2852941176470588,0.7663551401869159,0.29,35.095,4.1,,,
50,50,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,2,4,14.5,9.0,17,石川裕紀,56.0,芝1800,良,**,1:47.0,1.9,**,3-5-3,35.3-34.9,36.6,518(0),,,ザダル,,17,-3.391602748864004,0.27499999999999997,0.8589743589743589,0.7045599999999993,0.32142857142857145,0.8602150537634409,0.24999999999999994,35.5,2.625,,,
51,51,2021/06/13,3東京4,曇,11,エプソムC(G3),,18,6,11,92.9,16.0,18,江田照男,56.0,芝1800,良,**,1:47.0,1.9,**,3-2-3,35.3-34.9,36.6,486(0),,,ザダル,,18,-1.620274166483561,0.7636363636363637,0.5474452554744526,-0.18887878787879037,0.6,0.6231884057971014,0.84375,36.0375,7.25,,,
52,52,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,6,7,6.8,4,1,横山武史,56,芝1800,良,**,1:47.6,-0.4,**,2-4-3,37.4-33.8,33.4,514(+4),,,(ヴィクティファルス),3842.7,1,0.2773062496038959,-0.07500000000000001,1.0,0.7397999999999989,-0.07500000000000001,1.0,-0.15000000000000002,34.55,,,,
53,53,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,7,9,41.9,7,2,松山弘平,56,芝1800,良,**,1:48.0,0.4,**,7-5-5,37.4-33.8,33.6,478(-6),,,エフフォーリア,1512.2,2,0.5055743243240014,-0.05,1.0,0.27840000000000487,-0.05,1.0,-0.1,34.4,1.0,,,
54,54,2021/02/14,1東京6,晴,11.0,共同通信杯(G3),,12,8.0,11,4.9,2,3,福永祐一,56.0,芝1800,良,**,1:48.0,0.4,**,7-8-8,37.4-33.8,33.4,448(-2),,,エフフォーリア,956.1,3,0.3101515151520002,0.0,1.0,0.5031999999999996,0.0,1.0,0.0,34.6,1.0,,100.0,
55,55,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,2,2,10.4,6,4,ルメール,56,芝1800,良,**,1:48.0,0.4,**,11-8-10,37.4-33.8,33.3,496(+8),,,エフフォーリア,570.0,4,2.5044660194170083,0.3666666666666667,0.8260869565217391,0.7079999999999984,0.0,1.0,0.3666666666666667,35.53333333333333,2.3333333333333335,,,
56,56,2021/02/14,1東京6,晴,11.0,共同通信杯(G3),,12,3.0,3,2.3,1,5,横山典弘,57.0,芝1800,良,**,1:48.1,0.5,**,6-5-6,37.4-33.8,33.6,500(-2),,,エフフォーリア,380.0,5,-3.4808615331491772,-0.049999999999999996,0.972972972972973,0.9876000000000005,0.05,0.9642857142857143,-0.13333333333333333,35.333333333333336,1.3333333333333333,,,70.8
57,57,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,8,12,42.7,8,6,坂井瑠星,56,芝1800,良,**,1:48.3,0.7,**,11-12-12,37.4-33.8,33.4,462(+2),,,エフフォーリア,,6,-6.876837084614725,0.8,0.5,0.2382666666666656,0.4,0.7540983606557377,0.38,34.94,4.0,,,
58,58,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,4,4,46.1,9,7,田辺裕信,56,芝1800,良,**,1:48.3,0.7,**,9-8-10,37.4-33.8,33.6,470(-4),,,エフフォーリア,,7,0.2697664421010068,0.525,0.7435897435897436,0.9170666666666657,0.525,0.7435897435897436,0.525,34.55,3.5,,,
59,59,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,5,5,327.7,12,8,北村宏司,56,芝1800,良,**,1:48.4,0.8,**,1-3-3,37.4-33.8,34.2,498(-8),,,エフフォーリア,,8,-0.1649331352149943,0.9833333333333334,0.6285714285714286,-0.7708000000000013,0.9833333333333334,0.6285714285714286,0.9666666666666667,35.56666666666667,5.333333333333333,,,
60,60,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,6,8,5.6,3,9,戸崎圭太,54,芝1800,良,**,1:48.5,0.9,**,9-8-8,37.4-33.8,33.9,422(+4),,,エフフォーリア,,9,-1.7869085451977167,-0.3,1.0,0.8207999999999984,-0.3,1.0,-0.6,33.4,1.0,,100.0,
61,61,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,7,10,303.9,11,10,大野拓弥,56,芝1800,良,**,1:48.5,0.9,**,4-1-1,37.4-33.8,34.7,432(-4),,,エフフォーリア,,10,-2.3540727902950005,0.3125,0.6363636363636364,0.36979545454545004,0.3125,0.6363636363636364,0.25,35.575,4.0,,,
62,62,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,1,1,8.9,5,11,石橋脩,56,芝1800,良,**,1:48.6,1.0,**,4-5-6,37.4-33.8,34.1,462(-4),,,エフフォーリア,,11,-0.3810771470160005,-0.05,1.0,0.33840000000000003,-0.05,1.0,-0.1,35.1,1.0,,,
63,63,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,5,6,79.3,10,12,丸山元気,56,芝1800,良,**,1:48.8,1.2,**,2-2-2,37.4-33.8,34.9,500(+2),,,エフフォーリア,,12,1.4042445551188807,0.42500000000000004,0.7368421052631579,0.25760000000000005,0.42500000000000004,0.7368421052631579,0.30000000000000004,35.45,3.5,,,
64,64,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,3.0,3,1.7,1,1,川田将雅,55,芝1800,良,**,1:47.5,-0.2,**,3-3-3,35.8-34.3,33.5,520(+24),,,(タイトルホルダー),3335.0,1,,-0.25,1.0,,-0.25,1.0,-0.5,34.7,1.0,,,
65,65,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,2.0,2,16.6,5,2,戸崎圭太,55.0,芝1800,良,**,1:47.7,0.2,**,1-2-2,35.8-34.3,33.9,470(-2),,,ダノンザキッド,1310.0,2,0.6189228529839993,-0.1,1.0,-0.4615999999999971,-0.1,1.0,-0.2,35.9,,,,
66,66,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,8.0,10,8.8,3,3,武豊,55,芝1800,良,**,1:47.8,0.3,**,6-7-6,35.8-34.3,33.6,428(-10),,,ダノンザキッド,835.0,3,-1.389848484848006,0.025,0.9473684210526315,1.0219999999999985,0.025,0.9473684210526315,0.0,34.1,,,,
67,67,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,6.0,6,26.9,6,4,田辺裕信,55,芝1800,良,**,1:47.9,0.4,**,7-9-8,35.8-34.3,33.6,472(+4),,,ダノンザキッド,500.0,4,1.7044660194170087,0.45,0.8421052631578947,1.2952000000000012,0.45,0.8421052631578947,0.45,34.8,2.5,,,
68,68,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,7.0,7,30.8,7,5,横山典弘,55,芝1800,良,**,1:48.1,0.6,**,9-4-6,35.8-34.3,34.0,460(0),,,ダノンザキッド,330.0,5,0.24032824780350648,0.35,0.7837837837837838,0.38809999999999967,0.3,0.8333333333333334,0.325,35.4,3.0,,,
69,69,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,1.0,1,3.7,2,6,ルメール,55,芝1800,良,**,1:48.3,0.8,**,4-4-3,35.8-34.3,34.3,514(+8),,,ダノンザキッド,,6,0.33480113636400394,-0.25,1.0,1.4423999999999992,-0.25,1.0,-0.5,33.1,1.0,,,
70,70,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,8.0,9,45.7,8,7,横山和生,54,芝1800,良,**,1:48.6,1.1,**,7-7-8,35.8-34.3,34.2,438(-4),,,ダノンザキッド,,7,0.754466019417005,0.30000000000000004,0.7096774193548387,0.8703999999999988,0.3,0.6923076923076923,0.275,35.075,3.25,,,
71,71,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,4.0,4,13.4,4,8,Ｍ．デム,55,芝1800,良,**,1:48.7,1.2,**,2-1-1,35.8-34.3,35.5,460(0),,,ダノンザキッド,,8,0.34731729055249816,0.05,0.9473684210526315,0.7323999999999984,0.05,0.9473684210526315,0.0,34.2,1.5,,,
72,72,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,7.0,8,164.2,9,9,大野拓弥,55,芝1800,良,**,1:49.5,2.0,**,4-4-3,35.8-34.3,35.5,460(+8),,,ダノンザキッド,,9,2.1446707953063617,0.15000000000000002,0.92,0.18559999999999377,0.15000000000000002,0.92,0.1,35.150000000000006,,,,
73,73,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,3,6,22.1,9,1,内田博幸,56.0,芝1800,不,**,1:47.7,-0.2,**,3-2-2,35.3-36.5,36.1,500(-16),,,(ソーグリッタリング),4165.1,1,-2.7843091147928956,0.419047619047619,0.6690909090909091,0.4099428571428573,0.4545454545454545,0.6438356164383562,0.4391304347826086,34.53043478260869,5.739130434782608,,,
